user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count,rating_deviation
Ashraf202,2099.0,47.0,51.0,2.0,100.0,45.08
biffdiggerence,2377.0,47.0,39.0,14.0,100.0,45.0
xyz1981,2587.0,43.0,56.0,0.0,48.0,50.91
chessknocker7,2606.0,39.0,47.0,14.0,100.0,45.01
dogrovas,1931.0,51.0,48.0,1.0,100.0,45.04
petrover,2612.0,51.0,43.0,6.0,100.0,45.25
Noot_Noot1,1280.0,49.0,49.0,2.0,100.0,45.06
VitusIII,2146.0,54.0,40.0,6.0,100.0,45.15
freyrolito,1939.0,41.0,52.0,7.0,100.0,66.24
AZF0001,1109.0,50.0,50.0,0.0,6.0,55.78
MastaOfDisasta,2330.0,54.0,33.0,12.0,99.0,46.01
fockengrind,1016.0,54.0,40.0,4.0,66.0,45.64
Xavi_M,1344.0,52.0,48.0,0.0,100.0,46.35
ArnaldoNP,1871.0,59.0,38.0,3.0,100.0,45.28
Didarchal,1881.0,0.0,50.0,50.0,6.0,70.11
Burakarzuoglu,1023.0,0.0,100.0,0.0,3.0,248.94
weduskece,1765.0,40.0,60.0,0.0,100.0,45.0
Maksim2204,1219.0,15.0,69.0,15.0,39.0,180.65
saeta,2476.0,49.0,45.0,6.0,100.0,45.04
Tiloli,1249.0,54.0,42.0,4.0,100.0,45.49
its_me101,963.0,33.0,66.0,0.0,18.0,57.41
JZEPEDA12,1094.0,56.0,39.0,5.0,100.0,45.55
Akalp25,1406.0,44.0,53.0,3.0,100.0,45.06
Abanamate,2482.0,77.0,17.0,6.0,100.0,45.07
Emmett_Brown,1720.0,40.0,60.0,0.0,100.0,179.47
lplaych,1955.0,41.0,54.0,5.0,100.0,175.47
fabiobc,1060.0,60.0,40.0,0.0,15.0,60.68
twobraveelephants,2365.0,57.0,34.0,8.0,100.0,45.29
chess-is-a-live,2488.0,44.0,44.0,12.0,100.0,47.57
keko135,1268.0,39.0,50.0,11.0,100.0,48.0
Brauberg111,2002.0,47.0,42.0,11.0,100.0,45.07
CivEn,2572.0,49.0,43.0,8.0,100.0,45.01
ihsoza,1317.0,47.0,51.0,2.0,100.0,45.0
tonyjames1980,1315.0,33.0,66.0,0.0,42.0,108.8
Marvestinc,1409.0,42.0,56.0,2.0,100.0,46.24
Yazan_metax,1452.0,55.0,43.0,2.0,100.0,45.0
l3ab-idin,1807.0,40.0,53.0,7.0,100.0,89.66
Alexprofesional,2582.0,62.0,23.0,15.0,100.0,45.04
Rafi-2020,2547.0,37.0,53.0,10.0,100.0,45.24
Chelikk,1278.0,48.0,45.0,7.0,100.0,45.02
MagicSymphony,2523.0,40.0,48.0,10.0,96.0,48.06
Dovolen123,2014.0,61.0,35.0,4.0,100.0,122.79
omidali1362,1861.0,38.0,56.0,6.0,100.0,45.05
TGibby,1052.0,51.0,41.0,8.0,100.0,45.0
christohahaha,2210.0,50.0,41.0,9.0,100.0,45.52
ashi1324,1406.0,42.0,55.0,3.0,100.0,45.08
kaydavral,1511.0,51.0,46.0,3.0,100.0,45.32
Auricaura,1484.0,53.0,44.0,3.0,100.0,45.17
MisterOnua,1995.0,51.0,47.0,2.0,100.0,45.0
Optical64,1911.0,78.0,21.0,1.0,100.0,70.88
Mercedecc,2230.0,49.0,46.0,5.0,100.0,45.58
Fidayi19_63,1578.0,47.0,42.0,11.0,100.0,45.06
iExystoria,1183.0,0.0,100.0,0.0,3.0,87.88
vladimir_garbuzov,2235.0,40.0,60.0,0.0,15.0,45.3
PowerRank,886.0,32.0,60.0,8.0,25.0,74.3
baldinizk,1394.0,44.0,53.0,3.0,100.0,45.08
medoy1117,1705.0,73.0,26.0,0.0,69.0,52.2
Venom_Master200,873.0,33.0,66.0,0.0,18.0,98.16
gnuzzi1972,1351.0,46.0,49.0,5.0,100.0,45.01
injuredWolf,1299.0,51.0,46.0,3.0,100.0,45.2
Rudra187,2052.0,37.0,51.0,12.0,100.0,46.46
Fart007,2408.0,46.0,39.0,15.0,100.0,45.62
morasheed95,1254.0,54.0,45.0,1.0,100.0,45.04
G0tcha,1470.0,44.0,49.0,7.0,100.0,47.14
kagaskostas,2328.0,53.0,45.0,2.0,100.0,45.23
UltracoldAtom,2184.0,77.0,19.0,4.0,100.0,45.01
Hasanyilmaz51,923.0,46.0,52.0,2.0,100.0,45.03
roksom,1182.0,39.0,56.0,5.0,100.0,45.04
y0ucantakem3,2440.0,1.0,99.0,0.0,100.0,0.0
Kaantheking80,1405.0,48.0,50.0,2.0,100.0,0.0
b31b6Consultant,2508.0,47.0,39.0,14.0,100.0,45.06
casseval,1298.0,47.0,48.0,5.0,100.0,45.0
Fernando180317,524.0,38.0,56.0,5.0,100.0,45.04
Pogorio,1218.0,51.0,49.0,0.0,100.0,45.13
HoangXuanTung,1072.0,49.0,49.0,2.0,100.0,61.09
othello1,2000.0,49.0,42.0,9.0,100.0,45.04
roguedoc1,1182.0,57.0,42.0,0.0,21.0,59.8
DoktorB1942,1362.0,50.0,48.0,2.0,100.0,45.09
Kohortes,1259.0,52.0,46.0,2.0,100.0,45.07
strong-king1,1339.0,40.0,55.0,5.0,100.0,45.06
ihumanzot1,1995.0,42.0,53.0,3.0,78.0,0.0
Satalkin,1038.0,40.0,56.0,4.0,100.0,0.0
Space_Bravo,742.0,29.0,70.0,0.0,81.0,64.3
kirankuliyadi,1735.0,55.0,42.0,3.0,100.0,76.3
AlanSpn,1371.0,32.0,60.0,8.0,75.0,124.05
stanbad1,2657.0,75.0,25.0,0.0,12.0,48.04
tempoocioso,2005.0,51.0,49.0,0.0,100.0,45.27
Mandavismo,2597.0,48.0,39.0,13.0,100.0,45.05
SpiderFX,1179.0,0.0,0.0,100.0,3.0,78.7
Andey_and_chess,1129.0,43.0,51.0,5.0,58.0,58.39
ibicenco,2349.0,50.0,46.0,4.0,100.0,45.01
thekinglear,2418.0,41.0,46.0,13.0,100.0,45.08
th2j,1820.0,60.0,36.0,4.0,100.0,105.94
TheNoobiestNoob,1872.0,60.0,36.0,4.0,100.0,46.06
Glam58,1536.0,45.0,51.0,4.0,100.0,45.27
ivanknobel,1233.0,49.0,48.0,3.0,100.0,56.59
Henry47,1703.0,27.0,65.0,8.0,100.0,130.83
gloriafm,2442.0,55.0,38.0,7.0,100.0,45.0
Altarius,2141.0,79.0,20.0,0.0,72.0,45.32
xzMzx,1720.0,51.0,45.0,4.0,100.0,74.72
Jonhseo,2206.0,45.0,45.0,9.0,33.0,45.04
indomie_egg,2668.0,54.0,41.0,5.0,100.0,45.56
lavr64,2365.0,72.0,19.0,9.0,100.0,45.06
JohnJameson88,1966.0,39.0,54.0,7.0,100.0,45.63
ZAKOPAYKO,2085.0,38.0,49.0,13.0,100.0,45.28
mohamedalbashi89,2022.0,38.0,57.0,4.0,100.0,45.08
romkie,1811.0,37.0,61.0,2.0,100.0,113.45
Firsttouch,1942.0,50.0,50.0,0.0,6.0,45.77
SubZero-CUBA,2373.0,47.0,48.0,5.0,100.0,45.17
MgcnofRiga,2010.0,51.0,47.0,2.0,100.0,46.64
Slavik_0,1065.0,45.0,54.0,1.0,100.0,45.83
Chinaskinear50,2294.0,46.0,44.0,10.0,100.0,45.12
Dopachen,2244.0,43.0,54.0,3.0,100.0,45.05
Nathanaelle0421,1066.0,52.0,38.0,9.0,63.0,57.71
eneshanedar,1794.0,51.0,47.0,2.0,100.0,45.63
Shukh_Nikolay,2576.0,56.0,37.0,7.0,100.0,45.02
Dmitry_Loshakov,2072.0,44.0,51.0,5.0,100.0,45.01
liamboogar,1488.0,51.0,47.0,2.0,100.0,45.17
Jarlaxle38838,1200.0,42.0,42.0,14.0,21.0,53.32
Neftegor,2479.0,47.0,48.0,5.0,100.0,45.95
Martinsomerbest,1422.0,56.0,39.0,5.0,100.0,45.64
CihatDayk1978,1272.0,46.0,47.0,7.0,100.0,45.07
shrvntal,2141.0,41.0,56.0,3.0,100.0,47.07
bayat2021,1499.0,24.0,72.0,4.0,75.0,45.5
pavelarshinn90,1003.0,53.0,43.0,4.0,100.0,45.08
LSChessonTwitch,2236.0,0.0,85.0,15.0,60.0,126.1
be_an,1465.0,56.0,39.0,5.0,100.0,45.0
SombraFugitiva,2302.0,45.0,48.0,7.0,100.0,45.32
ClashR0yale,1205.0,54.0,44.0,2.0,100.0,159.84
daemonthegoat,996.0,48.0,50.0,2.0,100.0,71.3
Proton_2,1500.0,85.0,15.0,0.0,100.0,500.0
Phmmtm,1293.0,18.0,82.0,0.0,100.0,63.49
gowsalyan2021,2135.0,53.0,45.0,2.0,100.0,45.18
Cyprille,1050.0,37.0,56.0,7.0,100.0,45.68
maestromorenito,2140.0,42.0,54.0,4.0,100.0,45.0
KemoLU23,2323.0,49.0,47.0,4.0,100.0,45.58
Bohabbeh,2106.0,52.0,43.0,5.0,100.0,45.56
flemmli,921.0,40.0,56.0,4.0,100.0,45.55
pipoynana,1922.0,53.0,43.0,4.0,100.0,47.24
Tyron_Woodley,2229.0,41.0,50.0,9.0,100.0,45.07
Gontalot,2206.0,50.0,50.0,0.0,42.0,45.08
Gustav_1999,1104.0,44.0,53.0,2.0,43.0,57.15
Aswerches,1388.0,46.0,52.0,2.0,100.0,45.0
lunchcritic,1445.0,33.0,66.0,0.0,9.0,62.0
alnikgul,1777.0,40.0,56.0,3.0,100.0,45.15
AmbartsumianTyhran,2519.0,57.0,28.0,14.0,21.0,50.02
mohammadkhattab,1335.0,50.0,46.0,4.0,100.0,45.05
iokiki,1460.0,45.0,50.0,5.0,100.0,45.04
Jukkele,1983.0,56.0,41.0,2.0,100.0,59.09
pilbge,1932.0,46.0,49.0,5.0,100.0,45.16
ab8128,1327.0,40.0,59.0,1.0,100.0,45.42
onegreypawn,2033.0,44.0,44.0,12.0,100.0,56.97
GKrymn,1682.0,43.0,53.0,4.0,100.0,47.14
ironman654,1497.0,47.0,50.0,3.0,100.0,45.05
Arcas9,746.0,39.0,56.0,4.0,100.0,48.1
Stanley1972,2196.0,36.0,61.0,3.0,100.0,45.04
GCV23,1406.0,59.0,41.0,0.0,100.0,45.01
furqon1,1269.0,48.0,52.0,0.0,100.0,45.32
Qts,2363.0,53.0,41.0,6.0,100.0,45.0
hosein233,1668.0,55.0,44.0,1.0,100.0,45.02
samsimba199,889.0,44.0,51.0,5.0,100.0,45.22
FabianMaxhera,1338.0,51.0,43.0,6.0,100.0,45.15
Napoleon2883,1300.0,40.0,53.0,7.0,100.0,45.24
BlakeTantrum,2554.0,63.0,28.0,8.0,100.0,45.27
DaGo24,2600.0,36.0,61.0,3.0,100.0,49.98
akhilughade7494,1507.0,54.0,43.0,3.0,100.0,45.05
DonBee,1173.0,100.0,0.0,0.0,3.0,47.32
duncanmyer,1622.0,16.0,83.0,1.0,100.0,239.66
loborino,1188.0,46.0,51.0,3.0,100.0,45.31
ns_68,1520.0,53.0,46.0,1.0,100.0,45.04
sepid_58,1260.0,49.0,46.0,5.0,100.0,45.02
lihoffa,2327.0,43.0,43.0,14.0,100.0,45.12
straightpown,2202.0,44.0,50.0,6.0,100.0,45.14
MS-Dhanwin,1428.0,33.0,66.0,0.0,9.0,119.53
DruzhkovVN,947.0,53.0,47.0,0.0,100.0,45.05
Lokeshswami,792.0,83.0,16.0,0.0,18.0,74.47
LarsUlrichTama,1365.0,46.0,54.0,0.0,100.0,45.32
Cooper6,2035.0,41.0,53.0,6.0,100.0,45.03
TrentAllgood,1827.0,37.0,62.0,1.0,100.0,45.21
SaquonBarkley26,2373.0,51.0,39.0,10.0,100.0,45.04
emakarov,1932.0,48.0,48.0,4.0,100.0,59.88
abdoelbetagy,974.0,59.0,41.0,0.0,100.0,45.14
Messsi2023,2496.0,47.0,48.0,5.0,100.0,45.15
PakiahLegend,1315.0,43.0,54.0,3.0,100.0,49.58
PadawanAsokaTano,2603.0,59.0,34.0,7.0,100.0,45.05
dragan961,2429.0,75.0,18.0,7.0,100.0,45.23
Piter237,1297.0,56.0,42.0,2.0,100.0,45.13
edwinZid,1408.0,46.0,52.0,2.0,100.0,45.13
arlYonok,2481.0,59.0,28.0,13.0,100.0,63.29
Dmorineau,1473.0,66.0,33.0,0.0,9.0,46.18
suratram,1169.0,55.0,45.0,0.0,100.0,45.68
Stinovo,1421.0,48.0,45.0,6.0,93.0,45.51
vrf4ever,2278.0,37.0,62.0,1.0,100.0,45.04
Ildar_Khaziiev,1377.0,0.0,100.0,0.0,3.0,339.21
hanti83,1383.0,49.0,48.0,3.0,100.0,45.12
jesselroy99,2616.0,0.0,0.0,100.0,3.0,45.47
rezeszamliy,2311.0,45.0,45.0,10.0,100.0,45.92
Dj0nf1,1005.0,37.0,62.0,1.0,100.0,45.0
JarJarBeers,2466.0,52.0,43.0,5.0,100.0,45.04
PabloMinda,2287.0,33.0,61.0,6.0,100.0,45.0
swarley72,1299.0,45.0,53.0,2.0,100.0,45.02
Ali_valizadeh,2565.0,54.0,39.0,7.0,100.0,45.07
Sebas_Xd12,1033.0,43.0,54.0,3.0,100.0,81.88
SworlakeCity,1385.0,51.0,48.0,1.0,100.0,45.0
gabrielmonchimanchas,2120.0,51.0,48.0,1.0,100.0,45.39
Pjanyi_ShMayster,1912.0,44.0,54.0,2.0,100.0,71.09
Dynamictroops,1974.0,40.0,56.0,3.0,100.0,45.03
fan_fheihung,2242.0,54.0,42.0,4.0,100.0,45.55
leoybkim,1426.0,62.0,32.0,6.0,100.0,45.43
SirNass,1243.0,36.0,59.0,5.0,100.0,45.08
wccrgaming2023,1670.0,49.0,51.0,0.0,100.0,48.15
Artem163111,2395.0,46.0,46.0,8.0,100.0,45.04
SnoozieDoes,1952.0,44.0,53.0,3.0,100.0,45.1
Satishswain,1248.0,48.0,49.0,3.0,100.0,45.07
vinijr77,2816.0,65.0,25.0,10.0,100.0,57.29
Ricardoski,2003.0,46.0,49.0,5.0,100.0,45.04
MichRum,2227.0,51.0,42.0,7.0,100.0,45.03
lerzel123,1020.0,0.0,100.0,0.0,3.0,75.95
AllGunsBlazing22,2603.0,53.0,34.0,13.0,100.0,45.07
theimeto,1946.0,45.0,49.0,6.0,100.0,45.59
Ayush_Ranjan819,1966.0,66.0,33.0,0.0,9.0,0.0
Alirezaaaaaaa7,1453.0,42.0,51.0,7.0,100.0,0.0
harry06,1463.0,46.0,52.0,2.0,100.0,45.0
Morcus1963,2052.0,42.0,51.0,7.0,100.0,45.0
kitikita123,1598.0,60.0,33.0,7.0,100.0,56.49
semipro623,1246.0,48.0,50.0,2.0,100.0,45.0
Positional_player008,2120.0,56.0,43.0,0.0,96.0,45.12
GardaGv2,1099.0,56.0,41.0,3.0,100.0,55.83
AntonTsaruyk,1303.0,100.0,0.0,0.0,3.0,50.03
Kolmychkov,2141.0,40.0,55.0,5.0,100.0,45.7
abbasali1234,2186.0,56.0,39.0,5.0,100.0,49.0
Zero000001,1590.0,46.0,50.0,4.0,100.0,45.01
StormingAngel,1720.0,59.0,39.0,2.0,100.0,157.17
Ozuna1179,2155.0,65.0,30.0,5.0,100.0,45.01
djdkfkkfej,1500.0,43.0,54.0,3.0,100.0,57.35
Heart_of_Fire_Cat,2584.0,31.0,56.0,12.0,100.0,52.02
fristaylersmith,1140.0,50.0,48.0,2.0,100.0,48.07
Obedas,1197.0,45.0,54.0,1.0,100.0,45.19
coportov57,704.0,40.0,56.0,3.0,100.0,49.21
Josue_Daza,1406.0,50.0,44.0,6.0,100.0,45.0
prakhargosain,1975.0,59.0,39.0,2.0,100.0,45.88
M1h3l,2158.0,40.0,50.0,10.0,100.0,48.24
Ehaab_ramadan,2044.0,50.0,44.0,6.0,100.0,45.05
umang_king_2341,1353.0,22.0,77.0,0.0,27.0,50.89
pantvak,1830.0,41.0,56.0,3.0,100.0,45.0
TolloT,2422.0,48.0,47.0,5.0,100.0,45.0
sasadj,2091.0,49.0,41.0,10.0,100.0,45.04
good6666,2008.0,62.0,31.0,7.0,100.0,189.29
LuuckyyLuke,1700.0,32.0,67.0,1.0,100.0,58.48
SlumpOnChess,1053.0,31.0,65.0,4.0,100.0,46.45
SpongeyDad,2238.0,48.0,39.0,11.0,96.0,46.33
Torry,1830.0,36.0,61.0,3.0,100.0,156.55
luispahissa,1670.0,28.0,70.0,1.0,100.0,45.55
Josipan_81,2516.0,61.0,30.0,9.0,100.0,47.19
jalavi,1256.0,46.0,48.0,6.0,100.0,45.04
kaomer,2148.0,68.0,25.0,6.0,48.0,49.72
sreeramg,1151.0,54.0,42.0,4.0,100.0,46.45
dArTalgnan,2043.0,51.0,45.0,4.0,100.0,45.18
joudi1000,1090.0,50.0,45.0,5.0,100.0,45.1
firebobnutting,1062.0,16.0,83.0,0.0,6.0,151.28
yur1010yur,1908.0,48.0,47.0,5.0,100.0,45.13
Cultureindustry,2456.0,39.0,53.0,8.0,100.0,47.32
QaungHyu,1455.0,49.0,46.0,5.0,100.0,45.08
paulinhosr,1263.0,52.0,48.0,0.0,100.0,294.3
beachboy666,1502.0,49.0,47.0,4.0,100.0,45.05
Kapss009,1430.0,46.0,46.0,8.0,100.0,45.09
Tomasz57,1830.0,45.0,49.0,6.0,100.0,45.06
Terredorr,1506.0,38.0,50.0,12.0,100.0,49.91
Azim07,1455.0,41.0,59.0,0.0,100.0,45.08
AdamCollins,2548.0,43.0,41.0,16.0,100.0,45.12
Pgchess13,1429.0,52.0,43.0,5.0,100.0,45.66
w0b3g0n,1461.0,49.0,49.0,2.0,100.0,45.0
raviteja982000,1119.0,46.0,52.0,2.0,100.0,46.05
prospectuschess,2209.0,43.0,51.0,6.0,100.0,45.78
Shuak90,1468.0,46.0,48.0,6.0,100.0,45.27
Nasissimo2,1527.0,36.0,60.0,4.0,100.0,94.65
imperialxadrez1,1838.0,52.0,40.0,8.0,100.0,45.12
hapinok,1987.0,57.0,42.0,0.0,100.0,45.22
volshebnik_shrek,2490.0,46.0,42.0,12.0,100.0,75.54
Gatotkoco995,2304.0,56.0,40.0,3.0,100.0,45.06
hesh46,1812.0,55.0,44.0,1.0,100.0,99.16
julwado,1472.0,44.0,46.0,10.0,100.0,46.69
fujiwaratakumi1905,606.0,49.0,41.0,10.0,100.0,45.11
iliafza,1251.0,46.0,47.0,7.0,100.0,45.18
JHamberg,2001.0,50.0,36.0,14.0,100.0,45.29
DrBananaa,2336.0,52.0,39.0,9.0,100.0,46.17
dewey988,1383.0,49.0,50.0,1.0,100.0,45.2
Goraspi,1390.0,49.0,45.0,6.0,100.0,45.05
santyago_myr,760.0,24.0,68.0,8.0,100.0,0.0
sss6567,2297.0,43.0,51.0,6.0,100.0,0.0
visselrunner,1416.0,44.0,46.0,10.0,100.0,45.01
J_Pumba,1477.0,55.0,37.0,8.0,100.0,45.02
ADZAN_Bin_ACHMAD,1664.0,46.0,51.0,3.0,100.0,158.48
Schpiller,2461.0,59.0,34.0,7.0,100.0,45.11
nunezhereje,2089.0,57.0,35.0,7.0,42.0,46.48
sardw,1327.0,45.0,46.0,9.0,100.0,69.44
hungzhao,2608.0,67.0,31.0,2.0,100.0,45.42
Casrem,516.0,26.0,61.0,11.0,76.0,54.0
Khiall_ccn,1486.0,47.0,48.0,5.0,100.0,46.72
mikhael10tal,2025.0,49.0,42.0,9.0,100.0,45.04
yoseph2013,2650.0,70.0,20.0,10.0,100.0,45.13
Magisterberg,2642.0,56.0,35.0,8.0,100.0,45.02
TBNR763,2357.0,72.0,23.0,5.0,100.0,95.1
Pawndercover,2434.0,57.0,31.0,11.0,100.0,45.01
ogbublik,1077.0,100.0,0.0,0.0,9.0,62.03
MMohitM,904.0,44.0,49.0,7.0,100.0,47.29
TheBarbaric,1438.0,53.0,41.0,6.0,100.0,45.19
Mumraaah,1196.0,34.0,65.0,1.0,100.0,149.14
ajjbrzrf,1512.0,56.0,39.0,5.0,100.0,224.23
maick82,2344.0,41.0,57.0,1.0,100.0,45.03
Metaru_sama,1456.0,61.0,37.0,2.0,100.0,48.72
rezoons,2192.0,52.0,39.0,9.0,100.0,45.94
sayanrath2013,1077.0,41.0,52.0,5.0,51.0,131.7
iyad2017,860.0,33.0,66.0,0.0,12.0,106.5
JustAmature,1446.0,34.0,65.0,1.0,100.0,45.06
chimeg,2039.0,56.0,44.0,0.0,100.0,45.06
thneed,1057.0,55.0,44.0,1.0,100.0,45.01
aloneinnthedark,1443.0,47.0,48.0,5.0,100.0,45.01
TrixR4Kidzzz,2459.0,83.0,16.0,0.0,54.0,57.69
Tal_is_amazing,2164.0,48.0,49.0,3.0,100.0,45.48
Magnetograf,1175.0,51.0,48.0,1.0,100.0,45.15
Chrissthiann,1247.0,51.0,49.0,0.0,100.0,45.09
iVoguer,1665.0,74.0,26.0,0.0,100.0,239.41
juanchope039,1268.0,0.0,100.0,0.0,3.0,62.92
Herkington,2216.0,50.0,47.0,3.0,100.0,45.0
ishan007,1461.0,52.0,44.0,4.0,100.0,45.11
CelticParadise,2011.0,49.0,50.0,1.0,100.0,45.06
cheburashka15,2783.0,70.0,27.0,3.0,100.0,50.08
adamiva5,2383.0,54.0,43.0,3.0,100.0,45.04
vinod-vms,1469.0,48.0,52.0,0.0,100.0,45.1
cristian_viera,2042.0,47.0,45.0,8.0,100.0,45.26
jcchess15,2328.0,56.0,39.0,4.0,100.0,45.0
Zhigalko_Sergei,2733.0,74.0,16.0,10.0,100.0,45.44
Alammonjur,2204.0,49.0,47.0,4.0,100.0,45.01
vanpel84,1332.0,33.0,66.0,0.0,36.0,46.95
TheBrainCrusher,2587.0,53.0,42.0,5.0,100.0,47.2
intolerante,2003.0,43.0,51.0,6.0,100.0,48.0
jamatta,1834.0,49.0,44.0,7.0,100.0,169.79
ayulebedev1983,1753.0,52.0,42.0,6.0,100.0,45.06
nouardbdb,1261.0,55.0,39.0,6.0,100.0,47.05
karesz1h,1268.0,42.0,53.0,5.0,100.0,45.02
JELLINEK,1996.0,48.0,49.0,3.0,100.0,47.01
meisamf,1345.0,49.0,49.0,2.0,100.0,45.0
pichibart,552.0,48.0,51.0,1.0,100.0,45.1
Kamil51,2059.0,45.0,48.0,7.0,100.0,45.14
Ricardo420,1975.0,70.0,26.0,4.0,100.0,76.87
pratik88,1136.0,57.0,38.0,4.0,100.0,45.2
Itsmeanpete,1957.0,55.0,41.0,4.0,100.0,105.98
Plmlgs99,2571.0,48.0,39.0,13.0,100.0,45.0
L-antonio,1664.0,47.0,48.0,5.0,100.0,45.14
Jenkovich,2651.0,51.0,45.0,4.0,100.0,48.47
misswittychess,2394.0,37.0,27.0,34.0,87.0,51.52
Fred_Fertig_64,2455.0,37.0,37.0,25.0,24.0,45.91
Villi71,1364.0,51.0,47.0,2.0,100.0,45.04
hbas4530,1240.0,26.0,74.0,0.0,100.0,45.03
joaocustdiao,1448.0,43.0,48.0,9.0,100.0,46.13
Shivansh161012,1307.0,43.0,56.0,0.0,69.0,66.79
Patralgan,2114.0,55.0,34.0,11.0,100.0,45.0
Daniyal_Rysaev,2520.0,57.0,40.0,2.0,100.0,47.18
BNK2020,2796.0,47.0,39.0,14.0,100.0,45.49
Andreykakis,2214.0,57.0,42.0,0.0,84.0,84.27
immlittimmortal,2292.0,49.0,47.0,4.0,100.0,45.22
jozarov,2485.0,47.0,43.0,10.0,100.0,45.0
NidzaJabuka,1895.0,39.0,57.0,3.0,100.0,45.46
Henry_Leon,2110.0,49.0,50.0,1.0,100.0,45.05
Avoerna08,2263.0,46.0,48.0,6.0,100.0,45.26
Deepak009945,1278.0,47.0,48.0,5.0,100.0,45.13
GospodinPJ,2318.0,34.0,54.0,12.0,100.0,45.06
imee01,925.0,68.0,24.0,8.0,100.0,55.24
charlye87,1511.0,45.0,50.0,5.0,100.0,45.11
Sallaia,1082.0,43.0,54.0,3.0,100.0,45.53
Zulu100man,1090.0,43.0,55.0,2.0,100.0,53.36
dimkor,2578.0,45.0,44.0,11.0,100.0,46.17
whiteyvisage,1415.0,45.0,46.0,9.0,100.0,45.0
ayman715,2239.0,50.0,42.0,8.0,100.0,45.04
welo47,1328.0,48.0,51.0,1.0,100.0,48.97
SachinPundge,1073.0,51.0,49.0,0.0,100.0,45.05
MaksimDauengauer,1037.0,66.0,33.0,0.0,9.0,128.17
JeremLS,515.0,53.0,44.0,3.0,100.0,45.04
francescomase,987.0,56.0,43.0,1.0,100.0,45.48
danibucha,1390.0,100.0,0.0,0.0,3.0,78.04
OpferOpferMatt,2127.0,45.0,48.0,7.0,100.0,45.01
NeoBchik,1145.0,53.0,39.0,8.0,100.0,46.49
pmo2004,2334.0,50.0,44.0,5.0,54.0,45.01
bulli212,1975.0,54.0,42.0,4.0,100.0,45.04
AAVV2,1060.0,54.0,39.0,7.0,100.0,45.14
Dr_Ertel,1709.0,60.0,36.0,4.0,100.0,46.2
Amogh_Bhat,1515.0,46.0,46.0,6.0,96.0,45.27
toinfinityandbeyond1,1156.0,46.0,45.0,9.0,100.0,45.1
sdn2023,1798.0,50.0,46.0,4.0,100.0,66.08
bloodymariel,2023.0,53.0,44.0,3.0,100.0,47.25
Ahmd19,1145.0,33.0,66.0,0.0,6.0,144.5
Fhjull86,1749.0,38.0,59.0,3.0,100.0,108.07
twoWayJose,1035.0,48.0,48.0,4.0,100.0,45.01
Soham0705,2730.0,58.0,38.0,3.0,93.0,46.7
entuhro,1360.0,46.0,51.0,3.0,100.0,45.08
Tokoy,2126.0,46.0,51.0,3.0,100.0,46.12
B_moradi,2345.0,44.0,52.0,4.0,100.0,45.01
adask10,2701.0,63.0,24.0,13.0,100.0,45.1
Cresswell,2677.0,75.0,25.0,0.0,24.0,51.39
hossein_babaee,2635.0,52.0,45.0,3.0,100.0,45.06
MVK-RV,1446.0,44.0,52.0,4.0,100.0,45.16
shindebhushan15,1381.0,39.0,55.0,6.0,100.0,45.14
Saidjon123,2231.0,44.0,51.0,5.0,100.0,46.55
Tazmanian_devil,2152.0,51.0,46.0,3.0,100.0,45.01
ManJeena,1081.0,20.0,50.0,30.0,30.0,164.63
torvalde,1090.0,47.0,50.0,3.0,100.0,45.03
Xaratech,1378.0,73.0,25.0,2.0,100.0,58.05
IsabelleGusse_07,1043.0,53.0,42.0,5.0,100.0,46.36
Chayka,2252.0,53.0,40.0,7.0,100.0,45.04
BIYMURZA2012,1237.0,40.0,55.0,5.0,40.0,59.92
ReChesster,1380.0,32.0,54.0,14.0,100.0,112.04
Fighter89,2617.0,69.0,18.0,13.0,100.0,45.0
APKnight_ADN22,2025.0,44.0,55.0,1.0,100.0,46.25
Jacob8111,1385.0,44.0,56.0,0.0,100.0,45.46
Babi_nou,1866.0,44.0,50.0,6.0,100.0,45.04
Abdallahmogahed111,1480.0,46.0,50.0,4.0,100.0,45.28
El_maestro04,1138.0,0.0,100.0,0.0,3.0,52.59
rakhat2007,2288.0,37.0,51.0,12.0,100.0,49.39
Et_chic_et_mat,1777.0,43.0,53.0,4.0,100.0,45.51
chmnm,1976.0,48.0,48.0,4.0,100.0,45.25
ozuguzel42,1400.0,54.0,43.0,3.0,100.0,45.02
Luisetepelaez,1137.0,30.0,59.0,11.0,100.0,60.55
ShivaNataraja,1976.0,47.0,50.0,3.0,100.0,56.18
tapiojulkunen,2017.0,57.0,34.0,7.0,78.0,45.38
LV-230,2255.0,52.0,42.0,6.0,100.0,48.79
BertramicAttack,2349.0,55.0,40.0,5.0,100.0,45.01
riga2024,2547.0,51.0,43.0,6.0,100.0,45.02
flashka,2475.0,52.0,42.0,6.0,100.0,45.03
iamchrisjhon,1167.0,47.0,45.0,7.0,91.0,45.74
katemee,1087.0,46.0,47.0,7.0,100.0,45.05
priyanshx16,1799.0,15.0,77.0,7.0,57.0,243.66
GrindHard,2323.0,43.0,49.0,8.0,100.0,45.07
pawl_s,1455.0,40.0,53.0,7.0,100.0,45.11
Stonedzone,1245.0,53.0,47.0,0.0,100.0,45.0
The_Chess_Manatee,900.0,52.0,42.0,5.0,57.0,61.35
