user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,blitz_rating
Wayzata-Advay,40.0,55.0,5.0,60.0,1129.0
Alexandercv,18.0,81.0,0.0,81.0,1489.0
wersean,100.0,0.0,0.0,3.0,1822.0
A111Ibrahim,53.0,43.0,4.0,100.0,1450.0
A74268682JOSEMARIA,47.0,49.0,4.0,100.0,1763.0
joselleida,40.0,57.0,2.0,100.0,1532.0
Anu_naren,56.0,39.0,4.0,100.0,1570.0
Jamalian,44.0,52.0,4.0,100.0,1175.0
undertwins,51.0,44.0,5.0,100.0,1599.0
Jrondon,50.0,44.0,6.0,100.0,2021.0
van2x,45.0,50.0,5.0,100.0,1854.0
Legioner_chess_99,47.0,48.0,5.0,100.0,1585.0
itsbtoth,50.0,46.0,4.0,100.0,1758.0
Helmisam,46.0,48.0,6.0,100.0,1452.0
rainment400,83.0,14.0,3.0,100.0,2248.0
sameoldbloody,54.0,44.0,2.0,100.0,882.0
Hanafi31,33.0,66.0,0.0,27.0,1237.0
amarito_sx,42.0,49.0,9.0,100.0,1796.0
skorpion123,44.0,50.0,6.0,100.0,1764.0
HoangXuanTung,50.0,50.0,0.0,12.0,1016.0
N20051982,50.0,45.0,5.0,100.0,1336.0
Sayeed0972,56.0,41.0,3.0,100.0,1826.0
Mertodimedjo,62.0,35.0,3.0,100.0,1147.0
Blazejojo,44.0,53.0,3.0,100.0,1331.0
kadernext,54.0,39.0,7.0,100.0,1650.0
Youssoufov,46.0,50.0,4.0,100.0,1837.0
Bootchun,53.0,47.0,0.0,100.0,1567.0
Musaki9,46.0,51.0,3.0,100.0,1214.0
badgers222,0.0,100.0,0.0,6.0,1170.0
Biyiyo,50.0,48.0,2.0,100.0,2136.0
mohamed1375,49.0,43.0,8.0,100.0,1459.0
Egubra,36.0,57.0,6.0,100.0,1767.0
Joshus,35.0,64.0,1.0,100.0,710.0
Varenie_6,44.0,48.0,8.0,100.0,1146.0
damdiou,48.0,48.0,3.0,81.0,1523.0
aseems2007,47.0,50.0,3.0,100.0,1322.0
mikhle,44.0,51.0,5.0,100.0,1312.0
DJTemptah,44.0,54.0,2.0,100.0,1391.0
Granny-Bmmy123,54.0,43.0,3.0,100.0,1508.0
YusDyr,41.0,56.0,2.0,100.0,1131.0
ThiagoAmorim,43.0,54.0,3.0,100.0,999.0
anasalsamarai,46.0,51.0,3.0,100.0,1581.0
seifroehlich,100.0,0.0,0.0,3.0,1698.0
gaetej,47.0,51.0,2.0,100.0,1452.0
RubinhoLenardo,45.0,53.0,2.0,100.0,1404.0
FalkFleischhammer,48.0,49.0,3.0,100.0,1669.0
drsjw,54.0,42.0,4.0,100.0,1624.0
rara101252ra,44.0,53.0,3.0,100.0,1836.0
fantasypremier,46.0,48.0,6.0,100.0,1736.0
PuteriUlekMayang,59.0,38.0,3.0,100.0,2298.0
aplange,48.0,50.0,2.0,100.0,1405.0
dnchck,47.0,45.0,8.0,100.0,900.0
reiki2306,53.0,38.0,9.0,100.0,1012.0
younk212,51.0,46.0,3.0,100.0,1587.0
sohailbeigi,44.0,47.0,9.0,100.0,1427.0
vermic,45.0,50.0,5.0,100.0,1408.0
ClassyChester,44.0,55.0,0.0,27.0,1493.0
BluTalisker,46.0,48.0,6.0,100.0,1886.0
teoribertahan,42.0,48.0,10.0,100.0,1994.0
IRONmanpan,47.0,49.0,4.0,100.0,1550.0
mehanikomotori,51.0,45.0,4.0,100.0,1344.0
Pituca1057,45.0,53.0,2.0,100.0,1749.0
chessgm22,60.0,23.0,16.0,30.0,1974.0
Braccae,100.0,0.0,0.0,6.0,1607.0
HerrLahm,56.0,39.0,5.0,100.0,1730.0
Prouddaddy,44.0,50.0,6.0,100.0,1704.0
petto65,63.0,33.0,4.0,100.0,2185.0
Shivshaktij48,63.0,35.0,2.0,100.0,1727.0
KelpBoy81,45.0,48.0,7.0,100.0,1922.0
dayrborzyi,47.0,53.0,0.0,100.0,1738.0
Adamson79,43.0,52.0,5.0,100.0,1894.0
chess_beginer,20.0,80.0,0.0,15.0,1577.0
aegyptiano,44.0,53.0,3.0,100.0,1793.0
MrHasstalloy,48.0,46.0,6.0,100.0,1750.0
enie1984,41.0,56.0,3.0,100.0,641.0
naborjs,54.0,40.0,6.0,100.0,2321.0
sofian31-2,50.0,44.0,6.0,100.0,1198.0
Alexandrfr,44.0,47.0,9.0,100.0,2050.0
liu66666,0.0,100.0,0.0,1.0,1108.0
SimplySuper,47.0,48.0,5.0,100.0,2215.0
dantheperson2001,52.0,43.0,5.0,100.0,1217.0
JudahR14,35.0,65.0,0.0,60.0,851.0
abumohammadaws,56.0,42.0,2.0,100.0,1535.0
ikovach,48.0,52.0,0.0,100.0,1424.0
PUGALINI_SEGARAN,44.0,52.0,4.0,100.0,864.0
Vericks,86.0,10.0,4.0,100.0,2327.0
samperio,46.0,54.0,0.0,100.0,1436.0
Mini_9276,33.0,62.0,5.0,100.0,1611.0
Kindersurprise_491,9.0,90.0,0.0,22.0,1214.0
Tiisetso999,50.0,46.0,4.0,100.0,1680.0
Palexperts,56.0,42.0,1.0,100.0,1277.0
Vals241190,55.0,41.0,4.0,100.0,2052.0
Oksana5555,47.0,47.0,6.0,100.0,1278.0
nikolay20121990,53.0,44.0,3.0,100.0,1770.0
ARLINO,48.0,46.0,6.0,100.0,1399.0
yoendy,56.0,44.0,0.0,100.0,1239.0
ajedrezcosi,42.0,50.0,7.0,84.0,1950.0
iesful,28.0,67.0,3.0,28.0,1431.0
Sasa78,47.0,51.0,2.0,100.0,1508.0
ironvbn,20.0,80.0,0.0,15.0,1585.0
FarukYekta,54.0,41.0,5.0,100.0,1843.0
Mohammad_yousef123,33.0,59.0,7.0,27.0,900.0
alexog341,54.0,42.0,4.0,100.0,1376.0
eastmanp90,56.0,40.0,3.0,100.0,1225.0
Rdox,46.0,52.0,2.0,100.0,1494.0
bfenix,51.0,43.0,6.0,100.0,2283.0
lucas052152,51.0,48.0,1.0,100.0,1829.0
Muhammadsp,60.0,40.0,0.0,5.0,1690.0
AJGMorales,47.0,48.0,5.0,100.0,2023.0
gizmo1200,57.0,40.0,2.0,100.0,
vlad121,52.0,43.0,5.0,100.0,1210.0
moshb,52.0,45.0,3.0,100.0,2202.0
zandyyyy,66.0,33.0,0.0,81.0,1464.0
Ach_Soo,49.0,48.0,3.0,100.0,2075.0
llop14,37.0,52.0,11.0,100.0,1186.0
Linares87,53.0,42.0,5.0,100.0,1384.0
Chriskramers,72.0,23.0,5.0,100.0,1624.0
yoesoef,55.0,44.0,1.0,100.0,1500.0
amos45,45.0,46.0,9.0,100.0,1274.0
Yehea0,51.0,48.0,1.0,100.0,1699.0
andresso61,45.0,53.0,2.0,100.0,1743.0
bzhal,100.0,0.0,0.0,6.0,1538.0
Luchoplata,45.0,47.0,8.0,100.0,2014.0
javierarango,41.0,56.0,3.0,100.0,1698.0
julenbjj,52.0,44.0,4.0,100.0,1514.0
Hectorcerros2000,50.0,50.0,0.0,24.0,2006.0
MaPisti,45.0,49.0,6.0,100.0,1529.0
davidletorride,52.0,42.0,6.0,100.0,1576.0
Agafonov1,37.0,62.0,1.0,100.0,1130.0
Tiger5555533,52.0,40.0,8.0,100.0,2138.0
mAsT3RpEE,46.0,51.0,3.0,100.0,1332.0
LeskinenAI,73.0,22.0,5.0,100.0,2221.0
iraviparmar,48.0,50.0,2.0,100.0,1030.0
Lynda35,43.0,52.0,4.0,69.0,1217.0
donbiggo,0.0,100.0,0.0,1.0,800.0
ABHINAV_VIJITH2010,33.0,66.0,0.0,72.0,1075.0
SchwarzeDayvich,100.0,0.0,0.0,3.0,964.0
T3raNova,89.0,10.0,1.0,100.0,1343.0
Owel03,56.0,41.0,2.0,100.0,1872.0
junoria,75.0,25.0,0.0,24.0,1624.0
AzhariAgani,52.0,46.0,2.0,100.0,1858.0
Supermario1981,52.0,48.0,0.0,100.0,1655.0
Nektarius,57.0,38.0,4.0,100.0,1452.0
fenomora,41.0,49.0,10.0,100.0,1548.0
mattevoc,62.0,37.0,0.0,24.0,1616.0
Salmankamal,45.0,53.0,2.0,100.0,1707.0
Ivan_runner,56.0,41.0,3.0,100.0,1480.0
king-ms,34.0,59.0,7.0,100.0,1655.0
L0rinda,20.0,80.0,0.0,15.0,1805.0
MrSOK,44.0,51.0,5.0,100.0,2649.0
Ben_KL,50.0,42.0,8.0,100.0,1579.0
AnargyaJ,60.0,36.0,4.0,100.0,1867.0
RISRIS_11,47.0,47.0,6.0,100.0,1573.0
pincheguero,43.0,54.0,3.0,100.0,1314.0
ChickenBroth99,100.0,0.0,0.0,3.0,1426.0
RS75017,48.0,41.0,11.0,100.0,1612.0
jandelvo,50.0,46.0,4.0,100.0,1816.0
kaygeeeight,56.0,42.0,2.0,100.0,1723.0
MJC7060,50.0,46.0,4.0,100.0,2035.0
Kakain_11,51.0,40.0,7.0,81.0,1361.0
Jazz-chessplayer,44.0,48.0,8.0,100.0,2043.0
lannzhan,55.0,36.0,9.0,100.0,1862.0
Sergvcx2,38.0,61.0,1.0,100.0,1203.0
ponnydans,0.0,100.0,0.0,3.0,2368.0
L7mwdm,42.0,57.0,0.0,35.0,1249.0
leo_kiedis_uwu,55.0,44.0,0.0,27.0,1824.0
stefanruth,54.0,42.0,4.0,100.0,1977.0
Lamego1982,42.0,57.0,0.0,21.0,1738.0
K_krsnv2,100.0,0.0,0.0,3.0,1754.0
Nemo2087,61.0,35.0,3.0,93.0,1454.0
Brenlla1,44.0,54.0,2.0,100.0,2123.0
aprendisxdchess,40.0,55.0,5.0,100.0,1941.0
Yeoubi,40.0,60.0,0.0,100.0,1674.0
prudhvi_raj2,40.0,55.0,5.0,100.0,1544.0
onlykdl,53.0,44.0,3.0,100.0,2006.0
amanverma95,41.0,53.0,6.0,100.0,918.0
DavidDR,55.0,43.0,2.0,100.0,1894.0
johndia,53.0,45.0,2.0,100.0,1731.0
Davidzm,64.0,36.0,0.0,100.0,1616.0
ZhekaP2013,46.0,54.0,0.0,100.0,1378.0
fk_D,45.0,47.0,8.0,100.0,922.0
Unicorn_Vikki,40.0,40.0,20.0,15.0,727.0
Deniz_krslh,46.0,49.0,5.0,100.0,1353.0
CP8_2002,49.0,50.0,1.0,100.0,1182.0
rakoczituro,35.0,55.0,10.0,100.0,1459.0
stevenfranco138,45.0,52.0,3.0,100.0,1500.0
samghar,47.0,52.0,1.0,100.0,1881.0
Tribuno69,44.0,55.0,1.0,100.0,1585.0
Obamaisbesthabibi,39.0,61.0,0.0,100.0,1648.0
muantea123,48.0,49.0,3.0,100.0,1905.0
Arteaga_felipe8,42.0,56.0,2.0,100.0,1491.0
Misa1981,49.0,49.0,2.0,100.0,1422.0
JarredMZ,37.0,56.0,6.0,48.0,1622.0
dampooo,75.0,25.0,0.0,24.0,2309.0
Pio42-1986,66.0,33.0,0.0,72.0,1503.0
rector777,46.0,49.0,5.0,100.0,1267.0
NASCA2017,42.0,51.0,7.0,100.0,1383.0
Pixided,42.0,56.0,2.0,100.0,990.0
jan_trying,50.0,47.0,3.0,100.0,1556.0
Eshan_Gupta,44.0,56.0,0.0,100.0,1009.0
chessforfun26,33.0,66.0,0.0,36.0,2340.0
GODKID01,52.0,44.0,4.0,100.0,917.0
Emyzzey,50.0,49.0,1.0,100.0,1656.0
EgorK-2012,59.0,39.0,2.0,100.0,679.0
LitosXPRO,44.0,53.0,3.0,100.0,1062.0
Andreas_aus_Berlin,50.0,50.0,0.0,6.0,1703.0
thrashtactics,55.0,40.0,5.0,100.0,2243.0
rasher22______8,50.0,44.0,6.0,100.0,2319.0
Med77,51.0,45.0,4.0,100.0,1843.0
knightfight001,54.0,41.0,5.0,100.0,2151.0
portcullisjonty,43.0,53.0,4.0,100.0,965.0
tH3_InfInIt3,51.0,47.0,2.0,100.0,1058.0
AngelHDax,100.0,0.0,0.0,3.0,1831.0
tydz_1914,46.0,52.0,2.0,100.0,1744.0
CHRAUL,46.0,51.0,3.0,100.0,1118.0
jdimovelis,43.0,56.0,1.0,100.0,1118.0
alekseih,35.0,57.0,7.0,100.0,1836.0
bugrahanSGDC,56.0,36.0,8.0,100.0,1434.0
vukomo,44.0,48.0,8.0,100.0,1144.0
mn_gh1234,47.0,47.0,6.0,100.0,1996.0
Eldelasilla,44.0,48.0,8.0,100.0,1654.0
ssanchaaa,48.0,42.0,10.0,100.0,1485.0
Torotecno,47.0,46.0,7.0,100.0,1930.0
ArturoIArturo,44.0,54.0,2.0,100.0,1845.0
White_Horse7624,56.0,39.0,4.0,100.0,1070.0
harishmorning,37.0,59.0,4.0,100.0,1474.0
dev1301,43.0,54.0,3.0,100.0,1935.0
orhun_y,18.0,76.0,6.0,100.0,1295.0
Blinder_Sisyphus,52.0,41.0,7.0,100.0,1880.0
sieunkan14,42.0,56.0,2.0,100.0,1238.0
Niklas_btld,46.0,48.0,6.0,100.0,1042.0
VaaKo296,54.0,46.0,0.0,100.0,1523.0
Omarranne,52.0,39.0,9.0,100.0,2136.0
andichaerul,36.0,61.0,3.0,100.0,1475.0
dejaechess86,52.0,41.0,7.0,100.0,1586.0
ElLocoJr,50.0,43.0,7.0,100.0,1789.0
wathiq2016,43.0,49.0,8.0,100.0,1797.0
Siversky,41.0,47.0,12.0,100.0,1130.0
ioannis06,53.0,46.0,0.0,96.0,1247.0
KonovalovGleb,75.0,25.0,0.0,48.0,2151.0
mahertarraf,44.0,53.0,3.0,100.0,1532.0
Alfil_Celeste,30.0,65.0,5.0,100.0,1560.0
serdechko08,48.0,51.0,1.0,100.0,1936.0
Tinolaurio2020,62.0,33.0,5.0,100.0,2217.0
Ironknight73,52.0,48.0,0.0,100.0,1814.0
Cristophertituana,46.0,50.0,3.0,90.0,1710.0
okonedoc,56.0,44.0,0.0,100.0,1817.0
ch1lling,52.0,43.0,5.0,100.0,1130.0
Craig-Maurice,50.0,43.0,7.0,100.0,1825.0
Elaprendiz11,46.0,52.0,2.0,100.0,1027.0
BeatMe01,40.0,60.0,0.0,10.0,1370.0
Valera52045,59.0,41.0,0.0,100.0,1147.0
zinou51,53.0,43.0,4.0,100.0,1639.0
roma_56,48.0,49.0,3.0,100.0,1701.0
High-Plain-Drifter,55.0,41.0,4.0,100.0,2365.0
cakra88,52.0,46.0,2.0,100.0,1868.0
Cartochka,60.0,40.0,0.0,30.0,1649.0
simoninthelakes,48.0,51.0,1.0,100.0,1578.0
MrPanci,42.0,55.0,3.0,100.0,1360.0
Saifk,54.0,35.0,9.0,93.0,1495.0
qarexi,49.0,51.0,0.0,100.0,1315.0
Dino_Calciatore_PL,50.0,50.0,0.0,12.0,1551.0
Chess_324,53.0,35.0,12.0,100.0,1203.0
sandmanky,51.0,41.0,8.0,100.0,1407.0
mnn1,39.0,55.0,6.0,100.0,2179.0
Maga006,44.0,50.0,6.0,100.0,1423.0
XKlez,100.0,0.0,0.0,1.0,1596.0
whitty1973,28.0,66.0,5.0,100.0,1500.0
Ali_hamed12,44.0,51.0,5.0,100.0,1191.0
FasterMaestro,47.0,46.0,7.0,100.0,1229.0
MigueCV,35.0,61.0,4.0,100.0,1012.0
antony1002,47.0,51.0,2.0,100.0,906.0
Skibum,51.0,46.0,3.0,100.0,1237.0
obeda99,50.0,44.0,6.0,100.0,1503.0
bomaye77,46.0,45.0,9.0,100.0,1499.0
Seva1368,52.0,36.0,12.0,100.0,2238.0
tahahemmati7191,42.0,57.0,0.0,7.0,1196.0
Jorgeluiscarro897,45.0,52.0,3.0,100.0,765.0
cmbugras,57.0,40.0,2.0,100.0,
Sabka_baap,47.0,52.0,1.0,100.0,1444.0
no0ker,47.0,47.0,6.0,100.0,1847.0
matanant,39.0,56.0,5.0,100.0,2194.0
TheDoctor121,41.0,54.0,5.0,100.0,
kasunbeginner,54.0,45.0,1.0,100.0,1800.0
Merusmes,55.0,44.0,1.0,100.0,1365.0
ommfd,60.0,40.0,0.0,15.0,1325.0
Gorgonov2,56.0,38.0,6.0,100.0,2167.0
Itaksoidet,0.0,0.0,100.0,3.0,1481.0
d3_x,47.0,49.0,4.0,100.0,1568.0
SAJUM,45.0,45.0,9.0,33.0,1308.0
Aqay,44.0,52.0,4.0,100.0,2178.0
Exilado,62.0,37.0,0.0,24.0,1918.0
Goyomur,47.0,50.0,3.0,100.0,1346.0
Shamirha2010,43.0,53.0,3.0,96.0,1323.0
adiversario,58.0,35.0,6.0,93.0,1942.0
Zhanibek-K,44.0,51.0,5.0,100.0,1968.0
montana1d-AG-n,100.0,0.0,0.0,9.0,1634.0
Xcutioner,43.0,52.0,5.0,100.0,1294.0
tonykhattar,45.0,49.0,6.0,100.0,1115.0
Radjavob,62.0,37.0,0.0,8.0,1483.0
lenhador0000,48.0,46.0,6.0,100.0,2166.0
Nuh-uh,50.0,50.0,0.0,12.0,2215.0
clos31,41.0,55.0,4.0,100.0,1680.0
Valk-j,51.0,47.0,2.0,100.0,1192.0
PitterPatter7,39.0,50.0,11.0,100.0,1538.0
MarkosianDavid,64.0,29.0,6.0,93.0,2618.0
Pashka28091984,46.0,38.0,15.0,39.0,2008.0
kilahila,48.0,47.0,5.0,100.0,1487.0
VictorDre,100.0,0.0,0.0,9.0,1635.0
Ilnarik,62.0,25.0,13.0,100.0,2147.0
victor666999,76.0,23.0,1.0,100.0,2126.0
Aristarh55,56.0,37.0,7.0,100.0,1907.0
Kushegalin,53.0,45.0,2.0,100.0,1678.0
Eli1United,51.0,49.0,0.0,100.0,1755.0
artiom1401,52.0,36.0,12.0,100.0,2448.0
mohameed_karoum91,0.0,100.0,0.0,3.0,1268.0
KlimRem,49.0,45.0,6.0,100.0,2239.0
Demagischestaf,45.0,51.0,4.0,100.0,1536.0
anirudhprakash,46.0,42.0,12.0,100.0,1263.0
meduza12,47.0,47.0,6.0,100.0,1715.0
Tenga232,47.0,47.0,6.0,100.0,2066.0
King_Ali_19,53.0,47.0,0.0,100.0,1759.0
BenPhlegm,49.0,47.0,4.0,100.0,1644.0
pardeepsinghnegi,72.0,24.0,3.0,87.0,2107.0
Miladys,49.0,50.0,1.0,100.0,1287.0
Rocketman1966,46.0,49.0,5.0,100.0,835.0
johnnysmash,59.0,40.0,0.0,66.0,1583.0
AAAAlcantar,100.0,0.0,0.0,3.0,909.0
Ronniemiz1,47.0,48.0,5.0,100.0,1372.0
damonhp,54.0,45.0,1.0,100.0,1455.0
Dracodrex,10.0,85.0,5.0,20.0,719.0
mandarin-3,24.0,74.0,2.0,100.0,1703.0
tykva777,48.0,52.0,0.0,100.0,1946.0
Besp,35.0,60.0,3.0,84.0,1186.0
Raajkopantovic56,49.0,42.0,9.0,100.0,1875.0
Alexandre_Leao,41.0,53.0,6.0,100.0,1493.0
Bikshu,49.0,51.0,0.0,100.0,1438.0
PADI_REBORN2021,40.0,59.0,1.0,100.0,1844.0
deperdioalrio,46.0,51.0,3.0,100.0,2041.0
enigmaff0,0.0,100.0,0.0,1.0,1500.0
Jandrade72,41.0,55.0,4.0,100.0,1947.0
mrdevinney,41.0,54.0,5.0,100.0,1330.0
Reginaldopadua,49.0,46.0,5.0,100.0,751.0
general_VVS,51.0,45.0,4.0,100.0,1760.0
sviky,51.0,45.0,4.0,100.0,1813.0
luanvrella,45.0,46.0,9.0,100.0,1968.0
Alexander_Yanev,40.0,60.0,0.0,30.0,1745.0
Avneesh2010,50.0,48.0,2.0,100.0,1800.0
Evgeni1969,41.0,57.0,1.0,100.0,1562.0
pierre255,50.0,50.0,0.0,6.0,821.0
Maugli1971,56.0,44.0,0.0,100.0,1562.0
surm00,43.0,55.0,2.0,100.0,1318.0
vau-ka,54.0,43.0,3.0,100.0,1577.0
Aslanmaster,35.0,63.0,2.0,100.0,1744.0
FeroceGame,60.0,40.0,0.0,30.0,2547.0
zagorbonelli,63.0,32.0,5.0,100.0,1455.0
D-Artist,59.0,39.0,2.0,100.0,1904.0
Wael2000,52.0,44.0,4.0,100.0,1478.0
Bahtiyar34,43.0,49.0,8.0,100.0,1475.0
Vladimir110215,49.0,48.0,3.0,100.0,1288.0
DBHFB,42.0,42.0,14.0,21.0,1338.0
vasac4369,42.0,51.0,7.0,100.0,1214.0
papuzno,50.0,48.0,2.0,100.0,1774.0
kalenica3,51.0,42.0,7.0,100.0,1571.0
Hector_14,55.0,37.0,8.0,100.0,1670.0
ggmyboy07,49.0,48.0,3.0,100.0,1939.0
reversetops,42.0,57.0,0.0,84.0,1031.0
castigodivino,47.0,51.0,2.0,100.0,1423.0
BasamRov,44.0,51.0,5.0,100.0,1638.0
ugomiller,61.0,36.0,3.0,100.0,1404.0
AGonzalez-SDMS,0.0,100.0,0.0,3.0,477.0
nAv23,43.0,48.0,9.0,100.0,1133.0
ArtemyKostenko,45.0,52.0,3.0,100.0,1369.0
swapnilb20,47.0,52.0,1.0,100.0,1329.0
Chris41371,39.0,59.0,2.0,100.0,1843.0
email2alexpandian,42.0,56.0,2.0,100.0,1545.0
CHINESE10,55.0,43.0,2.0,100.0,1508.0
choussy,41.0,49.0,10.0,100.0,1523.0
Ossibullet,61.0,32.0,7.0,100.0,2124.0
jyzzberg,45.0,48.0,7.0,100.0,1336.0
Bjartenjaa,48.0,41.0,11.0,100.0,1799.0
LeoFu9487,56.0,41.0,3.0,100.0,1754.0
venel60,45.0,50.0,5.0,100.0,1441.0
DEM35,47.0,50.0,3.0,100.0,968.0
sasha1289,54.0,42.0,4.0,100.0,2225.0
Moddie4,43.0,56.0,1.0,100.0,1817.0
ferdinand_dc,45.0,54.0,1.0,100.0,1871.0
Colonel26,49.0,48.0,3.0,100.0,2043.0
couli,50.0,42.0,8.0,100.0,1576.0
Volgin77,52.0,43.0,5.0,100.0,2071.0
ildizmete,50.0,50.0,0.0,24.0,1030.0
primstaven,51.0,47.0,2.0,100.0,1273.0
Rahimov_1973,61.0,34.0,5.0,100.0,2474.0
magdysalah454,46.0,48.0,6.0,100.0,1791.0
matth63,22.0,55.0,22.0,27.0,2088.0
Donpedromanuel,42.0,50.0,8.0,100.0,1884.0
elbeham,47.0,49.0,4.0,100.0,1686.0
Junado,51.0,49.0,0.0,100.0,1176.0
Saeed-777,37.0,53.0,10.0,100.0,1510.0
onbothneez,56.0,40.0,3.0,100.0,2152.0
Fhdmou1,51.0,45.0,4.0,100.0,1548.0
Ogre-da-Brandoa,46.0,42.0,12.0,100.0,2103.0
LeisesGebruell,42.0,51.0,7.0,100.0,1787.0
Milad_prv7,46.0,51.0,3.0,100.0,873.0
m_shaleen,47.0,48.0,5.0,100.0,1937.0
Requiem_for_a_Pawn,43.0,47.0,10.0,100.0,1921.0
alexrosario,42.0,56.0,2.0,100.0,1602.0
theodoros14,50.0,46.0,4.0,100.0,1775.0
Hafeezmhd,47.0,51.0,2.0,100.0,1901.0
Bikkel11,52.0,44.0,4.0,100.0,1805.0
BigH,51.0,44.0,5.0,100.0,2406.0
dmitry_donskoi,47.0,52.0,1.0,100.0,1527.0
kassiesa,46.0,46.0,8.0,100.0,1318.0
AlbaraaMIssa,31.0,58.0,10.0,87.0,1537.0
batman1976804,42.0,53.0,5.0,100.0,1770.0
kulk09,33.0,61.0,4.0,63.0,1740.0
Max_Chg,46.0,38.0,16.0,100.0,2088.0
ibo_1993,40.0,56.0,4.0,100.0,1063.0
ZualaChhangte,49.0,43.0,8.0,100.0,2006.0
vrhegde,54.0,44.0,2.0,100.0,1755.0
Lotherm10,48.0,50.0,2.0,100.0,1357.0
Vasii2014,44.0,54.0,2.0,100.0,1732.0
gullinborsti,53.0,44.0,3.0,100.0,1743.0
aladdin_haddad,48.0,51.0,1.0,100.0,1848.0
manasgupta1820,39.0,54.0,7.0,100.0,1786.0
Igbosmoker,100.0,0.0,0.0,3.0,2154.0
danixvillalba20129,52.0,47.0,0.0,69.0,943.0
squirellll,42.0,52.0,4.0,63.0,722.0
Cognacman,71.0,28.0,0.0,21.0,2196.0
kasem1988,67.0,32.0,1.0,100.0,1391.0
RageAncestors,47.0,50.0,3.0,100.0,1226.0
Clementine1000,50.0,46.0,4.0,100.0,1365.0
Goatoftrading,53.0,47.0,0.0,100.0,1731.0
catmoises,49.0,50.0,1.0,100.0,1534.0
smidollo,46.0,50.0,4.0,100.0,1690.0
joelando,56.0,42.0,1.0,100.0,1775.0
Romario31,53.0,39.0,7.0,84.0,1952.0
wExoqtic,32.0,65.0,3.0,100.0,1245.0
Le_gabe,53.0,40.0,7.0,100.0,1239.0
Fayez99,52.0,48.0,0.0,100.0,1534.0
mohan_8,39.0,55.0,6.0,100.0,775.0
adamjimenezuk,55.0,37.0,8.0,100.0,1632.0
eggowafles,46.0,50.0,4.0,100.0,1037.0
markmax31,67.0,33.0,0.0,100.0,1946.0
Kvik,49.0,50.0,1.0,100.0,1905.0
Billacus,49.0,42.0,9.0,100.0,1901.0
sauma_cmc,47.0,47.0,6.0,100.0,1766.0
silentbg,50.0,46.0,4.0,100.0,1887.0
bigchesscoc,54.0,44.0,2.0,100.0,1103.0
NewSicilian,67.0,30.0,3.0,100.0,1503.0
nsteelmaker,43.0,55.0,2.0,100.0,1536.0
Jasperus_13,49.0,48.0,3.0,100.0,1564.0
ethanxyz,100.0,0.0,0.0,3.0,834.0
Misran81,40.0,56.0,3.0,100.0,1562.0
sasheg,54.0,44.0,2.0,100.0,1192.0
kokoro123,21.0,78.0,0.0,42.0,952.0
dmi5104,56.0,41.0,3.0,100.0,1600.0
Miaju66,49.0,49.0,2.0,100.0,1779.0
sidalibouchtat,54.0,43.0,3.0,100.0,1177.0
H_crking,42.0,57.0,0.0,57.0,1831.0
Rizo_MoH,38.0,60.0,2.0,100.0,1980.0
Mehmet_emin7227,46.0,51.0,3.0,100.0,1899.0
MichaelWer123,48.0,47.0,5.0,100.0,1384.0
oscardesiderio90,56.0,43.0,1.0,100.0,1284.0
ajioajio123,56.0,38.0,6.0,100.0,1512.0
vekeveke,53.0,45.0,2.0,100.0,1189.0
TelepuZZer,71.0,28.0,0.0,21.0,1628.0
Mackousko,51.0,45.0,4.0,100.0,1416.0
AydosMrmnv,0.0,100.0,0.0,3.0,1500.0
lemon_muffins1,48.0,47.0,5.0,100.0,1260.0
c102m,50.0,48.0,2.0,100.0,1537.0
Tatar01,45.0,50.0,5.0,100.0,2083.0
YoungDyoung,47.0,51.0,2.0,100.0,1597.0
poirot84,16.0,83.0,0.0,18.0,1595.0
lucacra,42.0,50.0,8.0,100.0,1041.0
DoubleAleks49,41.0,54.0,5.0,100.0,2099.0
domagoj88,49.0,44.0,7.0,100.0,2275.0
bornpowaful,49.0,51.0,0.0,100.0,1109.0
EjRos11,48.0,52.0,0.0,100.0,1708.0
ims25,60.0,40.0,0.0,15.0,2355.0
ALX-XA,47.0,51.0,2.0,100.0,1909.0
myag,38.0,53.0,7.0,39.0,1940.0
Dariocreazzo,42.0,53.0,5.0,100.0,1111.0
Kitcatchess1976,41.0,55.0,3.0,56.0,1038.0
gukupozu,44.0,49.0,7.0,100.0,2011.0
sansesa621,34.0,61.0,3.0,78.0,1560.0
jbfibo12,59.0,36.0,4.0,66.0,1172.0
bayrams,46.0,53.0,1.0,100.0,1101.0
Cedoda,54.0,43.0,3.0,100.0,2100.0
sanjumalsha,53.0,47.0,0.0,100.0,1476.0
Habra,49.0,50.0,1.0,100.0,1295.0
Kalaiyarasan2021,51.0,48.0,1.0,100.0,948.0
Lorenzoandreaus,40.0,59.0,1.0,100.0,1418.0
DARadek,55.0,42.0,3.0,100.0,1923.0
angel00k1,14.0,78.0,7.0,14.0,1111.0
jjorgejr,54.0,43.0,3.0,100.0,1713.0
Mozartlover,44.0,55.0,1.0,100.0,1662.0
LauraPalmer13,100.0,0.0,0.0,3.0,1382.0
rguebkhaled,50.0,47.0,3.0,100.0,1533.0
cadelino,62.0,37.0,1.0,100.0,1720.0
Fogao_3120,51.0,43.0,6.0,100.0,1016.0
