user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,blitz_rating
flutemaker,46.0,46.0,8.0,100.0,1806.0
zubair007,53.0,45.0,2.0,100.0,1663.0
reggoesilva,49.0,37.0,14.0,100.0,1521.0
Rhinoclown,39.0,56.0,4.0,100.0,1309.0
lalufajar,33.0,50.0,16.0,18.0,1225.0
OlegIvanov123,51.0,47.0,2.0,100.0,2396.0
Bizinga,68.0,32.0,0.0,75.0,1684.0
TheMagicalPony,56.0,39.0,5.0,100.0,1787.0
UnWey,55.0,44.0,0.0,87.0,1331.0
OTNoob,49.0,44.0,7.0,100.0,1919.0
Alexey_Veselov,51.0,41.0,8.0,100.0,1681.0
Kwyjibo7,49.0,45.0,6.0,100.0,1463.0
iivvnnnn13,7.0,92.0,0.0,13.0,983.0
maximus-fide,51.0,46.0,3.0,100.0,1735.0
geosoonho,48.0,44.0,8.0,100.0,1911.0
Kenneth3031,45.0,53.0,1.0,73.0,1134.0
walteriorocha,70.0,28.0,2.0,100.0,2018.0
Sumedha2008,12.0,75.0,12.0,8.0,749.0
bogdanvalekh,53.0,41.0,6.0,100.0,1248.0
Rednass22,54.0,38.0,6.0,93.0,2337.0
BaDi13,52.0,44.0,4.0,100.0,1941.0
Gandey,49.0,49.0,2.0,100.0,953.0
MarcMV83,45.0,47.0,8.0,100.0,1802.0
Emmaosobase,46.0,51.0,3.0,100.0,2101.0
Jord10010,53.0,42.0,5.0,100.0,2379.0
Eckors,47.0,52.0,1.0,100.0,1729.0
TedCNO,0.0,100.0,0.0,1.0,1319.0
aliassaad,30.0,60.0,10.0,30.0,1469.0
dariushjavidanhoor,50.0,42.0,7.0,96.0,1393.0
thanhphecovua,42.0,56.0,2.0,100.0,1191.0
RomanSisov,55.0,45.0,0.0,100.0,1257.0
dietitianknight,59.0,36.0,5.0,100.0,1303.0
shahrammortazavi,41.0,56.0,3.0,100.0,1151.0
Cheesy3,38.0,46.0,15.0,78.0,1390.0
mukund2004,52.0,45.0,3.0,100.0,1936.0
Bouyadou,30.0,60.0,10.0,30.0,1353.0
Ghixo2k,56.0,41.0,3.0,100.0,1167.0
Cres-123,52.0,46.0,2.0,100.0,1740.0
ChunduchVan,0.0,100.0,0.0,3.0,2060.0
BananaHamster,50.0,50.0,0.0,12.0,1292.0
Edgar555555555555,70.0,29.0,0.0,17.0,1073.0
unwanted,50.0,49.0,1.0,100.0,1966.0
fritzinger42,36.0,59.0,3.0,57.0,762.0
Theo_Gr,62.0,33.0,5.0,100.0,1298.0
Juarez_jorge,47.0,39.0,14.0,100.0,1680.0
peaudepaillator,52.0,43.0,5.0,100.0,2463.0
Insert-A-Nickname,52.0,47.0,1.0,100.0,1753.0
SahithC0530,44.0,47.0,9.0,100.0,2037.0
meziu,57.0,41.0,1.0,100.0,1593.0
kayaaaa,54.0,44.0,2.0,100.0,1890.0
Richard4711,50.0,47.0,3.0,100.0,1954.0
MSDW25,56.0,39.0,4.0,100.0,1865.0
RamelB,62.0,34.0,4.0,100.0,1977.0
M_Ber8,51.0,47.0,2.0,100.0,1468.0
MCBogdan,40.0,53.0,7.0,100.0,1583.0
CCO,53.0,44.0,3.0,100.0,1390.0
veue,61.0,35.0,4.0,100.0,1407.0
masri123,57.0,42.0,0.0,100.0,1081.0
LaYucaReyChess,41.0,53.0,6.0,100.0,2431.0
Abdualaleem2025,52.0,38.0,9.0,63.0,2070.0
midknight_express,44.0,51.0,5.0,100.0,1338.0
Buchet,49.0,43.0,8.0,100.0,1313.0
Chabacca,51.0,46.0,3.0,100.0,1447.0
Skyi-yang1225,44.0,55.0,0.0,54.0,1403.0
AmbulanceBlues,50.0,50.0,0.0,100.0,956.0
Dmitry_Alekseevic,44.0,48.0,8.0,100.0,2343.0
Sequence_c,74.0,25.0,0.0,81.0,1899.0
deniz14,49.0,51.0,0.0,100.0,1717.0
theroad_warrior,63.0,30.0,7.0,100.0,2175.0
igormolokanov,43.0,52.0,5.0,100.0,1594.0
BergSa,48.0,51.0,1.0,100.0,1422.0
Izvolite62,52.0,44.0,4.0,100.0,2215.0
valrig,41.0,55.0,4.0,100.0,1116.0
J-Lu,49.0,49.0,2.0,100.0,1763.0
GrafKV,36.0,63.0,0.0,33.0,1910.0
robertgan,59.0,31.0,10.0,100.0,2103.0
VainLepros,75.0,25.0,0.0,12.0,1412.0
kialirus7,56.0,42.0,1.0,100.0,1710.0
Fijoquepierdes,51.0,43.0,6.0,100.0,1870.0
chols83,42.0,54.0,4.0,100.0,1870.0
Bagassera,48.0,52.0,0.0,100.0,1222.0
Nomi3,27.0,69.0,4.0,100.0,1596.0
PuraTacticaBro,41.0,56.0,2.0,100.0,1834.0
ExquisiteTractor,48.0,50.0,2.0,100.0,1450.0
Carlos_Chu,59.0,34.0,7.0,100.0,2204.0
Blazor999,43.0,53.0,4.0,100.0,1734.0
Azih,50.0,45.0,5.0,100.0,2110.0
Pudlik,50.0,43.0,7.0,100.0,1687.0
BishopofBristol,46.0,47.0,7.0,100.0,1398.0
Terje6444,56.0,40.0,4.0,100.0,1399.0
melis29,33.0,66.0,0.0,18.0,1547.0
crohrer,46.0,53.0,1.0,100.0,1483.0
Rabytto,44.0,49.0,7.0,100.0,2157.0
Hilass,44.0,53.0,3.0,100.0,1066.0
Palrato,49.0,45.0,6.0,100.0,1893.0
gtaivan,52.0,48.0,0.0,100.0,1880.0
di-light,0.0,100.0,0.0,3.0,1268.0
family_link,59.0,39.0,2.0,100.0,2149.0
aciagodemiurgo,48.0,47.0,5.0,100.0,1711.0
Bunchikov-St777,56.0,41.0,3.0,100.0,1539.0
strs20,35.0,56.0,8.0,100.0,1862.0
Gurjothoney,56.0,41.0,3.0,100.0,1485.0
montaser-777,100.0,0.0,0.0,3.0,722.0
nrameshreddy,27.0,63.0,9.0,33.0,1015.0
gordopeluquero,50.0,46.0,3.0,84.0,1937.0
ivogavrilov,45.0,45.0,10.0,100.0,2033.0
Omarcitoelmejor,46.0,45.0,9.0,100.0,1708.0
Mrmourre,72.0,24.0,3.0,87.0,1825.0
BlakeTheSnake64,48.0,51.0,1.0,100.0,1326.0
RajatHore88,53.0,44.0,3.0,100.0,1024.0
Fenrisulfur,0.0,100.0,0.0,3.0,2546.0
phoenixDerek,43.0,52.0,5.0,100.0,1546.0
Arneko,61.0,36.0,3.0,100.0,1762.0
anthano,52.0,43.0,5.0,100.0,1375.0
Victorino1989,52.0,45.0,3.0,100.0,1385.0
NABUCONODOSOR62,45.0,41.0,14.0,100.0,1818.0
DrNeoPlus,47.0,51.0,2.0,100.0,1823.0
IgoR-NiKo,48.0,48.0,4.0,100.0,1909.0
kafsolo,47.0,49.0,4.0,100.0,1883.0
neil_vrystaat,47.0,44.0,9.0,100.0,1332.0
AlitAbdiji,49.0,47.0,4.0,100.0,2197.0
KAUSTone,43.0,55.0,2.0,100.0,1496.0
Chess-Whiz1,27.0,55.0,16.0,54.0,1432.0
YorkyHockey,38.0,53.0,7.0,39.0,1470.0
Zhenin59,51.0,45.0,4.0,100.0,2224.0
dojowazir,44.0,52.0,4.0,75.0,2129.0
Benjamindiesen,44.0,50.0,6.0,100.0,1753.0
bobiks228_Uwu1,46.0,48.0,6.0,100.0,1752.0
de_nurja79,100.0,0.0,0.0,3.0,1769.0
juggernaut_17,23.0,73.0,3.0,26.0,678.0
Reffers,88.0,11.0,0.0,27.0,1429.0
DASD-123456,47.0,52.0,0.0,51.0,1449.0
egor57,46.0,50.0,4.0,100.0,1743.0
Oliwaia,47.0,50.0,3.0,100.0,1798.0
Biri-biri,56.0,42.0,1.0,100.0,1507.0
Tigranozavr,20.0,80.0,0.0,15.0,1376.0
OlosaToluca,41.0,55.0,4.0,100.0,1565.0
Yordany87,34.0,64.0,2.0,100.0,1505.0
padawanahsoka,42.0,52.0,6.0,100.0,1755.0
Beautyy_queen,20.0,66.0,14.0,100.0,1553.0
lucencio,56.0,43.0,0.0,90.0,1548.0
Lebov,47.0,50.0,3.0,100.0,1859.0
RD202021,11.0,87.0,2.0,100.0,1600.0
Ferit_1Kaplan,77.0,23.0,0.0,100.0,1342.0
WickedDront,83.0,16.0,0.0,18.0,1684.0
J0HN3K,47.0,48.0,5.0,100.0,1804.0
amaterfutog,44.0,55.0,1.0,100.0,1477.0
daniel2021x,46.0,42.0,12.0,100.0,1951.0
zerggov,48.0,48.0,4.0,100.0,1420.0
Tilep,37.0,51.0,11.0,81.0,1806.0
Beka571,42.0,55.0,3.0,100.0,1325.0
freddyelmejor123,43.0,50.0,6.0,48.0,1203.0
Movsar06,45.0,54.0,1.0,100.0,1274.0
kvang,55.0,41.0,4.0,100.0,1244.0
Timmy_Nguyen2k3,60.0,27.0,13.0,100.0,1825.0
KosduModjinn,60.0,40.0,0.0,100.0,1389.0
sailate,53.0,38.0,9.0,100.0,2329.0
boomonstervi,28.0,71.0,0.0,14.0,1192.0
Vladimirmirmir,54.0,38.0,6.0,93.0,1749.0
Aryanms,0.0,100.0,0.0,6.0,1158.0
AlexLev07,50.0,46.0,4.0,100.0,1251.0
Bdeljavan,49.0,48.0,3.0,100.0,1588.0
cengozhan,33.0,64.0,3.0,100.0,1322.0
AlejandroBarmarti,20.0,73.0,6.0,45.0,1868.0
DSG96,54.0,43.0,3.0,100.0,897.0
Tuonelaaa,43.0,54.0,3.0,100.0,1310.0
Egy_Hakim,48.0,45.0,7.0,100.0,1506.0
trueday,52.0,44.0,4.0,100.0,2363.0
mariusfru,64.0,33.0,3.0,100.0,1866.0
drattitude,52.0,38.0,10.0,100.0,1972.0
Black_Wolf2006,45.0,54.0,0.0,33.0,1878.0
nekhiltapadia,52.0,45.0,3.0,100.0,1889.0
Danzino21,45.0,41.0,14.0,100.0,2170.0
darshanmandrekar,33.0,66.0,0.0,9.0,1710.0
moh133,47.0,50.0,3.0,100.0,1457.0
mathowsky,51.0,45.0,4.0,100.0,1503.0
pyitpyit,47.0,49.0,4.0,100.0,1723.0
tkap88,44.0,53.0,3.0,100.0,1830.0
sebaa20008,50.0,49.0,1.0,100.0,1840.0
The_losserrr,50.0,50.0,0.0,18.0,1308.0
Diet_Nyquil,44.0,53.0,3.0,100.0,1725.0
Spacecap39,60.0,35.0,5.0,100.0,1985.0
rlbindra,59.0,37.0,4.0,100.0,1205.0
Revlo47,51.0,43.0,6.0,100.0,1531.0
batrapratham999,53.0,46.0,0.0,45.0,1247.0
Bogenko,45.0,45.0,10.0,100.0,1842.0
hwappel1,47.0,50.0,3.0,100.0,1254.0
shababy,42.0,56.0,2.0,100.0,1734.0
einervondenen,43.0,56.0,1.0,100.0,782.0
WhiteRoss,50.0,46.0,4.0,100.0,1117.0
ziad_abousamra,49.0,49.0,2.0,100.0,1331.0
mekusha,0.0,100.0,0.0,3.0,1339.0
another_patrick,50.0,50.0,0.0,100.0,1637.0
Franalmeria,49.0,50.0,1.0,100.0,1212.0
Burak2133,40.0,56.0,3.0,100.0,1599.0
Reiniervg77,38.0,53.0,7.0,39.0,1287.0
Lyudmila03,40.0,40.0,20.0,30.0,1735.0
Jeanderdenker,46.0,50.0,3.0,78.0,1654.0
Ischemia,45.0,52.0,3.0,100.0,1426.0
milda1964,48.0,49.0,3.0,100.0,1211.0
SiegbertJohann,23.0,66.0,10.0,90.0,1184.0
luisrafa,47.0,51.0,2.0,100.0,840.0
CkickyCheck,56.0,42.0,2.0,100.0,2200.0
Popcornmen,45.0,49.0,6.0,100.0,1249.0
pwn3d_fr,45.0,51.0,4.0,100.0,1941.0
yuri_1429441,40.0,60.0,0.0,5.0,1301.0
maia1,54.0,36.0,9.0,66.0,1359.0
moderncoffee,51.0,44.0,5.0,100.0,2306.0
kedicikler,65.0,32.0,1.0,67.0,1442.0
Zohidjon22,45.0,50.0,5.0,100.0,1822.0
ProfPopoff,54.0,41.0,5.0,100.0,1719.0
Hasan_m83,49.0,49.0,2.0,100.0,1406.0
oziman07,53.0,45.0,2.0,100.0,1494.0
alef-alef,54.0,44.0,2.0,100.0,1528.0
Cres-123,52.0,46.0,2.0,100.0,1740.0
mshaheer,100.0,0.0,0.0,3.0,1222.0
bobrbel,54.0,42.0,4.0,100.0,1660.0
LuisIII1972,49.0,45.0,6.0,100.0,1978.0
pogi062873,56.0,36.0,8.0,100.0,2038.0
Keshi7,43.0,50.0,7.0,100.0,1254.0
HHGJ21,76.0,16.0,8.0,75.0,2150.0
miki1958,53.0,41.0,6.0,100.0,2103.0
ShinobyMaru,28.0,57.0,14.0,42.0,1032.0
halig1941,44.0,48.0,8.0,100.0,1940.0
nafasebaba1393,12.0,81.0,6.0,48.0,1317.0
TrungTK2022,57.0,40.0,2.0,100.0,1927.0
Mayonnaise96,22.0,66.0,11.0,27.0,1377.0
Kpwu76,50.0,50.0,0.0,6.0,1618.0
Rotgar,51.0,43.0,6.0,100.0,1179.0
moodydoomy,41.0,56.0,3.0,100.0,1309.0
Don_Tonto,48.0,40.0,12.0,100.0,1824.0
soso_killer1998,54.0,31.0,13.0,22.0,1790.0
Skimergo,46.0,50.0,4.0,100.0,1891.0
YasinEmrah,72.0,25.0,3.0,100.0,2310.0
martmac11,49.0,49.0,2.0,100.0,2061.0
Davidcmejias,50.0,49.0,1.0,100.0,1537.0
Dynastyrov,0.0,50.0,50.0,6.0,1735.0
CROODS123,38.0,61.0,0.0,93.0,978.0
Shertro,47.0,44.0,9.0,100.0,1779.0
osgnight1,50.0,48.0,2.0,100.0,1546.0
mashamalinovskay,48.0,48.0,4.0,100.0,944.0
Schmuch,50.0,48.0,2.0,100.0,1816.0
SilvaJames369,63.0,36.0,1.0,100.0,2201.0
muybiennegro,54.0,43.0,3.0,100.0,1602.0
boebbes0815,53.0,47.0,0.0,100.0,1394.0
RobTai,49.0,49.0,2.0,100.0,1762.0
JesusFistus,56.0,41.0,2.0,100.0,1163.0
LeninMonge,79.0,19.0,2.0,100.0,1630.0
BrandrokOT,51.0,49.0,0.0,100.0,1512.0
onasanyaiseoluwa17,60.0,38.0,2.0,100.0,1049.0
ali_az75,56.0,40.0,4.0,100.0,1911.0
sparky95,45.0,51.0,4.0,100.0,1683.0
Avyukt129,39.0,59.0,2.0,100.0,907.0
Cheching,44.0,56.0,0.0,100.0,1459.0
ayhanyuce,53.0,46.0,0.0,45.0,1629.0
Pin-to-Win,50.0,48.0,2.0,100.0,1192.0
elir96,35.0,64.0,1.0,100.0,1464.0
Haluma53,40.0,53.0,7.0,100.0,1604.0
Jovic16,32.0,62.0,6.0,100.0,1560.0
atesermannuri,22.0,76.0,2.0,100.0,1500.0
tpstewart,39.0,56.0,4.0,100.0,1397.0
darko_b,63.0,33.0,4.0,100.0,1057.0
Bruttenews,44.0,49.0,7.0,100.0,1230.0
AmazingTFC,52.0,44.0,4.0,100.0,1430.0
proffitt20,39.0,52.0,9.0,100.0,1073.0
Fredsterrr,52.0,47.0,1.0,100.0,1751.0
DamPrikurit,72.0,9.0,18.0,33.0,2442.0
Siggy_79,77.0,22.0,0.0,27.0,1684.0
Bolloyoung83,64.0,30.0,6.0,100.0,1947.0
stiv1965,51.0,45.0,4.0,100.0,1879.0
laacsa,49.0,46.0,5.0,100.0,1316.0
kanishk0206,45.0,54.0,1.0,100.0,1621.0
mubanga2221,50.0,47.0,3.0,100.0,937.0
mohammadbolandi745,44.0,52.0,4.0,100.0,1885.0
levi30,48.0,49.0,3.0,100.0,1815.0
GOMERUYT,27.0,68.0,5.0,100.0,1031.0
Detective_Conan14,100.0,0.0,0.0,9.0,2106.0
aladin_lt,53.0,47.0,0.0,100.0,1829.0
jonardbaquiranlacar,49.0,49.0,2.0,100.0,1562.0
kuruftukumawun,44.0,51.0,5.0,100.0,1687.0
S4H1N,40.0,53.0,6.0,45.0,1481.0
Enifenj,68.0,31.0,0.0,48.0,2031.0
Maitre126,45.0,53.0,2.0,100.0,1666.0
aboufedi,49.0,45.0,6.0,100.0,1871.0
WESLEYTONINI,48.0,48.0,4.0,100.0,1350.0
legion355,53.0,44.0,3.0,100.0,1572.0
kom195,46.0,51.0,3.0,100.0,1359.0
graggi,47.0,42.0,11.0,100.0,1714.0
Kyle_Shen,45.0,45.0,9.0,93.0,1077.0
amthebestking,48.0,43.0,9.0,100.0,1544.0
kud4,53.0,45.0,2.0,100.0,1238.0
Abbatt,57.0,39.0,3.0,100.0,1593.0
M_A_13,43.0,55.0,2.0,100.0,1804.0
VinceDawis,56.0,42.0,1.0,100.0,1101.0
MehrsaaD,66.0,11.0,22.0,27.0,1330.0
Chbias,43.0,49.0,8.0,100.0,1513.0
yrysdau1et,42.0,55.0,2.0,49.0,1031.0
babakt25,49.0,49.0,2.0,100.0,1022.0
Rozwa,48.0,49.0,3.0,100.0,1694.0
Sabath,39.0,56.0,5.0,100.0,1737.0
Lekzzy,44.0,54.0,2.0,100.0,1191.0
ThBe95,52.0,44.0,4.0,100.0,1620.0
Kraf160875,0.0,100.0,0.0,3.0,1243.0
Alex-XIII,80.0,20.0,0.0,45.0,1660.0
PurtoS,44.0,56.0,0.0,100.0,1270.0
Lapingroin,43.0,51.0,6.0,100.0,2239.0
Tochuks,43.0,51.0,6.0,100.0,1429.0
ValdoChessChaves,49.0,48.0,3.0,100.0,1906.0
zirvch,48.0,49.0,3.0,100.0,1018.0
theycallmepeter,63.0,37.0,0.0,100.0,1796.0
bijelicekic,47.0,47.0,6.0,100.0,1676.0
Ndaed00,37.0,57.0,5.0,100.0,1373.0
volodu,51.0,47.0,2.0,100.0,1802.0
MFI1011,49.0,48.0,3.0,100.0,1080.0
nunezhereje,48.0,48.0,4.0,100.0,2003.0
RobertoPetrini,39.0,57.0,3.0,100.0,1394.0
Yasinhaydarusta,42.0,55.0,3.0,100.0,1539.0
Deepakrajsk,46.0,51.0,3.0,100.0,1437.0
Vil9,44.0,55.0,0.0,9.0,1273.0
Turd5,53.0,44.0,3.0,100.0,1449.0
borrelia_burgdorferi,43.0,54.0,3.0,100.0,1654.0
Aleksei-09_12-8,34.0,56.0,10.0,100.0,2159.0
grushaju,48.0,46.0,6.0,100.0,1763.0
MYMChessAngad,23.0,74.0,3.0,100.0,1198.0
TiagoGuedes,50.0,49.0,1.0,100.0,1104.0
justeunejoueuse,46.0,37.0,17.0,100.0,2497.0
enderby100,44.0,53.0,3.0,100.0,1608.0
jurajcervenak12,45.0,47.0,8.0,100.0,1882.0
Zaramba76,45.0,53.0,2.0,100.0,1703.0
DcfSinaga,56.0,42.0,2.0,100.0,2037.0
boyarivera,50.0,46.0,4.0,100.0,1525.0
Ahmadsayyad94,45.0,47.0,8.0,100.0,1688.0
hopingowen,14.0,78.0,7.0,42.0,979.0
hurrykane99,47.0,42.0,11.0,100.0,2057.0
ivanchock,54.0,45.0,0.0,99.0,1424.0
fishblue,35.0,61.0,4.0,100.0,1482.0
NinjaniAnimsilef,50.0,45.0,5.0,100.0,1882.0
ultrazor,33.0,61.0,4.0,63.0,1534.0
AleksandrIlyin,48.0,48.0,3.0,87.0,1348.0
JaxLess,43.0,55.0,2.0,100.0,1504.0
FZBMat,49.0,45.0,6.0,100.0,1425.0
grim_trigger,49.0,47.0,4.0,100.0,2224.0
jegan1976,47.0,49.0,4.0,100.0,1506.0
EV-Pothula,52.0,48.0,0.0,75.0,1533.0
chojipam,42.0,47.0,9.0,63.0,1121.0
Invisible_Egor,48.0,44.0,8.0,100.0,1917.0
kesav_net,51.0,49.0,0.0,100.0,1171.0
mantau,49.0,43.0,8.0,100.0,2300.0
Harpper,54.0,41.0,5.0,100.0,1889.0
legofriends99,33.0,66.0,0.0,9.0,633.0
gea111,49.0,46.0,5.0,100.0,1425.0
Asampong,44.0,55.0,1.0,100.0,1519.0
pramodkumar93,56.0,36.0,7.0,100.0,2005.0
demidenca,49.0,50.0,1.0,100.0,1443.0
wowpetr,60.0,39.0,1.0,100.0,1357.0
mateuszp4925,0.0,100.0,0.0,3.0,1654.0
Giorgos_Gianak,16.0,66.0,16.0,18.0,922.0
Fessongen,50.0,45.0,3.0,79.0,1445.0
loicjeudy,47.0,52.0,1.0,100.0,1115.0
Kobi1954,44.0,52.0,4.0,100.0,1560.0
Amittansh,52.0,47.0,1.0,100.0,1780.0
adjologys1,64.0,34.0,2.0,100.0,1314.0
papugun,60.0,34.0,6.0,100.0,1285.0
GoldRakeRu,55.0,40.0,5.0,100.0,2045.0
levent1977,53.0,42.0,5.0,100.0,1310.0
Nikesh06,44.0,56.0,0.0,75.0,1399.0
nidhin04,53.0,44.0,3.0,100.0,1153.0
AndreyUSA,36.0,54.0,10.0,100.0,2075.0
Woodpusher1971,51.0,36.0,13.0,100.0,2386.0
catur_alfi,47.0,48.0,5.0,100.0,2039.0
HuerquenLarrea,52.0,38.0,10.0,100.0,1752.0
Short_Camelopard,50.0,48.0,2.0,100.0,1433.0
jere13,45.0,48.0,7.0,100.0,1186.0
sulthonmohammad35,47.0,48.0,5.0,100.0,2026.0
helmut1961,47.0,47.0,6.0,100.0,1610.0
fivetrees,55.0,39.0,6.0,100.0,846.0
MrNuttyBuddy,49.0,47.0,4.0,100.0,1446.0
Paul85,42.0,56.0,2.0,100.0,1687.0
Meysonn,46.0,53.0,0.0,78.0,2657.0
Maks633010,49.0,46.0,5.0,100.0,1454.0
zorzichess,37.0,59.0,3.0,81.0,1659.0
Chess16Ninja,35.0,64.0,1.0,100.0,1512.0
pavpavpav,75.0,25.0,0.0,12.0,737.0
hossam114,49.0,49.0,2.0,100.0,1803.0
jinfu,46.0,48.0,6.0,100.0,1342.0
sexy-ned-flanders,45.0,54.0,1.0,100.0,1148.0
newvic,46.0,51.0,3.0,100.0,1224.0
Norman_Atomic,45.0,48.0,7.0,100.0,856.0
Malaga67,46.0,47.0,7.0,100.0,1979.0
Yahyah00,42.0,54.0,4.0,100.0,1610.0
super-mehdi,52.0,40.0,8.0,100.0,1698.0
LapkaOfTyrol,80.0,20.0,0.0,15.0,1511.0
Flaviojazz,30.0,68.0,2.0,100.0,1563.0
coescou,37.0,57.0,5.0,100.0,1438.0
Vic35,54.0,45.0,1.0,100.0,1692.0
JONGIN_JEON,35.0,59.0,6.0,100.0,1809.0
Hywave69,46.0,50.0,4.0,100.0,1936.0
Bombaata,49.0,47.0,4.0,100.0,1146.0
TIESTOOOO,75.0,25.0,0.0,24.0,1604.0
VDITO,66.0,33.0,0.0,9.0,1017.0
hombrecito,50.0,47.0,3.0,100.0,1971.0
amolawadhiya,100.0,0.0,0.0,3.0,1950.0
nameKia,50.0,48.0,2.0,100.0,1465.0
moha_samius,57.0,38.0,3.0,78.0,1595.0
Mohamad03,23.0,73.0,4.0,100.0,753.0
never_noob_in_blitz,44.0,47.0,9.0,100.0,1873.0
Glenallen,0.0,100.0,0.0,3.0,785.0
fortunamoira,58.0,39.0,1.0,58.0,1292.0
Gelo58,63.0,36.0,1.0,100.0,1891.0
grosadilla,25.0,75.0,0.0,24.0,1069.0
Swampdonk,47.0,50.0,3.0,100.0,1434.0
TokyoNoir,33.0,66.0,0.0,9.0,1491.0
ELBoB202,51.0,44.0,5.0,100.0,1277.0
filipnana,40.0,54.0,6.0,100.0,1762.0
santosamaral,57.0,39.0,3.0,100.0,1016.0
Enrike_Cuba,49.0,45.0,6.0,100.0,1892.0
OpeningGambit47,44.0,55.0,1.0,100.0,1440.0
jilberty,51.0,47.0,2.0,100.0,1404.0
T1m0f31,52.0,47.0,1.0,100.0,1153.0
H4ymarket,47.0,50.0,3.0,100.0,1666.0
Bormish47,54.0,43.0,3.0,100.0,1298.0
rsleon31,50.0,47.0,3.0,100.0,1655.0
fathikhlifi,55.0,45.0,0.0,100.0,1562.0
Lauto,52.0,45.0,3.0,100.0,1605.0
daynosukus7,47.0,41.0,12.0,100.0,2143.0
t12345678n,44.0,46.0,10.0,100.0,2035.0
Youneke,74.0,23.0,3.0,100.0,2093.0
Vilarins29,39.0,55.0,6.0,100.0,831.0
Schneider12,50.0,42.0,8.0,100.0,1823.0
Karno15649,54.0,43.0,3.0,100.0,1902.0
Acarneiro,37.0,56.0,6.0,100.0,1568.0
Gamboz7,50.0,47.0,3.0,100.0,1508.0
makrandkadam,45.0,52.0,3.0,100.0,1690.0
dia66,76.0,24.0,0.0,100.0,1102.0
Henkman,40.0,54.0,6.0,100.0,1218.0
duuvad,48.0,51.0,1.0,100.0,2053.0
Jesus234,51.0,47.0,2.0,100.0,2165.0
aalperen,45.0,50.0,5.0,100.0,1563.0
iclalakbas,32.0,62.0,6.0,100.0,472.0
Caki95,46.0,47.0,7.0,100.0,1816.0
Gmage,50.0,44.0,6.0,100.0,1367.0
tsiryfanambinantsoa,49.0,50.0,1.0,100.0,1128.0
Dishonest-John,45.0,49.0,6.0,100.0,1838.0
mehmetalisevm,48.0,51.0,1.0,100.0,926.0
PastukhovI,42.0,55.0,3.0,100.0,1067.0
Isaqueu_Souza,34.0,65.0,0.0,69.0,815.0
Tesema,43.0,50.0,6.0,48.0,2074.0
dscrypter,63.0,35.0,2.0,100.0,2045.0
lev1979,50.0,46.0,4.0,100.0,2009.0
carlosseverri,47.0,48.0,5.0,100.0,1907.0
cng_syn,52.0,44.0,4.0,100.0,1497.0
nacho1984,39.0,56.0,4.0,100.0,1562.0
Lshc,56.0,42.0,2.0,100.0,1430.0
Mysholov,56.0,39.0,4.0,100.0,2001.0
JWALK516,49.0,48.0,3.0,100.0,1652.0
agolp,73.0,24.0,3.0,100.0,2177.0
ash_chop,47.0,45.0,8.0,100.0,1621.0
georg0055,48.0,49.0,3.0,100.0,1380.0
Herriot,56.0,42.0,2.0,100.0,1474.0
RuslanRS34601,37.0,63.0,0.0,100.0,1244.0
rufaspere,45.0,52.0,3.0,100.0,1439.0
emmanuel_smma24,51.0,46.0,3.0,100.0,1818.0
Agata_Chesnovich,26.0,67.0,5.0,34.0,998.0
Destroyer700,50.0,45.0,5.0,100.0,2164.0
PRUTHVIPATEL8,33.0,66.0,0.0,3.0,849.0
AadityaGirish,30.0,65.0,5.0,100.0,1723.0
Timberger,57.0,42.0,0.0,21.0,1734.0
Sofia-20_04,53.0,38.0,9.0,100.0,1494.0
husnumerterol,64.0,34.0,2.0,100.0,1458.0
Techtonik,39.0,55.0,6.0,100.0,1061.0
michoo1919,43.0,48.0,9.0,100.0,1861.0
AR-TUR-2009,65.0,30.0,4.0,69.0,1647.0
sonapacoca,49.0,48.0,3.0,100.0,1292.0
gukgulik,55.0,44.0,1.0,100.0,1350.0
st_raabe82,0.0,100.0,0.0,6.0,2126.0
varun_chaudhary,50.0,50.0,0.0,12.0,1524.0
Alunanjohntyron,49.0,48.0,3.0,100.0,1724.0
IgorNovA,50.0,48.0,2.0,100.0,1751.0
emirdemir0,0.0,100.0,0.0,3.0,1239.0
towertoppler,49.0,45.0,6.0,100.0,1135.0
Liebhaber_e4,50.0,50.0,0.0,100.0,1973.0
duboka,40.0,53.0,7.0,100.0,2420.0
Bbacchus,66.0,33.0,0.0,9.0,1069.0
macroomdaly,46.0,51.0,3.0,100.0,1781.0
hoca37,40.0,52.0,8.0,100.0,1265.0
IgorKh77,53.0,41.0,6.0,100.0,2084.0
SergeyEmtsev,46.0,50.0,4.0,100.0,2068.0
yigitalpkocatas,41.0,58.0,0.0,51.0,973.0
sarasisehansa1,28.0,67.0,5.0,100.0,1119.0
Lost_braincell,0.0,100.0,0.0,9.0,2533.0
sweir2008,54.0,44.0,2.0,100.0,985.0
Katzik,56.0,36.0,8.0,100.0,2407.0
Roma-79_22,49.0,48.0,3.0,100.0,1244.0
quartz_112,48.0,49.0,3.0,100.0,1729.0
HAMMANOUVII,28.0,68.0,3.0,100.0,760.0
okiehuri,0.0,100.0,0.0,3.0,1365.0
Ahmedkabbasi,100.0,0.0,0.0,3.0,1735.0
Humus12,45.0,53.0,2.0,100.0,1487.0
Fatih2121,47.0,52.0,1.0,100.0,1395.0
