user_id,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_user_blitz_total_games,op_user_best_win_1,op_user_best_win_2,op_user_best_win_3
AdhiiiOfficial,see_kim,1,39.0,57.0,3.0,100.0,777.0,42.857,57.143,0.0,7.0,20.0,80.0,0.0,5.0,A40,A10,A10,C22,0.5,0.25,0.25,0.125,0.75,0.125,304.0,127.49,12.0,777.0,767.0,753.0
DentdeLeon,DIM118,-1,45.0,51.0,4.0,100.0,1863.0,59.701,29.851,10.448,67.0,39.655,48.276,12.069,58.0,A40,D30,D02,D60,0.222,0.698,0.063,0.354,0.312,0.333,393.0,56.1,398.0,2091.0,2046.0,2015.0
Giannini_Panini,Roamn,-1,51.0,47.0,2.0,100.0,1371.0,38.0,56.0,6.0,50.0,60.0,36.0,4.0,50.0,A00,B00,D02,D20,0.204,0.429,0.367,0.652,0.065,0.261,289.0,58.06,100.0,1385.0,1384.0,1358.0
golayadamczyk1510,zulalelif,-1,55.0,42.0,3.0,100.0,1124.0,30.0,70.0,0.0,20.0,36.842,63.158,0.0,19.0,C50,C44,C40,B06,0.538,0.308,0.077,0.385,0.5,0.0,181.0,86.9,38.0,1171.0,1161.0,1101.0
chessnoobian,Alisadek,1,43.0,55.0,2.0,100.0,1548.0,62.5,34.375,3.125,64.0,47.541,50.82,1.639,61.0,D06,B30,B08,B88,0.275,0.638,0.072,0.057,0.887,0.057,508.0,47.42,2720.0,2343.0,2067.0,1988.0
check-n-mate,ThomasVetterli,1,47.0,51.0,2.0,100.0,1635.0,53.968,46.032,0.0,63.0,53.226,40.323,6.452,62.0,D00,A45,C57,B18,0.209,0.597,0.179,0.148,0.852,0.0,339.0,59.8,11058.0,2118.0,1869.0,1860.0
salazer,Emanuxadrez,-1,33.0,46.0,20.0,90.0,1441.0,44.068,54.237,1.695,59.0,43.939,54.545,1.515,66.0,C00,C02,A11,B28,0.127,0.636,0.2,0.412,0.382,0.176,387.0,110.06,1871.0,2221.0,2196.0,2182.0
DavisJoseph5,Yogi2104,-1,66.0,28.0,5.0,100.0,1440.0,46.552,50.0,3.448,58.0,41.791,53.731,4.478,67.0,A40,D00,D41,A50,0.345,0.509,0.127,0.215,0.615,0.169,337.0,104.82,539.0,1492.0,1486.0,1471.0
blundermaster3005,,401,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
elcin555,,401,0.0,0.0,0.0,0.0,1500.0,48.0,46.0,6.0,50.0,35.185,55.556,9.259,54.0,C50,A40,C68,C00,0.302,0.512,0.14,0.377,0.283,0.245,281.0,,,,,
CoolMasterX,keyvanh,-1,51.0,42.0,7.0,100.0,1415.0,44.615,52.308,3.077,65.0,50.0,48.333,1.667,60.0,C25,B50,E61,D26,0.322,0.559,0.085,0.111,0.794,0.095,463.0,52.83,2935.0,1848.0,1758.0,1689.0
Valtip,PRAB2019,-1,50.0,42.0,8.0,100.0,1660.0,50.794,47.619,1.587,63.0,45.161,46.774,8.065,62.0,A40,D00,C26,C41,0.283,0.517,0.183,0.102,0.678,0.203,342.0,54.82,332.0,1736.0,1715.0,1713.0
RoMaKov1,Chesslila,-1,53.0,40.0,7.0,100.0,1927.0,53.03,43.939,3.03,66.0,50.847,47.458,1.695,59.0,A40,D06,C62,A57,0.092,0.508,0.385,0.404,0.561,0.035,249.0,45.38,1967.0,2075.0,2017.0,1990.0
mrhorse79,khupeplizman,-1,32.0,66.0,2.0,100.0,1572.0,47.761,44.776,7.463,67.0,39.655,50.0,10.345,58.0,D01,A40,A43,B20,0.273,0.473,0.2,0.203,0.797,0.0,575.0,130.08,1983.0,1790.0,1642.0,1546.0
rcastro2023,Eagleshieldsbay,-1,64.0,27.0,9.0,100.0,2356.0,65.079,31.746,3.175,63.0,61.29,29.032,9.677,62.0,C50,A45,C21,C05,0.304,0.456,0.215,0.316,0.5,0.184,320.0,47.67,4032.0,2531.0,2530.0,2519.0
ghjkk,damm72,1,41.0,56.0,3.0,100.0,1523.0,50.0,43.103,6.897,58.0,37.313,56.716,5.97,67.0,B01,C30,C28,C42,0.389,0.463,0.13,0.175,0.54,0.27,404.0,62.56,7040.0,2089.0,2033.0,2008.0
hssanals,attosi,1,48.0,41.0,11.0,100.0,1444.0,46.875,50.0,3.125,64.0,47.541,47.541,4.918,61.0,C50,C44,A00,B09,0.288,0.373,0.254,0.18,0.361,0.344,360.0,157.06,215.0,1963.0,1901.0,1760.0
IbraBMF,SashaMunkuev1961,1,66.0,34.0,0.0,100.0,1613.0,35.484,53.226,11.29,62.0,50.794,44.444,4.762,63.0,C41,D00,C55,C42,0.185,0.574,0.204,0.131,0.787,0.066,263.0,97.15,179.0,2415.0,2391.0,2385.0
vadimoshepkov2011,aminrm,-1,53.0,44.0,3.0,100.0,1817.0,50.794,41.27,7.937,63.0,38.71,58.065,3.226,62.0,C00,C44,C17,C11,0.286,0.5,0.196,0.129,0.758,0.081,271.0,73.3,979.0,2172.0,2042.0,1991.0
RalfTryhard,Lino85,-1,48.0,49.0,3.0,100.0,1573.0,60.563,36.62,2.817,71.0,57.407,37.037,5.556,54.0,A40,D20,B57,E12,0.257,0.432,0.27,0.239,0.587,0.152,354.0,99.94,468.0,1476.0,1476.0,1464.0
sinalot,,401,0.0,0.0,0.0,0.0,1500.0,41.176,58.824,0.0,17.0,12.5,87.5,0.0,8.0,D00,A45,A41,D10,0.875,0.0,0.125,0.353,0.235,0.412,239.0,162.05,25.0,0.0,0.0,0.0
Agrani_sharma,,401,0.0,0.0,0.0,0.0,1500.0,39.13,59.42,1.449,69.0,33.929,58.929,7.143,56.0,A40,C50,C65,C42,0.239,0.413,0.304,0.486,0.311,0.162,309.0,78.92,125.0,1871.0,1869.0,1862.0
yuvt,shoenemann,-1,44.0,54.0,2.0,100.0,1215.0,43.75,56.25,0.0,16.0,25.0,75.0,0.0,20.0,C41,C68,B00,D30,0.417,0.583,0.0,0.458,0.25,0.25,431.0,67.09,36.0,1605.0,1404.0,1372.0
vivaan0973,marce0509,1,45.0,47.0,8.0,100.0,729.0,40.909,53.03,6.061,66.0,50.847,47.458,1.695,59.0,B01,C20,A45,C55,0.474,0.368,0.088,0.175,0.587,0.143,310.0,77.63,227.0,1203.0,956.0,852.0
gramaster,Chucho00,-1,45.0,50.0,5.0,60.0,1719.0,45.0,45.0,10.0,40.0,47.5,52.5,0.0,40.0,C50,C23,C40,C46,0.243,0.568,0.162,0.538,0.308,0.0,360.0,90.97,80.0,1668.0,1657.0,1441.0
Aldio,Timomichelin,-1,0.0,0.0,0.0,0.0,1461.0,53.125,46.875,0.0,64.0,39.344,59.016,1.639,61.0,B01,C44,C42,B06,0.483,0.293,0.207,0.091,0.455,0.439,247.0,63.75,850.0,1763.0,1721.0,1630.0
DanilPoz,Allanmektm,-1,40.0,54.0,6.0,100.0,969.0,50.0,40.0,10.0,10.0,41.176,52.941,5.882,17.0,B20,B01,A04,C47,0.333,0.333,0.167,0.154,0.385,0.385,323.0,106.33,27.0,1059.0,834.0,650.0
avivrathi,Bhuvi2002,-1,0.0,0.0,0.0,0.0,,50.0,50.0,0.0,4.0,16.667,83.333,0.0,6.0,B01,D11,D11,D06,0.333,0.667,0.0,0.571,0.143,0.143,319.0,173.1,10.0,0.0,0.0,0.0
zm97,astonmartin007,1,85.0,11.0,4.0,100.0,1500.0,62.295,37.705,0.0,61.0,59.375,39.062,1.562,64.0,A40,C47,D55,C54,0.382,0.447,0.158,0.083,0.688,0.229,267.0,84.05,307.0,1616.0,1550.0,1540.0
VirtusImpavida,FlatCover,-1,69.0,26.0,5.0,100.0,2001.0,46.667,50.0,3.333,60.0,50.769,46.154,3.077,65.0,B50,B10,E42,E71,0.311,0.41,0.279,0.167,0.383,0.45,289.0,131.63,3831.0,2431.0,2227.0,2197.0
vladfc,shil321,-1,48.0,49.0,3.0,100.0,1111.0,42.857,57.143,0.0,14.0,33.333,66.667,0.0,15.0,C20,C42,D00,C46,0.364,0.364,0.273,0.333,0.278,0.389,221.0,71.68,29.0,1169.0,1154.0,1063.0
David_2018,AlbertoOslo,-1,83.0,8.0,8.0,12.0,1500.0,50.0,46.774,3.226,62.0,58.73,36.508,4.762,63.0,C44,B01,C00,D02,0.162,0.765,0.044,0.058,0.673,0.269,526.0,234.24,486.0,1621.0,1612.0,1582.0
FirstVF4,akaashka,-1,56.0,39.0,5.0,100.0,1830.0,45.0,50.0,5.0,60.0,43.077,47.692,9.231,65.0,C42,A01,D38,B50,0.2,0.618,0.164,0.328,0.18,0.492,467.0,45.03,13736.0,2286.0,2178.0,2173.0
SychevDaniil,ChessFlar,-1,48.0,50.0,2.0,100.0,894.0,25.0,75.0,0.0,16.0,18.182,72.727,9.091,11.0,C20,C22,C45,C54,0.333,0.667,0.0,0.45,0.55,0.0,246.0,74.56,27.0,1185.0,1032.0,948.0
Eddinebach,delorenzom,1,55.0,45.0,0.0,100.0,1739.0,56.061,40.909,3.03,66.0,49.153,49.153,1.695,59.0,B00,D00,C40,B50,0.258,0.53,0.197,0.25,0.643,0.107,335.0,67.95,1956.0,2130.0,2063.0,2044.0
Dxrilex,cedric220,-1,50.0,41.0,9.0,100.0,1159.0,45.455,45.455,9.091,11.0,30.0,70.0,0.0,10.0,B01,B00,C00,C43,0.5,0.25,0.25,0.167,0.833,0.0,181.0,87.88,19.0,1112.0,1063.0,1015.0
ppreyna94,Uriel1917,1,6.0,93.0,0.0,15.0,400.0,38.983,59.322,1.695,59.0,48.485,48.485,3.03,66.0,B01,D00,A06,D78,0.364,0.309,0.291,0.164,0.791,0.045,285.0,46.65,192.0,792.0,766.0,764.0
SuperCh-Turbo-Engine,tonrovbetterversion,-1,48.0,52.0,0.0,100.0,1975.0,48.387,43.548,8.065,62.0,50.794,44.444,4.762,63.0,B01,D02,C25,A00,0.403,0.355,0.194,0.364,0.345,0.182,196.0,45.07,1960.0,2496.0,2366.0,2306.0
maty23,AficionadoGabriel,1,48.0,47.0,5.0,100.0,1506.0,62.903,35.484,1.613,62.0,63.492,26.984,9.524,63.0,D00,C00,A43,A41,0.532,0.304,0.127,0.436,0.462,0.077,273.0,45.57,312.0,1624.0,1579.0,1576.0
GimmeTheQueen,VNSAntos,1,40.0,56.0,4.0,100.0,894.0,44.444,50.794,4.762,63.0,29.032,64.516,6.452,62.0,A00,C20,C50,A03,0.457,0.304,0.217,0.278,0.153,0.556,358.0,45.0,3867.0,2091.0,2078.0,1889.0
maniac101,ar_o_ra,-1,40.0,52.0,8.0,100.0,1737.0,41.538,50.769,7.692,65.0,51.667,45.0,3.333,60.0,D00,A40,A02,B40,0.31,0.431,0.241,0.783,0.0,0.2,398.0,46.71,3923.0,2330.0,2244.0,2226.0
Pianoss,nkivin,-1,43.0,56.0,0.0,100.0,1677.0,52.308,47.692,0.0,65.0,25.0,70.0,5.0,60.0,A00,nonStandard,A45,C21,0.449,0.122,0.388,0.822,0.055,0.096,224.0,58.09,1843.0,1669.0,1641.0,1629.0
polymati,Opana77,-1,56.0,40.0,4.0,100.0,2070.0,40.0,48.333,11.667,60.0,58.462,27.692,13.846,65.0,C47,C44,D45,C69,0.371,0.355,0.274,0.489,0.021,0.489,548.0,209.19,138.0,0.0,0.0,0.0
Leva6,Dr-Zo,-1,0.0,0.0,0.0,0.0,1613.0,27.273,54.545,18.182,11.0,36.364,63.636,0.0,11.0,C00,A40,C46,D43,0.429,0.429,0.0,0.231,0.538,0.077,324.0,95.18,21.0,1701.0,1589.0,1523.0
slydoee,IGAM11,-1,68.0,32.0,0.0,75.0,1714.0,33.333,66.667,0.0,60.0,43.077,53.846,3.077,65.0,C00,B00,C40,A40,0.271,0.438,0.292,0.333,0.32,0.347,400.0,57.84,2332.0,2055.0,2037.0,1963.0
pwn509,AMomchilov,-1,51.0,42.0,7.0,100.0,1455.0,53.226,41.935,4.839,62.0,36.508,55.556,7.937,63.0,D00,B10,D01,A11,0.125,0.571,0.232,0.197,0.574,0.23,630.0,48.8,1189.0,1758.0,1712.0,1700.0
TatouJaune,warrior33333,-1,39.0,56.0,4.0,100.0,819.0,52.941,47.059,0.0,17.0,50.0,43.75,6.25,16.0,D01,D00,C20,A00,0.353,0.118,0.412,0.333,0.467,0.067,230.0,99.13,33.0,946.0,931.0,897.0
ioannis_nikolaidis,Alkis999,1,33.0,66.0,0.0,12.0,863.0,45.455,45.455,9.091,44.0,42.105,57.895,0.0,38.0,C50,B01,B50,A00,0.361,0.528,0.111,0.238,0.714,0.024,240.0,49.2,82.0,1554.0,1523.0,1509.0
danawy,hwii,-1,42.0,54.0,4.0,100.0,853.0,13.636,81.818,4.545,22.0,30.435,65.217,4.348,23.0,C20,C47,D30,C50,0.3,0.4,0.1,0.576,0.273,0.152,325.0,65.49,45.0,1315.0,1193.0,1166.0
Maicols19,dd5semmkh,-1,56.0,40.0,3.0,100.0,1884.0,48.438,46.875,4.688,64.0,44.262,50.82,4.918,61.0,A40,C40,D53,B21,0.259,0.638,0.103,0.311,0.41,0.246,370.0,45.1,9374.0,2414.0,2357.0,2352.0
fasciad,missinglinknz,-1,52.0,44.0,4.0,100.0,1403.0,53.125,43.75,3.125,64.0,47.541,50.82,1.639,61.0,A00,B00,D10,B40,0.27,0.54,0.175,0.068,0.814,0.119,510.0,70.86,127.0,1442.0,1441.0,1413.0
emrre55,Falkyrie23,-1,60.0,36.0,4.0,100.0,1750.0,44.776,53.731,1.493,67.0,46.552,51.724,1.724,58.0,B23,B01,D20,A04,0.298,0.579,0.105,0.273,0.682,0.03,347.0,52.84,2338.0,1836.0,1835.0,1833.0
high_ho,marko_blanka,-1,54.0,44.0,2.0,100.0,1660.0,55.556,31.746,12.698,63.0,35.484,64.516,0.0,62.0,A21,D00,B56,D10,0.211,0.596,0.175,0.15,0.683,0.15,400.0,51.4,1456.0,1878.0,1818.0,1812.0
Boss_Player_SLCA,Alto8,1,21.0,75.0,4.0,100.0,945.0,42.857,42.857,14.286,7.0,20.0,80.0,0.0,5.0,A00,C00,B01,C20,0.25,0.0,0.5,0.857,0.143,0.0,236.0,123.83,12.0,991.0,944.0,864.0
Gursimarsingh,Ian_Brucal27,-1,52.0,44.0,4.0,100.0,2371.0,58.333,33.333,8.333,60.0,36.923,52.308,10.769,65.0,B23,C01,B32,A06,0.271,0.492,0.22,0.093,0.796,0.111,306.0,45.79,12797.0,2633.0,2594.0,2578.0
Wasil1968,Rudolf-R,-1,46.0,45.0,9.0,100.0,1987.0,53.125,43.75,3.125,64.0,50.82,47.541,1.639,61.0,B23,C25,C41,A31,0.323,0.415,0.246,0.14,0.474,0.351,287.0,45.17,3528.0,2484.0,2417.0,2406.0
Camentaa,Madi76,-1,42.0,48.0,10.0,100.0,1796.0,49.206,47.619,3.175,63.0,53.226,45.161,1.613,62.0,B13,B10,B06,C18,0.297,0.547,0.109,0.121,0.724,0.052,394.0,67.42,1626.0,1892.0,1880.0,1833.0
bigsmilefriend,nrd86,1,39.0,59.0,2.0,100.0,1407.0,45.714,48.571,5.714,35.0,33.333,64.103,2.564,39.0,B02,C00,D06,C24,0.241,0.621,0.138,0.167,0.548,0.262,266.0,137.62,74.0,1506.0,1470.0,1440.0
Diomaiute,GrainneNiMhaille,-1,41.0,55.0,4.0,100.0,839.0,43.548,56.452,0.0,62.0,33.333,61.905,4.762,63.0,D00,C20,C56,C34,0.333,0.396,0.062,0.162,0.189,0.635,429.0,107.02,162.0,1176.0,1037.0,1003.0
Abhi403,ffrdt,1,53.0,46.0,1.0,100.0,1515.0,55.385,43.077,1.538,65.0,40.0,53.333,6.667,60.0,C42,D00,C20,C21,0.3,0.517,0.15,0.667,0.15,0.183,531.0,88.01,881.0,1670.0,1659.0,1655.0
SOWBARNIKASRI,jaff3r,-1,46.0,50.0,4.0,100.0,1290.0,44.262,54.098,1.639,61.0,26.562,73.438,0.0,64.0,B01,C50,B30,A00,0.455,0.227,0.295,0.662,0.087,0.225,340.0,147.93,299.0,1762.0,1751.0,1714.0
leroybrown789,Wolf_34,1,44.0,51.0,5.0,100.0,1890.0,50.82,47.541,1.639,61.0,35.938,59.375,4.688,64.0,B50,B30,A49,A00,0.259,0.352,0.37,0.164,0.463,0.373,250.0,69.31,21570.0,2454.0,2442.0,2427.0
MahmoudTorab,chessmaster062009,-1,55.0,39.0,6.0,100.0,1940.0,31.034,67.241,1.724,58.0,40.299,56.716,2.985,67.0,B20,C40,A06,C24,0.4,0.289,0.289,0.325,0.519,0.117,247.0,45.19,6805.0,2221.0,2196.0,2156.0
Kurama0909,sollbrawl,-1,52.0,46.0,2.0,100.0,2091.0,53.333,45.0,1.667,60.0,44.615,50.769,4.615,65.0,B00,C50,E81,D91,0.295,0.525,0.164,0.033,0.75,0.217,344.0,61.6,343.0,2091.0,2090.0,2076.0
memo10,Butilove,-1,49.0,51.0,0.0,100.0,1240.0,50.0,43.939,6.061,66.0,33.898,61.017,5.085,59.0,A40,D06,A50,D90,0.302,0.377,0.245,0.246,0.4,0.292,229.0,46.85,9696.0,1721.0,1689.0,1664.0
marksimilian,Azamat-1987_Turaliev,-1,47.0,50.0,3.0,100.0,1356.0,51.613,43.548,4.839,62.0,52.381,42.857,4.762,63.0,C44,C42,C53,B40,0.185,0.662,0.123,0.185,0.778,0.037,346.0,48.85,1680.0,1679.0,1648.0,1603.0
JOELJOZF,,401,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Appenzell_2020,,401,0.0,0.0,0.0,0.0,1500.0,55.556,39.683,4.762,63.0,41.935,51.613,6.452,62.0,C41,C44,C26,B12,0.246,0.443,0.295,0.456,0.281,0.211,419.0,,,,,
TakeMeintoDarkForest,smorris,-1,47.0,50.0,3.0,100.0,1387.0,49.153,47.458,3.39,59.0,43.939,54.545,1.515,66.0,B01,A40,A00,B12,0.172,0.603,0.207,0.047,0.875,0.047,435.0,67.31,518.0,1553.0,1545.0,1537.0
FasterThanMaster,FinalGun,1,42.0,57.0,0.0,21.0,1979.0,60.417,39.583,0.0,48.0,46.154,50.0,3.846,52.0,B21,C40,A45,B50,0.226,0.566,0.208,0.089,0.6,0.311,368.0,61.1,100.0,2171.0,2167.0,2161.0
augustinaaa,quentinreinhard,-1,65.0,32.0,3.0,100.0,1127.0,22.727,68.182,9.091,22.0,13.636,81.818,4.545,22.0,C20,B01,C44,A40,0.0,0.25,0.5,0.333,0.273,0.182,401.0,67.78,44.0,1160.0,766.0,707.0
Queens_dont_cry,vasilis29,-1,56.0,41.0,3.0,100.0,2046.0,50.0,43.548,6.452,62.0,50.794,42.857,6.349,63.0,D10,B20,D53,B07,0.254,0.603,0.111,0.111,0.63,0.259,421.0,176.57,2368.0,2151.0,2115.0,2102.0
GareevA,FredrikHammer,-1,60.0,40.0,0.0,30.0,1571.0,40.984,54.098,4.918,61.0,42.188,56.25,1.562,64.0,B01,D00,A06,A03,0.212,0.404,0.365,0.232,0.652,0.101,225.0,45.01,693.0,1822.0,1748.0,1736.0
Enrique005,alsalman_chess,-1,47.0,52.0,1.0,100.0,1276.0,53.846,43.077,3.077,65.0,48.333,45.0,6.667,60.0,C41,C20,D21,D30,0.328,0.453,0.188,0.273,0.455,0.255,274.0,45.29,4563.0,1835.0,1821.0,1813.0
Maestrache,Raflax,1,30.0,69.0,1.0,100.0,1750.0,47.059,50.0,2.941,68.0,45.614,49.123,5.263,57.0,B40,B20,A83,C58,0.397,0.414,0.19,0.387,0.5,0.065,239.0,69.09,211.0,2127.0,2087.0,2079.0
Starcat004,MiguChess23,-1,49.0,46.0,5.0,100.0,1645.0,44.262,55.738,0.0,61.0,29.688,67.188,3.125,64.0,C02,B00,C24,C46,0.283,0.435,0.261,0.364,0.532,0.052,193.0,66.08,910.0,2135.0,2083.0,2048.0
Indvaasu,daperdomop,-1,41.0,57.0,1.0,63.0,1146.0,28.571,71.429,0.0,7.0,33.333,66.667,0.0,6.0,C50,B20,C20,C23,0.5,0.5,0.0,0.222,0.333,0.222,178.0,121.95,13.0,1222.0,1189.0,1170.0
RLMPAJEDREZ,The_Zak,1,40.0,54.0,6.0,100.0,1900.0,54.286,40.0,5.714,35.0,33.333,63.333,3.333,30.0,A10,A30,A90,A13,0.172,0.655,0.138,0.182,0.636,0.152,330.0,74.0,65.0,2055.0,1977.0,1973.0
e2e3e4,chupacabritos,1,50.0,45.0,5.0,100.0,1557.0,48.485,43.939,7.576,66.0,42.373,55.932,1.695,59.0,B01,A10,C01,C02,0.211,0.596,0.158,0.355,0.645,0.0,324.0,54.15,5926.0,1765.0,1722.0,1719.0
benprieur,Zirene,1,20.0,80.0,0.0,90.0,908.0,20.339,77.966,1.695,59.0,28.788,69.697,1.515,66.0,nonStandard,A40,C40,B22,0.194,0.161,0.419,0.38,0.207,0.391,331.0,54.67,896.0,1761.0,1749.0,1745.0
Commander_Alikkk,pradyuman2037,-1,0.0,0.0,0.0,0.0,1200.0,33.333,64.912,1.754,57.0,35.385,61.538,3.077,65.0,B20,B30,D00,A35,0.476,0.238,0.238,0.143,0.636,0.195,227.0,54.22,122.0,1378.0,1275.0,1271.0
avgch,Andrey1412,1,41.0,56.0,2.0,100.0,1564.0,35.714,57.143,7.143,14.0,42.857,57.143,0.0,14.0,C25,A40,C48,D06,0.091,0.545,0.364,0.312,0.375,0.25,401.0,79.53,28.0,1769.0,1711.0,1700.0
rygusi,desideriusP,1,38.0,61.0,1.0,100.0,905.0,45.763,52.542,1.695,59.0,46.97,51.515,1.515,66.0,C44,B00,A05,C41,0.259,0.534,0.138,0.2,0.354,0.446,555.0,99.43,461.0,1111.0,1108.0,1089.0
ONLINEcrew,vertige383,-1,57.0,38.0,4.0,100.0,1883.0,52.632,43.86,3.509,57.0,42.647,52.941,4.412,68.0,D00,A02,B06,A80,0.271,0.475,0.22,0.246,0.18,0.525,323.0,45.75,2311.0,2100.0,2091.0,2087.0
yemei56,plumbus,-1,50.0,49.0,1.0,100.0,1833.0,64.706,35.294,0.0,17.0,44.444,55.556,0.0,18.0,B23,C42,B43,B20,0.211,0.684,0.105,0.375,0.0,0.562,433.0,70.87,35.0,2133.0,2017.0,1977.0
oscar1107,mofuq,-1,50.0,45.0,5.0,100.0,1556.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,3.0,B12,A04,A04,B12,0.0,0.0,1.0,0.0,1.0,0.0,241.0,200.85,3.0,0.0,0.0,0.0
gpjanik,hossamhnr,-1,48.0,51.0,1.0,100.0,1387.0,0.0,100.0,0.0,2.0,50.0,50.0,0.0,2.0,A40,A00,A40,A00,0.0,1.0,0.0,0.333,0.333,0.333,266.0,242.62,3.0,0.0,0.0,0.0
Adamka0713,Gregory_Tsybulko,-1,66.0,22.0,11.0,27.0,1943.0,40.0,40.0,20.0,55.0,32.857,57.143,10.0,70.0,B22,C50,C53,E01,0.578,0.333,0.044,0.5,0.355,0.129,278.0,74.82,126.0,2289.0,2103.0,1999.0
ssfr,TheLastPalomin,-1,35.0,62.0,3.0,100.0,1462.0,33.333,66.667,0.0,3.0,0.0,100.0,0.0,2.0,A45,C75,A45,C75,1.0,0.0,0.0,0.75,0.0,0.25,622.0,221.36,5.0,0.0,0.0,0.0
Jimfreecs,martono_kendal,0,47.0,47.0,6.0,100.0,2198.0,53.846,38.462,7.692,65.0,40.0,55.0,5.0,60.0,B22,C00,C13,C50,0.169,0.644,0.186,0.121,0.655,0.224,441.0,53.14,770.0,2436.0,2411.0,2388.0
Sigi_myProfitel,balan08,1,0.0,100.0,0.0,1.0,1500.0,50.0,50.0,0.0,2.0,57.143,42.857,0.0,7.0,D00,C42,D00,A30,0.0,0.8,0.2,0.0,1.0,0.0,220.0,500.0,8.0,0.0,0.0,0.0
h2006_7october,karansavekar,-1,48.0,49.0,3.0,100.0,1297.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,C24,,C24,,0.0,0.0,0.0,0.0,0.0,0.0,382.0,296.04,1.0,0.0,0.0,0.0
heyfreak,Vanderleyxadrez,-1,46.0,53.0,1.0,100.0,873.0,50.0,38.889,11.111,18.0,44.0,56.0,0.0,25.0,A40,D02,D00,B07,0.2,0.5,0.25,0.381,0.381,0.238,361.0,90.9,43.0,1006.0,974.0,928.0
hiteshvayugundla,,401,0.0,0.0,0.0,0.0,1500.0,41.935,45.161,12.903,62.0,30.159,57.143,12.698,63.0,nonStandard,D00,B19,C23,0.378,0.444,0.156,0.5,0.094,0.406,306.0,106.29,372.0,2029.0,1838.0,1819.0
Bursaspor1,,401,0.0,0.0,0.0,0.0,1500.0,29.63,70.37,0.0,27.0,48.0,44.0,8.0,25.0,B20,C23,D06,C44,0.3,0.55,0.1,0.133,0.567,0.167,222.0,76.03,52.0,1818.0,1762.0,1706.0
Danifleitas1985,davoodamiri,-1,55.0,42.0,3.0,100.0,1167.0,41.667,58.333,0.0,12.0,50.0,50.0,0.0,8.0,C25,C47,A01,B23,0.444,0.333,0.222,0.091,0.364,0.273,316.0,90.51,20.0,1115.0,1064.0,1034.0
Yazeed_Stairs,MohamedAyman7777,0,53.0,45.0,2.0,100.0,1774.0,56.25,40.625,3.125,64.0,49.18,47.541,3.279,61.0,A40,D02,D92,B20,0.303,0.47,0.197,0.218,0.636,0.127,248.0,84.66,253.0,2075.0,2070.0,2000.0
aadhritr,boomsinclair,-1,45.0,54.0,0.0,66.0,1061.0,40.625,46.875,12.5,32.0,44.118,52.941,2.941,34.0,C23,C20,C24,A01,0.393,0.429,0.179,0.394,0.455,0.091,289.0,136.38,66.0,1247.0,1166.0,1079.0
SABBEli,DirmauskasL,1,19.0,80.0,0.0,78.0,723.0,43.103,56.897,0.0,58.0,47.761,47.761,4.478,67.0,C50,C20,C34,D00,0.474,0.421,0.053,0.169,0.662,0.154,366.0,58.5,763.0,1924.0,1471.0,1461.0
wahba87,copado,1,53.0,46.0,1.0,100.0,1643.0,48.438,46.875,4.688,64.0,40.984,55.738,3.279,61.0,D01,B00,B09,A05,0.161,0.661,0.179,0.094,0.859,0.047,381.0,45.13,1049.0,1917.0,1893.0,1892.0
notyouboynami,drecaryes,1,42.0,56.0,1.0,100.0,1318.0,35.897,64.103,0.0,39.0,48.0,48.0,4.0,50.0,C50,B00,C64,A51,0.553,0.211,0.132,0.49,0.082,0.184,211.0,54.46,89.0,1478.0,1432.0,1427.0
Duzcespor,ohnomyjuicers,-1,57.0,42.0,0.0,100.0,1431.0,54.688,34.375,10.938,64.0,34.426,62.295,3.279,61.0,B01,C44,A40,C34,0.25,0.554,0.161,0.467,0.433,0.1,285.0,55.51,6162.0,1623.0,1600.0,1586.0
TimothyKim,ayaktauyutucam,-1,61.0,37.0,2.0,100.0,1419.0,50.0,44.828,5.172,58.0,52.239,44.776,2.985,67.0,C50,B30,D01,C58,0.172,0.469,0.328,0.429,0.464,0.018,288.0,74.99,146.0,1843.0,1728.0,1537.0
Vllarinovich,widodoey,-1,55.0,43.0,2.0,100.0,1613.0,40.0,58.462,1.538,65.0,53.333,40.0,6.667,60.0,A00,B01,B07,B90,0.379,0.397,0.172,0.097,0.468,0.435,423.0,52.78,3708.0,1990.0,1962.0,1936.0
