user_id,op_id,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_user_blitz_total_games,op_user_best_win_1,op_user_best_win_2,op_user_best_win_3
Matvei_Piruev,DonQuilich,-1,51.0,45.0,4.0,100.0,1118.0,51.163,44.186,4.651,43.0,41.176,52.941,5.882,34.0,C50,C20,C22,C40,0.389,0.472,0.111,0.324,0.459,0.189,306.0,72.44,73.0,1266.0,1217.0,1213.0
rocky172636363684747,JOELIM2013,-1,46.0,51.0,3.0,100.0,1399.0,44.068,52.542,3.39,59.0,39.394,60.606,0.0,66.0,C40,C44,C20,B56,0.346,0.596,0.038,0.296,0.563,0.085,252.0,76.13,311.0,1997.0,1622.0,1542.0
harryath,OliverZuckerberg,1,46.0,50.0,4.0,100.0,1172.0,43.077,49.231,7.692,65.0,45.0,55.0,0.0,60.0,B00,B06,B12,C46,0.291,0.436,0.255,0.246,0.677,0.062,320.0,48.32,711.0,1542.0,1512.0,1468.0
Morningstar_forever,Skyshadow49,-1,53.0,45.0,2.0,100.0,1860.0,43.75,56.25,0.0,64.0,47.541,50.82,1.639,61.0,A00,B10,B40,B01,0.351,0.333,0.281,0.328,0.149,0.478,308.0,68.98,341.0,2167.0,2092.0,2023.0
EhsanBeckham7,mohammadjookar9,-1,0.0,0.0,0.0,0.0,1215.0,52.459,44.262,3.279,61.0,46.875,48.438,4.688,64.0,D00,C41,B10,C25,0.371,0.419,0.177,0.224,0.483,0.207,354.0,109.61,222.0,1048.0,1034.0,1027.0
mudavadkargeetey,Gendosik_13-75,-1,56.0,37.0,7.0,100.0,1462.0,46.667,53.333,0.0,60.0,32.308,64.615,3.077,65.0,A10,B40,A34,D11,0.245,0.367,0.265,0.081,0.446,0.324,344.0,66.87,7940.0,2370.0,2256.0,2243.0
laboorasttaa,natehaliv,-1,47.0,49.0,4.0,100.0,1810.0,41.935,41.935,16.129,62.0,41.27,53.968,4.762,63.0,C20,C25,A07,B06,0.288,0.5,0.212,0.333,0.467,0.167,227.0,68.66,540.0,2232.0,2173.0,2040.0
dunci2022,kaidzen,-1,0.0,0.0,0.0,0.0,1565.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,C40,,C40,,0.0,0.0,0.0,1.0,0.0,0.0,495.0,291.61,1.0,0.0,0.0,0.0
Sush9j,buzzdujura,-1,70.0,26.0,4.0,100.0,1657.0,20.833,77.083,2.083,48.0,11.688,87.013,1.299,77.0,C55,B00,C41,D23,0.211,0.737,0.053,0.106,0.548,0.337,459.0,133.86,215.0,1966.0,1860.0,1850.0
feribro_crazy,c4e5nc3,-1,50.0,46.0,4.0,100.0,1580.0,52.459,42.623,4.918,61.0,46.875,46.875,6.25,64.0,C00,C01,C61,A46,0.29,0.629,0.065,0.179,0.518,0.268,574.0,45.22,442.0,1669.0,1636.0,1627.0
mertbilen2013,Envars,-1,0.0,0.0,0.0,0.0,1741.0,25.0,75.0,0.0,4.0,0.0,100.0,0.0,3.0,C41,A04,C41,A04,0.0,1.0,0.0,0.333,0.5,0.167,197.0,168.34,7.0,0.0,0.0,0.0
simran_roy,LylSkill,-1,52.0,46.0,2.0,100.0,1460.0,47.458,50.847,1.695,59.0,33.333,63.636,3.03,66.0,C50,B23,A25,C55,0.34,0.42,0.18,0.597,0.083,0.264,262.0,48.6,2479.0,2385.0,2365.0,2268.0
Supertoast,Nacarayen,1,40.0,55.0,5.0,100.0,1404.0,46.667,53.333,0.0,60.0,43.077,55.385,1.538,65.0,D02,B10,D10,B18,0.196,0.643,0.143,0.191,0.779,0.029,452.0,50.69,2977.0,1640.0,1623.0,1619.0
KhristianAnder,chema_valls,-1,46.0,51.0,3.0,100.0,1490.0,50.0,48.438,1.562,64.0,52.459,45.902,1.639,61.0,B50,B21,B98,E06,0.359,0.438,0.172,0.068,0.729,0.203,325.0,45.78,1412.0,2106.0,2040.0,2036.0
horseyAUS,oratioh,-1,50.0,50.0,0.0,30.0,875.0,50.0,46.875,3.125,64.0,37.705,59.016,3.279,61.0,C42,B00,A05,C62,0.309,0.236,0.455,0.409,0.485,0.106,234.0,81.64,229.0,1251.0,1153.0,1120.0
fgjhhkfk,ahmadhassan99,0,45.0,51.0,4.0,100.0,1807.0,50.0,46.875,3.125,64.0,45.902,44.262,9.836,61.0,C40,B21,B03,C29,0.267,0.433,0.283,0.368,0.316,0.316,259.0,47.62,9605.0,1963.0,1924.0,1920.0
Jk-witch,Kadyrleev_Azat,-1,46.0,51.0,3.0,100.0,2028.0,50.82,45.902,3.279,61.0,46.875,45.312,7.812,64.0,B06,B93,nonStandard,C84,0.098,0.672,0.213,0.14,0.649,0.14,385.0,45.46,10728.0,2452.0,2448.0,2325.0
esechess,SidiAbdallahi,-1,45.0,53.0,2.0,100.0,1308.0,55.738,39.344,4.918,61.0,37.5,54.688,7.812,64.0,A00,B00,A00,A10,0.345,0.155,0.466,0.712,0.237,0.017,306.0,116.7,4537.0,1519.0,1487.0,1486.0
mathew_vin,erkansahin,-1,41.0,56.0,3.0,100.0,1240.0,40.0,60.0,0.0,5.0,40.0,60.0,0.0,5.0,C50,B30,C41,C50,0.25,0.5,0.25,0.0,1.0,0.0,217.0,120.77,10.0,1296.0,1204.0,1123.0
collote1,Michal1898,1,42.0,56.0,2.0,100.0,1539.0,57.377,40.984,1.639,61.0,46.875,50.0,3.125,64.0,C44,B21,D45,C29,0.338,0.431,0.169,0.105,0.351,0.509,388.0,84.09,1019.0,2205.0,2075.0,2043.0
Nsikora22,fernandobrabo,-1,48.0,51.0,1.0,100.0,1503.0,45.902,49.18,4.918,61.0,51.562,45.312,3.125,64.0,B10,B12,B15,A01,0.279,0.492,0.18,0.627,0.237,0.102,230.0,52.92,568.0,1706.0,1693.0,1688.0
Ivano0102,fmunozn,1,50.0,47.0,3.0,100.0,1376.0,43.939,51.515,4.545,66.0,35.593,59.322,5.085,59.0,B01,D00,A50,A41,0.38,0.36,0.22,0.203,0.652,0.145,281.0,47.27,2733.0,1556.0,1535.0,1525.0
bkdp,Gabogoes67,-1,47.0,53.0,0.0,100.0,1546.0,50.0,50.0,0.0,10.0,57.143,42.857,0.0,7.0,C20,C50,C54,C23,0.889,0.111,0.0,0.0,1.0,0.0,327.0,195.7,17.0,1455.0,1447.0,1431.0
KingDavid0524,BigD3pr3ssion,-1,28.0,67.0,3.0,84.0,600.0,10.0,85.0,5.0,20.0,6.667,93.333,0.0,15.0,B00,A40,C64,A04,0.333,0.667,0.0,0.645,0.129,0.161,222.0,113.21,34.0,0.0,0.0,0.0
ABX03,arlopo,0,48.0,52.0,0.0,100.0,1260.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,D00,,D00,,0.0,0.0,0.0,0.0,0.0,0.0,474.0,313.69,1.0,0.0,0.0,0.0
WindyCity5800,simeoneets,-1,57.0,39.0,3.0,100.0,1526.0,52.381,44.444,3.175,63.0,43.548,51.613,4.839,62.0,C00,B00,C40,A10,0.283,0.4,0.3,0.4,0.2,0.4,260.0,45.02,2772.0,1631.0,1612.0,1606.0
Zsochess,JaviJOP,-1,55.0,44.0,1.0,100.0,1760.0,58.065,41.935,0.0,62.0,53.968,44.444,1.587,63.0,C40,C23,C21,D06,0.329,0.5,0.157,0.333,0.278,0.352,343.0,84.31,342.0,1720.0,1707.0,1700.0
Namin_904,fish_2023,-1,45.0,43.0,12.0,100.0,1797.0,55.556,44.444,0.0,54.0,36.62,63.38,0.0,71.0,C00,B23,C11,B40,0.161,0.607,0.161,0.0,0.971,0.029,406.0,48.76,3500.0,2301.0,2274.0,2270.0
VikramjitNag,thesahand,-1,50.0,47.0,3.0,100.0,1105.0,50.0,43.103,6.897,58.0,49.254,46.269,4.478,67.0,C40,C50,C68,C43,0.274,0.452,0.226,0.25,0.375,0.357,269.0,64.58,533.0,1172.0,1164.0,1158.0
Mirthandir,TheFrenchCoachAlex,-1,43.0,50.0,7.0,100.0,1641.0,55.172,43.103,1.724,58.0,41.791,55.224,2.985,67.0,A00,B02,C77,A04,0.217,0.483,0.267,0.339,0.516,0.065,216.0,87.97,9752.0,1878.0,1864.0,1820.0
ThienAnh1772016,Wicho_17,-1,31.0,59.0,8.0,82.0,735.0,43.077,55.385,1.538,65.0,41.667,51.667,6.667,60.0,C50,C47,B06,B07,0.396,0.358,0.189,0.269,0.612,0.119,267.0,67.76,159.0,1249.0,1099.0,1094.0
Mulan_GT,edwin_bo,1,48.0,51.0,1.0,100.0,1066.0,51.613,48.387,0.0,62.0,33.333,58.73,7.937,63.0,D00,C40,B15,D25,0.302,0.396,0.264,0.373,0.239,0.373,256.0,59.89,2117.0,1371.0,1367.0,1363.0
theorangepotato,JZEPEDA12,-1,56.0,40.0,3.0,100.0,1179.0,52.381,47.619,0.0,63.0,40.323,54.839,4.839,62.0,C50,C57,B20,B08,0.293,0.586,0.103,0.516,0.156,0.328,306.0,52.23,529.0,1275.0,1207.0,1203.0
k2op,DzabaLanci,1,48.0,49.0,3.0,100.0,1804.0,51.515,39.394,9.091,66.0,28.814,59.322,11.864,59.0,B22,C50,A40,B50,0.059,0.706,0.235,0.148,0.754,0.098,514.0,47.26,2703.0,2072.0,2060.0,2038.0
PAD66,Anonymous022,1,46.0,51.0,3.0,100.0,1632.0,46.774,48.387,4.839,62.0,50.794,46.032,3.175,63.0,C44,C00,C41,D20,0.426,0.295,0.262,0.102,0.729,0.169,250.0,52.31,146.0,1651.0,1640.0,1617.0
GlowingSweet,,401,0.0,0.0,0.0,0.0,1500.0,38.462,52.308,9.231,65.0,45.0,55.0,0.0,60.0,nonStandard,B01,B13,C53,0.365,0.346,0.269,0.224,0.493,0.224,245.0,54.5,902.0,2267.0,2133.0,2108.0
kahraman_20,,401,0.0,0.0,0.0,0.0,1500.0,47.826,44.928,7.246,69.0,44.643,50.0,5.357,56.0,D00,C41,C23,B07,0.397,0.431,0.155,0.271,0.203,0.525,366.0,45.14,350.0,1259.0,1247.0,1206.0
Medojota,CrazyRebecca97,-1,51.0,36.0,13.0,100.0,,56.667,40.0,3.333,60.0,63.077,33.846,3.077,65.0,B06,A00,A10,D05,0.173,0.52,0.307,0.13,0.674,0.174,255.0,46.19,24911.0,2818.0,2732.0,2652.0
seanpawn17,VictorAPurizaca_UTP,1,47.0,51.0,2.0,100.0,1557.0,56.923,41.538,1.538,65.0,45.0,51.667,3.333,60.0,C44,A40,B33,C46,0.312,0.547,0.125,0.724,0.017,0.259,427.0,46.79,1668.0,1698.0,1695.0,1678.0
googlecash,holvachi,-1,46.0,48.0,6.0,100.0,1810.0,44.118,54.412,1.471,68.0,40.351,54.386,5.263,57.0,A40,B00,A80,B08,0.283,0.245,0.377,0.132,0.706,0.162,262.0,63.96,4638.0,1943.0,1844.0,1812.0
ChrissThePawnEater,marcus1071,1,44.0,50.0,6.0,100.0,1516.0,52.459,40.984,6.557,61.0,53.125,39.062,7.812,64.0,C50,D06,C26,C29,0.303,0.576,0.106,0.12,0.32,0.56,424.0,122.72,161.0,1736.0,1713.0,1711.0
zabkrai-75,Geheimwaffe,-1,61.0,37.0,2.0,100.0,1894.0,64.179,31.343,4.478,67.0,70.69,25.862,3.448,58.0,C00,C02,C41,C01,0.226,0.44,0.31,0.167,0.472,0.139,386.0,71.27,143.0,2193.0,2154.0,2125.0
TOMSK14022024,SOHNFSNMNF,1,43.0,54.0,3.0,100.0,1493.0,59.016,36.066,4.918,61.0,48.438,45.312,6.25,64.0,D00,A40,C16,C11,0.299,0.567,0.119,0.02,0.176,0.804,500.0,50.75,237.0,1737.0,1728.0,1689.0
QuickReza,,401,0.0,0.0,0.0,0.0,1500.0,36.364,60.606,3.03,66.0,39.655,55.172,5.172,58.0,C42,B00,C26,B18,0.681,0.106,0.191,0.625,0.014,0.361,689.0,234.45,124.0,1104.0,1073.0,1048.0
derhanf,,401,0.0,0.0,0.0,0.0,1500.0,61.111,27.778,11.111,18.0,40.909,50.0,9.091,22.0,B10,C41,C45,B40,0.3,0.6,0.1,0.5,0.5,0.0,466.0,95.73,40.0,1472.0,1470.0,1459.0
RaCajPa,Deeuser0723,1,47.0,50.0,3.0,100.0,1540.0,50.0,50.0,0.0,12.0,30.0,70.0,0.0,10.0,C50,B12,B57,C50,0.333,0.444,0.222,0.692,0.308,0.0,486.0,152.58,22.0,1623.0,1596.0,1595.0
noggis,Kojjootti,1,39.0,53.0,7.0,84.0,1912.0,53.226,29.032,17.742,62.0,60.317,31.746,7.937,63.0,B40,A46,D31,A36,0.155,0.549,0.282,0.237,0.5,0.263,312.0,48.41,8315.0,2764.0,2761.0,2755.0
mihail_d2014,Daniil_Marinator,1,45.0,54.0,1.0,100.0,1613.0,40.984,57.377,1.639,61.0,26.562,70.312,3.125,64.0,C23,C00,A20,A52,0.548,0.262,0.143,0.362,0.588,0.025,247.0,47.19,1205.0,2112.0,2097.0,2041.0
emilianoayohual,ForkyMcFork,1,53.0,46.0,1.0,100.0,1301.0,100.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,A40,B01,A40,B01,0.0,0.0,1.0,1.0,0.0,0.0,637.0,227.69,2.0,0.0,0.0,0.0
DogBrainSally,Eric-Gregory,1,51.0,43.0,6.0,100.0,2011.0,71.212,25.758,3.03,66.0,77.966,18.644,3.39,59.0,B40,B43,A56,C78,0.226,0.538,0.215,0.0,0.929,0.071,268.0,45.0,29856.0,2620.0,2549.0,2514.0
roni2015,Hem007,-1,48.0,46.0,6.0,100.0,1170.0,50.0,50.0,0.0,6.0,42.857,57.143,0.0,7.0,C40,C24,C24,C20,0.5,0.167,0.333,0.571,0.429,0.0,231.0,157.39,12.0,0.0,0.0,0.0
woxinghu3,chess_pawn_3000,-1,55.0,39.0,6.0,100.0,1559.0,37.5,50.0,12.5,16.0,45.455,50.0,4.545,22.0,C00,C45,C02,C48,0.125,0.812,0.062,0.105,0.789,0.105,420.0,81.12,38.0,1643.0,1570.0,1555.0
josemaria8x864,dejilee,1,46.0,50.0,4.0,100.0,1371.0,48.387,45.161,6.452,62.0,39.683,57.143,3.175,63.0,C50,A40,C34,B27,0.436,0.345,0.2,0.125,0.766,0.094,261.0,45.45,614.0,2179.0,2003.0,1968.0
MarijnAB,dishmab,1,44.0,52.0,2.0,36.0,1514.0,66.102,33.898,0.0,59.0,42.424,56.061,1.515,66.0,B20,B12,B38,E22,0.313,0.537,0.134,0.0,0.632,0.351,311.0,53.73,1604.0,1805.0,1768.0,1759.0
dcabalin,cakay5,-1,49.0,47.0,4.0,100.0,1466.0,52.308,46.154,1.538,65.0,45.0,55.0,0.0,60.0,D02,A40,A46,B52,0.23,0.459,0.295,0.413,0.365,0.206,241.0,60.74,2343.0,1855.0,1835.0,1803.0
FABRILLACTAHUAMAN,MasacreIrracionalll,1,55.0,40.0,5.0,100.0,2241.0,45.161,51.613,3.226,62.0,46.032,49.206,4.762,63.0,B01,B90,D31,C11,0.088,0.456,0.439,0.571,0.413,0.016,293.0,45.93,2191.0,2281.0,2281.0,2280.0
imvish13,Rikee93,-1,52.0,42.0,6.0,100.0,1188.0,44.444,52.778,2.778,36.0,25.0,71.875,3.125,32.0,C20,C40,C22,C48,0.208,0.583,0.167,0.333,0.476,0.119,435.0,143.69,68.0,1498.0,1429.0,1417.0
yasin155-11389st,garibmais,1,40.0,60.0,0.0,100.0,1454.0,58.333,30.0,11.667,60.0,49.231,36.923,13.846,65.0,B30,A43,C43,B01,0.343,0.507,0.149,0.143,0.833,0.024,373.0,54.83,212.0,1710.0,1602.0,1597.0
TomaszR,alexander3105,-1,48.0,44.0,8.0,100.0,1195.0,54.688,43.75,1.562,64.0,47.541,44.262,8.197,61.0,C50,C47,C65,C46,0.438,0.125,0.422,0.418,0.127,0.455,273.0,51.04,668.0,1170.0,1148.0,1141.0
bidak_catur,n3m1n,-1,51.0,45.0,4.0,100.0,1829.0,60.0,35.0,5.0,60.0,46.154,50.769,3.077,65.0,B20,D00,C33,C26,0.167,0.606,0.227,0.222,0.463,0.315,451.0,47.05,6609.0,2428.0,2421.0,2408.0
Kavin7770,EkatirinKa,-1,70.0,30.0,0.0,30.0,1224.0,40.0,60.0,0.0,5.0,40.0,40.0,20.0,5.0,C44,B50,C40,D02,0.5,0.0,0.25,0.8,0.0,0.0,230.0,129.85,10.0,1249.0,1170.0,1114.0
Arasbulut48,maakish,1,50.0,48.0,2.0,100.0,873.0,34.211,63.158,2.632,38.0,41.026,56.41,2.564,39.0,C20,B00,D00,B20,0.483,0.172,0.345,0.565,0.174,0.217,289.0,86.05,74.0,1435.0,1340.0,1051.0
akhenaton58,johnvz,1,44.0,55.0,1.0,100.0,1466.0,43.548,54.839,1.613,62.0,44.444,52.381,3.175,63.0,C50,C23,C51,A40,0.345,0.364,0.255,0.269,0.567,0.134,230.0,61.95,703.0,2174.0,2166.0,2128.0
francjanez,BarisKu,-1,54.0,42.0,4.0,100.0,1354.0,58.73,39.683,1.587,63.0,43.548,54.839,1.613,62.0,C00,D00,A80,A41,0.422,0.359,0.203,0.237,0.034,0.729,261.0,45.04,61819.0,1929.0,1926.0,1924.0
bocmani1960,Raafatghareeb,-1,45.0,53.0,2.0,100.0,1534.0,66.667,33.333,0.0,21.0,50.0,50.0,0.0,16.0,B01,C44,C23,C01,0.364,0.636,0.0,0.133,0.467,0.333,320.0,70.25,37.0,1562.0,1559.0,1546.0
czarodziej_pl,halitkurti1234,-1,69.0,28.0,3.0,100.0,2056.0,60.0,35.385,4.615,65.0,61.667,26.667,11.667,60.0,B40,A43,A06,B13,0.342,0.342,0.289,0.282,0.487,0.231,217.0,47.97,289.0,2306.0,2222.0,2199.0
plcs7,PapaBred,-1,49.0,48.0,3.0,100.0,888.0,49.123,50.877,0.0,57.0,36.765,61.765,1.471,68.0,C20,C41,A04,B02,0.34,0.396,0.208,0.113,0.479,0.31,270.0,46.39,1585.0,1303.0,1302.0,1267.0
WGlock,charewa,1,48.0,46.0,6.0,100.0,1640.0,65.152,33.333,1.515,66.0,61.017,37.288,1.695,59.0,B10,A40,E04,E16,0.139,0.671,0.165,0.045,0.773,0.182,342.0,62.99,1983.0,1908.0,1889.0,1887.0
JunhChess,bhchristie,1,53.0,45.0,2.0,100.0,1606.0,47.692,47.692,4.615,65.0,40.0,46.667,13.333,60.0,B01,C34,D37,E65,0.255,0.527,0.2,0.576,0.356,0.034,323.0,50.59,1004.0,2018.0,2000.0,1989.0
Limitlesscard,haykmba,-1,57.0,41.0,1.0,100.0,1799.0,37.705,60.656,1.639,61.0,46.875,48.438,4.688,64.0,B10,A40,A14,D10,0.377,0.453,0.17,0.103,0.632,0.191,267.0,69.92,4060.0,1966.0,1728.0,1677.0
nikas2707,naturalezas,1,48.0,46.0,6.0,100.0,1551.0,50.847,47.458,1.695,59.0,42.424,51.515,6.061,66.0,C00,A40,D08,D94,0.448,0.397,0.103,0.177,0.565,0.258,229.0,47.59,202.0,1623.0,1622.0,1618.0
MajoraKong,ZULU111,-1,44.0,44.0,12.0,100.0,2038.0,50.847,44.068,5.085,59.0,50.0,42.424,7.576,66.0,B02,A00,A84,A43,0.095,0.651,0.254,0.537,0.463,0.0,273.0,47.69,5440.0,2433.0,2426.0,2320.0
doragonman,ben-d,-1,46.0,50.0,4.0,100.0,1755.0,61.905,34.921,3.175,63.0,32.258,62.903,4.839,62.0,B40,B21,C56,A43,0.441,0.39,0.169,0.164,0.82,0.016,210.0,48.27,5333.0,2041.0,2029.0,2012.0
HugoBoth,VladikIvanov17,1,32.0,61.0,7.0,100.0,2006.0,48.485,39.394,12.121,66.0,45.763,47.458,6.78,59.0,C01,C00,C03,A40,0.085,0.78,0.136,0.148,0.852,0.0,370.0,107.56,204.0,2266.0,2251.0,2235.0
hola_la,eibfr,-1,55.0,39.0,6.0,100.0,1317.0,33.333,33.333,33.333,3.0,33.333,66.667,0.0,6.0,C41,C50,C50,B10,0.0,0.667,0.333,0.0,0.6,0.2,354.0,221.24,9.0,0.0,0.0,0.0
JoshGOpps,simranjethwani,-1,37.0,55.0,8.0,100.0,1735.0,46.269,52.239,1.493,67.0,51.724,48.276,0.0,58.0,D02,C25,A03,C20,0.18,0.541,0.262,0.143,0.238,0.381,294.0,55.89,7645.0,2232.0,2164.0,2139.0
GiaLam2013,VoodEx,1,64.0,28.0,8.0,75.0,1459.0,53.659,41.463,4.878,41.0,34.286,57.143,8.571,35.0,D02,A45,B10,C24,0.353,0.441,0.176,0.297,0.541,0.135,268.0,68.58,74.0,2107.0,1576.0,1496.0
Beshr_Palestine2,Nuxov,0,41.0,54.0,5.0,100.0,1295.0,40.0,45.0,15.0,20.0,42.857,57.143,0.0,14.0,C50,B22,C68,nonStandard,0.429,0.357,0.143,0.412,0.235,0.294,300.0,96.0,34.0,1739.0,1683.0,1652.0
MmurtuZzz,leo1974,1,49.0,45.0,6.0,100.0,2179.0,54.795,31.507,13.699,73.0,57.692,28.846,13.462,52.0,E05,B10,B01,B90,0.157,0.814,0.029,0.237,0.632,0.132,337.0,48.94,1726.0,2228.0,2227.0,2208.0
AKSHAT6445_KAUSHIK,Magnus_Carlsen107,-1,62.0,25.0,12.0,48.0,1611.0,62.5,37.5,0.0,8.0,55.556,44.444,0.0,9.0,C50,C45,B00,C40,0.4,0.6,0.0,0.0,0.857,0.143,235.0,123.86,17.0,1499.0,1474.0,1474.0
universal_boss,Norio1,-1,47.0,50.0,3.0,100.0,1568.0,43.077,49.231,7.692,65.0,53.333,40.0,6.667,60.0,A00,B06,D30,C47,0.417,0.367,0.2,0.554,0.357,0.071,254.0,57.3,828.0,2350.0,2228.0,2130.0
kassys23,vladcabana,1,39.0,55.0,6.0,100.0,1694.0,48.485,43.939,7.576,66.0,37.288,55.932,6.78,59.0,B10,C50,B15,A16,0.241,0.537,0.185,0.274,0.597,0.113,267.0,63.94,271.0,2001.0,1947.0,1945.0
DrAltayebabd125,ahmedabumowais,-1,45.0,52.0,3.0,100.0,1444.0,44.444,44.444,11.111,63.0,37.097,58.065,4.839,62.0,B01,C23,A06,B07,0.255,0.569,0.176,0.406,0.297,0.234,223.0,71.35,2093.0,2088.0,2065.0,2050.0
Tristan011111,La_Carpe_Khoi,-1,82.0,11.0,5.0,51.0,1766.0,47.619,49.206,3.175,63.0,38.71,54.839,6.452,62.0,C50,C42,C44,B32,0.241,0.481,0.278,0.108,0.831,0.046,213.0,45.03,1603.0,1801.0,1792.0,1775.0
savas011,Compirator,-1,27.0,55.0,16.0,54.0,2033.0,53.226,38.71,8.065,62.0,55.556,44.444,0.0,63.0,nonStandard,C50,B23,C40,0.353,0.382,0.235,0.288,0.558,0.154,293.0,46.8,779.0,2085.0,2035.0,2022.0
LeonardoCamacho2003,jsilvestri92,0,27.0,67.0,6.0,100.0,1391.0,50.0,45.833,4.167,24.0,65.0,35.0,0.0,20.0,B20,C50,A02,C26,0.52,0.28,0.2,0.389,0.167,0.444,271.0,70.11,44.0,1453.0,1407.0,1407.0
Amitgedam,ahha-kapehuha,-1,43.0,51.0,6.0,100.0,1312.0,0.0,100.0,0.0,6.0,40.0,20.0,40.0,5.0,B00,B06,C57,A00,0.5,0.5,0.0,0.714,0.143,0.143,219.0,111.48,11.0,0.0,0.0,0.0
matoXmorphY,Messsi10,1,50.0,43.0,6.0,48.0,1744.0,51.786,48.214,0.0,56.0,53.623,46.377,0.0,69.0,B23,C45,B32,B20,0.364,0.409,0.167,0.102,0.356,0.542,298.0,51.5,3088.0,2434.0,2427.0,2350.0
ElenaDrozdina,GuilhermeT17,-1,47.0,47.0,6.0,100.0,1148.0,43.939,56.061,0.0,66.0,37.288,57.627,5.085,59.0,C00,C50,A17,B12,0.529,0.333,0.137,0.211,0.521,0.225,215.0,46.62,705.0,1610.0,1548.0,1509.0
JoshRobo22,dekenner,1,42.0,53.0,5.0,100.0,1271.0,28.571,60.0,11.429,35.0,34.146,60.976,4.878,41.0,B00,A04,A30,A06,0.292,0.5,0.167,0.435,0.304,0.196,352.0,93.66,76.0,1310.0,1293.0,1267.0
J_ov,ZharovPavel,-1,56.0,42.0,2.0,100.0,1181.0,0.0,100.0,0.0,2.0,0.0,100.0,0.0,3.0,A40,A00,A40,A00,0.0,0.0,0.0,0.2,0.4,0.2,281.0,277.02,5.0,0.0,0.0,0.0
Bobbykumar17092003,mohsenahmadzadeh,-1,49.0,47.0,4.0,100.0,1470.0,54.098,37.705,8.197,61.0,35.938,51.562,12.5,64.0,B01,A06,B44,C42,0.179,0.536,0.286,0.464,0.286,0.25,233.0,45.29,1206.0,1613.0,1610.0,1609.0
Barcelona1707,chess_wizard3000,1,42.0,50.0,8.0,100.0,2513.0,59.677,30.645,9.677,62.0,42.857,50.794,6.349,63.0,A45,D00,B54,B52,0.219,0.547,0.234,0.373,0.549,0.059,245.0,83.68,1808.0,2729.0,2691.0,2631.0
won2loss,seed_time_harvest,1,46.0,50.0,4.0,100.0,1600.0,49.206,44.444,6.349,63.0,35.484,58.065,6.452,62.0,C00,C01,B06,A43,0.358,0.491,0.113,0.422,0.375,0.203,246.0,62.77,148.0,2185.0,1956.0,1784.0
DocTaka,rubix0011,1,46.0,52.0,2.0,100.0,1323.0,53.125,42.188,4.688,64.0,49.18,49.18,1.639,61.0,C44,D00,D06,B06,0.25,0.531,0.172,0.807,0.105,0.088,357.0,46.17,299.0,1498.0,1470.0,1432.0
ilches,ZandyCandyPie,-1,51.0,44.0,5.0,100.0,1573.0,42.857,53.968,3.175,63.0,48.387,48.387,3.226,62.0,C42,C47,D05,B27,0.228,0.561,0.211,0.188,0.766,0.047,335.0,45.07,8842.0,1749.0,1746.0,1738.0
sadra_egh,kotokrot,1,44.0,54.0,2.0,100.0,1125.0,43.077,52.308,4.615,65.0,45.0,50.0,5.0,60.0,D00,D02,C78,C21,0.327,0.491,0.145,0.375,0.375,0.25,309.0,56.31,125.0,1393.0,1368.0,1349.0
devansh_gupta123,amalrk,1,34.0,64.0,2.0,100.0,1180.0,53.488,34.884,11.628,43.0,34.884,55.814,9.302,43.0,B28,C44,C42,C45,0.474,0.395,0.105,0.462,0.41,0.128,306.0,56.17,85.0,1547.0,1545.0,1374.0
AdriaCl,SL888,-1,54.0,42.0,4.0,100.0,1393.0,43.939,53.03,3.03,66.0,33.898,66.102,0.0,59.0,C00,C50,A46,D43,0.429,0.429,0.082,0.162,0.73,0.095,374.0,103.03,147.0,1395.0,1365.0,1341.0
Aleks1703,bobif,0,49.0,42.0,9.0,100.0,1819.0,52.308,43.077,4.615,65.0,45.0,53.333,1.667,60.0,C50,C44,C62,B12,0.246,0.574,0.164,0.35,0.483,0.15,454.0,82.78,199.0,1952.0,1838.0,1836.0
ezzsham,mahukan,1,38.0,61.0,0.0,18.0,710.0,36.364,63.636,0.0,11.0,50.0,50.0,0.0,4.0,B00,C20,C41,C00,0.333,0.333,0.333,0.444,0.111,0.333,314.0,109.57,15.0,720.0,618.0,547.0
mcdez,sertvezirci_sahbaz,-1,46.0,46.0,8.0,100.0,602.0,26.667,73.333,0.0,15.0,4.348,91.304,4.348,23.0,D00,C20,B20,B07,0.0,0.2,0.6,0.375,0.0,0.438,365.0,84.14,38.0,606.0,600.0,585.0
Crazy_Hippo,xIRexus,-1,53.0,43.0,4.0,100.0,1125.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,B00,B23,B00,B23,0.0,0.0,0.0,0.333,0.333,0.0,354.0,212.29,2.0,0.0,0.0,0.0
