user_id,op_id,game_result
pengzexu,dsk3001620,-1
omoki,chess_nbg,-1
Ajith_23,rishaanv2016,-1
Konst4ncja3,jineshsharma,-1
sickapartment,sheer_cold,-1
SAULRIZZMAN,ahmetkrtssd,1
Vetal_Metal,Stormborn_3,1
elny75,skatewladek,1
aynof,DanilKim11,-1
luquitas10,adi41champ,1
radmanheydari,Tolik_76,1
Convexx,SuleymanVolt,-1
abhbear,mayur345,-1
igmmucarpov,Zolarte,1
lobomau89,korenander,-1
Adriano_CheIentano,Wistarie10,-1
milvad,SilvioPorto,-1
Andewu,Frankie_Richmond,1
DrewnoDrewno,nurbek1881,1
surmico,erdinbraimi,1
Crab2709,kueaff,-1
swapnil0220n,cjm3,-1
FranzHerzschloss,avandebr,0
melenasita,Zacotes,1
Nazar_05,Alhas07,-1
BrainId,doncic77,1
Tesema,,401
Profesora_Alexandra,,401
swellguy,miska5454,-1
KnightMovesLikeAW,rodrigodarchivio,1
RobertSmith,catgirlwlg,-1
ShakmanovShamil097,sonheu,1
sdfghjm,vladz8,-1
EfeBerk55400,ozkangg52,-1
shojjati,alordslums,-1
AhmetSemsKilic,uydu06,0
marcinek23123,sesiz42,1
Lord_Yahya,onurzidani,-1
vincentmasuka,OO8_KTLC,1
Vladislavs_Gorsanovs,kari_eb,1
rizzk,danmalis,1
Rama2Vandama,FaizanRasheed,1
mindstone34,Exi1e,1
seedorf19,Pizza_37,-1
fohaal,Elisha1914,-1
Latar555,LucVanderberken,-1
pulquijuan,tomasticot,0
Yuan_laureles13,xaxo,1
DrDwettoDr,Bouallague,1
Standin_Batatritz,AlinaDg09,-1
AramayisKhachatryan,Liboztrowsky,-1
MANE1228,Peesyn,1
Le_petit_diable,jikes443,1
OSWALDO86,Pawn2King1,1
jvacc,MegaSigma,-1
Nuriy174,kmoti786,-1
Noam166,,401
Chesspower1,,401
abbas4404,VigneshSoundararajan,1
clemerfernandes,Zezecaa,1
alexmenzorov,archbld,-1
Ian-Shireburn,prapti2022,1
linux007,mslarein,1
y_rezaei,CorCal,-1
midhununnikrishnan,inter_64,-1
ShaykhutdinovTimur,Zen_Zephyr,-1
BalaAfiada,peonincisivo,-1
Yonal_SS,abrorjonovna,1
Orlando_Nogueira,sfrizzo,1
spandula87,mathurashrestha,-1
BraveChicken,JonathanBel,-1
Theobel,giannisdallas,-1
abbotsuger,regressiontothemean,0
Telegram2022,magnum_cross,-1
gabotsito4,liLBus,0
modulofree,,401
RaminTheWolf,,401
Fischerforever960,sodon84,1
FuryFlux,Izahnazri82,1
Rey_Gustavo,Curavacas,-1
HoangLeHuy2014,rainbowstingray,0
cool_calm_chess,scaligero7,-1
jodferna,IvanKhvostov,1
Jcosouza,figor7,-1
rois26,jatiwidyanto,1
AaravNadap10,tigu_dave,1
Joelchess0808,Rapidwurst,1
Asmitakhan,S_Alexandr,-1
AnikaReddyg,Tulius_Venenus,-1
Angkol_Vakz11,KORSTAS,-1
ForkinProblemz,timboc,-1
Polevi,Leonidg,-1
CHRISTOFAKIS,Bluffen,1
gambit83210,kemEg,-1
samanthahenao,MisaelOrtega,0
pmate6,CSR79,1
indiegolf99,britam,1
Kanu_2013,Rosaltor,-1
Naumchik-10112007,Marat10z,1
eight_squares,dizzyprotos,1
mu29quci,dumisan4321,1
Osamamansour,JosephGaluppo,-1
Depressed_Chump,Arielsandoval_1974,-1
christopher2022,MGPT,-1
delfinnnnnn,HamoELZEKY,-1
andrefaug,Jfrankvc,0
Khanhdpg,simple_tactic,1
prvsomani,shady31,-1
Kocica56,laribi06,-1
BEPCTAK,Braveheart96,1
Busiiku,Nogiitsune,1
Tharunrockz_7,gaaravhinz,-1
JDSerlo27,bonzaiX,-1
tifa222222222222,CLUBcheckMATE,-1
theleoman99,Alet9,1
Janarbek2015,Malieto,1
Saeed_hoshmand,rezap95,-1
Mina397,Robin1316,-1
dirron,davidrourke,-1
jayasaketh,mustang2050,-1
kos1929,slave1000,-1
sentex1,YALON770,-1
Mrsetting,jareckis_1,-1
AlekseyFilin,oleg1950_06-s,-1
puchunguito2,tigram2600,1
JoseRamonLabrada,as3di,-1
Zvezdogled,Starvasa,1
NikolayChavalah,BOXO1979,0
adewale1995,pablopxp,1
IvanDeMachette,JGobin,-1
AnshulSinha,Conte3,1
DieWespe1,slingertje,1
sohum_shah,Shlok_J_3,0
Jakotik,jerick17,-1
BaxSTALEMATE,harish1239,-1
crozenblat,EasyListener,-1
XXXMilkaXXX,babiller1234,1
hAssassinn,carter777,-1
ut_lmfao,Ahmadshaab86,-1
Metehan_Kadim_Turk,Biomorpheus,1
Fly91,cinqneuf,1
Aravind4ever,Salvadorz,-1
Felix34470,MaximeAK,1
skybi00,Der-Jaus,-1
JustOneBeer,fault_tolerance,1
carlsen-murat,Niksss2023,0
Patty-Ente,Meauthy,1
MSavior,naikpro,-1
Ihhhddd,deepsqiud,1
ottersystem,Giascacchiii,-1
jader997,alben746,1
AGUSTINCN,Hedgehog33,-1
kartikey86,farzinj,1
California-Chess,user93123123,-1
I_60GsBabyyyy,RoNaLd0001,-1
Tahersmidi77,peki123,-1
furkanaydin64,brbrouwer,-1
Steph92,geobiolgc,1
good452,fabsg,1
HageDoding,davidchokar,-1
Hakomoji,SixDevil-HCI,-1
staunton0302,SeEAnd,-1
IgorGodunov,ISFAN303,1
Shourya_Vijay,Jenderal_HCN,-1
Morinadt,Nikbasters,0
LOL_779,Mistrid4,-1
blancoj3000,DANIELGAMEZFUENTES,-1
jlee96,Levandoski,1
chesskasper,ehrro,-1
Tamannasp,Jithin1711,-1
AK1807,Spr1tz,-1
Aloksingh93,,401
Sebastian-FICM,,401
FAT52,makimeb,1
nigapiga228,carlstromsebastian,1
GuilhermeMilk02,brserdm,1
Smtprime,warenator,-1
haythamgiga,z-shina,-1
OMMHOA,LuisGranCanaria,1
littlekuki,ub54,1
PetarValkov,,401
Vandermark,,401
Opgan_Jr,charles008,-1
mainLineEnthusiast,Mao-XV,1
Atharv2608,nishantsahu,1
Guillaume3,NNBB0514,1
il759YaMS,poucin,0
ElMaFeem,WSdaIgrejinha,1
Timmalich,arunsekhar2,-1
Zitrom,VeronicaMartinez,-1
NorbutayevNQ,mcerny1969,1
vikin11,vejiy,1
IbrahimKazi,chimmywhitelake63,1
GeraldMcBoingBoing,noahhewak,-1
supreethkapa,Sowmya_sri_16,-1
Angelina_625,FABPEREZ_4SOL,1
Esnazar44,Farfanyi,1
TheGlassFamily,Patrick_SantAnna,1
Revanchespiel,amirabbasamani,-1
ejaraneta2,MasterTshepoHob,1
Kartikey_Chess,exploder,1
ShahmeerAmir,imocssen,-1
GormOsb,felipeorteg4,-1
Sputnik_Monroe,alrod87,1
Objora8,guid0z,-1
Edu17,bri347,0
xasanov_ulugbek,gvnmrtbyrm,-1
Snabanesh,mmmmarabo,-1
ashadbubt,subho2406,1
MohamedSha3lan,krishnaKishoreN,-1
Never_sure,orientnorth,1
Arsenii11032014,pacogigante,-1
achempion,Arshak86,1
cergo13,reddog79i,1
Nbs123163,enxezdeepside,-1
AdamZaryf,tadeopro1234,1
MaximGerasimyuk,Genom21,0
Prochesskaan,Blablabla0_0,1
ishdncnjdnfbc,Pain-Less,-1
IvanTr86,OliverFrazao79,1
el_socialista,milovance53,-1
Kikochess,Mensiou,-1
elbarbaro,natsu9799,-1
Matvei_Piruev,DonQuilich,-1
rocky172636363684747,JOELIM2013,-1
harryath,OliverZuckerberg,1
Morningstar_forever,Skyshadow49,-1
EhsanBeckham7,mohammadjookar9,-1
mudavadkargeetey,Gendosik_13-75,-1
laboorasttaa,natehaliv,-1
dunci2022,kaidzen,-1
Sush9j,buzzdujura,-1
feribro_crazy,c4e5nc3,-1
mertbilen2013,Envars,-1
simran_roy,LylSkill,-1
Supertoast,Nacarayen,1
KhristianAnder,chema_valls,-1
horseyAUS,oratioh,-1
fgjhhkfk,ahmadhassan99,0
Jk-witch,Kadyrleev_Azat,-1
esechess,SidiAbdallahi,-1
mathew_vin,erkansahin,-1
collote1,Michal1898,1
Nsikora22,fernandobrabo,-1
Ivano0102,fmunozn,1
bkdp,Gabogoes67,-1
KingDavid0524,BigD3pr3ssion,-1
ABX03,arlopo,0
WindyCity5800,simeoneets,-1
Zsochess,JaviJOP,-1
Namin_904,fish_2023,-1
VikramjitNag,thesahand,-1
Mirthandir,TheFrenchCoachAlex,-1
ThienAnh1772016,Wicho_17,-1
Mulan_GT,edwin_bo,1
theorangepotato,JZEPEDA12,-1
k2op,DzabaLanci,1
PAD66,Anonymous022,1
GlowingSweet,,401
kahraman_20,,401
Medojota,CrazyRebecca97,-1
seanpawn17,VictorAPurizaca_UTP,1
googlecash,holvachi,-1
ChrissThePawnEater,marcus1071,1
zabkrai-75,Geheimwaffe,-1
TOMSK14022024,SOHNFSNMNF,1
QuickReza,,401
derhanf,,401
RaCajPa,Deeuser0723,1
noggis,Kojjootti,1
mihail_d2014,Daniil_Marinator,1
emilianoayohual,ForkyMcFork,1
DogBrainSally,Eric-Gregory,1
roni2015,Hem007,-1
woxinghu3,chess_pawn_3000,-1
josemaria8x864,dejilee,1
MarijnAB,dishmab,1
dcabalin,cakay5,-1
FABRILLACTAHUAMAN,MasacreIrracionalll,1
imvish13,Rikee93,-1
yasin155-11389st,garibmais,1
TomaszR,alexander3105,-1
bidak_catur,n3m1n,-1
Kavin7770,EkatirinKa,-1
Arasbulut48,maakish,1
akhenaton58,johnvz,1
francjanez,BarisKu,-1
bocmani1960,Raafatghareeb,-1
czarodziej_pl,halitkurti1234,-1
plcs7,PapaBred,-1
WGlock,charewa,1
JunhChess,bhchristie,1
Limitlesscard,haykmba,-1
nikas2707,naturalezas,1
MajoraKong,ZULU111,-1
doragonman,ben-d,-1
HugoBoth,VladikIvanov17,1
hola_la,eibfr,-1
JoshGOpps,simranjethwani,-1
GiaLam2013,VoodEx,1
Beshr_Palestine2,Nuxov,0
MmurtuZzz,leo1974,1
AKSHAT6445_KAUSHIK,Magnus_Carlsen107,-1
universal_boss,Norio1,-1
kassys23,vladcabana,1
DrAltayebabd125,ahmedabumowais,-1
Tristan011111,La_Carpe_Khoi,-1
savas011,Compirator,-1
LeonardoCamacho2003,jsilvestri92,0
Amitgedam,ahha-kapehuha,-1
matoXmorphY,Messsi10,1
ElenaDrozdina,GuilhermeT17,-1
JoshRobo22,dekenner,1
J_ov,ZharovPavel,-1
Bobbykumar17092003,mohsenahmadzadeh,-1
Barcelona1707,chess_wizard3000,1
won2loss,seed_time_harvest,1
DocTaka,rubix0011,1
ilches,ZandyCandyPie,-1
sadra_egh,kotokrot,1
devansh_gupta123,amalrk,1
AdriaCl,SL888,-1
Aleks1703,bobif,0
ezzsham,mahukan,1
mcdez,sertvezirci_sahbaz,-1
Crazy_Hippo,xIRexus,-1
CastSoul,Kavyq,1
Souselas,ChrisMat,-1
houserebates,ybuzul,1
zrs_zrs,koalive,-1
tUTKU08,GTRKSMSK07,1
hossein_vl,quique12,1
gagawawa,Ivanoblitz,1
Kallibyan,MissSohi,1
ciredevil,truefrancesca,-1
CengizO,ecakalinn,1
MVG3,kpsaravu123,-1
amatotoca,powerteen01,-1
captainchess2,humpty_dumpty22,-1
AMMN,rishab1999,-1
Viktor337,Crunk1327,-1
Lupada,Nyovest,-1
Flinker2011,Cambo66602,1
Thisavi,FathimaZahra2012,-1
CHESS1487,DrAkshay2020,-1
jwee,weld77,-1
s1bylla,RealGarryChess,-1
Berry4,bakircius,1
kinty04,inzhir,0
CL0D,vladi1970,1
add1ct1on,Kallinio,-1
Cobanzinho,Anujj,-1
nilayg1234,cmyck,1
ravalbrothers232,VPortell,0
Eduardo_De_Santiago1,Mister_Bid_xxx_en138,-1
Agitatorkoba,pranaygud,-1
maardn88,urebe,-1
MadeInPaint,vikash_16,-1
Van4177,lojeda12,-1
cg7214,mathiaslurin,-1
Aldair_190,Alex_volk,-1
mahdadrohani,srg_peper,1
IpotermiaMentale,ahmad-omran,1
Mister-pendru,Zitronenhai,1
Savastanoking,dgundogan12,1
photoking007,Masrysilver,1
Ermolaev_Nikolay,Jahseh-Onfroy,-1
findus550,grandmaster322,-1
adhyaa_c,Yeims_444,1
evgeniigavrilenko,Hedgehogeboy,1
Real_phabz1,Mugi_Chess,-1
zeko2020,alfared66,-1
Aleks_Koc_kazan,adamjimenezuk,-1
pemula_bangetOPG,KingMelchior,-1
Kumpel365,sriraamr,1
Pedruw,badd_sneakers,-1
Yakov_Alatorcev,Dmitrii_Pozharskiy,1
EvangelistaToricelli,rajendranv,-1
plagiarist,Tanish10011,1
David_Chess_113,Larrybarnes9,-1
ldaddy21,vednec,-1
Tristan-isere,Mr_Simpson,-1
ibrahemalture,elianar76,-1
mezopeter,kestrelbirdofprey,-1
MargushevRoman,lauboi,-1
ReyDORADO995,pablobes,1
RominaGalvez201006,CaissaMate,-1
DLorenzo,Casa1010,1
gabrielemiliochia,Nhyllz,-1
SJMidge22,RITO-kun,-1
Kamehamehash,abdullwahedalhilaly,-1
tabularasa---,Defender0-0-0,-1
Chamarox88,powfil,-1
FleezyZW,Muhammadrasyid_USU,-1
Boimir1,julianGarcia_17,1
appllepie,Sanjeev_Prajapati16,1
optenz,hiw203j02f,-1
Jaco34744,parovozov_arkadiy,-1
Aminov_RZ,alex_ast,-1
whitepawnyawn,Elizabeth321-Rojas,1
MilanBihani,,401
davidsiegelmobile,,401
NINJA-Oldair,Averone,-1
FlyingCarrot,Lap-sao1976,1
Medizinaldirektor,rockstar_34,1
Antonina_2700,M4t_t,1
LucasErBedreEnnDeg,Kolyn68,-1
Knight4D,Luth29,1
Mark_Heiner,Souley80,-1
FacuMastro,EmergingSuperCrab,-1
thoroughlychecked,meshmuhammad,1
Jojan111,AleksAlp1,-1
ntsoa80,badoda123,1
Alexej_Cherepov,Yan_Br,1
vacaregio,crackline,1
almer_theda_alana,NovasMove,1
JOSEANTONIOAGUI,HANYURE,-1
duddykinss,Adam_aka_nighthawk,1
Simbahahahaha,LJ25,-1
fanten,fleisch_665,1
chetyreglaza,idrisG,-1
ipe71,serg12m,1
Ruchkin,Osman4242,-1
jodanhaneulkim,ChanditBillyBrian,-1
Juliette-13,Giorg12,-1
mindelo82,yrushawn,-1
dima1509,snehiljain,-1
futurecat,SAMTEE95,-1
SaDaT369,Nandex777,-1
mohaaboeata,Trikimah,1
elmoyzatv00045,NOW_9_DESAI_ASHAY,-1
old_ussr_school,Khan313,1
Nishant_Behera,dIlIp_RaJaRaM,-1
Artemdongurool,SAQIBQAEYM,1
BlossomCat,Elijahj2,1
HaticeNur11200,Ingenuon,-1
Mikhail2406,Conte3,0
alekxp,Mhmd0569,1
ezpeon,Dari12,-1
fredpatubo,CoachMjLessons,1
MusicalOctopus,deepressingh,1
AT007338,wannaQtrade,-1
ArekeArlan,nonoff,-1
Elvistazo,Wilderbeast81,-1
Raymondstyles,mguajardo1993,1
hb1401,Helyum2,-1
AyamG0lek,ItsFakeZk,-1
Smileofff,grantman21,-1
PungoRey,Epojr79,1
bozdemir65,Donotwakeme,-1
Thakshinn,lsd26,1
chesswin2,BorisKhaimonenko,-1
Chess4Aditya,oeystein,-1
janberga,Oleeeeeeeeee,-1
ValeriyUsoltsev,LittleKaroo,-1
Mindula_123,Elbereth-Gilthoniel,-1
xcriss,metallwill,1
EnlikKazakhstanTaraz,romansoldier,1
LICHAD00,ahmedcom,-1
Mihailzxc,InTeamPro,-1
Pabloifc,mcjammi,1
kadomado0131,piedmontconsulting,1
pavelrusakov1951,SergeyM32,1
MatthewBurgess10,SteelMIND,1
vaibhavprana,FanOfKramnik,-1
dinhvudung2012,siddhanth_srinivasan,-1
Brent1984,Quinquinette23,1
TomJuanElRey,Gmeuller,1
batudurak,ChaoTutti,-1
sijojoseka,hemadrishika,1
AdiSerrano,xxMedvedxx,1
avyaktagupta,PCA_Sushant,1
eosfae,MarcoSchoeneich,1
DJvone,TierSB,1
DAGGER61,zanugbisr,-1
Dawamhamed,rajeshkidangoor,1
