user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating,rating_bin,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
zSBERz,31.0,66.0,3.0,100.0,1562.0,1560-1579,48.148,51.852,0.0,27.0,40.625,56.25,3.125,32.0,B01,A40,D08,D38,0.231,0.538,0.192,0.25,0.406,0.25,565.0
hec4tus,52.0,38.0,10.0,100.0,1359.0,1340-1359,47.619,47.619,4.762,63.0,45.161,45.161,9.677,62.0,C23,B01,C33,C42,0.431,0.345,0.207,0.379,0.5,0.103,222.0
antonsgau,65.0,20.0,15.0,60.0,2097.0,2080-2099,56.923,35.385,7.692,65.0,48.333,38.333,13.333,60.0,B00,A10,D06,E70,0.197,0.409,0.364,0.304,0.413,0.283,288.0
Chernikov-Miroslav,53.0,44.0,3.0,100.0,1693.0,1680-1699,56.716,38.806,4.478,67.0,39.655,55.172,5.172,58.0,A00,B00,C10,C64,0.311,0.41,0.279,0.207,0.707,0.069,300.0
Lelouch008,16.0,83.0,0.0,18.0,1559.0,1540-1559,46.97,48.485,4.545,66.0,49.153,50.847,0.0,59.0,B10,A10,E82,A25,0.233,0.55,0.183,0.21,0.387,0.323,345.0
EKHdoyle,0.0,100.0,0.0,3.0,1374.0,1360-1379,50.0,43.939,6.061,66.0,54.237,42.373,3.39,59.0,C44,C45,D04,C39,0.308,0.569,0.108,0.185,0.593,0.148,319.0
Jerphaas,70.0,28.0,2.0,100.0,2086.0,2080-2099,64.062,35.938,0.0,64.0,68.852,27.869,3.279,61.0,A00,nonStandard,C41,B52,0.313,0.542,0.12,0.15,0.6,0.25,399.0
HijodeSatanas,55.0,44.0,1.0,100.0,1595.0,1580-1599,39.683,50.794,9.524,63.0,43.548,54.839,1.613,62.0,C50,B01,C00,B10,0.192,0.558,0.173,0.045,0.667,0.212,356.0
ABOMOMEN22,32.0,59.0,9.0,100.0,1729.0,1720-1739,64.516,32.258,3.226,62.0,41.27,53.968,4.762,63.0,B01,C44,B56,A00,0.318,0.576,0.106,0.296,0.5,0.185,240.0
dsyscii,45.0,53.0,2.0,100.0,1681.0,1680-1699,50.0,37.097,12.903,62.0,42.857,53.968,3.175,63.0,C00,D02,B12,A22,0.224,0.586,0.19,0.193,0.754,0.053,328.0
glenndronach,45.0,46.0,9.0,100.0,897.0,880-899,38.095,53.968,7.937,63.0,45.161,53.226,1.613,62.0,C25,B20,B28,C68,0.212,0.462,0.25,0.388,0.358,0.254,345.0
Raimon_campeon,51.0,44.0,5.0,100.0,2493.0,2480-2499,57.377,37.705,4.918,61.0,53.125,37.5,9.375,64.0,B23,B06,C63,C96,0.101,0.609,0.29,0.404,0.426,0.17,281.0
StoBodaKatja,0.0,50.0,50.0,6.0,1215.0,1200-1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makar_IB,48.0,43.0,9.0,100.0,1129.0,1120-1139,49.206,49.206,1.587,63.0,43.548,54.839,1.613,62.0,A00,C00,A04,A32,0.414,0.466,0.069,0.431,0.569,0.0,246.0
CoronationJr,20.0,70.0,10.0,30.0,1962.0,1960-1979,53.623,42.029,4.348,69.0,50.0,46.429,3.571,56.0,C63,C50,D02,B00,0.108,0.631,0.262,0.727,0.2,0.0,394.0
philly0505,57.0,36.0,6.0,99.0,1587.0,1580-1599,53.226,41.935,4.839,62.0,47.619,44.444,7.937,63.0,B12,B10,C00,C39,0.143,0.683,0.159,0.074,0.907,0.019,302.0
Lyjlyj,42.0,55.0,3.0,100.0,1304.0,1300-1319,38.333,56.667,5.0,60.0,60.0,36.923,3.077,65.0,B00,A04,A53,B07,0.194,0.532,0.161,0.052,0.293,0.638,573.0
PRISaaMKE,5.0,88.0,5.0,54.0,1193.0,1180-1199,13.333,83.333,3.333,60.0,7.692,90.769,1.538,65.0,C44,A40,C10,C11,0.385,0.308,0.231,0.165,0.743,0.028,238.0
Abdelrhman_A7hmed,59.0,38.0,3.0,100.0,1616.0,1600-1619,49.231,46.154,4.615,65.0,53.333,46.667,0.0,60.0,C50,C44,C62,C47,0.234,0.469,0.281,0.362,0.483,0.086,247.0
Vf2805,46.0,52.0,2.0,100.0,1491.0,1480-1499,37.5,59.375,3.125,64.0,45.902,54.098,0.0,61.0,C50,A00,C01,C70,0.346,0.365,0.288,0.113,0.394,0.479,337.0
Cinzia,41.0,58.0,0.0,72.0,949.0,940-959,42.857,50.794,6.349,63.0,33.871,62.903,3.226,62.0,C20,C41,B10,B06,0.333,0.542,0.104,0.394,0.352,0.183,337.0
Anatolii1966,47.0,49.0,4.0,100.0,1627.0,1620-1639,50.794,44.444,4.762,63.0,41.935,56.452,1.613,62.0,C00,D00,A13,B24,0.172,0.517,0.293,0.206,0.556,0.238,614.0
bharadwajj1729_v4,46.0,52.0,2.0,100.0,2046.0,2040-2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RisavDutta,45.0,51.0,4.0,100.0,1363.0,1360-1379,51.562,43.75,4.688,64.0,42.623,52.459,4.918,61.0,C20,B00,B12,A04,0.271,0.492,0.22,0.217,0.683,0.1,226.0
Ram_008,54.0,45.0,0.0,33.0,1554.0,1540-1559,50.0,43.75,6.25,16.0,39.13,56.522,4.348,23.0,D20,B00,B27,C77,0.176,0.647,0.176,0.45,0.25,0.3,563.0
GFHKB,46.0,48.0,6.0,100.0,1661.0,1660-1679,43.75,51.562,4.688,64.0,47.541,44.262,8.197,61.0,B40,A10,C47,B22,0.263,0.421,0.298,0.217,0.717,0.05,228.0
wholelottaleverage,33.0,66.0,0.0,45.0,1798.0,1780-1799,38.462,60.0,1.538,65.0,48.333,50.0,1.667,60.0,A22,B50,B22,B93,0.167,0.574,0.222,0.043,0.957,0.0,270.0
MATEONADAL,54.0,40.0,4.0,66.0,2127.0,2120-2139,57.377,32.787,9.836,61.0,70.312,28.125,1.562,64.0,A00,B00,B13,D30,0.138,0.55,0.287,0.289,0.605,0.105,264.0
Achaean21,26.0,73.0,1.0,100.0,1565.0,1560-1579,42.857,55.556,1.587,63.0,35.484,61.29,3.226,62.0,C20,C41,A04,A41,0.265,0.224,0.49,0.452,0.26,0.288,250.0
pradeepkhedkar13,47.0,48.0,5.0,100.0,1402.0,1400-1419,53.968,41.27,4.762,63.0,51.613,43.548,4.839,62.0,A00,B06,A04,A02,0.136,0.576,0.242,0.075,0.83,0.075,319.0
eruhan,0.0,100.0,0.0,3.0,1618.0,1600-1619,49.123,50.877,0.0,57.0,57.895,40.351,1.754,57.0,B00,D02,D32,D10,0.23,0.639,0.115,0.135,0.75,0.077,448.0
Saishravan2023,57.0,34.0,8.0,100.0,1937.0,1920-1939,46.154,49.231,4.615,65.0,50.0,36.667,13.333,60.0,C50,C40,B06,A00,0.15,0.5,0.317,0.426,0.167,0.37,337.0
bobbydatome,44.0,27.0,27.0,54.0,1550.0,1540-1559,49.18,39.344,11.475,61.0,31.25,60.938,7.812,64.0,B30,A40,B40,nonStandard,0.22,0.6,0.16,0.524,0.413,0.063,368.0
Aldim15,40.0,50.0,9.0,52.0,1008.0,1000-1019,36.667,56.667,6.667,30.0,45.455,40.909,13.636,22.0,C47,C46,A41,B07,0.381,0.476,0.143,0.808,0.077,0.115,330.0
mehmeteyvaz,51.0,45.0,4.0,100.0,1794.0,1780-1799,41.935,53.226,4.839,62.0,47.619,47.619,4.762,63.0,C21,C50,D02,B44,0.357,0.375,0.25,0.175,0.714,0.079,218.0
Gold_0,38.0,61.0,0.0,13.0,908.0,900-919,50.0,50.0,0.0,8.0,20.0,80.0,0.0,5.0,D02,B00,B06,D02,0.4,0.4,0.2,0.875,0.0,0.125,453.0
alaacherouana,47.0,52.0,1.0,100.0,1729.0,1720-1739,62.903,35.484,1.613,62.0,44.444,50.794,4.762,63.0,B06,A40,E81,B10,0.194,0.448,0.299,0.37,0.481,0.13,237.0
Ayanokouji_Kyotaka0,52.0,42.0,6.0,100.0,1798.0,1780-1799,63.492,33.333,3.175,63.0,45.161,51.613,3.226,62.0,C44,C41,C56,B07,0.206,0.382,0.397,0.226,0.736,0.019,239.0
elphomega,0.0,100.0,0.0,6.0,1326.0,1320-1339,60.0,40.0,0.0,5.0,14.286,85.714,0.0,7.0,C40,C42,C40,C42,0.0,0.5,0.5,0.0,0.5,0.375,351.0
Primaris_massage,42.0,56.0,2.0,100.0,1310.0,1300-1319,50.847,44.068,5.085,59.0,40.909,56.061,3.03,66.0,B01,D00,A41,A01,0.474,0.404,0.105,0.238,0.683,0.048,175.0
ElMather,50.0,47.0,3.0,100.0,1389.0,1380-1399,47.541,50.82,1.639,61.0,48.438,48.438,3.125,64.0,D00,A40,A20,C68,0.3,0.633,0.067,0.177,0.79,0.032,268.0
ulanav,48.0,49.0,3.0,100.0,1975.0,1960-1979,53.226,40.323,6.452,62.0,42.857,49.206,7.937,63.0,B00,B32,C24,B44,0.317,0.5,0.167,0.143,0.179,0.679,279.0
rowibowi,75.0,25.0,0.0,12.0,1797.0,1780-1799,51.613,46.774,1.613,62.0,50.794,44.444,4.762,63.0,A40,B10,A41,C42,0.234,0.609,0.156,0.123,0.684,0.193,319.0
ESTRELLASUPER,44.0,53.0,3.0,100.0,1160.0,1140-1159,47.619,41.27,11.111,63.0,48.387,48.387,3.226,62.0,C50,C25,C56,D06,0.383,0.333,0.283,0.661,0.196,0.125,252.0
AlexeyRos,50.0,42.0,7.0,78.0,2042.0,2040-2059,45.0,51.667,3.333,60.0,49.231,43.077,7.692,65.0,B90,D10,B13,C69,0.153,0.559,0.271,0.169,0.644,0.153,384.0
hype1998,54.0,41.0,5.0,100.0,1793.0,1780-1799,65.672,28.358,5.97,67.0,48.276,46.552,5.172,58.0,B40,A40,D43,D32,0.208,0.5,0.264,0.196,0.717,0.087,385.0
Rsuveer,43.0,45.0,12.0,100.0,1213.0,1200-1219,52.542,42.373,5.085,59.0,45.455,43.939,10.606,66.0,A02,nonStandard,B30,B23,0.459,0.279,0.23,0.333,0.444,0.204,270.0
Rabo-Karabekian,45.0,49.0,6.0,100.0,1750.0,1740-1759,39.062,54.688,6.25,64.0,49.18,44.262,6.557,61.0,C50,D35,A60,D31,0.309,0.509,0.164,0.113,0.581,0.306,277.0
ItzNotPaul,0.0,100.0,0.0,9.0,900.0,880-899,52.632,47.368,0.0,19.0,39.13,60.87,0.0,23.0,D06,B50,D02,A40,0.474,0.421,0.105,0.522,0.174,0.261,368.0
kanz8o,0.0,100.0,0.0,3.0,1422.0,1420-1439,43.333,56.667,0.0,30.0,59.375,40.625,0.0,32.0,A00,A40,D31,D01,0.344,0.344,0.188,0.067,0.467,0.333,314.0
Bezimen,47.0,49.0,4.0,100.0,1328.0,1320-1339,53.125,39.062,7.812,64.0,47.541,50.82,1.639,61.0,C00,B12,B18,C70,0.444,0.397,0.127,0.214,0.375,0.339,556.0
wwvargas,43.0,56.0,1.0,100.0,1597.0,1580-1599,48.387,51.613,0.0,62.0,39.683,58.73,1.587,63.0,B10,B01,C26,A81,0.327,0.455,0.2,0.333,0.594,0.072,403.0
SYRIAN11,20.0,60.0,20.0,15.0,1390.0,1380-1399,58.824,29.412,11.765,17.0,45.833,50.0,4.167,24.0,D00,D02,D07,C00,0.333,0.238,0.333,0.235,0.706,0.059,217.0
theobofsoul,53.0,42.0,3.0,84.0,1631.0,1620-1639,39.394,48.485,12.121,33.0,46.154,53.846,0.0,26.0,C50,B20,C00,A43,0.16,0.52,0.32,0.333,0.533,0.133,320.0
arwess,78.0,21.0,1.0,100.0,1806.0,1800-1819,71.429,26.786,1.786,56.0,82.609,17.391,0.0,69.0,B10,B12,B01,B11,0.206,0.639,0.082,0.259,0.741,0.0,267.0
joficial506,34.0,60.0,6.0,100.0,1361.0,1360-1379,48.387,48.387,3.226,62.0,44.444,52.381,3.175,63.0,B50,B20,E61,D10,0.293,0.5,0.138,0.365,0.397,0.159,259.0
artem_ks,43.0,49.0,8.0,100.0,1604.0,1600-1619,42.857,49.206,7.937,63.0,46.774,51.613,1.613,62.0,B20,C00,C01,A43,0.214,0.554,0.232,0.825,0.048,0.095,352.0
hbadawy,48.0,48.0,4.0,100.0,1230.0,1220-1239,54.688,43.75,1.562,64.0,44.262,49.18,6.557,61.0,C50,B23,A20,C31,0.355,0.419,0.194,0.172,0.517,0.31,569.0
semyonMo,48.0,50.0,2.0,100.0,1433.0,1420-1439,53.846,40.0,6.154,65.0,38.333,56.667,5.0,60.0,C62,B23,C20,C54,0.259,0.552,0.138,0.317,0.65,0.033,369.0
Rainers2ooo,30.0,70.0,0.0,30.0,2061.0,2060-2079,50.0,46.774,3.226,62.0,53.968,42.857,3.175,63.0,A00,B00,B32,D00,0.2,0.554,0.246,0.107,0.857,0.018,317.0
romildojuliano,50.0,50.0,0.0,6.0,1691.0,1680-1699,55.556,36.508,7.937,63.0,58.065,41.935,0.0,62.0,B90,A45,E97,A53,0.225,0.592,0.183,0.122,0.755,0.082,416.0
gluhido,45.0,55.0,0.0,100.0,1503.0,1500-1519,50.0,46.774,3.226,62.0,41.27,55.556,3.175,63.0,B00,A04,D04,D02,0.263,0.509,0.211,0.141,0.359,0.469,244.0
AnthonyAL,41.0,57.0,1.0,100.0,1479.0,1460-1479,49.206,47.619,3.175,63.0,46.774,53.226,0.0,62.0,B30,D00,A16,A30,0.2,0.6,0.15,0.381,0.127,0.444,327.0
amaar287,0.0,100.0,0.0,18.0,1520.0,1500-1519,45.312,54.688,0.0,64.0,59.016,39.344,1.639,61.0,B10,C50,B40,A35,0.385,0.431,0.185,0.203,0.61,0.119,317.0
apelsinkaaaaa,50.0,50.0,0.0,12.0,1745.0,1740-1759,57.143,42.857,0.0,7.0,25.0,75.0,0.0,8.0,B50,C50,C50,C30,0.0,0.667,0.167,0.333,0.444,0.222,428.0
Siberkaan,46.0,49.0,5.0,100.0,1974.0,1960-1979,47.619,44.444,7.937,63.0,40.323,58.065,1.613,62.0,C21,B22,A43,C13,0.145,0.655,0.182,0.094,0.703,0.188,401.0
OLEG-TOV,41.0,52.0,7.0,100.0,1658.0,1640-1659,42.857,53.968,3.175,63.0,50.0,46.774,3.226,62.0,D02,A40,D06,A04,0.31,0.431,0.259,0.429,0.27,0.286,239.0
JohannesAum,49.0,46.0,5.0,100.0,1770.0,1760-1779,42.857,49.206,7.937,63.0,43.548,46.774,9.677,62.0,B13,D04,D43,A11,0.148,0.556,0.259,0.3,0.617,0.083,382.0
Garygoals84,48.0,49.0,3.0,100.0,1444.0,1440-1459,44.444,52.381,3.175,63.0,37.097,53.226,9.677,62.0,A04,B02,B04,D07,0.235,0.451,0.294,0.273,0.5,0.152,381.0
Sheff26,44.0,54.0,2.0,100.0,1265.0,1260-1279,56.923,43.077,0.0,65.0,41.667,50.0,8.333,60.0,C20,B01,A04,B40,0.371,0.274,0.306,0.379,0.241,0.362,248.0
Ramazan1986,50.0,47.0,3.0,100.0,1681.0,1680-1699,50.0,46.774,3.226,62.0,44.444,52.381,3.175,63.0,B06,D00,A10,D02,0.254,0.22,0.525,0.145,0.548,0.306,273.0
KSF04,44.0,51.0,4.0,70.0,1543.0,1540-1559,48.78,48.78,2.439,41.0,40.426,53.191,6.383,47.0,C50,C47,B40,A30,0.256,0.564,0.154,0.378,0.489,0.022,384.0
EmmanuelPaulino23,54.0,44.0,2.0,100.0,1572.0,1560-1579,54.839,41.935,3.226,62.0,53.968,44.444,1.587,63.0,C20,B01,B10,B00,0.294,0.368,0.338,0.519,0.241,0.185,258.0
Mantequilla18,50.0,50.0,0.0,12.0,1568.0,1560-1579,56.667,41.667,1.667,60.0,47.692,50.769,1.538,65.0,D00,A40,D06,D20,0.215,0.523,0.215,0.259,0.534,0.19,519.0
pcodefinal,48.0,48.0,4.0,100.0,2120.0,2100-2119,49.206,42.857,7.937,63.0,38.71,46.774,14.516,62.0,D00,A45,A41,C41,0.2,0.545,0.255,0.179,0.714,0.107,249.0
morteza13383,0.0,100.0,0.0,3.0,980.0,960-979,14.286,85.714,0.0,7.0,60.0,40.0,0.0,5.0,C50,B00,C57,C54,0.25,0.5,0.25,0.375,0.625,0.0,300.0
renatomartin,55.0,42.0,3.0,100.0,1707.0,1700-1719,61.905,38.095,0.0,63.0,51.613,48.387,0.0,62.0,C50,B20,A01,C21,0.211,0.493,0.254,0.185,0.741,0.074,328.0
benguela2019,55.0,40.0,5.0,100.0,2025.0,2020-2039,55.224,43.284,1.493,67.0,41.379,53.448,5.172,58.0,B00,B21,D70,D02,0.148,0.443,0.344,0.333,0.4,0.267,307.0
Katakuuri,57.0,39.0,3.0,100.0,1239.0,1220-1239,49.18,50.82,0.0,61.0,57.812,37.5,4.688,64.0,C42,C44,A01,B20,0.328,0.478,0.149,0.2,0.673,0.091,337.0
mikidkno,50.0,50.0,0.0,84.0,1270.0,1260-1279,54.386,43.86,1.754,57.0,47.059,51.471,1.471,68.0,C50,B01,C20,C65,0.381,0.429,0.175,0.167,0.35,0.483,397.0
NeyroCyberTronic,45.0,52.0,3.0,100.0,1648.0,1640-1659,46.774,51.613,1.613,62.0,46.032,50.794,3.175,63.0,B00,B21,C35,B02,0.19,0.638,0.172,0.203,0.594,0.188,598.0
TAK_UNYENG_UNYENG,33.0,66.0,1.0,100.0,1451.0,1440-1459,38.333,61.667,0.0,60.0,29.231,69.231,1.538,65.0,B01,C00,B13,C26,0.405,0.381,0.119,0.073,0.28,0.622,254.0
dejati,46.0,54.0,0.0,100.0,914.0,900-919,42.623,55.738,1.639,61.0,37.5,62.5,0.0,64.0,A00,C44,D37,A01,0.24,0.38,0.34,0.405,0.432,0.095,292.0
Ivan8486,30.0,69.0,0.0,39.0,1108.0,1100-1119,40.625,56.25,3.125,32.0,41.026,56.41,2.564,39.0,C50,C40,C23,B50,0.414,0.414,0.069,0.15,0.75,0.075,320.0
Vecccctor,46.0,53.0,0.0,45.0,2079.0,2060-2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrckoNutrient,45.0,47.0,8.0,100.0,1379.0,1360-1379,53.226,41.935,4.839,62.0,42.857,55.556,1.587,63.0,C50,C44,E00,B01,0.317,0.5,0.183,0.082,0.836,0.066,306.0
Gurujithegeat123,18.0,81.0,0.0,48.0,1436.0,1420-1439,54.386,42.105,3.509,57.0,35.294,63.235,1.471,68.0,D02,B10,B33,C24,0.382,0.455,0.073,0.343,0.463,0.164,285.0
ohca10,54.0,44.0,2.0,100.0,1341.0,1340-1359,50.0,45.161,4.839,62.0,58.73,41.27,0.0,63.0,C50,C44,D02,C53,0.279,0.559,0.147,0.037,0.593,0.37,324.0
Medion-26,54.0,40.0,6.0,100.0,1305.0,1300-1319,47.619,41.27,11.111,63.0,51.613,40.323,8.065,62.0,C41,B01,D06,C64,0.145,0.403,0.403,0.569,0.039,0.392,357.0
kentaron,50.0,44.0,6.0,100.0,1939.0,1920-1939,46.774,45.161,8.065,62.0,46.032,49.206,4.762,63.0,B01,C02,D05,B15,0.379,0.448,0.138,0.153,0.458,0.39,296.0
misterpaolino,36.0,56.0,7.0,100.0,1623.0,1620-1639,53.125,34.375,12.5,64.0,45.902,44.262,9.836,61.0,A04,B00,C41,C48,0.161,0.71,0.129,0.429,0.551,0.02,343.0
JoseCamero,44.0,53.0,3.0,100.0,1508.0,1500-1519,57.812,40.625,1.562,64.0,31.148,63.934,4.918,61.0,C44,C54,A02,C51,0.357,0.464,0.125,0.092,0.231,0.523,321.0
UFA7229,46.0,45.0,9.0,100.0,1300.0,1280-1299,50.82,47.541,1.639,61.0,57.812,42.188,0.0,64.0,C41,D00,D02,C44,0.162,0.559,0.265,0.214,0.768,0.018,327.0
manonthem00n,45.0,31.0,22.0,66.0,1529.0,1520-1539,46.875,45.312,7.812,64.0,36.066,55.738,8.197,61.0,D00,B00,B40,C20,0.231,0.462,0.192,0.492,0.333,0.159,255.0
Mykull21,33.0,66.0,0.0,9.0,1452.0,1440-1459,59.091,36.364,4.545,22.0,31.25,62.5,6.25,16.0,A40,B10,B52,C00,0.722,0.167,0.111,0.5,0.333,0.167,377.0
Daniil_not_grandm,18.0,68.0,12.0,48.0,1019.0,1000-1019,26.087,69.565,4.348,23.0,30.769,61.538,7.692,26.0,B30,B20,B21,B15,0.214,0.643,0.143,0.562,0.375,0.062,240.0
gggalan1,44.0,52.0,4.0,100.0,1582.0,1580-1599,54.098,42.623,3.279,61.0,43.75,54.688,1.562,64.0,C41,C50,C24,C35,0.328,0.459,0.131,0.18,0.59,0.23,379.0
drkavorkian,56.0,43.0,0.0,48.0,1202.0,1200-1219,48.387,51.613,0.0,62.0,47.541,47.541,4.918,61.0,A02,A03,C26,B32,0.441,0.373,0.153,0.18,0.59,0.098,285.0
Conny_HH,42.0,55.0,3.0,100.0,1754.0,1740-1759,57.377,39.344,3.279,61.0,48.438,46.875,4.688,64.0,C00,C01,C11,C65,0.318,0.439,0.227,0.222,0.519,0.259,448.0
FrankSilbestreESAN,39.0,52.0,9.0,100.0,1065.0,1060-1079,38.333,50.0,11.667,60.0,44.615,50.769,4.615,65.0,C44,C41,B07,A40,0.096,0.327,0.538,0.524,0.254,0.222,281.0
Shri2627,50.0,47.0,3.0,100.0,1008.0,1000-1019,54.098,42.623,3.279,61.0,46.875,48.438,4.688,64.0,A40,C00,D01,D30,0.238,0.46,0.222,0.526,0.333,0.07,296.0
Karl58,39.0,53.0,8.0,100.0,1579.0,1560-1579,53.226,45.161,1.613,62.0,33.333,58.73,7.937,63.0,C50,C44,A84,C58,0.315,0.407,0.241,0.169,0.631,0.169,378.0
Ranshau,16.0,77.0,7.0,100.0,1133.0,1120-1139,12.5,84.375,3.125,64.0,24.59,73.77,1.639,61.0,B00,C50,A48,B06,0.348,0.304,0.217,0.566,0.162,0.162,248.0
sanmz,65.0,34.0,1.0,100.0,1668.0,1660-1679,74.603,22.222,3.175,63.0,62.903,35.484,1.613,62.0,D00,A40,C25,B10,0.174,0.395,0.419,0.222,0.278,0.472,279.0
NurseGladys,47.0,52.0,0.0,69.0,768.0,760-779,52.459,47.541,0.0,61.0,40.625,57.812,1.562,64.0,B10,D01,A48,A41,0.414,0.414,0.103,0.045,0.045,0.879,515.0
dingisking,56.0,40.0,3.0,100.0,1382.0,1380-1399,58.73,41.27,0.0,63.0,53.226,43.548,3.226,62.0,C25,B01,C48,A45,0.457,0.371,0.171,0.075,0.585,0.302,254.0
Burcin_22,25.0,75.0,0.0,4.0,1249.0,1240-1259,33.333,66.667,0.0,3.0,0.0,100.0,0.0,1.0,D00,A00,D00,A00,0.0,0.0,1.0,0.333,0.0,0.333,319.0
Sofia_Andreeva,53.0,44.0,3.0,100.0,802.0,800-819,48.387,46.774,4.839,62.0,42.857,55.556,1.587,63.0,D00,C40,A06,A43,0.333,0.298,0.246,0.438,0.422,0.141,494.0
viktor2005,100.0,0.0,0.0,3.0,1362.0,1360-1379,25.0,75.0,0.0,4.0,50.0,50.0,0.0,2.0,D00,D04,A34,D02,0.0,0.5,0.5,0.25,0.0,0.75,448.0
Osleif,61.0,36.0,3.0,100.0,1782.0,1780-1799,54.098,37.705,8.197,61.0,57.812,39.062,3.125,64.0,C41,C50,A02,B20,0.314,0.4,0.2,0.167,0.625,0.188,324.0
zhmurkot,0.0,100.0,0.0,9.0,891.0,880-899,50.0,50.0,0.0,2.0,0.0,100.0,0.0,4.0,C42,A01,C42,A01,1.0,0.0,0.0,0.4,0.4,0.2,446.0
Pedr_oBALA,35.0,62.0,3.0,100.0,1256.0,1240-1259,35.593,64.407,0.0,59.0,28.788,66.667,4.545,66.0,B50,nonStandard,B56,C00,0.4,0.4,0.175,0.085,0.171,0.561,277.0
dogya,49.0,45.0,6.0,100.0,1404.0,1400-1419,45.902,47.541,6.557,61.0,43.75,48.438,7.812,64.0,B01,B00,A00,C00,0.232,0.536,0.214,0.25,0.617,0.117,219.0
Denis98888,29.0,70.0,0.0,93.0,1172.0,1160-1179,25.641,71.795,2.564,39.0,30.508,67.797,1.695,59.0,B00,C20,B06,B29,0.429,0.5,0.071,0.162,0.485,0.324,363.0
rakibalhsn,53.0,44.0,3.0,100.0,1563.0,1560-1579,46.154,50.769,3.077,65.0,43.333,56.667,0.0,60.0,A00,B06,C34,A02,0.304,0.482,0.196,0.358,0.493,0.119,231.0
nero_ll,54.0,43.0,3.0,100.0,2062.0,2060-2079,56.923,40.0,3.077,65.0,46.667,48.333,5.0,60.0,B02,D10,A83,D06,0.077,0.846,0.077,0.091,0.709,0.2,512.0
vasasy09,42.0,49.0,9.0,100.0,2072.0,2060-2079,56.25,39.062,4.688,64.0,45.902,49.18,4.918,61.0,B21,B00,C29,B11,0.344,0.391,0.25,0.309,0.582,0.109,251.0
MansLight777,76.0,23.0,0.0,51.0,1131.0,1120-1139,85.714,14.286,0.0,14.0,50.0,50.0,0.0,16.0,B00,C00,A00,D45,0.4,0.55,0.05,0.9,0.0,0.0,334.0
FrogLegs500,45.0,46.0,9.0,100.0,1186.0,1180-1199,33.846,47.692,18.462,65.0,18.182,69.091,12.727,55.0,A00,nonStandard,A04,A00,0.625,0.031,0.312,0.406,0.362,0.174,323.0
Ryade73,46.0,50.0,4.0,100.0,2034.0,2020-2039,46.875,50.0,3.125,64.0,49.18,45.902,4.918,61.0,B40,B01,C42,A10,0.167,0.633,0.183,0.033,0.667,0.217,395.0
Bearman731,41.0,51.0,8.0,100.0,1800.0,1780-1799,50.0,42.188,7.812,64.0,42.623,55.738,1.639,61.0,A40,D02,C61,A45,0.224,0.397,0.362,0.623,0.262,0.033,231.0
tisoy1213,66.0,28.0,6.0,100.0,2056.0,2040-2059,65.625,26.562,7.812,64.0,63.934,27.869,8.197,61.0,D02,B50,A40,C15,0.21,0.543,0.247,0.118,0.529,0.353,489.0
justice0787025053,49.0,46.0,5.0,100.0,1420.0,1400-1419,37.705,59.016,3.279,61.0,39.062,51.562,9.375,64.0,C41,C22,D05,B07,0.271,0.604,0.083,0.174,0.638,0.058,321.0
adelmn,31.0,62.0,7.0,100.0,2123.0,2120-2139,46.774,51.613,1.613,62.0,42.857,57.143,0.0,63.0,B10,B20,A04,B02,0.125,0.536,0.339,0.029,0.632,0.324,240.0
gsayed,28.0,69.0,2.0,100.0,1010.0,1000-1019,35.593,64.407,0.0,59.0,28.788,71.212,0.0,66.0,C20,C40,B07,A20,0.5,0.425,0.075,0.059,0.012,0.906,289.0
Narayan1998,68.0,15.0,15.0,57.0,2152.0,2140-2159,55.882,42.647,1.471,68.0,45.614,45.614,8.772,57.0,nonStandard,C54,B12,D05,0.359,0.5,0.125,0.145,0.564,0.291,420.0
schipholairport,44.0,55.0,1.0,100.0,1494.0,1480-1499,48.438,50.0,1.562,64.0,47.541,52.459,0.0,61.0,D10,B30,A00,E91,0.183,0.617,0.167,0.172,0.797,0.031,274.0
Stokilo3,37.0,62.0,1.0,100.0,1822.0,1820-1839,61.29,38.71,0.0,62.0,42.857,55.556,1.587,63.0,B01,B00,B28,B18,0.277,0.477,0.246,0.39,0.576,0.034,207.0
AB2,50.0,50.0,0.0,24.0,1525.0,1520-1539,30.0,68.333,1.667,60.0,35.385,64.615,0.0,65.0,C00,D01,C02,D52,0.293,0.439,0.195,0.193,0.337,0.434,300.0
Mastodonte1,59.0,36.0,5.0,100.0,2167.0,2160-2179,50.0,43.75,6.25,64.0,42.623,52.459,4.918,61.0,D02,A43,E15,A13,0.19,0.517,0.293,0.233,0.6,0.15,280.0
