user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
Simwest,-1,100.0,0.0,0.0,3.0
Ebko-55,-1,59.0,36.0,5.0,100.0
cemena,1,54.0,42.0,4.0,100.0
mcdonough,1,0.0,0.0,0.0,0.0
danyyou,1,51.0,47.0,2.0,100.0
radiin9494,0,0.0,0.0,0.0,0.0
ver_vas,-1,42.0,48.0,10.0,100.0
znyr,-1,44.0,55.0,0.0,9.0
Woerni,1,42.0,46.0,12.0,100.0
Julmont,-1,40.0,55.0,5.0,20.0
derrickmarvel,-1,0.0,0.0,0.0,0.0
pekowitsch,1,100.0,0.0,0.0,9.0
Sh2009,1,60.0,26.0,13.0,45.0
jav1355,-1,46.0,49.0,5.0,100.0
BigZeus10,-1,55.0,41.0,4.0,100.0
ChityalaCnivas,-1,0.0,0.0,0.0,0.0
Iasomie,1,0.0,0.0,0.0,0.0
mwvvalenzuela,-1,0.0,0.0,0.0,0.0
haymatloz,1,39.0,54.0,7.0,100.0
YASHPPG1,-1,65.0,27.0,6.0,87.0
omar-awad,-1,54.0,44.0,2.0,100.0
koldunidze,-1,48.0,46.0,6.0,100.0
Chauhanmanan1495,-1,58.0,39.0,2.0,41.0
momelinder_01,1,47.0,52.0,1.0,100.0
marinilele,1,41.0,57.0,1.0,100.0
wisky29,-1,45.0,52.0,3.0,100.0
DoctorEvil07031985,1,56.0,38.0,5.0,100.0
hector0,-1,48.0,50.0,2.0,100.0
bodymahamad,1,0.0,0.0,0.0,0.0
NeverendingFUPA,1,55.0,43.0,2.0,100.0
TheKingNoob,-1,45.0,52.0,3.0,100.0
klimandosek,1,28.0,66.0,5.0,100.0
Ricky_D,1,54.0,44.0,2.0,100.0
MITESHPARMAR,-1,51.0,42.0,7.0,100.0
Vladislav_Smirnov,1,41.0,53.0,6.0,100.0
bartibarti,-1,51.0,46.0,3.0,100.0
jahani1e66,1,41.0,56.0,3.0,100.0
AyaanshT,1,25.0,69.0,6.0,100.0
romanenkodn,-1,39.0,59.0,2.0,100.0
KatyPervy,1,53.0,38.0,9.0,100.0
edinhonogueira123,-1,48.0,44.0,8.0,100.0
salah79,-1,48.0,51.0,0.0,81.0
wizard123445,-1,0.0,0.0,0.0,0.0
antonoo,1,28.0,59.0,12.0,100.0
Wean_driver,-1,59.0,38.0,3.0,100.0
MFAIZAL8219,-1,0.0,0.0,0.0,0.0
Vinciaco88,1,46.0,52.0,2.0,100.0
aminshatri0,-1,51.0,44.0,5.0,100.0
Seahorse_knight,1,49.0,45.0,6.0,100.0
vchesschad,-1,50.0,50.0,0.0,4.0
chessriddler,1,40.0,56.0,3.0,100.0
hadi2360,1,0.0,0.0,0.0,0.0
Dudkov1986,1,61.0,37.0,2.0,100.0
APRENDIZ_2024,1,50.0,47.0,3.0,100.0
PaulTassi,-1,52.0,42.0,6.0,100.0
xrpmax,1,44.0,53.0,3.0,100.0
Jaithra20141015,-1,46.0,38.0,15.0,39.0
Abdomoreno,1,54.0,44.0,2.0,100.0
P_MUTHUKUMARAN,-1,41.0,52.0,7.0,100.0
Shiiinyyy,1,58.0,41.0,0.0,51.0
BryanVillalpando,-1,49.0,50.0,1.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
sujan_ps,-1,0.0,100.0,0.0,3.0
Broodmanthonius,-1,45.0,53.0,2.0,100.0
Goodnight_Robixeaux,1,50.0,49.0,1.0,100.0
Bloker77,1,44.0,50.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
ZeKnightRider,-1,46.0,47.0,7.0,100.0
tibag1970,-1,0.0,0.0,0.0,0.0
CaroKanndy,-1,0.0,0.0,0.0,0.0
LuisaVA,1,10.0,90.0,0.0,10.0
Caremon,-1,49.0,41.0,10.0,100.0
EshchenkoTatyana1976,1,55.0,42.0,3.0,100.0
Eseosa1da,1,57.0,39.0,3.0,100.0
lopezmoll,-1,63.0,35.0,2.0,100.0
juergen_f,1,45.0,53.0,2.0,100.0
Vl_adimir,-1,0.0,100.0,0.0,3.0
vincew8er,-1,56.0,42.0,2.0,100.0
kalyan10,1,57.0,42.0,0.0,21.0
prestij66,-1,40.0,59.0,1.0,100.0
Vasilevsky_Ilya,-1,43.0,56.0,1.0,100.0
ahdogu72,1,42.0,56.0,2.0,100.0
miro8705,1,53.0,36.0,11.0,100.0
best_guitar,1,49.0,48.0,3.0,100.0
Luis10,-1,49.0,49.0,2.0,100.0
gary_grey,1,56.0,40.0,4.0,100.0
AxelM27,1,49.0,44.0,7.0,100.0
satriaku,0,41.0,53.0,6.0,100.0
Lubiechocnieumiem,-1,80.0,20.0,0.0,15.0
Kqbk,1,0.0,0.0,0.0,0.0
Fredysibz,1,0.0,0.0,0.0,0.0
jesus_2020nuniez,-1,43.0,54.0,3.0,100.0
Krackerson,1,53.0,37.0,10.0,100.0
Geschriebene_Gesch,1,0.0,0.0,0.0,0.0
DarQSlide,-1,39.0,57.0,3.0,100.0
Prandja,1,48.0,49.0,3.0,100.0
TEDDY_IRMANSYAH,1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Abdhullah2016,-1,0.0,100.0,0.0,6.0
Spin0saurus,1,47.0,49.0,4.0,100.0
Lobo_1968,-1,50.0,50.0,0.0,6.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Irs1983,1,45.0,51.0,4.0,100.0
raminamani54,1,0.0,0.0,0.0,0.0
Ilya1983,-1,50.0,43.0,7.0,100.0
Gebbs,-1,33.0,66.0,0.0,9.0
Professor2050M,-1,41.0,56.0,3.0,100.0
artyomkasimov,-1,0.0,0.0,0.0,0.0
danishbread,-1,0.0,0.0,0.0,0.0
WarriorAhmed,1,0.0,0.0,0.0,0.0
Darklord000,-1,47.0,49.0,4.0,100.0
iamhimbrotha,-1,50.0,37.0,13.0,100.0
RFNUNEZ,1,35.0,64.0,1.0,100.0
deepparikh7,1,0.0,0.0,0.0,0.0
Peter_Sandigan,-1,50.0,50.0,0.0,6.0
Lhema9,-1,48.0,50.0,2.0,100.0
FSS1959,1,50.0,45.0,5.0,100.0
SergioMx,1,31.0,67.0,2.0,100.0
profdave,-1,48.0,49.0,3.0,100.0
Kramsny,-1,44.0,53.0,3.0,100.0
VovaPitersky,1,54.0,39.0,7.0,100.0
suraj09,-1,46.0,52.0,2.0,100.0
Manni234,-1,0.0,0.0,0.0,0.0
Dessauxfred,1,43.0,52.0,5.0,100.0
Mostiska47,-1,46.0,45.0,9.0,100.0
Sergei111974,-1,0.0,0.0,0.0,0.0
Vincent0625,-1,48.0,50.0,2.0,100.0
cristaches,-1,44.0,54.0,2.0,100.0
APSmith,-1,0.0,66.0,33.0,9.0
MahyAr1365,-1,0.0,0.0,0.0,0.0
QuantumParticle,1,0.0,0.0,0.0,0.0
kaotiko,-1,57.0,39.0,3.0,100.0
Dr_MohamedKamil,1,52.0,47.0,1.0,100.0
matrixking,-1,41.0,56.0,2.0,100.0
DBsky1025,-1,57.0,41.0,1.0,100.0
BigFreeze23,1,42.0,54.0,4.0,100.0
reituag,-1,0.0,0.0,0.0,0.0
Sco92,-1,45.0,53.0,2.0,100.0
Gabrielito2022,-1,50.0,44.0,6.0,100.0
SamAbdu,0,0.0,0.0,0.0,0.0
zenthil97,1,28.0,71.0,0.0,21.0
bahman1362,1,47.0,51.0,2.0,100.0
halibo1040,1,56.0,41.0,2.0,100.0
aksubei97,1,52.0,44.0,4.0,100.0
Ibra_dowery,1,0.0,0.0,0.0,0.0
Vasiliiposhtar,-1,44.0,48.0,8.0,100.0
racul16,1,0.0,0.0,0.0,0.0
olmo560,0,52.0,46.0,2.0,100.0
SAIRAJ_SRK,-1,47.0,50.0,3.0,100.0
R_Tunbey,-1,38.0,56.0,6.0,100.0
tsoyk10,1,0.0,0.0,0.0,0.0
MostafaaElazaly,-1,0.0,0.0,0.0,0.0
Erdinch,-1,12.0,87.0,0.0,96.0
alonm33,-1,0.0,0.0,0.0,0.0
satishpawar,1,36.0,55.0,9.0,100.0
Patry2024,-1,0.0,0.0,0.0,0.0
Edgar_Chess2010,1,50.0,47.0,3.0,100.0
Leksus80,1,0.0,0.0,0.0,0.0
Euphoriafiw,-1,47.0,52.0,1.0,100.0
SouthAfricanRhino,1,100.0,0.0,0.0,3.0
luxmc,-1,47.0,47.0,6.0,100.0
heansen,1,53.0,44.0,3.0,100.0
bimoches,1,45.0,53.0,2.0,100.0
CarlosBOliveira,1,0.0,0.0,0.0,0.0
AustinVon,1,44.0,55.0,1.0,100.0
sadovod24,-1,62.0,37.0,0.0,24.0
Lucianagastulo15,0,28.0,65.0,5.0,35.0
SantoshPokhrel8,1,0.0,0.0,0.0,0.0
Schachsucker,-1,50.0,49.0,1.0,100.0
HelgasGambit,-1,69.0,26.0,5.0,100.0
BorisDoris,1,59.0,40.0,1.0,100.0
HUNTERBABA,1,100.0,0.0,0.0,3.0
musaew_u,-1,0.0,0.0,0.0,0.0
Lj1777,-1,0.0,0.0,0.0,0.0
Sergyn18,-1,40.0,53.0,6.0,96.0
kareemsaiddzz7,0,42.0,52.0,6.0,100.0
Old_Mornings_Dawn,1,42.0,55.0,3.0,100.0
abbas1977,1,0.0,0.0,0.0,0.0
missingy,1,25.0,75.0,0.0,100.0
kittygangontop,-1,47.0,49.0,4.0,100.0
saeedshojaee,1,49.0,47.0,4.0,100.0
Danglazer7,-1,49.0,50.0,1.0,100.0
attosi,-1,47.0,45.0,8.0,100.0
MindHunter6667,-1,41.0,58.0,0.0,46.0
DilinBor,1,11.0,44.0,44.0,27.0
mohitkhatrimk,-1,0.0,0.0,0.0,0.0
craciunremus66,1,47.0,48.0,5.0,100.0
blunderkingB5,-1,0.0,0.0,0.0,0.0
humjeetgaye,1,51.0,44.0,5.0,100.0
Pavel-GS,-1,49.0,49.0,2.0,100.0
Rubila78,-1,45.0,53.0,2.0,100.0
Benjun,-1,0.0,0.0,0.0,0.0
HKING123456,-1,50.0,50.0,0.0,6.0
Marxelomarti3,1,57.0,35.0,7.0,100.0
Morashad1999,0,51.0,41.0,6.0,87.0
Goldfr_1,-1,62.0,34.0,3.0,96.0
AndreyDuda,1,46.0,47.0,7.0,100.0
sentientw,-1,49.0,48.0,3.0,100.0
Pantho27,1,0.0,0.0,0.0,0.0
cutt1,1,45.0,49.0,6.0,100.0
FragileFlurry19,-1,41.0,56.0,2.0,100.0
Ian16FGM,1,0.0,0.0,0.0,0.0
ArnoGS,-1,0.0,100.0,0.0,12.0
leebster,-1,0.0,0.0,0.0,0.0
Ertau,-1,56.0,36.0,8.0,100.0
Josef_Otto,0,50.0,46.0,4.0,100.0
hedgkle,-1,52.0,46.0,2.0,100.0
portal2anti,0,51.0,45.0,4.0,100.0
Timmo96,1,44.0,56.0,0.0,100.0
coolcomeon,-1,42.0,55.0,3.0,100.0
A52_spb8,-1,50.0,50.0,0.0,100.0
Manuele99,1,46.0,51.0,3.0,100.0
MingoGonzalez,-1,33.0,66.0,0.0,9.0
PRUTHVIRAJKUBAVAT,-1,55.0,44.0,1.0,100.0
sonrey,1,51.0,37.0,12.0,100.0
Diegochess79,0,77.0,14.0,7.0,81.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
jhordyRobles_unsch,0,61.0,33.0,5.0,54.0
necropolisjunction,-1,48.0,51.0,1.0,100.0
amitozs999,1,25.0,75.0,0.0,12.0
h1354,-1,55.0,40.0,5.0,100.0
mateussalmeida1,-1,56.0,41.0,2.0,100.0
DeepBlue44,-1,50.0,44.0,6.0,100.0
Federer_Blaze_It,-1,56.0,41.0,2.0,100.0
rookcorner,-1,51.0,46.0,3.0,100.0
milanbelobrkmilan,-1,52.0,45.0,3.0,100.0
Lemaurr,-1,28.0,71.0,0.0,21.0
nibiru2024,-1,51.0,39.0,10.0,100.0
demianab,-1,44.0,56.0,0.0,100.0
clsrkr1570,1,0.0,100.0,0.0,1.0
Ruecarnot,-1,0.0,100.0,0.0,6.0
mojahed,-1,0.0,0.0,0.0,0.0
ZekeGil,1,60.0,37.0,3.0,100.0
vitalikberkut,1,46.0,53.0,1.0,100.0
pvt1960,-1,49.0,48.0,3.0,100.0
AndresChicoRodriguez,1,56.0,43.0,0.0,69.0
alquimista51,1,50.0,45.0,5.0,100.0
Goldendoffy,1,43.0,49.0,8.0,100.0
Borischm,-1,0.0,0.0,0.0,0.0
bakvosgsm,-1,0.0,100.0,0.0,3.0
maximus-fide,1,47.0,50.0,3.0,100.0
ChessValkyrie,1,61.0,34.0,5.0,100.0
g253,-1,42.0,48.0,10.0,100.0
bsongoz,-1,0.0,0.0,0.0,0.0
evggub,-1,38.0,57.0,4.0,100.0
fisayomi,-1,63.0,27.0,9.0,33.0
milosrad,-1,52.0,46.0,2.0,100.0
knam7940,1,33.0,66.0,0.0,3.0
VL90,1,60.0,40.0,0.0,15.0
sanyaboi,1,47.0,49.0,4.0,100.0
Monra51,-1,44.0,50.0,6.0,100.0
emperorhayme,1,45.0,52.0,3.0,100.0
AlexanderVilovatyy,1,54.0,46.0,0.0,100.0
schach61,1,54.0,41.0,5.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
xXW1tcher,1,56.0,36.0,8.0,75.0
Augmenas,1,47.0,50.0,3.0,100.0
swiss221,1,48.0,47.0,5.0,100.0
cecchinis,-1,47.0,52.0,1.0,100.0
Giabibi,0,0.0,0.0,0.0,0.0
Runicccc,1,48.0,50.0,2.0,100.0
Merblacky123,1,46.0,51.0,3.0,100.0
Fauxfighter,1,50.0,38.0,11.0,54.0
ginotomino,-1,54.0,41.0,5.0,100.0
fresh-avocado,1,47.0,48.0,5.0,100.0
bianney1963,-1,59.0,40.0,0.0,66.0
seanhealy,1,51.0,41.0,8.0,100.0
Sajankumar,1,0.0,0.0,0.0,0.0
Gerson_perez,1,53.0,46.0,1.0,100.0
benlap,-1,44.0,52.0,4.0,100.0
tusiu81,-1,0.0,0.0,0.0,0.0
pobomarsami,1,35.0,65.0,0.0,100.0
Codinghero22,-1,51.0,43.0,6.0,100.0
heelcatcher,-1,40.0,60.0,0.0,100.0
ulakapok,0,0.0,0.0,0.0,0.0
Lluisoo,0,54.0,42.0,4.0,100.0
CarlyBonet,1,52.0,47.0,0.0,51.0
kiuBicho,-1,0.0,100.0,0.0,3.0
Hemadisen,1,0.0,0.0,0.0,0.0
satyarzky,1,52.0,43.0,3.0,57.0
Synthesewerk,1,51.0,34.0,15.0,100.0
Itsarbab,1,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
steckescobedo,-1,61.0,39.0,0.0,100.0
Cleaver_2,-1,47.0,52.0,1.0,100.0
TimCross,1,57.0,42.0,0.0,21.0
eric1314,-1,55.0,44.0,1.0,100.0
Makhnach_Nick,1,28.0,70.0,2.0,100.0
matejsykora,1,48.0,49.0,3.0,100.0
mortalinjection,1,51.0,43.0,6.0,100.0
klfo,-1,28.0,71.0,0.0,21.0
cagrikaradeniz91,1,47.0,51.0,2.0,100.0
arzuhicran,1,0.0,0.0,0.0,0.0
lovechess_TH,-1,62.0,25.0,12.0,8.0
komiiiii,-1,56.0,38.0,6.0,100.0
cecilsloan,1,48.0,44.0,8.0,100.0
MrPanci,-1,48.0,50.0,2.0,100.0
bbehhradd,-1,100.0,0.0,0.0,3.0
Zebra_Knight,-1,0.0,0.0,0.0,0.0
forever1972,1,55.0,42.0,3.0,100.0
SamPhilko,-1,0.0,0.0,0.0,0.0
SergeyShil,-1,49.0,47.0,4.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Kimlajchuk,-1,51.0,46.0,3.0,100.0
migemige,-1,0.0,0.0,0.0,0.0
Eduardo-contreras,-1,40.0,59.0,1.0,100.0
YarosnyKogot52,1,55.0,38.0,5.0,54.0
Eluding_William,-1,46.0,52.0,2.0,100.0
Moezzzz,-1,37.0,56.0,6.0,48.0
Petrovich_K,-1,60.0,39.0,1.0,100.0
hopeneverends,1,56.0,36.0,7.0,100.0
wyciesyreny,1,53.0,39.0,8.0,100.0
AJK2,-1,46.0,50.0,4.0,100.0
GoldenEagle21,-1,0.0,0.0,100.0,3.0
Irondamn,-1,34.0,59.0,7.0,100.0
mirzabruins,-1,56.0,35.0,8.0,100.0
ibrahimakarr,-1,47.0,49.0,4.0,100.0
abdulalimelasaad,1,0.0,0.0,0.0,0.0
All1983,1,42.0,49.0,9.0,100.0
vijay_nagai,-1,0.0,0.0,0.0,0.0
Kakelugn,-1,46.0,41.0,13.0,100.0
fox123321,-1,0.0,0.0,0.0,0.0
LoCocles,-1,42.0,56.0,2.0,100.0
Tamersaad15,0,10.0,90.0,0.0,30.0
Goran20600,1,46.0,51.0,3.0,100.0
NKiss,-1,68.0,23.0,9.0,100.0
intwayidums,-1,44.0,54.0,2.0,100.0
Sickrett,-1,100.0,0.0,0.0,3.0
omerosonderos,-1,47.0,52.0,1.0,100.0
robhectic,1,49.0,50.0,1.0,100.0
Savatij,-1,36.0,64.0,0.0,100.0
Vasii2014,1,38.0,56.0,6.0,100.0
iyuszzzzzz,1,40.0,60.0,0.0,75.0
BroWhereIsMyKing,-1,57.0,39.0,3.0,100.0
dmgvaltor,-1,43.0,51.0,6.0,100.0
kirjavascript,1,50.0,46.0,4.0,100.0
danberx,-1,0.0,0.0,0.0,0.0
VadimVits,0,45.0,45.0,10.0,100.0
gfd129601,1,59.0,37.0,4.0,100.0
ash_chop,-1,48.0,46.0,6.0,100.0
Kamranz91,-1,0.0,0.0,0.0,0.0
FreeLazyBoar,1,42.0,51.0,6.0,33.0
Qioo,-1,0.0,0.0,0.0,0.0
Oup_VT,-1,66.0,33.0,0.0,9.0
Prickly,-1,33.0,66.0,0.0,36.0
SAB61,-1,51.0,44.0,5.0,100.0
Schachnoten,1,0.0,100.0,0.0,3.0
saqib2013,1,47.0,47.0,6.0,100.0
MackSul,-1,0.0,0.0,0.0,0.0
sashkic,1,0.0,0.0,0.0,0.0
APlayerInMaking,-1,44.0,49.0,7.0,100.0
BantulTheGreat,1,0.0,0.0,0.0,0.0
Cihidrongir,-1,39.0,60.0,0.0,99.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
FroilanVS,-1,48.0,52.0,0.0,100.0
Timaw,-1,45.0,45.0,9.0,33.0
mel1111,1,48.0,52.0,0.0,100.0
Ishmrakul,1,60.0,40.0,0.0,75.0
banditto666kj24,1,45.0,48.0,6.0,93.0
d4erz,-1,42.0,44.0,14.0,100.0
sailorkhalifa,-1,49.0,50.0,1.0,100.0
Golubok-67,-1,0.0,0.0,0.0,0.0
Nurzhanzh,-1,28.0,55.0,17.0,100.0
serkan1980serkan,-1,60.0,20.0,20.0,15.0
Artur199528,0,37.0,51.0,11.0,45.0
yususuf,-1,44.0,55.0,0.0,27.0
DmajorCleff,1,41.0,51.0,8.0,100.0
alqaseah,1,54.0,46.0,0.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Raash_Kashmiri,1,49.0,48.0,3.0,100.0
kumakum,-1,56.0,38.0,6.0,100.0
Rathi035,-1,48.0,48.0,4.0,100.0
Deepanalyzer,0,38.0,59.0,3.0,100.0
Gambourz,1,0.0,0.0,0.0,0.0
Prantarchess,-1,61.0,38.0,0.0,39.0
OJ_100,-1,50.0,50.0,0.0,6.0
ash_tray,-1,94.0,5.0,0.0,57.0
aliasaf47,1,16.0,83.0,0.0,18.0
PepeMaster,-1,0.0,0.0,0.0,0.0
rampageallover,1,45.0,54.0,0.0,33.0
mzaduri,1,43.0,54.0,3.0,100.0
Stupko-1966,-1,46.0,48.0,6.0,100.0
EVKIS,-1,48.0,46.0,6.0,100.0
oliv14,1,53.0,41.0,6.0,100.0
doritozz,1,44.0,56.0,0.0,100.0
cowboy_hands,-1,45.0,54.0,1.0,100.0
Inov_m,-1,0.0,0.0,0.0,0.0
Albert935,1,60.0,36.0,4.0,100.0
Xiaoba,1,44.0,55.0,1.0,100.0
fatyanow,-1,47.0,44.0,9.0,100.0
Laskar1,-1,43.0,52.0,5.0,100.0
Simfonija10,-1,45.0,52.0,3.0,100.0
patata747,-1,0.0,0.0,0.0,0.0
saeidnouri55,-1,46.0,50.0,4.0,100.0
tigri110,-1,53.0,45.0,2.0,100.0
natech,1,53.0,40.0,7.0,100.0
kingersuprizeee,-1,51.0,45.0,4.0,100.0
ehrro,-1,37.0,57.0,5.0,100.0
Himanichess,1,44.0,52.0,4.0,100.0
kryandre,0,50.0,46.0,4.0,100.0
kl7aq7800,-1,0.0,0.0,0.0,0.0
thebuz,-1,0.0,0.0,0.0,0.0
anikishind,-1,52.0,43.0,5.0,100.0
dukes82,1,56.0,44.0,0.0,100.0
Lemitsuba,1,52.0,42.0,6.0,100.0
ShAams1,0,44.0,51.0,5.0,100.0
eslam1212885,-1,51.0,46.0,3.0,100.0
sergiodaniel38,-1,49.0,48.0,3.0,100.0
claudia-zurita,-1,44.0,51.0,3.0,81.0
BlacksmithKC,-1,0.0,100.0,0.0,3.0
mumscamry,-1,53.0,33.0,13.0,45.0
Markkut,1,45.0,53.0,2.0,100.0
DDdotCO,-1,0.0,0.0,0.0,0.0
NursultanTastenbek,1,50.0,49.0,1.0,100.0
CaniSsMajoriS,1,48.0,50.0,2.0,100.0
h1969,1,33.0,66.0,0.0,9.0
BlaiseOz77,-1,66.0,33.0,0.0,36.0
ShUbHaMrK,-1,0.0,0.0,0.0,0.0
avp75,1,0.0,0.0,0.0,0.0
forhad1979,-1,46.0,52.0,2.0,100.0
vivbaddy,1,66.0,33.0,0.0,27.0
Ebrahem_ali2024,-1,51.0,48.0,1.0,100.0
fruitbomb,-1,55.0,37.0,6.0,87.0
Elterpo,1,51.0,48.0,1.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
AnsichteneinesClowns,-1,52.0,43.0,5.0,100.0
Sashko789,1,47.0,51.0,2.0,100.0
nerner999,1,39.0,55.0,6.0,100.0
VALENTIN_PIE,-1,44.0,55.0,0.0,27.0
KING_CHESS90,1,32.0,61.0,7.0,100.0
Rabascall,-1,28.0,71.0,0.0,21.0
ASMMMMMM,1,51.0,46.0,3.0,100.0
COLNZHE,-1,54.0,42.0,4.0,100.0
Schach249,-1,0.0,0.0,0.0,0.0
Joows,-1,60.0,37.0,3.0,100.0
scooby64,-1,0.0,0.0,0.0,0.0
mulnachnit,-1,71.0,28.0,0.0,21.0
Reciomayoris,1,49.0,49.0,2.0,100.0
GambitoCat,1,51.0,46.0,3.0,100.0
ashour280,0,49.0,48.0,3.0,100.0
midatchess,-1,0.0,0.0,0.0,0.0
EarthlingX,-1,41.0,58.0,0.0,51.0
samantha2506,1,9.0,81.0,9.0,33.0
sayrak,-1,0.0,0.0,0.0,0.0
AnatoliyKutukov,1,0.0,0.0,0.0,0.0
sekoada,-1,23.0,76.0,0.0,51.0
vandette222,-1,0.0,0.0,0.0,0.0
torreartale,-1,51.0,37.0,12.0,100.0
malijoker,-1,65.0,20.0,15.0,100.0
