user_op,op_win_streak_current,op_win_streak_max,op_loss_streak_current,op_loss_streak_max
saddkidz,0.0,10.0,1.0,22.0
Molot_ua,0.0,14.0,1.0,6.0
VVUA,1.0,8.0,0.0,16.0
safas9002,0.0,9.0,1.0,10.0
JDR1990,1.0,7.0,0.0,7.0
seniorcookiemonster,0.0,8.0,0.0,6.0
vikra23,0.0,11.0,1.0,15.0
DrOwain,4.0,7.0,0.0,9.0
Awave_13,0.0,3.0,2.0,7.0
adelovskychess31,0.0,8.0,1.0,4.0
Starbox2010,2.0,9.0,0.0,6.0
OnePysy,0.0,14.0,2.0,7.0
HassanOnMars,2.0,2.0,0.0,8.0
nathan67,0.0,3.0,0.0,11.0
Wojtasawf79,0.0,9.0,1.0,9.0
sklerotik,1.0,10.0,0.0,8.0
VL_SH,0.0,12.0,5.0,12.0
papezuvptak,0.0,10.0,1.0,6.0
Adeshg,1.0,10.0,0.0,13.0
StepanenkoVV,0.0,8.0,3.0,16.0
Amdrian,0.0,9.0,3.0,11.0
Jonesgill,2.0,9.0,0.0,14.0
Luxarcadia2020,0.0,9.0,1.0,7.0
Odohamster,0.0,9.0,3.0,8.0
Aakash1balaji,0.0,0.0,0.0,0.0
jurissaksis,0.0,10.0,4.0,8.0
jovabakann,0.0,16.0,2.0,5.0
Leon_Blanco,0.0,13.0,8.0,26.0
MasterVader631,0.0,22.0,2.0,11.0
joseluism2,1.0,7.0,0.0,6.0
linasst,0.0,11.0,2.0,24.0
Dante_Alighieri12,1.0,9.0,0.0,7.0
ersgcg,0.0,13.0,3.0,8.0
DieBeforeYouDie,1.0,8.0,0.0,12.0
safyahmad1265,0.0,25.0,1.0,10.0
Nik_aij_210,0.0,7.0,2.0,11.0
Thinker06,4.0,15.0,0.0,10.0
,0.0,0.0,0.0,0.0
Neadickvatik_2024,1.0,2.0,0.0,1.0
cesarjesus73,4.0,14.0,0.0,13.0
braulioenigma,0.0,12.0,1.0,15.0
Diman_boot,0.0,12.0,1.0,14.0
RudolfKarl,1.0,16.0,0.0,15.0
denis-rucoba-tuanama,0.0,27.0,1.0,13.0
JavitarC,3.0,14.0,0.0,5.0
Onur5728,0.0,11.0,1.0,10.0
wuarabei,0.0,9.0,3.0,6.0
Esat_Demirel,0.0,11.0,1.0,14.0
alexey4eg2,1.0,14.0,0.0,8.0
doppelbanger,1.0,8.0,0.0,18.0
s3ka123,2.0,5.0,0.0,12.0
Tibko86,1.0,10.0,0.0,11.0
jurissaksis,0.0,10.0,4.0,8.0
The_Miracle_of_Yudo,0.0,10.0,1.0,5.0
anglelazaretto,0.0,10.0,3.0,19.0
TanteBerta4,0.0,5.0,1.0,5.0
DaNy_E,1.0,9.0,0.0,8.0
cousin68,0.0,21.0,3.0,23.0
Rooky97,2.0,7.0,0.0,10.0
andreyneustroev2016,5.0,12.0,0.0,17.0
Svensen72,0.0,1.0,5.0,8.0
FABRILLACTAHUAMAN,0.0,15.0,11.0,11.0
ChessSavesWorld,2.0,18.0,0.0,14.0
SokG2000,1.0,9.0,0.0,4.0
Szowt9,5.0,6.0,0.0,4.0
sknn,0.0,9.0,2.0,9.0
ChessArtHouse,0.0,17.0,1.0,4.0
mollossetannen,2.0,8.0,0.0,11.0
wataha,0.0,12.0,3.0,15.0
mishurashi0525,3.0,8.0,0.0,4.0
AlfonsoLopez,4.0,10.0,0.0,11.0
Saberiaa,0.0,8.0,1.0,10.0
Pabllik1983,0.0,16.0,5.0,9.0
catbro81,1.0,7.0,0.0,9.0
EliasAlegreb_UTP,3.0,7.0,0.0,7.0
cmanourass,0.0,12.0,1.0,13.0
salkin_8,0.0,9.0,1.0,10.0
stergiosmat,0.0,3.0,0.0,4.0
INVASION_0000,1.0,8.0,0.0,11.0
Ger2013man,2.0,8.0,0.0,8.0
LionKing1966,0.0,12.0,1.0,16.0
Vusalism,1.0,2.0,0.0,2.0
SAFIEHALEPPO,0.0,17.0,2.0,9.0
zion67982,2.0,14.0,0.0,21.0
rupal_roy,0.0,7.0,2.0,8.0
mcgi2018,1.0,13.0,0.0,14.0
WilhemSteinitz,3.0,9.0,0.0,7.0
richdaly,0.0,12.0,1.0,11.0
Rosales05,3.0,17.0,0.0,32.0
Hamburguesa008,1.0,1.0,0.0,3.0
Makiii-Chess,1.0,5.0,0.0,6.0
makinshon2001,4.0,13.0,0.0,12.0
Relashio,0.0,11.0,1.0,7.0
Joonanakz,1.0,9.0,0.0,4.0
monhadem,1.0,5.0,0.0,8.0
AliJRoo,0.0,9.0,1.0,6.0
GBGRICH79,0.0,9.0,3.0,12.0
Lobori,0.0,9.0,1.0,10.0
IvanRybin2010,0.0,7.0,1.0,9.0
CHAKA9JA,0.0,8.0,2.0,13.0
HammibalLecter,,,,
B4ndW,0.0,10.0,1.0,9.0
karda27,0.0,10.0,2.0,17.0
ruggiep,2.0,8.0,0.0,12.0
jubintu09,6.0,12.0,0.0,9.0
uber-frog,1.0,6.0,0.0,3.0
sibo23,5.0,22.0,0.0,27.0
Mischuk_D,0.0,82.0,0.0,11.0
Zjdhsi,3.0,3.0,0.0,2.0
yoyokan,0.0,10.0,4.0,9.0
JohnKC,1.0,10.0,0.0,13.0
Spartan_Lion,0.0,20.0,2.0,8.0
Nozdrachev_Vladislav,0.0,23.0,2.0,8.0
kookoo1,2.0,5.0,0.0,7.0
juanichess,2.0,15.0,0.0,10.0
shuvoxcd01,0.0,10.0,1.0,9.0
yatno_berau,,,,
analisispostmortem,1.0,14.0,0.0,5.0
yew0202,0.0,8.0,3.0,8.0
Manodu,1.0,9.0,0.0,11.0
Petar143,0.0,8.0,3.0,8.0
Gesha174,0.0,0.0,0.0,0.0
Whynot72,0.0,15.0,1.0,13.0
MightBeDecent,1.0,12.0,0.0,9.0
David_ol,2.0,9.0,0.0,14.0
putralangbah,,,,
Tal_is_amazing,0.0,13.0,1.0,12.0
thohno,0.0,9.0,1.0,12.0
belowme,0.0,22.0,1.0,11.0
adinair,2.0,7.0,0.0,5.0
KimJonsson89,0.0,12.0,1.0,10.0
Jahllo,0.0,5.0,1.0,7.0
Terrence0429,0.0,8.0,3.0,15.0
WesleyAraxa,2.0,24.0,0.0,17.0
sergiolaf,1.0,1.0,0.0,0.0
Sekhfeth,0.0,1.0,2.0,2.0
MATRIXTRINITY,1.0,40.0,0.0,13.0
kotokrot,0.0,14.0,6.0,10.0
Chessibague,0.0,17.0,3.0,16.0
toasty13,1.0,9.0,0.0,10.0
Trebor23,4.0,11.0,0.0,13.0
ChessPlayerAttempt,0.0,0.0,2.0,2.0
Carbono18,2.0,13.0,0.0,11.0
elMerda,0.0,13.0,6.0,9.0
bio-j,0.0,10.0,2.0,7.0
MdSharifHossain,0.0,14.0,1.0,16.0
peon666,3.0,31.0,0.0,7.0
Goeasyonme981,0.0,11.0,1.0,11.0
beyazsacli,0.0,13.0,2.0,11.0
Gautham_A,3.0,14.0,0.0,9.0
levent11arslan,0.0,19.0,3.0,10.0
MELCHOR66,0.0,9.0,3.0,12.0
reminor,2.0,14.0,0.0,12.0
ulukun,0.0,7.0,2.0,12.0
KoenigMufasa,1.0,12.0,0.0,10.0
Premier_Chess,0.0,21.0,1.0,10.0
eric_clive,1.0,9.0,0.0,14.0
yapov74,3.0,14.0,0.0,9.0
neon542,1.0,16.0,0.0,7.0
knightwyrm,1.0,13.0,0.0,5.0
Kyklops81,1.0,15.0,0.0,15.0
crazy2024j,0.0,7.0,3.0,12.0
Juanitochess,1.0,14.0,0.0,15.0
Pandamu,0.0,3.0,6.0,6.0
venufork,0.0,11.0,1.0,11.0
peterpetar,5.0,9.0,0.0,10.0
Anton_Wiriadinata,0.0,0.0,1.0,1.0
Dementor314,0.0,9.0,1.0,12.0
nopieceout,0.0,11.0,1.0,10.0
samehelfeel,0.0,12.0,1.0,10.0
Chesser_Koustuv,4.0,20.0,0.0,7.0
juanillo956,0.0,11.0,1.0,13.0
lucindq19,0.0,1.0,2.0,2.0
Eskamoter,0.0,12.0,2.0,9.0
michgood1,0.0,9.0,3.0,8.0
brownieconcaca,0.0,9.0,3.0,6.0
cyberleader,2.0,7.0,0.0,6.0
Angbatil,0.0,15.0,0.0,13.0
DimRimKnight,1.0,12.0,0.0,13.0
LuisLopez2003,0.0,12.0,2.0,10.0
valop_27,0.0,4.0,2.0,2.0
Ildar_Khaziiev,0.0,0.0,1.0,1.0
DouceHeure,1.0,5.0,0.0,9.0
MoreTeaVicar,0.0,9.0,1.0,10.0
Kayrat_S,1.0,10.0,0.0,12.0
EnteSc,0.0,15.0,2.0,11.0
mmarameo,0.0,9.0,2.0,9.0
milesj99,0.0,15.0,2.0,15.0
livingeasley,0.0,3.0,4.0,14.0
UmamiTsunami,1.0,8.0,0.0,10.0
Dejay27dabreo,4.0,8.0,0.0,15.0
Nika-2015,0.0,2.0,2.0,6.0
cranberry314,1.0,14.0,0.0,10.0
Kaissa69,0.0,12.0,1.0,16.0
rickyquint,0.0,10.0,1.0,8.0
spajsini,4.0,8.0,0.0,8.0
Katalonien,0.0,17.0,1.0,28.0
Doyoulikeourowl,0.0,5.0,2.0,4.0
LaDbug,3.0,15.0,0.0,10.0
Novichek1,0.0,2.0,2.0,4.0
gmchandra,2.0,10.0,0.0,8.0
octider2502,1.0,10.0,0.0,2.0
joeALT30,3.0,11.0,0.0,7.0
Kirill-shadow,12.0,15.0,0.0,11.0
sinaaaaa69,0.0,20.0,2.0,16.0
yrodriguez,0.0,18.0,1.0,13.0
Al-20,4.0,13.0,0.0,9.0
rhpalomino,0.0,20.0,2.0,13.0
carloVI,0.0,5.0,4.0,36.0
M_eren_cerci,0.0,7.0,3.0,15.0
Desbarrador,0.0,12.0,2.0,14.0
Mamanucaaa,0.0,5.0,0.0,4.0
Parmenidis,0.0,7.0,3.0,7.0
Oliveirarocha,5.0,12.0,0.0,10.0
johnnyboi27,1.0,11.0,0.0,9.0
Juanitochess,1.0,14.0,0.0,15.0
Pyanyimaster,0.0,11.0,3.0,10.0
Liutaas,0.0,3.0,1.0,8.0
tokating,1.0,19.0,0.0,13.0
juanjo_003989,5.0,25.0,0.0,12.0
Punisher3000,0.0,15.0,1.0,13.0
lovexinyu,1.0,1.0,0.0,1.0
Peter_tu,2.0,6.0,0.0,11.0
GITES,0.0,8.0,3.0,9.0
Apovit,1.0,19.0,0.0,10.0
secanto,2.0,12.0,0.0,9.0
,0.0,0.0,0.0,0.0
partyparty,0.0,9.0,1.0,11.0
marsuplami,2.0,10.0,0.0,9.0
suchyjd,0.0,6.0,3.0,6.0
ODRA-3RBI,0.0,4.0,1.0,7.0
SYAFIQUE,0.0,11.0,2.0,6.0
AmanManju,0.0,5.0,1.0,6.0
otgonc,0.0,1.0,1.0,4.0
impogthefunnyfrog,5.0,15.0,0.0,6.0
SingaporeLion,0.0,0.0,0.0,0.0
Heisenberg_50,0.0,5.0,1.0,6.0
tactinhos2900,1.0,36.0,0.0,13.0
MINETANGO001,1.0,14.0,0.0,9.0
narun4sk,0.0,12.0,2.0,12.0
Defendiendome,2.0,15.0,0.0,12.0
TLTLTLTLTLTLTLTLTIT,1.0,9.0,0.0,15.0
samirelshafie,0.0,10.0,3.0,25.0
spaceguild,1.0,13.0,0.0,9.0
flochessi,0.0,11.0,2.0,11.0
Chessibague,0.0,17.0,3.0,16.0
fidelmaxi1,2.0,12.0,0.0,11.0
Temirr,1.0,10.0,0.0,10.0
Fooray,0.0,16.0,1.0,11.0
shatar77,0.0,13.0,1.0,12.0
PiyonveAt,2.0,12.0,0.0,12.0
manfromunderground,2.0,8.0,0.0,10.0
SammoChess,2.0,4.0,0.0,6.0
veselin85,0.0,14.0,3.0,8.0
Giorbinky,0.0,18.0,2.0,16.0
CrispoOrbis,0.0,10.0,1.0,13.0
AetC,0.0,7.0,0.0,6.0
adk494,0.0,8.0,2.0,9.0
Calculathor,0.0,7.0,0.0,6.0
Coolfish814,0.0,10.0,4.0,8.0
brbrstkkn,0.0,9.0,0.0,12.0
rparchi1,1.0,9.0,0.0,12.0
CengizhanT96,0.0,6.0,2.0,3.0
sudhirravi,0.0,10.0,0.0,9.0
zedaykin,0.0,6.0,0.0,5.0
AADD_8591,1.0,8.0,0.0,9.0
Ixemane,1.0,11.0,0.0,10.0
neburperea,3.0,31.0,0.0,8.0
pedromendozab,0.0,15.0,2.0,13.0
sayanrath2013,0.0,2.0,1.0,11.0
chessboard_960,1.0,1.0,0.0,0.0
sohaiib,1.0,13.0,0.0,12.0
Drecapf,2.0,7.0,0.0,10.0
Sikelic,0.0,8.0,2.0,12.0
NOVATOCHESS1945,5.0,10.0,0.0,9.0
Odilkhon,1.0,9.0,0.0,12.0
,0.0,0.0,0.0,0.0
megachad99,0.0,4.0,5.0,11.0
bambanglinda,2.0,5.0,0.0,3.0
PISHON78,0.0,15.0,3.0,10.0
Avinash2004,1.0,16.0,0.0,8.0
KLBennett,0.0,21.0,1.0,9.0
m123_543,1.0,7.0,0.0,9.0
bkoleg,5.0,12.0,0.0,10.0
Computercheat,0.0,37.0,1.0,20.0
TheVeganDude,1.0,19.0,0.0,12.0
Linus193,1.0,11.0,0.0,22.0
Arko_makan,1.0,9.0,0.0,9.0
,0.0,0.0,0.0,0.0
going_places,0.0,8.0,1.0,9.0
ONEGoG_a,0.0,12.0,4.0,9.0
tanqueta,0.0,13.0,1.0,15.0
Obligen,0.0,7.0,3.0,6.0
YegorKuznetsov-79,0.0,16.0,7.0,20.0
tributetojackjohnson,8.0,16.0,0.0,9.0
iqlain,0.0,10.0,4.0,6.0
Alexandr-M,2.0,29.0,0.0,8.0
Cornflake_kid,1.0,10.0,0.0,10.0
harshauro,0.0,10.0,1.0,13.0
cmpttt,1.0,3.0,0.0,11.0
ProudAloha,0.0,11.0,1.0,12.0
ermonnezza80,0.0,15.0,5.0,14.0
john370,1.0,8.0,0.0,9.0
Cadett12,1.0,14.0,0.0,14.0
Dark-Knight-I,0.0,4.0,4.0,6.0
JVCG,4.0,12.0,0.0,11.0
chabadnik770,0.0,14.0,2.0,9.0
Schachspielermeister,0.0,7.0,2.0,8.0
Emeka_dee,1.0,11.0,0.0,30.0
Potferdek,1.0,7.0,0.0,9.0
ufo90,3.0,19.0,0.0,8.0
Emporio_Armani,0.0,31.0,1.0,8.0
kalehtosal,0.0,11.0,1.0,9.0
Philidor23,2.0,25.0,0.0,10.0
bekzat78,0.0,11.0,2.0,11.0
Burkenvist,1.0,5.0,0.0,5.0
bahman_akbari2211,3.0,8.0,0.0,10.0
Liebre98,3.0,9.0,0.0,10.0
knightwyrm,1.0,13.0,0.0,5.0
lctrov,0.0,5.0,1.0,9.0
limexxx3,2.0,12.0,0.0,11.0
Stonefly6,2.0,13.0,0.0,12.0
shox0324,2.0,13.0,0.0,11.0
VitaliiBazhan,0.0,20.0,1.0,9.0
Serik876,0.0,7.0,1.0,9.0
careless25,0.0,18.0,1.0,9.0
professor_utiputi,2.0,9.0,0.0,9.0
astonvilla27,1.0,14.0,0.0,15.0
MileDavis,4.0,30.0,0.0,17.0
tsairovski,0.0,9.0,0.0,23.0
Reyanshrungta,0.0,4.0,3.0,7.0
Lippan,0.0,11.0,1.0,12.0
basenga,1.0,13.0,0.0,11.0
Giovannipio42_40,0.0,5.0,2.0,8.0
Srikar2004,1.0,12.0,0.0,11.0
knightmare357,1.0,13.0,0.0,12.0
niktverd,0.0,8.0,1.0,5.0
,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
ppom13,1.0,34.0,0.0,8.0
HC87,0.0,11.0,4.0,14.0
kedveskuszobab,0.0,11.0,2.0,5.0
Suomynona91011,0.0,14.0,2.0,15.0
cdhiemsas,2.0,10.0,0.0,11.0
bullt2015,0.0,9.0,5.0,13.0
mikhail086,0.0,15.0,0.0,16.0
toan01092005,2.0,7.0,0.0,8.0
Valeri1964,1.0,13.0,0.0,8.0
DemotingKings,2.0,13.0,0.0,8.0
Soy-Eso,6.0,8.0,0.0,8.0
Svilupa,0.0,2.0,3.0,3.0
VladmirCortelinho,0.0,19.0,2.0,11.0
HowlinD,3.0,15.0,0.0,12.0
Aryanp_11,0.0,3.0,2.0,4.0
Lucash2020,5.0,10.0,0.0,13.0
DrunkNdontgiveaFOOK,0.0,2.0,1.0,1.0
lalupe,0.0,11.0,6.0,51.0
DustyBottom,0.0,9.0,3.0,13.0
blondeukrainian,2.0,2.0,0.0,6.0
HasanKastraveci,5.0,12.0,0.0,10.0
khalidshakaly0,0.0,9.0,0.0,8.0
MohammadAayanKhan,0.0,11.0,1.0,14.0
cauktrigo,0.0,2.0,1.0,5.0
m69v,0.0,12.0,0.0,11.0
Adil20015,0.0,12.0,1.0,14.0
CaballodeMiranda,0.0,15.0,0.0,11.0
victv,0.0,2.0,1.0,7.0
Petterpann,0.0,0.0,1.0,1.0
NeverEverClever,1.0,15.0,0.0,21.0
HaroldChasen,0.0,13.0,4.0,15.0
Limitedservice,0.0,10.0,2.0,10.0
AlexandrRomchuck23,0.0,3.0,3.0,8.0
Dr-messi,0.0,3.0,2.0,7.0
Javicho1111,1.0,9.0,0.0,10.0
dstid,2.0,8.0,0.0,8.0
raminahmadi56,1.0,12.0,0.0,12.0
Dahmane27,1.0,12.0,0.0,6.0
booyatheboss,0.0,13.0,2.0,12.0
Cloudless23,0.0,12.0,1.0,12.0
bolt68,4.0,13.0,0.0,7.0
greenfarmer,0.0,13.0,2.0,14.0
Vulcan150815,0.0,13.0,2.0,11.0
conkyr,0.0,12.0,1.0,12.0
awrzidk,0.0,10.0,1.0,9.0
Garfield-Chess-Cat55,1.0,12.0,0.0,8.0
adaync,2.0,7.0,0.0,6.0
Labourdonais,2.0,9.0,0.0,6.0
Brainer02,2.0,10.0,0.0,5.0
N41N,0.0,10.0,1.0,11.0
surfing_mantis,0.0,11.0,3.0,14.0
Slayerking03,0.0,6.0,0.0,1.0
gramplex,2.0,13.0,0.0,12.0
Gab17,0.0,10.0,4.0,10.0
Benireal,0.0,9.0,0.0,7.0
Kiros_G,0.0,11.0,2.0,13.0
Solkaren,0.0,11.0,1.0,15.0
luiz-zanata,2.0,8.0,0.0,7.0
Abhay080,1.0,11.0,0.0,22.0
wick31,1.0,11.0,0.0,10.0
esastincy,1.0,8.0,0.0,12.0
nmpanch,3.0,9.0,0.0,15.0
positionaloldman,3.0,22.0,0.0,10.0
Maradon,1.0,11.0,0.0,8.0
kostya0011,0.0,8.0,4.0,9.0
Captainemo19,1.0,11.0,0.0,8.0
kt_melvin99,0.0,9.0,1.0,4.0
Kksarmaib,1.0,10.0,0.0,13.0
Thal79,0.0,11.0,2.0,12.0
Kozmosz,1.0,12.0,0.0,10.0
Bubbles11,3.0,19.0,0.0,11.0
,0.0,0.0,0.0,0.0
vaskur,1.0,12.0,0.0,13.0
Raphael254,0.0,10.0,1.0,10.0
Aleks-007,0.0,0.0,1.0,1.0
Belost,1.0,15.0,0.0,10.0
aravbaid3105,1.0,17.0,0.0,21.0
bigbiff,0.0,12.0,1.0,16.0
FincherFan,0.0,8.0,2.0,7.0
Lamentationsz,0.0,8.0,5.0,5.0
Bouzzchess,0.0,10.0,0.0,10.0
oldfisk,0.0,12.0,0.0,8.0
tan_malaka,1.0,14.0,0.0,8.0
Neng_Evita,0.0,10.0,1.0,10.0
rsegecin,0.0,13.0,3.0,17.0
tykpyk,2.0,12.0,0.0,8.0
s3ka123,2.0,5.0,0.0,12.0
PLSchess,0.0,3.0,1.0,1.0
kokitoSs,0.0,15.0,2.0,21.0
Pendar0406,0.0,6.0,2.0,10.0
ThatChessGuy96,0.0,8.0,1.0,6.0
Timila,1.0,24.0,0.0,8.0
Arsenalsky,1.0,10.0,0.0,12.0
Singh1313,1.0,6.0,0.0,3.0
gorkagf,0.0,12.0,2.0,9.0
CleverClover,,,,
Perodactil,4.0,4.0,0.0,4.0
Cibernew,1.0,11.0,0.0,16.0
CuneytAlsu,5.0,7.0,0.0,7.0
Poeratto,1.0,4.0,0.0,6.0
AmirmasoudMoradi,0.0,25.0,0.0,4.0
WelcomeWinters,2.0,14.0,0.0,11.0
hamedk71,1.0,10.0,0.0,11.0
Volgatch_kruche_vseh,,,,
JJGoodIdea,,,,
Spiderodisha,0.0,11.0,1.0,11.0
Tarak999,1.0,8.0,0.0,5.0
diepketoan99,2.0,9.0,0.0,8.0
Antonkuleshov88,1.0,10.0,0.0,7.0
benlama,0.0,16.0,1.0,7.0
perpetualRook1111,2.0,13.0,0.0,14.0
Hoogland1,0.0,13.0,1.0,11.0
UST_B,3.0,29.0,0.0,8.0
bahmanint,0.0,14.0,1.0,13.0
drmax1956,0.0,15.0,3.0,11.0
olasmul,0.0,10.0,0.0,7.0
RChamp88,1.0,12.0,0.0,7.0
ElefanteNegro,0.0,16.0,1.0,82.0
atong87,0.0,10.0,1.0,10.0
pol451,0.0,9.0,3.0,9.0
aylocc,0.0,0.0,2.0,10.0
mahanthsaim,2.0,2.0,0.0,0.0
LIAMKAIT,0.0,11.0,1.0,10.0
Abolfazl_Sadati,0.0,3.0,0.0,1.0
riadhkay,0.0,6.0,2.0,10.0
El_Precisione,6.0,19.0,0.0,8.0
mrcorbie,0.0,11.0,3.0,9.0
MatterEaterLad,0.0,12.0,2.0,4.0
ChessNinja23,0.0,1.0,1.0,12.0
PERICO56,0.0,7.0,1.0,8.0
yeguapuraraza,5.0,11.0,0.0,11.0
Scuffia,2.0,12.0,0.0,13.0
Hippie83,0.0,9.0,1.0,8.0
Oscar0314,0.0,2.0,1.0,8.0
gelyaromanova,0.0,16.0,2.0,5.0
Adxamjon1989,9.0,10.0,0.0,11.0
Javihdz21,2.0,11.0,0.0,9.0
ponchomaster,1.0,11.0,0.0,11.0
ThroneMine,3.0,9.0,0.0,12.0
unit-ir,0.0,15.0,1.0,14.0
TiredGarbage,0.0,14.0,2.0,13.0
Jlopez77,1.0,5.0,0.0,10.0
firtydank,2.0,14.0,0.0,15.0
prateekrajadas,3.0,5.0,0.0,12.0
feruz_229,1.0,20.0,0.0,11.0
samqr33,3.0,14.0,0.0,15.0
Vishu_4007,0.0,14.0,1.0,9.0
shaantanu2410,1.0,5.0,0.0,9.0
Moneim55,1.0,11.0,0.0,9.0
owntheowner,0.0,18.0,1.0,13.0
okCool123,0.0,6.0,1.0,6.0
,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
ySTNF,1.0,7.0,0.0,9.0
Joeldinho,0.0,14.0,1.0,12.0
AlisaKri,0.0,1.0,0.0,0.0
das_schach,2.0,13.0,0.0,13.0
kavookavala2,1.0,9.0,0.0,8.0
Puzzle2100,1.0,11.0,0.0,10.0
iceonboard,2.0,21.0,0.0,9.0
Dumbious,2.0,21.0,0.0,15.0
Q21-_mail,1.0,17.0,0.0,35.0
G_v2,0.0,8.0,1.0,9.0
JoeySVillar,0.0,15.0,2.0,9.0
artemisaalfonzina,0.0,7.0,1.0,7.0
weakduckling,1.0,9.0,0.0,21.0
e_aqtash_c4,5.0,7.0,0.0,11.0
Stanislav33,3.0,24.0,0.0,6.0
nicktadd,0.0,11.0,1.0,15.0
Itlog_King,0.0,29.0,2.0,12.0
samraatraja,0.0,0.0,0.0,0.0
mehrdad4194,0.0,0.0,1.0,1.0
dosen1231,1.0,12.0,0.0,16.0
VincenzoACM,0.0,5.0,1.0,9.0
SpwGG,0.0,18.0,3.0,26.0
teoribertahan,0.0,10.0,1.0,5.0
michamib,1.0,15.0,0.0,11.0
nunek09993,2.0,9.0,0.0,6.0
Akaponi,0.0,9.0,2.0,7.0
Toly73_12-02Ch,2.0,18.0,0.0,6.0
SerzhUA,0.0,7.0,1.0,8.0
effugium,1.0,8.0,0.0,13.0
,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
Nyanks02j,0.0,14.0,1.0,13.0
oscarito1913,0.0,13.0,1.0,13.0
sir_shroomer,0.0,7.0,1.0,8.0
vinaypatil93,0.0,11.0,1.0,9.0
it25,0.0,7.0,5.0,11.0
Sicilian_Slav,4.0,12.0,0.0,5.0
Agarlitw,0.0,11.0,1.0,10.0
minolin,2.0,9.0,0.0,9.0
plansugus,0.0,17.0,2.0,8.0
klokeshc,0.0,12.0,1.0,62.0
Srikar2004,1.0,12.0,0.0,11.0
pedro71,0.0,12.0,3.0,9.0
VexedYeoman,4.0,25.0,0.0,7.0
ForeignEntity,0.0,14.0,2.0,10.0
alinapupova,1.0,19.0,0.0,17.0
delaTr,0.0,13.0,5.0,15.0
INS4NE_1,0.0,7.0,1.0,13.0
LAYONEL,0.0,15.0,5.0,25.0
davit_gotsiridze7771,0.0,13.0,1.0,10.0
positionaloldman,3.0,22.0,0.0,10.0
JensLoquet,0.0,12.0,2.0,10.0
Neutro30,0.0,43.0,2.0,7.0
mezurla,1.0,7.0,0.0,10.0
Marce29,2.0,10.0,0.0,10.0
baw2020,0.0,6.0,0.0,5.0
AAAndromedAAA,0.0,10.0,2.0,16.0
E4SattCHESS,0.0,5.0,1.0,8.0
warrior5191,3.0,15.0,0.0,9.0
wsiie,1.0,24.0,0.0,11.0
Edmoundo,0.0,15.0,2.0,12.0
qwessa5,0.0,8.0,3.0,9.0
ArtiMason,5.0,11.0,0.0,21.0
,0.0,0.0,0.0,0.0
nightwinga5757,0.0,5.0,1.0,4.0
,0.0,0.0,0.0,0.0
onthewaygm,1.0,13.0,0.0,14.0
KonstantinKalish,0.0,2.0,3.0,5.0
olivier29200,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0
AResad,0.0,13.0,3.0,12.0
Rokki,5.0,15.0,0.0,13.0
OzCC,0.0,3.0,1.0,5.0
Piedragorda,0.0,11.0,1.0,11.0
Hans-Herbert,0.0,19.0,4.0,13.0
KorbiN,1.0,20.0,0.0,8.0
Savag3d,0.0,12.0,3.0,13.0
TCromwell,1.0,15.0,0.0,6.0
DhArAnEsH_2,1.0,6.0,0.0,9.0
le_Auguste,0.0,2.0,0.0,7.0
Nenidon_Andriy,0.0,25.0,1.0,10.0
Lwazi_2004,,,,
locutoretauctor,0.0,10.0,3.0,15.0
fabadaba,0.0,10.0,2.0,14.0
KlugHorN,1.0,14.0,0.0,15.0
Forfun14,0.0,9.0,1.0,8.0
altanates,0.0,14.0,2.0,14.0
,0.0,0.0,0.0,0.0
xX_rE_Xx,0.0,7.0,1.0,5.0
AbcD7-34-6,2.0,10.0,0.0,10.0
Baba3287,1.0,12.0,0.0,11.0
al-si,5.0,29.0,0.0,10.0
mohammadadha,0.0,11.0,1.0,5.0
MAYAnk1234567,0.0,4.0,1.0,9.0
AlojzZ,0.0,13.0,1.0,16.0
NastiaBukastia,2.0,15.0,0.0,15.0
Rintu5123,0.0,2.0,1.0,4.0
Jedlja,1.0,8.0,0.0,4.0
As362883ishsuwjgsiqj,0.0,8.0,1.0,15.0
kazjem,0.0,0.0,1.0,1.0
Chading18,5.0,11.0,0.0,13.0
Suma28,1.0,11.0,0.0,10.0
ashi100,2.0,2.0,0.0,3.0
Gashirov,0.0,0.0,3.0,3.0
Enkhtuyash,2.0,11.0,0.0,11.0
angelikat2000,4.0,12.0,0.0,13.0
dantealopez,0.0,15.0,2.0,13.0
arttt16,0.0,9.0,1.0,9.0
,0.0,0.0,0.0,0.0
wagslep,0.0,17.0,2.0,7.0
WingMate,1.0,10.0,0.0,11.0
SugaChessKing,1.0,11.0,0.0,10.0
iogr,0.0,13.0,1.0,9.0
santanasevla,0.0,9.0,2.0,8.0
ArchimedesSI,1.0,6.0,0.0,6.0
oiler91,2.0,12.0,0.0,8.0
batlipella,0.0,8.0,1.0,8.0
Ljusetsbonde,0.0,9.0,2.0,14.0
parvardegar,0.0,16.0,3.0,13.0
Niketook,1.0,13.0,0.0,10.0
MazwakheDD,3.0,8.0,0.0,9.0
jakartafinestplayaz,0.0,10.0,2.0,14.0
juaninf,0.0,16.0,1.0,11.0
