user_id,user_blitz_rating,user_win_rate,user_lose_rate,user_draw_rate,user_game_count,user_black_win_rate,user_black_lose_rate,user_black_draw_rate,user_black_game_count,user_rating_deviation,user_op,game_result,op_rating_deviation,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
TopRamenUSA,2004.0,44.0,51.0,5.0,100.0,40.38461538461539,51.92307692307693,7.6923076923076925,52.0,45.76,Edmoundo,1,45.07,47.0,50.0,3.0,100.0
Rettcar,1266.0,57.0,41.0,1.0,100.0,58.82352941176471,39.21568627450981,1.96078431372549,51.0,45.0,qwessa5,1,45.1,44.0,53.0,3.0,100.0
Oceanblue32,1245.0,49.0,49.0,2.0,100.0,44.0,54.0,2.0,50.0,56.94,ArtiMason,-1,45.07,45.0,46.0,9.0,100.0
hiammagii,1110.0,49.0,49.0,2.0,100.0,46.0,50.0,4.0,50.0,74.39,,1,500.0,0.0,0.0,0.0,0.0
nOOb_2-O,1414.0,48.0,50.0,2.0,100.0,52.0,46.0,2.0,50.0,45.83,nightwinga5757,-1,106.87,55.0,44.0,0.0,27.0
MarcosMiguel2012,1099.0,35.0,58.0,6.0,93.0,31.25,58.333333333333336,10.416666666666668,48.0,92.75,,0,500.0,0.0,0.0,0.0,0.0
hadesin,2379.0,46.0,44.0,10.0,100.0,39.58333333333333,56.25,4.166666666666666,48.0,45.02,onthewaygm,-1,45.04,51.0,39.0,10.0,100.0
Mariwombat,789.0,22.0,66.0,12.0,100.0,18.75,75.0,6.25,32.0,155.41,KonstantinKalish,1,86.52,23.0,71.0,4.0,63.0
Damarin86,1321.0,40.0,56.0,4.0,100.0,40.38461538461539,51.92307692307693,7.6923076923076925,52.0,47.14,olivier29200,-1,500.0,0.0,0.0,0.0,0.0
lokival,1854.0,62.0,36.0,2.0,100.0,52.94117647058824,45.09803921568628,1.96078431372549,51.0,103.72,,1,500.0,0.0,0.0,0.0,0.0
Mickey1918,1854.0,44.0,50.0,6.0,100.0,41.17647058823529,52.94117647058824,5.88235294117647,51.0,88.41,AResad,1,136.1,53.0,45.0,2.0,100.0
stlbucket,1896.0,43.0,56.0,1.0,100.0,37.25490196078432,62.74509803921568,0.0,51.0,45.01,Rokki,-1,45.01,49.0,50.0,1.0,100.0
Asilmirjen,1080.0,36.0,52.0,10.0,57.0,57.89473684210527,36.84210526315789,5.263157894736842,19.0,65.3,OzCC,-1,104.59,0.0,0.0,0.0,0.0
ChessPlayerUSSR,2228.0,50.0,43.0,7.0,100.0,48.0,48.0,4.0,50.0,45.1,Piedragorda,1,45.23,55.0,39.0,6.0,100.0
Alphavite,1797.0,43.0,52.0,5.0,100.0,42.85714285714285,55.10204081632652,2.0408163265306123,49.0,48.3,Hans-Herbert,-1,100.4,69.0,26.0,5.0,100.0
trompsk,2370.0,43.0,53.0,4.0,100.0,57.14285714285714,42.85714285714285,0.0,49.0,45.01,KorbiN,-1,45.0,56.0,32.0,11.0,100.0
SarkarRajAS,1125.0,50.0,46.0,4.0,100.0,37.5,50.0,12.5,32.0,48.68,Savag3d,1,45.16,40.0,57.0,2.0,100.0
Choc-Mint-Chip,2580.0,34.0,56.0,9.0,100.0,35.294117647058826,56.86274509803921,7.84313725490196,51.0,47.59,TCromwell,1,45.03,51.0,41.0,8.0,100.0
Anastasia_wa,1339.0,40.0,56.0,3.0,100.0,43.75,54.16666666666666,2.083333333333333,48.0,47.53,DhArAnEsH_2,-1,65.17,56.0,39.0,4.0,100.0
wezisendama,1224.0,50.0,50.0,0.0,6.0,42.5,55.00000000000001,2.5,40.0,122.65,le_Auguste,-1,156.42,0.0,0.0,0.0,0.0
Mavi_Alpha,2580.0,57.0,36.0,6.0,100.0,62.74509803921568,33.33333333333333,3.92156862745098,51.0,45.31,Nenidon_Andriy,1,45.0,51.0,35.0,14.0,100.0
SaSeg,2487.0,48.0,43.0,9.0,100.0,46.93877551020408,48.97959183673469,4.081632653061225,49.0,45.39,Lwazi_2004,-1,0.0,0.0,0.0,0.0,0.0
spielbrecher,1814.0,59.0,39.0,2.0,100.0,56.00000000000001,44.0,0.0,50.0,246.47,locutoretauctor,1,0.0,42.0,50.0,8.0,100.0
crazydiamond88,1802.0,36.0,54.0,10.0,100.0,47.91666666666667,45.83333333333333,6.25,48.0,176.93,fabadaba,1,500.0,0.0,0.0,0.0,0.0
Mujer21,1176.0,50.0,48.0,2.0,100.0,52.0,46.0,2.0,50.0,45.0,KlugHorN,1,45.08,49.0,46.0,5.0,100.0
Yazan_Alqadi,1619.0,50.0,49.0,1.0,100.0,35.294117647058826,62.74509803921568,1.96078431372549,51.0,106.01,Forfun14,1,81.26,50.0,50.0,0.0,66.0
Saltanunc,1438.0,46.0,49.0,5.0,100.0,44.0,56.00000000000001,0.0,50.0,46.91,altanates,-1,45.01,42.0,52.0,6.0,100.0
Mr3berk4,1596.0,42.0,52.0,6.0,100.0,38.0,57.99999999999999,4.0,50.0,48.72,,1,500.0,0.0,0.0,0.0,0.0
warrik2,1156.0,50.0,50.0,0.0,6.0,48.93617021276596,48.93617021276596,2.127659574468085,47.0,63.75,xX_rE_Xx,-1,125.39,0.0,0.0,0.0,0.0
C2H5OH3,2376.0,39.0,56.0,5.0,100.0,40.0,54.0,6.0,50.0,45.03,AbcD7-34-6,1,45.04,57.0,34.0,8.0,100.0
A972,1176.0,52.0,47.0,1.0,100.0,64.58333333333334,35.41666666666667,0.0,48.0,45.03,Baba3287,-1,45.06,54.0,44.0,2.0,100.0
jotawatt,1638.0,23.0,72.0,5.0,100.0,18.367346938775512,79.59183673469387,2.0408163265306123,49.0,45.06,al-si,-1,45.15,81.0,14.0,5.0,100.0
SiusBunga,2237.0,57.0,35.0,7.0,100.0,60.0,36.0,4.0,50.0,45.11,mohammadadha,1,92.8,63.0,36.0,0.0,57.0
amarjith2,945.0,44.0,55.0,1.0,100.0,45.83333333333333,54.16666666666666,0.0,48.0,45.11,MAYAnk1234567,-1,45.15,37.0,62.0,1.0,100.0
ThePlagueDoctor01,2223.0,35.0,57.0,7.0,100.0,31.37254901960784,64.70588235294117,3.92156862745098,51.0,45.12,AlojzZ,1,45.11,53.0,46.0,1.0,100.0
secretaccounthabibi,2639.0,50.0,42.0,8.0,100.0,44.0,50.0,6.0,50.0,45.05,NastiaBukastia,1,45.11,46.0,46.0,8.0,100.0
malamarea,1223.0,48.0,49.0,3.0,100.0,43.75,52.083333333333336,4.166666666666666,48.0,46.05,Rintu5123,-1,69.94,34.0,65.0,0.0,26.0
rednivrug15,1585.0,42.0,53.0,3.0,84.0,22.641509433962263,75.47169811320755,1.8867924528301887,53.0,45.62,Jedlja,0,45.36,56.0,37.0,6.0,100.0
nikmal_ft,1408.0,48.0,50.0,2.0,100.0,41.50943396226416,54.71698113207547,3.7735849056603774,53.0,47.38,As362883ishsuwjgsiqj,-1,45.0,54.0,40.0,6.0,100.0
TarasDina,749.0,41.0,50.0,9.0,100.0,40.0,49.09090909090909,10.909090909090908,55.0,49.82,kazjem,1,293.34,0.0,0.0,0.0,0.0
mf_pizz,1314.0,56.0,42.0,2.0,100.0,55.55555555555556,44.44444444444444,0.0,54.0,46.51,Chading18,-1,45.15,49.0,48.0,3.0,100.0
MartInPlus2,2397.0,49.0,41.0,10.0,100.0,41.17647058823529,37.25490196078432,21.568627450980397,51.0,45.03,Suma28,-1,45.06,56.0,39.0,5.0,100.0
DipDen,1189.0,48.0,46.0,6.0,100.0,46.93877551020408,48.97959183673469,4.081632653061225,49.0,45.38,ashi100,1,118.7,44.0,55.0,0.0,9.0
john2025,954.0,10.0,90.0,0.0,30.0,30.18867924528302,66.0377358490566,3.7735849056603774,53.0,183.23,Gashirov,1,277.04,0.0,0.0,0.0,0.0
Mazhad,1047.0,46.0,49.0,5.0,100.0,48.0,44.0,8.0,50.0,45.37,Enkhtuyash,-1,45.0,50.0,46.0,4.0,100.0
shahram1928,1405.0,51.0,49.0,0.0,100.0,55.10204081632652,44.89795918367347,0.0,49.0,45.03,angelikat2000,-1,45.2,48.0,51.0,1.0,100.0
camenj,2026.0,47.0,51.0,2.0,100.0,50.0,46.15384615384615,3.8461538461538463,52.0,45.1,dantealopez,-1,45.02,48.0,47.0,5.0,100.0
budderl,1864.0,53.0,46.0,1.0,100.0,50.98039215686274,47.05882352941176,1.96078431372549,51.0,90.36,arttt16,1,96.58,53.0,39.0,8.0,100.0
uglygram,1202.0,45.0,48.0,7.0,100.0,42.5531914893617,53.191489361702125,4.25531914893617,47.0,45.03,,-1,500.0,0.0,0.0,0.0,0.0
CK_1886,2369.0,35.0,61.0,4.0,100.0,26.53061224489796,67.3469387755102,6.122448979591836,49.0,45.2,wagslep,1,45.06,49.0,45.0,6.0,100.0
r2d2w2,2252.0,52.0,45.0,3.0,100.0,48.97959183673469,46.93877551020408,4.081632653061225,49.0,45.01,WingMate,-1,45.11,50.0,43.0,7.0,100.0
Denis280110,2214.0,56.0,37.0,6.0,100.0,57.692307692307686,36.53846153846153,5.769230769230769,52.0,45.54,SugaChessKing,-1,45.86,46.0,48.0,6.0,100.0
capy_chess777,1413.0,42.0,57.0,0.0,100.0,40.42553191489361,57.44680851063831,2.127659574468085,47.0,45.07,iogr,-1,45.02,56.0,43.0,0.0,100.0
shuuichitoicho,1091.0,56.0,41.0,3.0,100.0,59.61538461538461,38.46153846153847,1.9230769230769231,52.0,46.43,santanasevla,-1,45.47,50.0,42.0,8.0,100.0
Magnus40,1838.0,49.0,50.0,1.0,100.0,46.42857142857143,50.0,3.571428571428571,56.0,62.83,ArchimedesSI,1,174.32,45.0,45.0,9.0,33.0
Batu48,1184.0,46.0,53.0,1.0,100.0,36.0,62.0,2.0,50.0,45.02,oiler91,1,45.04,47.0,47.0,6.0,100.0
Javpine597,2251.0,56.0,41.0,3.0,100.0,52.94117647058824,43.13725490196079,3.92156862745098,51.0,49.14,batlipella,1,45.39,40.0,57.0,2.0,100.0
VoroninNikita,2058.0,61.0,34.0,3.0,78.0,50.0,41.66666666666667,8.333333333333332,48.0,56.12,Ljusetsbonde,1,45.18,53.0,44.0,3.0,100.0
RaphaelTraining1,1554.0,35.0,61.0,4.0,100.0,28.26086956521739,69.56521739130434,2.1739130434782608,46.0,98.43,parvardegar,-1,45.01,41.0,59.0,0.0,100.0
Tanuj_purswani,1113.0,45.0,45.0,10.0,100.0,45.28301886792453,45.28301886792453,9.433962264150944,53.0,45.32,Niketook,-1,45.47,56.0,42.0,2.0,100.0
Amuuu,2041.0,43.0,54.0,3.0,100.0,45.09803921568628,49.01960784313725,5.88235294117647,51.0,45.08,MazwakheDD,-1,45.32,44.0,50.0,6.0,100.0
TimAstier,2260.0,75.0,17.0,6.0,87.0,55.319148936170215,31.91489361702128,12.76595744680851,47.0,45.05,jakartafinestplayaz,1,45.01,40.0,55.0,5.0,100.0
Chip113,1435.0,52.0,45.0,3.0,100.0,58.82352941176471,37.25490196078432,3.92156862745098,51.0,45.1,juaninf,0,45.01,54.0,42.0,4.0,100.0
yagizegecelep,673.0,15.0,85.0,0.0,20.0,10.0,90.0,0.0,10.0,83.66,elifsuunaldi,-1,233.45,0.0,66.0,33.0,3.0
resolute-rook,1382.0,50.0,47.0,3.0,100.0,42.0,54.0,4.0,50.0,45.0,stracca,-1,45.02,47.0,47.0,6.0,100.0
DIBO,2220.0,44.0,54.0,2.0,100.0,39.21568627450981,56.86274509803921,3.92156862745098,51.0,45.0,Robo46,-1,45.18,49.0,47.0,4.0,100.0
poseidon2121,2081.0,48.0,50.0,2.0,100.0,44.0,54.0,2.0,50.0,46.05,ypunch67,-1,45.0,38.0,54.0,8.0,100.0
Punno22,1400.0,49.0,47.0,4.0,100.0,51.06382978723404,44.680851063829785,4.25531914893617,47.0,45.0,AndyBFO,-1,45.18,55.0,43.0,2.0,100.0
MarkG514,967.0,45.0,48.0,7.0,100.0,45.09803921568628,43.13725490196079,11.76470588235294,51.0,45.0,GSV-13,1,45.08,55.0,44.0,1.0,100.0
a74bh,1252.0,47.0,44.0,9.0,100.0,42.30769230769231,48.07692307692308,9.615384615384617,52.0,45.1,Abdul7y,0,110.88,20.0,60.0,20.0,10.0
jack_be_nimble,1447.0,53.0,46.0,1.0,100.0,50.98039215686274,49.01960784313725,0.0,51.0,45.05,pemocli,-1,45.05,49.0,48.0,3.0,100.0
sapphire_phoenix,2768.0,46.0,39.0,15.0,100.0,38.775510204081634,42.85714285714285,18.367346938775512,49.0,47.4,Manya2708,-1,47.97,0.0,0.0,0.0,0.0
NISMEC,869.0,15.0,79.0,6.0,100.0,14.000000000000002,78.0,8.0,50.0,45.01,Eliolhenry,-1,45.14,51.0,46.0,3.0,100.0
NothinghamLace,1479.0,41.0,54.0,5.0,100.0,34.0,62.0,4.0,50.0,45.46,gimon10,-1,51.34,49.0,48.0,3.0,100.0
ignatiushorreili,2252.0,43.0,52.0,5.0,100.0,48.0,46.0,6.0,50.0,45.0,fidelmaxi1,1,45.02,51.0,45.0,4.0,100.0
Mudrovfedor,2292.0,48.0,43.0,9.0,100.0,56.00000000000001,40.0,4.0,50.0,45.0,MusieRosario,-1,45.22,52.0,42.0,4.0,70.0
sathism,1029.0,50.0,49.0,1.0,100.0,38.46153846153847,59.61538461538461,1.9230769230769231,52.0,46.08,LupitaRL,1,45.08,51.0,45.0,4.0,100.0
sergeititkov,2247.0,39.0,54.0,7.0,100.0,32.0,64.0,4.0,50.0,45.09,Aaahhh67,1,45.05,37.0,59.0,4.0,100.0
Tiopujio,1968.0,51.0,36.0,13.0,100.0,48.0,42.0,10.0,50.0,45.42,brakinggnus,1,45.0,44.0,52.0,4.0,100.0
Renatobaca,1875.0,41.0,59.0,0.0,100.0,36.0,64.0,0.0,50.0,45.45,milailda,1,76.4,48.0,39.0,12.0,33.0
Kolonel007,1035.0,18.0,81.0,1.0,100.0,36.17021276595745,63.82978723404256,0.0,47.0,45.79,Oleksiy_Romanovych,-1,130.64,46.0,53.0,0.0,13.0
TommoX,1075.0,63.0,36.0,0.0,57.0,46.15384615384615,53.84615384615385,0.0,52.0,62.46,Nikolay9999,1,67.5,0.0,0.0,0.0,0.0
ereid07,953.0,50.0,50.0,0.0,6.0,40.0,54.0,6.0,50.0,120.04,Luth29,1,45.83,35.0,50.0,14.0,42.0
Krivitskiy_Aleksandr,2382.0,49.0,39.0,12.0,100.0,50.98039215686274,39.21568627450981,9.803921568627452,51.0,46.74,fell_in_love,1,54.55,46.0,43.0,11.0,100.0
pvapva,1909.0,47.0,48.0,5.0,100.0,50.0,42.0,8.0,50.0,46.98,lustigerBauer,1,45.98,56.0,40.0,3.0,100.0
miki_train,2605.0,46.0,46.0,8.0,100.0,34.0,57.99999999999999,8.0,50.0,45.51,,1,500.0,0.0,0.0,0.0,0.0
HUGOS01,1392.0,46.0,50.0,4.0,100.0,38.0,56.00000000000001,6.0,50.0,47.35,Mikachu82,-1,45.05,51.0,43.0,6.0,100.0
Doctor_check_99,2604.0,46.0,43.0,11.0,100.0,58.333333333333336,31.25,10.416666666666668,48.0,45.19,lindenice,1,45.06,52.0,35.0,13.0,100.0
yuri_9090,1460.0,56.0,42.0,2.0,100.0,52.0,46.0,2.0,50.0,45.02,Akzhan-87,-1,52.39,19.0,79.0,2.0,100.0
Lanc39,2054.0,44.0,51.0,5.0,100.0,46.93877551020408,44.89795918367347,8.16326530612245,49.0,45.23,merluret32,1,45.05,56.0,39.0,4.0,100.0
soupdoyou,1476.0,47.0,41.0,11.0,51.0,52.72727272727272,41.81818181818181,5.454545454545454,55.0,106.09,AnandMahajan,-1,105.06,50.0,41.0,9.0,100.0
zamboni-69,1940.0,46.0,52.0,2.0,100.0,54.0,44.0,2.0,50.0,46.87,,1,500.0,0.0,0.0,0.0,0.0
the_amirhossein,975.0,25.0,62.0,12.0,24.0,48.0,44.0,8.0,50.0,80.64,RedNosede,-1,45.18,41.0,59.0,0.0,100.0
Movaro,1104.0,50.0,49.0,1.0,100.0,46.93877551020408,51.02040816326531,2.0408163265306123,49.0,46.35,Tomster123,-1,45.02,50.0,46.0,4.0,100.0
Gabrielguerrero1,1080.0,39.0,59.0,2.0,100.0,43.47826086956522,43.47826086956522,13.043478260869565,46.0,62.16,,0,500.0,0.0,0.0,0.0,0.0
quentin87,1802.0,45.0,52.0,3.0,100.0,35.41666666666667,58.333333333333336,6.25,48.0,45.0,irokez33,1,45.18,44.0,46.0,10.0,100.0
BertiJones,1522.0,50.0,49.0,1.0,100.0,44.230769230769226,55.76923076923077,0.0,52.0,47.76,NomadRook,1,45.11,44.0,47.0,9.0,100.0
SuperLoop,2541.0,54.0,40.0,6.0,100.0,45.83333333333333,43.75,10.416666666666668,48.0,49.71,LeonidStein24,-1,60.91,0.0,0.0,0.0,0.0
TarekElhanafy,1050.0,44.0,51.0,5.0,100.0,46.0,46.0,8.0,50.0,45.95,REKATREDNU,1,53.62,33.0,66.0,0.0,18.0
emirchess7,1367.0,47.0,51.0,2.0,100.0,44.0,54.0,2.0,50.0,45.21,RustLee,-1,45.03,42.0,54.0,4.0,100.0
petergo,2448.0,52.0,41.0,7.0,100.0,46.93877551020408,44.89795918367347,8.16326530612245,49.0,45.02,Chessplayerspb,-1,144.52,70.0,30.0,0.0,30.0
burekmentolov,1470.0,47.0,52.0,1.0,100.0,44.89795918367347,55.10204081632652,0.0,49.0,46.57,cooldzr,1,45.36,57.0,41.0,1.0,100.0
Pranjul96,1815.0,37.0,59.0,4.0,100.0,28.000000000000004,70.0,2.0,50.0,166.74,GodsonChad,1,121.41,28.0,70.0,2.0,100.0
hanc26,1164.0,47.0,46.0,7.0,100.0,39.21568627450981,54.90196078431373,5.88235294117647,51.0,45.34,arve83,-1,45.15,48.0,44.0,8.0,100.0
Morrelo,2351.0,50.0,45.0,5.0,100.0,44.89795918367347,53.06122448979592,2.0408163265306123,49.0,45.07,darkda3mon,1,45.03,41.0,51.0,8.0,100.0
jeromeovich,2580.0,40.0,60.0,0.0,15.0,36.0,52.0,12.0,50.0,46.26,masearatti999,1,69.52,50.0,33.0,17.0,100.0
robychess,2528.0,42.0,47.0,11.0,100.0,43.13725490196079,43.13725490196079,13.725490196078432,51.0,45.34,Jedidiah932,1,45.17,48.0,50.0,2.0,100.0
bonaventure23,1398.0,43.0,45.0,12.0,100.0,48.97959183673469,32.6530612244898,18.367346938775512,49.0,45.03,WYZmo,-1,45.76,53.0,47.0,0.0,100.0
Favas123,1202.0,0.0,100.0,0.0,3.0,37.5,60.41666666666666,2.083333333333333,48.0,102.68,night471,-1,84.94,33.0,66.0,0.0,9.0
Socioaldeano,1074.0,56.0,42.0,1.0,100.0,62.5,37.5,0.0,48.0,45.0,galillio,-1,63.7,75.0,21.0,3.0,99.0
zahidenevval,1432.0,40.0,60.0,0.0,100.0,38.775510204081634,57.14285714285714,4.081632653061225,49.0,51.75,Ercangiresun,1,45.01,57.0,37.0,5.0,100.0
tashkentka,2115.0,44.0,51.0,5.0,100.0,36.0,60.0,4.0,50.0,45.03,Mansour_G1988,-1,45.19,46.0,43.0,11.0,100.0
mahmoud_abdellatif,1059.0,46.0,48.0,6.0,100.0,42.85714285714285,48.97959183673469,8.16326530612245,49.0,45.6,Glardhamion,-1,45.02,49.0,50.0,1.0,100.0
astute1982,2270.0,47.0,52.0,1.0,100.0,54.0,44.0,2.0,50.0,45.05,Alexandr_212,-1,45.36,56.0,38.0,6.0,100.0
GoodChessPlayer3,2111.0,41.0,49.0,10.0,100.0,37.735849056603776,47.16981132075472,15.09433962264151,53.0,45.43,ladyrose1,-1,70.62,60.0,27.0,13.0,100.0
TRafil291,2105.0,44.0,48.0,8.0,100.0,46.93877551020408,42.85714285714285,10.20408163265306,49.0,45.28,monsienne,1,51.31,0.0,0.0,0.0,0.0
BiblerKlewin,2498.0,48.0,38.0,14.0,100.0,48.0,38.0,14.000000000000002,50.0,45.94,Sarhane87,1,45.02,28.0,60.0,11.0,100.0
Tima1939,753.0,33.0,55.0,11.0,54.0,28.57142857142857,66.66666666666666,4.761904761904762,21.0,89.24,AlexanderSkripnik,1,227.12,0.0,100.0,0.0,3.0
ChinmayShibuKumar,1785.0,40.0,44.0,16.0,75.0,37.142857142857146,57.14285714285714,5.714285714285714,35.0,61.08,ZangarbeK_1,1,138.23,0.0,100.0,0.0,3.0
Ioveeelyyy,1672.0,41.0,59.0,0.0,100.0,38.18181818181819,56.36363636363636,5.454545454545454,55.0,56.43,jcuevaglosalamosedup,-1,215.36,33.0,64.0,3.0,100.0
Kamikaze0w0,1032.0,44.0,54.0,2.0,100.0,44.89795918367347,53.06122448979592,2.0408163265306123,49.0,52.38,Chessminatorator69,-1,71.11,66.0,22.0,11.0,54.0
Ahmedoo542,1400.0,47.0,52.0,1.0,100.0,38.775510204081634,61.224489795918366,0.0,49.0,45.32,Kik208,-1,45.48,50.0,45.0,5.0,100.0
Egor_Vladimirovich,2504.0,61.0,36.0,3.0,100.0,56.86274509803921,41.17647058823529,1.96078431372549,51.0,45.66,NubikfromEkat,1,45.28,37.0,57.0,5.0,100.0
DemonDegroit,1250.0,54.0,45.0,1.0,100.0,52.0,48.0,0.0,50.0,45.23,Tuxus,1,45.07,51.0,43.0,6.0,100.0
Kjetil_Lie80,2655.0,55.0,31.0,14.0,100.0,51.92307692307693,32.69230769230769,15.384615384615383,52.0,45.48,titanshahmat2003,1,45.27,61.0,33.0,6.0,100.0
relet,1290.0,42.0,54.0,4.0,100.0,42.0,54.0,4.0,50.0,45.23,antro10,-1,45.07,46.0,50.0,4.0,100.0
Jugadordebil,2396.0,40.0,52.0,8.0,100.0,38.0,54.0,8.0,50.0,45.12,sergned,1,45.0,43.0,54.0,3.0,100.0
EljuanGG,1387.0,45.0,50.0,5.0,100.0,47.05882352941176,47.05882352941176,5.88235294117647,51.0,46.47,Jemiiiiiii,1,45.27,56.0,43.0,1.0,100.0
Ahmedebrahim2,1169.0,48.0,50.0,2.0,100.0,47.91666666666667,50.0,2.083333333333333,48.0,45.26,Pluto450,0,45.07,40.0,56.0,3.0,100.0
Invitari,1074.0,0.0,0.0,100.0,3.0,40.81632653061224,48.97959183673469,10.20408163265306,49.0,91.51,hadriantico,1,88.63,40.0,60.0,0.0,15.0
Bardyk01,2686.0,62.0,28.0,10.0,100.0,51.02040816326531,38.775510204081634,10.20408163265306,49.0,46.36,THE_KILLER1,1,45.38,54.0,43.0,3.0,100.0
royzmanalex,1942.0,41.0,56.0,3.0,100.0,43.13725490196079,54.90196078431373,1.96078431372549,51.0,60.09,siga1,1,48.85,35.0,65.0,0.0,100.0
JayPi4c,1571.0,59.0,37.0,4.0,100.0,60.0,38.0,2.0,50.0,118.23,Diviacus,1,169.3,47.0,50.0,3.0,100.0
Gibbous64,1888.0,45.0,52.0,3.0,100.0,45.09803921568628,54.90196078431373,0.0,51.0,45.08,Dostojewskij,-1,45.06,41.0,55.0,4.0,100.0
larolarolang,2257.0,39.0,55.0,6.0,100.0,33.33333333333333,60.78431372549019,5.88235294117647,51.0,45.19,ThorButtucks,-1,45.02,46.0,49.0,5.0,100.0
mikhailtal20100,2452.0,40.0,48.0,12.0,100.0,33.33333333333333,49.01960784313725,17.647058823529413,51.0,48.01,flo50,1,45.08,49.0,45.0,6.0,100.0
amigo-sa,2361.0,56.0,36.0,8.0,100.0,47.05882352941176,47.05882352941176,5.88235294117647,51.0,45.0,Porgy,1,45.12,43.0,51.0,6.0,100.0
Hpsk,1840.0,46.0,47.0,7.0,100.0,46.93877551020408,44.89795918367347,8.16326530612245,49.0,45.01,Ahmed_king3,1,45.11,38.0,60.0,2.0,100.0
dactin,722.0,46.0,44.0,10.0,100.0,43.13725490196079,47.05882352941176,9.803921568627452,51.0,45.1,Ahomuz,1,50.07,32.0,66.0,2.0,100.0
renzonx,1018.0,39.0,54.0,7.0,100.0,35.41666666666667,58.333333333333336,6.25,48.0,45.01,JLS85,0,46.92,35.0,56.0,9.0,100.0
Shahed1448,1099.0,49.0,48.0,3.0,100.0,44.89795918367347,51.02040816326531,4.081632653061225,49.0,45.01,Incorrigiblefires,-1,45.13,50.0,44.0,6.0,100.0
hamsini1,1012.0,46.0,53.0,0.0,84.0,36.0,60.0,4.0,50.0,48.29,kimyaci-61,1,74.09,0.0,0.0,0.0,0.0
bored_billionaire,1482.0,40.0,60.0,0.0,30.0,41.46341463414634,53.65853658536586,4.878048780487805,41.0,45.37,pato_2019,1,86.91,0.0,0.0,0.0,0.0
blackwood87,1227.0,53.0,43.0,4.0,100.0,46.15384615384615,48.07692307692308,5.769230769230769,52.0,45.1,grregorio,0,45.33,55.0,42.0,3.0,100.0
Sedoi-1963,2022.0,48.0,39.0,13.0,100.0,44.0,42.0,14.000000000000002,50.0,45.12,Dato11,0,45.0,49.0,43.0,8.0,100.0
nigtking,1429.0,51.0,44.0,5.0,100.0,39.21568627450981,54.90196078431373,5.88235294117647,51.0,45.0,Connemara14,-1,45.05,43.0,56.0,0.0,100.0
Vadim1935,2024.0,47.0,53.0,0.0,100.0,50.98039215686274,49.01960784313725,0.0,51.0,45.01,benyoussefchedli,1,45.09,54.0,44.0,2.0,100.0
GeorgeSteiner,1919.0,46.0,49.0,5.0,100.0,50.98039215686274,41.17647058823529,7.84313725490196,51.0,45.28,dallap,0,57.28,41.0,52.0,7.0,100.0
ajcortez,1366.0,42.0,56.0,1.0,100.0,24.489795918367346,75.51020408163265,0.0,49.0,54.2,petitziya,1,45.67,30.0,69.0,1.0,100.0
ASHOKSAWNA,1124.0,50.0,50.0,0.0,18.0,44.680851063829785,55.319148936170215,0.0,47.0,45.78,HisamiTouji,-1,68.44,0.0,0.0,0.0,0.0
jacobk17,2298.0,52.0,39.0,9.0,100.0,46.0,48.0,6.0,50.0,45.04,a939203,-1,54.03,58.0,41.0,0.0,51.0
Karteus,2366.0,46.0,47.0,7.0,100.0,40.0,52.0,8.0,50.0,45.04,Maxpch2188,-1,49.7,47.0,49.0,4.0,100.0
Jedoneration,1834.0,50.0,45.0,5.0,100.0,46.15384615384615,50.0,3.8461538461538463,52.0,58.98,Zenathan-A,1,131.13,0.0,0.0,0.0,0.0
jatin16yo,868.0,41.0,50.0,8.0,36.0,50.0,50.0,0.0,8.0,93.08,tisvak,-1,45.2,48.0,44.0,8.0,100.0
Sarpeed,1126.0,43.0,54.0,3.0,100.0,46.0,52.0,2.0,50.0,45.02,Kanskje_meg,0,45.42,53.0,39.0,8.0,100.0
pphani,1455.0,43.0,52.0,5.0,100.0,40.81632653061224,55.10204081632652,4.081632653061225,49.0,45.4,hammer_of_destiny,1,45.06,53.0,45.0,2.0,100.0
dryabchuk,1529.0,73.0,27.0,0.0,100.0,51.02040816326531,44.89795918367347,4.081632653061225,49.0,57.57,Prickly,-1,215.53,42.0,42.0,14.0,21.0
Gargarrag,1218.0,54.0,43.0,3.0,100.0,50.0,44.230769230769226,5.769230769230769,52.0,45.0,HuyHo132,-1,71.12,62.0,34.0,3.0,32.0
Daskevich,2641.0,56.0,40.0,3.0,100.0,51.92307692307693,44.230769230769226,3.8461538461538463,52.0,45.25,zyxon,1,45.77,43.0,46.0,10.0,90.0
Arabidopsisthaliana,1381.0,50.0,49.0,1.0,100.0,48.0,50.0,2.0,50.0,45.85,miladmosleh74,-1,45.03,45.0,49.0,6.0,100.0
beliviski,1842.0,0.0,100.0,0.0,3.0,46.80851063829788,51.06382978723404,2.127659574468085,47.0,53.35,Kirill25022012,1,47.35,0.0,0.0,0.0,0.0
Andriy2006,2604.0,60.0,40.0,0.0,15.0,47.05882352941176,39.21568627450981,13.725490196078432,51.0,48.22,Vostanin,-1,45.86,66.0,25.0,8.0,36.0
gefuehlter_FM,2802.0,65.0,27.0,8.0,100.0,62.0,30.0,8.0,50.0,46.67,Chepakh,1,45.35,45.0,51.0,4.0,100.0
