user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count
AT007338,955.0,22.0,63.0,13.0,66.0
Abhilash001,1352.0,49.0,45.0,6.0,100.0
SteamPwrdAereoPawns,1749.0,0.0,0.0,0.0,0.0
RAA74,1835.0,48.0,48.0,4.0,100.0
MIKAELW,997.0,0.0,0.0,0.0,0.0
IRMANDADE,1449.0,60.0,40.0,0.0,100.0
ObivanKenoby,1387.0,50.0,47.0,3.0,100.0
progyprog,1367.0,43.0,51.0,6.0,100.0
stalinic,1807.0,55.0,42.0,3.0,100.0
Caro-KannMindControl,1472.0,0.0,0.0,0.0,0.0
RRLLMM,1456.0,0.0,0.0,0.0,0.0
Capitano181,1747.0,45.0,54.0,1.0,100.0
MarceloBielsa33,1776.0,54.0,42.0,4.0,100.0
rghrck,1798.0,50.0,48.0,2.0,100.0
Bruncvik,1859.0,0.0,0.0,0.0,0.0
Soham_Kulthe,1382.0,0.0,0.0,0.0,0.0
pitagorin7,1274.0,52.0,41.0,7.0,100.0
simone_rgm,916.0,49.0,44.0,7.0,100.0
HighVariance,2439.0,44.0,48.0,7.0,81.0
AKS008,1956.0,46.0,47.0,7.0,100.0
Vlasov_Alekxandr,2504.0,63.0,35.0,2.0,100.0
viktor39,2000.0,52.0,40.0,8.0,100.0
at-oturtma,1092.0,37.0,62.0,0.0,24.0
HeKrOmAnT,2400.0,59.0,38.0,3.0,100.0
pbkttc,2509.0,62.0,28.0,10.0,100.0
aditivasudeva,1421.0,43.0,49.0,8.0,100.0
PatushanXD,939.0,0.0,0.0,0.0,0.0
Blabub,1610.0,0.0,0.0,0.0,0.0
Aisyahku,2333.0,0.0,0.0,0.0,0.0
heisenberg_59,1285.0,60.0,40.0,0.0,15.0
HaRrisoN_WellS_0,2267.0,0.0,0.0,0.0,0.0
rs61,1246.0,52.0,47.0,1.0,100.0
saharshamity,1351.0,46.0,54.0,0.0,100.0
Ali_Ardabili,1306.0,35.0,62.0,3.0,100.0
vishnu879,1084.0,50.0,48.0,2.0,100.0
koala122,2314.0,33.0,63.0,4.0,100.0
o7777,2164.0,45.0,49.0,6.0,100.0
BARBAROSALover,2043.0,41.0,54.0,5.0,100.0
soner_iu,2554.0,0.0,0.0,0.0,0.0
Wladi-71,619.0,47.0,53.0,0.0,100.0
ian_j,2515.0,42.0,50.0,8.0,100.0
czapus,1185.0,43.0,52.0,5.0,100.0
Karavaev74,1552.0,0.0,0.0,0.0,0.0
NAEEM600,1550.0,0.0,0.0,0.0,0.0
EykaScada,1077.0,45.0,52.0,3.0,100.0
chhota_bachha,2110.0,53.0,43.0,4.0,100.0
awdangit,941.0,33.0,63.0,3.0,90.0
ekn_ylcn,1279.0,48.0,52.0,0.0,100.0
Los5hermanos,2362.0,59.0,40.0,1.0,100.0
fox080,2299.0,28.0,56.0,15.0,96.0
DARCUAMIM,2228.0,30.0,70.0,0.0,100.0
SMi_1970,2270.0,49.0,38.0,13.0,100.0
biokompott,1978.0,47.0,42.0,11.0,100.0
wirsch,1192.0,49.0,49.0,2.0,100.0
Jesscalimag,1970.0,49.0,48.0,3.0,100.0
GCarbajal,975.0,12.0,83.0,5.0,100.0
Frizzelhautern,1404.0,50.0,45.0,5.0,100.0
davidjguillermo,1448.0,44.0,48.0,8.0,100.0
MemoRmz,1911.0,59.0,34.0,7.0,100.0
kabulos,1283.0,0.0,0.0,0.0,0.0
dylane33,2269.0,49.0,44.0,7.0,100.0
Aristotele73,790.0,0.0,0.0,0.0,0.0
polish_fighter,1846.0,21.0,78.0,0.0,69.0
KasarLooper,1235.0,42.0,57.0,0.0,100.0
jil1965,1254.0,52.0,45.0,3.0,100.0
levchikbullet,1500.0,0.0,0.0,0.0,0.0
Forestxxx,2224.0,45.0,45.0,9.0,99.0
YankeeDodson,2132.0,51.0,39.0,10.0,100.0
Bala79,1500.0,0.0,0.0,0.0,0.0
Moraya,1037.0,32.0,68.0,0.0,75.0
SoheiliM,1735.0,55.0,41.0,4.0,100.0
demarcuscousins,2512.0,55.0,33.0,11.0,54.0
G_krishnan,1422.0,55.0,43.0,2.0,100.0
greennight,2612.0,52.0,33.0,15.0,100.0
sereppy,2256.0,59.0,31.0,9.0,96.0
AndyBoehme,2264.0,38.0,51.0,11.0,100.0
Leopold12345,1342.0,46.0,52.0,2.0,100.0
Teddy-Teclebrhan,2438.0,44.0,39.0,17.0,100.0
qqwref,1424.0,51.0,49.0,0.0,100.0
Ishmael_in_Chess,1106.0,25.0,50.0,25.0,12.0
kahvitauko,2502.0,37.0,47.0,16.0,100.0
hot_dog_beast,2179.0,42.0,51.0,7.0,100.0
Mimma,2480.0,40.0,44.0,16.0,100.0
BanaleKralen,2569.0,33.0,59.0,8.0,100.0
Mohamed_AL_Shaqiri,2619.0,48.0,45.0,7.0,100.0
explosionbrainchess,2754.0,0.0,0.0,0.0,0.0
strided,1025.0,51.0,49.0,0.0,100.0
zehnebartar_club,2456.0,57.0,35.0,7.0,100.0
Emrey1lmaz,1160.0,56.0,43.0,1.0,100.0
ALONGUS,2314.0,68.0,28.0,4.0,100.0
fastblitzer_cgn,2217.0,49.0,42.0,9.0,100.0
alessandrocarvalhaes,1992.0,37.0,60.0,3.0,100.0
alshaib1962,1447.0,53.0,46.0,1.0,100.0
kars78,2325.0,44.0,47.0,9.0,100.0
Jf_The_Best,1540.0,8.0,90.0,2.0,100.0
IVRazor_MyJL,2099.0,56.0,34.0,10.0,100.0
kirillun1027,1182.0,48.0,45.0,6.0,33.0
IhmeSaataja,1951.0,46.0,49.0,5.0,100.0
Ssundee2130,1187.0,38.0,46.0,15.0,13.0
Lambo1966,2230.0,53.0,39.0,8.0,100.0
ie1,2654.0,36.0,57.0,6.0,100.0
ilpignatore07,2152.0,36.0,56.0,7.0,100.0
waterson_237,1020.0,0.0,100.0,0.0,3.0
Otxariturralde,1136.0,45.0,53.0,2.0,100.0
Andless_Feefle,1242.0,42.0,51.0,7.0,100.0
chesskose2842,2404.0,47.0,48.0,5.0,100.0
Markkut,1490.0,44.0,55.0,1.0,100.0
RatofNimh,1446.0,43.0,50.0,7.0,100.0
Vova5960,1087.0,38.0,56.0,6.0,100.0
Carta_Vetrata,1891.0,49.0,47.0,4.0,100.0
Kiskar,2670.0,45.0,45.0,9.0,33.0
shashankmis123,747.0,34.0,65.0,0.0,35.0
bad-brains,1800.0,28.0,71.0,0.0,21.0
anayagarwal2008,1331.0,46.0,46.0,6.0,90.0
ngibator2022,1201.0,59.0,40.0,1.0,100.0
datajunkie,2775.0,53.0,39.0,8.0,100.0
Lishadark,2001.0,50.0,46.0,4.0,100.0
Khwan7,840.0,24.0,76.0,0.0,100.0
Ms-MaNHaTTaN,2045.0,68.0,32.0,0.0,100.0
Z2cd3,1218.0,63.0,36.0,1.0,100.0
OhanyanEminChess,2745.0,68.0,25.0,6.0,96.0
XXiloop32,2400.0,35.0,55.0,10.0,100.0
in24,2342.0,45.0,46.0,9.0,100.0
Nocturnas,1157.0,42.0,55.0,3.0,100.0
shaurya1702,2107.0,62.0,28.0,9.0,100.0
Weak1Slow1,2328.0,37.0,56.0,6.0,100.0
BatmanBinSuparman,2212.0,46.0,49.0,5.0,100.0
jrpenteado,2030.0,43.0,51.0,6.0,100.0
BigCarl,1178.0,37.0,57.0,5.0,100.0
bob_tables,1092.0,0.0,0.0,0.0,0.0
millesabords,2031.0,42.0,53.0,5.0,100.0
cybermanic,1309.0,0.0,0.0,0.0,0.0
Utere,1579.0,41.0,51.0,8.0,100.0
AMIR-77777777,2316.0,56.0,36.0,8.0,100.0
iva182,2305.0,72.0,24.0,4.0,100.0
zeta2k,1431.0,0.0,0.0,0.0,0.0
lucasmaximus2,1808.0,0.0,0.0,0.0,0.0
Kaspa_nor,1755.0,45.0,48.0,7.0,100.0
Zsakk19,1137.0,50.0,48.0,2.0,100.0
slapduck,1174.0,54.0,43.0,3.0,100.0
ChessPlayer15346,1030.0,48.0,49.0,3.0,100.0
Ahm_EDbnd,916.0,25.0,62.0,12.0,8.0
DrMHJ,2187.0,49.0,43.0,8.0,100.0
Ebi2000,1887.0,0.0,0.0,0.0,0.0
LinconLuz,1531.0,66.0,32.0,2.0,100.0
EnvySmart,2585.0,66.0,27.0,7.0,100.0
damuero,1251.0,0.0,0.0,0.0,0.0
MMM005,1403.0,44.0,51.0,5.0,100.0
JG_NAV,2018.0,49.0,44.0,7.0,100.0
whataper,2217.0,49.0,44.0,7.0,100.0
serg54,1894.0,42.0,51.0,7.0,100.0
Grandpa70,1509.0,52.0,46.0,2.0,100.0
FuegoAbrumador,2667.0,54.0,39.0,7.0,100.0
DrFlagstein,2865.0,0.0,0.0,0.0,0.0
AladarProGT,2391.0,0.0,0.0,0.0,0.0
xeque60,1807.0,0.0,0.0,0.0,0.0
SuneSon,1306.0,30.0,60.0,10.0,90.0
Zeneval,1702.0,0.0,0.0,0.0,0.0
Yadu868,1583.0,0.0,0.0,0.0,0.0
lazzza_xx,1500.0,59.0,40.0,0.0,96.0
ValidAlekhine,2500.0,55.0,42.0,3.0,100.0
z2win,2298.0,51.0,47.0,2.0,100.0
Brenjos,2436.0,54.0,40.0,6.0,100.0
harolmonsalve,1426.0,45.0,50.0,5.0,100.0
gectiborunpazari,1150.0,40.0,55.0,5.0,100.0
blindfold_chess_7,955.0,37.0,62.0,0.0,24.0
miaowha,1634.0,48.0,38.0,14.0,100.0
hadeed,2197.0,41.0,50.0,9.0,100.0
quicksilver2,2446.0,40.0,49.0,11.0,100.0
venco_m,1518.0,55.0,45.0,0.0,100.0
Marea_Unire_1918,1961.0,47.0,47.0,4.0,63.0
vlh,1951.0,56.0,38.0,5.0,100.0
Arielchezz77,2243.0,50.0,50.0,0.0,18.0
plansugus,2605.0,47.0,43.0,10.0,100.0
NeverOFzero,2223.0,47.0,37.0,16.0,100.0
Nikk128,1628.0,50.0,50.0,0.0,10.0
lynus_kho,2436.0,52.0,44.0,4.0,100.0
Nebet,1886.0,25.0,75.0,0.0,12.0
EtPeVe,853.0,7.0,92.0,0.0,13.0
Juanjojjl,1822.0,44.0,52.0,4.0,100.0
BowleORice,1759.0,53.0,39.0,8.0,100.0
Ford_Crown_Vic,1154.0,0.0,0.0,0.0,0.0
bowbeforeme,1306.0,44.0,48.0,8.0,100.0
ZeruHmyz,2435.0,31.0,55.0,14.0,100.0
jonny0112,854.0,49.0,46.0,5.0,100.0
LolaIce,1638.0,41.0,55.0,4.0,100.0
Zambran,2460.0,51.0,43.0,6.0,100.0
vaishu3303,1029.0,0.0,0.0,0.0,0.0
Aladdinsalman,1384.0,51.0,47.0,2.0,100.0
A7nour73,1207.0,45.0,51.0,4.0,100.0
mo7karim,1297.0,51.0,46.0,3.0,100.0
DerSchachArzt,2356.0,38.0,54.0,8.0,100.0
Justin20140815,2038.0,57.0,36.0,6.0,100.0
Gennadiy300iq,1227.0,42.0,56.0,1.0,100.0
saam2022,2338.0,40.0,55.0,5.0,100.0
RolliI,1874.0,48.0,48.0,4.0,100.0
KING-BKD,2188.0,40.0,52.0,8.0,100.0
GPLuiS,1723.0,69.0,24.0,6.0,99.0
B0103232338,2433.0,37.0,50.0,12.0,24.0
himselfCaTaHa,1948.0,47.0,51.0,2.0,100.0
PESKI,1450.0,55.0,43.0,2.0,100.0
Curiosito,2008.0,50.0,40.0,10.0,30.0
HamedKolajei,944.0,42.0,54.0,4.0,100.0
Timur96,2211.0,41.0,53.0,6.0,100.0
Swissknight17,2172.0,0.0,0.0,0.0,0.0
Ticolv,1958.0,56.0,39.0,5.0,100.0
dmitrijiiiGM,2856.0,0.0,0.0,0.0,0.0
BbZ2018,1423.0,39.0,60.0,1.0,100.0
guile_mig,1434.0,42.0,57.0,0.0,21.0
TR3Z,1305.0,50.0,47.0,3.0,100.0
pawninthedawn,1173.0,53.0,43.0,4.0,100.0
Periostio,1990.0,52.0,47.0,1.0,100.0
Viktor37bulaew,1236.0,0.0,66.0,33.0,3.0
SashaMun,1506.0,57.0,40.0,2.0,100.0
C-6YXTbI-6APAXTbI,2234.0,41.0,49.0,10.0,100.0
Great1099,962.0,39.0,52.0,9.0,100.0
MightBeDecent,2663.0,47.0,41.0,12.0,100.0
auror4,1225.0,39.0,59.0,2.0,100.0
MasterBishop,2246.0,40.0,53.0,7.0,100.0
alexeishmidt,1182.0,43.0,55.0,2.0,100.0
AnatraCubista,1506.0,0.0,0.0,0.0,0.0
fenixwolf9104,1997.0,46.0,49.0,5.0,100.0
EGORZEMLIANOV,822.0,41.0,56.0,2.0,100.0
AWildAccountant,1756.0,45.0,52.0,3.0,100.0
julianomagnus,1237.0,52.0,45.0,3.0,100.0
osprey7,2304.0,45.0,48.0,7.0,100.0
Wolf6666,1336.0,18.0,82.0,0.0,100.0
Massimissa50,1913.0,50.0,47.0,3.0,100.0
HrayrArm,1784.0,60.0,30.0,10.0,10.0
mesterseen,2421.0,39.0,55.0,6.0,100.0
pacman1354,2510.0,63.0,31.0,5.0,57.0
marcomira,1303.0,51.0,45.0,4.0,100.0
vania457,2322.0,48.0,46.0,6.0,100.0
Digitaldreamer,2167.0,52.0,44.0,4.0,100.0
harsha15,2617.0,82.0,14.0,4.0,100.0
vlad_thechesslover,2463.0,44.0,55.0,1.0,100.0
TheChessMate2018,2074.0,0.0,100.0,0.0,6.0
mortpal,1405.0,62.0,35.0,3.0,100.0
Devdev,1245.0,45.0,51.0,4.0,100.0
hhb9,1318.0,56.0,42.0,2.0,100.0
jvr84,1418.0,46.0,50.0,4.0,100.0
Jega15,1468.0,40.0,54.0,6.0,100.0
coolqueenbee,1500.0,28.0,0.0,71.0,7.0
Xplo1983,1097.0,0.0,0.0,0.0,0.0
RolandM1,1419.0,45.0,51.0,4.0,100.0
TZahar,1059.0,46.0,48.0,6.0,100.0
ILLYA_Belov,2500.0,45.0,46.0,9.0,100.0
AnaDzuba,2152.0,57.0,32.0,10.0,100.0
armyan,1894.0,53.0,40.0,7.0,100.0
napirnet,1429.0,54.0,42.0,4.0,100.0
thejc50,2164.0,49.0,44.0,7.0,100.0
Ashraf202,2099.0,47.0,51.0,2.0,100.0
KeonSK,1500.0,0.0,0.0,0.0,0.0
biffdiggerence,2377.0,46.0,39.0,15.0,100.0
Anton87582,1034.0,0.0,0.0,0.0,0.0
xyz1981,2587.0,43.0,56.0,0.0,48.0
beatermachine,1841.0,0.0,0.0,0.0,0.0
chessknocker7,2606.0,39.0,47.0,14.0,100.0
dogrovas,1931.0,51.0,48.0,1.0,100.0
petrover,2612.0,50.0,44.0,6.0,100.0
Noot_Noot1,1280.0,49.0,49.0,2.0,100.0
VitusIII,2146.0,54.0,39.0,7.0,100.0
freyrolito,1939.0,41.0,52.0,7.0,100.0
AZF0001,1109.0,50.0,50.0,0.0,6.0
MastaOfDisasta,2330.0,54.0,33.0,12.0,99.0
fockengrind,1016.0,54.0,40.0,4.0,66.0
Xavi_M,1344.0,52.0,48.0,0.0,100.0
turbado2023,952.0,0.0,0.0,0.0,0.0
ArnaldoNP,1871.0,59.0,38.0,3.0,100.0
Hristo1956,949.0,0.0,0.0,0.0,0.0
Didarchal,1881.0,0.0,50.0,50.0,6.0
Burakarzuoglu,1023.0,0.0,100.0,0.0,3.0
weduskece,1765.0,40.0,60.0,0.0,100.0
Maksim2204,1219.0,15.0,69.0,15.0,39.0
saeta,2476.0,49.0,44.0,7.0,100.0
Tiloli,1249.0,53.0,43.0,4.0,100.0
its_me101,963.0,33.0,66.0,0.0,18.0
JZEPEDA12,1094.0,56.0,39.0,5.0,100.0
joniking1999,1293.0,0.0,0.0,0.0,0.0
Akalp25,1406.0,45.0,52.0,3.0,100.0
Abanamate,2482.0,78.0,16.0,6.0,100.0
Emmett_Brown,1720.0,40.0,60.0,0.0,100.0
lplaych,1955.0,40.0,55.0,5.0,100.0
mahendra72,1532.0,0.0,0.0,0.0,0.0
N_Drake,1358.0,0.0,0.0,0.0,0.0
fabiobc,1060.0,60.0,40.0,0.0,15.0
twobraveelephants,2365.0,57.0,34.0,8.0,100.0
chess-is-a-live,2488.0,44.0,44.0,12.0,100.0
keko135,1268.0,39.0,50.0,11.0,100.0
Brauberg111,2002.0,47.0,42.0,11.0,100.0
CivEn,2572.0,49.0,43.0,8.0,100.0
TheEagle_64_19,2208.0,0.0,0.0,0.0,0.0
OmkarReddy,1335.0,0.0,0.0,0.0,0.0
ihsoza,1317.0,47.0,51.0,2.0,100.0
dr_xStranger,2749.0,0.0,0.0,0.0,0.0
Tablebender,978.0,0.0,0.0,0.0,0.0
tonyjames1980,1315.0,33.0,66.0,0.0,42.0
Marvestinc,1409.0,42.0,56.0,2.0,100.0
Yazan_metax,1452.0,55.0,43.0,2.0,100.0
l3ab-idin,1807.0,40.0,53.0,7.0,100.0
hassan1367,1292.0,0.0,0.0,0.0,0.0
Alexprofesional,2582.0,62.0,23.0,15.0,100.0
Rafi-2020,2547.0,37.0,53.0,10.0,100.0
Chelikk,1278.0,48.0,45.0,7.0,100.0
MagicSymphony,2523.0,40.0,48.0,10.0,96.0
Dovolen123,2014.0,61.0,35.0,4.0,100.0
Daniel123345,2186.0,0.0,0.0,0.0,0.0
omidali1362,1861.0,43.0,52.0,5.0,100.0
TGibby,1052.0,50.0,42.0,8.0,100.0
christohahaha,2210.0,50.0,41.0,9.0,100.0
ashi1324,1406.0,43.0,54.0,3.0,100.0
kaydavral,1511.0,52.0,45.0,3.0,100.0
Auricaura,1484.0,53.0,44.0,3.0,100.0
HogRider1919,1147.0,0.0,0.0,0.0,0.0
MisterOnua,1995.0,53.0,45.0,2.0,100.0
Optical64,1911.0,78.0,21.0,1.0,100.0
Mercedecc,2230.0,49.0,46.0,5.0,100.0
Fidayi19_63,1578.0,49.0,40.0,11.0,100.0
iExystoria,1183.0,0.0,100.0,0.0,3.0
vladimir_garbuzov,2235.0,42.0,52.0,5.0,57.0
PowerRank,886.0,32.0,60.0,8.0,25.0
baldinizk,1394.0,44.0,53.0,3.0,100.0
medoy1117,1705.0,73.0,26.0,0.0,69.0
Venom_Master200,873.0,33.0,66.0,0.0,18.0
gnuzzi1972,1351.0,45.0,50.0,5.0,100.0
injuredWolf,1299.0,51.0,46.0,3.0,100.0
Rudra187,2052.0,37.0,51.0,12.0,100.0
Fart007,2408.0,46.0,39.0,15.0,100.0
morasheed95,1254.0,54.0,45.0,1.0,100.0
G0tcha,1470.0,44.0,49.0,7.0,100.0
kagaskostas,2328.0,53.0,45.0,2.0,100.0
fromsakh,1334.0,0.0,0.0,0.0,0.0
UltracoldAtom,2184.0,77.0,19.0,4.0,100.0
Hasanyilmaz51,923.0,46.0,52.0,2.0,100.0
roksom,1182.0,40.0,55.0,5.0,100.0
y0ucantakem3,2440.0,1.0,99.0,0.0,100.0
Kaantheking80,1405.0,48.0,50.0,2.0,100.0
b31b6Consultant,2508.0,47.0,39.0,14.0,100.0
casseval,1298.0,47.0,48.0,5.0,100.0
Fernando180317,524.0,38.0,56.0,5.0,100.0
Pogorio,1218.0,50.0,50.0,0.0,100.0
HoangXuanTung,1072.0,49.0,49.0,2.0,100.0
othello1,2000.0,49.0,42.0,9.0,100.0
roguedoc1,1182.0,46.0,53.0,0.0,39.0
DoktorB1942,1362.0,50.0,48.0,2.0,100.0
Kohortes,1259.0,52.0,46.0,2.0,100.0
strong-king1,1339.0,40.0,55.0,5.0,100.0
ihumanzot1,1995.0,42.0,53.0,3.0,78.0
Satalkin,1038.0,40.0,56.0,4.0,100.0
Space_Bravo,742.0,33.0,66.0,0.0,72.0
kirankuliyadi,1735.0,55.0,42.0,3.0,100.0
AlanSpn,1371.0,32.0,60.0,8.0,75.0
den4ik222,871.0,44.0,48.0,8.0,100.0
stanbad1,2657.0,75.0,25.0,0.0,12.0
tempoocioso,2005.0,48.0,52.0,0.0,100.0
Mandavismo,2597.0,48.0,39.0,13.0,100.0
SpiderFX,1179.0,0.0,0.0,100.0,3.0
Andey_and_chess,1129.0,43.0,51.0,5.0,58.0
ibicenco,2349.0,50.0,46.0,4.0,100.0
thekinglear,2418.0,40.0,45.0,15.0,100.0
th2j,1820.0,60.0,36.0,4.0,100.0
TheNoobiestNoob,1872.0,60.0,36.0,4.0,100.0
Glam58,1536.0,45.0,51.0,4.0,100.0
ivanknobel,1233.0,49.0,48.0,3.0,100.0
Henry47,1703.0,26.0,66.0,8.0,100.0
gloriafm,2442.0,55.0,38.0,7.0,100.0
Altarius,2141.0,79.0,20.0,0.0,72.0
xzMzx,1720.0,51.0,45.0,4.0,100.0
Jonhseo,2206.0,45.0,45.0,9.0,33.0
EdgarCid,938.0,0.0,0.0,0.0,0.0
indomie_egg,2668.0,54.0,41.0,5.0,100.0
lavr64,2365.0,71.0,20.0,9.0,100.0
Anatolyx,1123.0,0.0,0.0,0.0,0.0
JohnJameson88,1966.0,39.0,54.0,7.0,100.0
ZAKOPAYKO,2085.0,38.0,49.0,13.0,100.0
mohamedalbashi89,2022.0,38.0,57.0,4.0,100.0
abshakeyourworld,1068.0,0.0,0.0,0.0,0.0
vansh0215,955.0,0.0,0.0,0.0,0.0
Derahdoc,1911.0,0.0,0.0,0.0,0.0
romkie,1811.0,37.0,61.0,2.0,100.0
Firsttouch,1942.0,50.0,50.0,0.0,6.0
SubZero-CUBA,2373.0,47.0,48.0,5.0,100.0
NotSkate0815,1500.0,0.0,0.0,0.0,0.0
MgcnofRiga,2010.0,51.0,47.0,2.0,100.0
Slavik_0,1065.0,45.0,54.0,1.0,100.0
Chinaskinear50,2294.0,46.0,44.0,10.0,100.0
Dopachen,2244.0,43.0,54.0,3.0,100.0
Nathanaelle0421,1066.0,52.0,38.0,9.0,63.0
eneshanedar,1794.0,51.0,47.0,2.0,100.0
missanth,1761.0,0.0,0.0,0.0,0.0
Shukh_Nikolay,2576.0,56.0,37.0,7.0,100.0
Dmitry_Loshakov,2072.0,45.0,50.0,5.0,100.0
liamboogar,1488.0,51.0,47.0,2.0,100.0
Jarlaxle38838,1200.0,42.0,42.0,14.0,21.0
Neftegor,2479.0,47.0,48.0,5.0,100.0
Martinsomerbest,1422.0,56.0,39.0,5.0,100.0
CihatDayk1978,1272.0,46.0,47.0,7.0,100.0
shrvntal,2141.0,41.0,56.0,3.0,100.0
bayat2021,1499.0,27.0,68.0,4.0,66.0
pavelarshinn90,1003.0,52.0,44.0,4.0,100.0
LSChessonTwitch,2236.0,0.0,85.0,15.0,60.0
Layfi,1500.0,0.0,0.0,0.0,0.0
be_an,1465.0,55.0,40.0,5.0,100.0
SombraFugitiva,2302.0,45.0,48.0,7.0,100.0
ClashR0yale,1205.0,52.0,46.0,2.0,100.0
daemonthegoat,996.0,48.0,50.0,2.0,100.0
Proton_2,1500.0,84.0,15.0,0.0,99.0
Phmmtm,1293.0,17.0,83.0,0.0,100.0
gowsalyan2021,2135.0,54.0,44.0,2.0,100.0
Cyprille,1050.0,37.0,56.0,7.0,100.0
maestromorenito,2140.0,43.0,53.0,4.0,100.0
varunvar,2707.0,0.0,0.0,0.0,0.0
KemoLU23,2323.0,49.0,47.0,4.0,100.0
Dragontiger83,2157.0,0.0,0.0,0.0,0.0
Bohabbeh,2106.0,52.0,43.0,5.0,100.0
flemmli,921.0,40.0,56.0,4.0,100.0
pipoynana,1922.0,53.0,43.0,4.0,100.0
Tyron_Woodley,2229.0,41.0,50.0,9.0,100.0
Gontalot,2206.0,54.0,41.0,4.0,72.0
ArturoV2024,2109.0,0.0,0.0,0.0,0.0
Gustav_1999,1104.0,44.0,53.0,2.0,43.0
Aswerches,1388.0,47.0,51.0,2.0,100.0
lunchcritic,1445.0,33.0,66.0,0.0,9.0
alnikgul,1777.0,38.0,59.0,3.0,100.0
AmbartsumianTyhran,2519.0,57.0,28.0,14.0,21.0
mohammadkhattab,1335.0,50.0,46.0,4.0,100.0
iokiki,1460.0,45.0,50.0,5.0,100.0
Jukkele,1983.0,55.0,43.0,2.0,100.0
pilbge,1932.0,46.0,49.0,5.0,100.0
ab8128,1327.0,40.0,59.0,1.0,100.0
onegreypawn,2033.0,37.0,49.0,14.0,100.0
GKrymn,1682.0,43.0,53.0,4.0,100.0
ironman654,1497.0,47.0,50.0,3.0,100.0
Arcas9,746.0,39.0,56.0,4.0,100.0
Stanley1972,2196.0,36.0,61.0,3.0,100.0
GCV23,1406.0,55.0,44.0,1.0,100.0
osama230,1105.0,0.0,0.0,0.0,0.0
furqon1,1269.0,48.0,52.0,0.0,100.0
Qts,2363.0,53.0,41.0,6.0,100.0
hosein233,1668.0,55.0,44.0,1.0,100.0
nas66,1208.0,0.0,0.0,0.0,0.0
samsimba199,889.0,44.0,51.0,5.0,100.0
FabianMaxhera,1338.0,51.0,43.0,6.0,100.0
Napoleon2883,1300.0,40.0,53.0,7.0,100.0
BlakeTantrum,2554.0,63.0,28.0,8.0,100.0
DaGo24,2600.0,36.0,61.0,3.0,100.0
LucaGek,1571.0,0.0,0.0,0.0,0.0
akhilughade7494,1507.0,54.0,43.0,3.0,100.0
DonBee,1173.0,100.0,0.0,0.0,3.0
duncanmyer,1622.0,16.0,83.0,1.0,100.0
loborino,1188.0,46.0,51.0,3.0,100.0
ns_68,1520.0,51.0,48.0,1.0,100.0
MaxiGalaxi,894.0,0.0,0.0,0.0,0.0
sepid_58,1260.0,49.0,46.0,5.0,100.0
lihoffa,2327.0,43.0,43.0,14.0,100.0
straightpown,2202.0,45.0,49.0,6.0,100.0
MS-Dhanwin,1428.0,33.0,66.0,0.0,9.0
DruzhkovVN,947.0,52.0,48.0,0.0,100.0
Sulacy,1500.0,0.0,0.0,0.0,0.0
Lokeshswami,792.0,83.0,16.0,0.0,18.0
LarsUlrichTama,1365.0,46.0,54.0,0.0,100.0
Cooper6,2035.0,41.0,53.0,6.0,100.0
TrentAllgood,1827.0,40.0,59.0,1.0,100.0
SaquonBarkley26,2373.0,51.0,39.0,10.0,100.0
emakarov,1932.0,48.0,48.0,4.0,100.0
abdoelbetagy,974.0,59.0,41.0,0.0,100.0
Messsi2023,2496.0,47.0,48.0,5.0,100.0
PakiahLegend,1315.0,43.0,54.0,3.0,100.0
PadawanAsokaTano,2603.0,57.0,34.0,8.0,100.0
dragan961,2429.0,75.0,18.0,7.0,100.0
Piter237,1297.0,56.0,40.0,3.0,100.0
m123p123,1861.0,0.0,0.0,0.0,0.0
edwinZid,1408.0,46.0,52.0,2.0,100.0
arlYonok,2481.0,59.0,28.0,13.0,100.0
Dmorineau,1473.0,66.0,33.0,0.0,9.0
suratram,1169.0,54.0,46.0,0.0,100.0
Stinovo,1421.0,48.0,45.0,6.0,93.0
vrf4ever,2278.0,38.0,61.0,1.0,100.0
Ildar_Khaziiev,1377.0,0.0,100.0,0.0,3.0
shadow_strike,1303.0,0.0,0.0,0.0,0.0
hanti83,1383.0,49.0,47.0,4.0,100.0
jesselroy99,2616.0,0.0,0.0,100.0,3.0
rezeszamliy,2311.0,45.0,45.0,10.0,100.0
Dj0nf1,1005.0,37.0,62.0,1.0,100.0
JarJarBeers,2466.0,52.0,43.0,5.0,100.0
PabloMinda,2287.0,33.0,61.0,6.0,100.0
swarley72,1299.0,45.0,53.0,2.0,100.0
Ali_valizadeh,2565.0,54.0,39.0,7.0,100.0
Sebas_Xd12,1033.0,43.0,54.0,3.0,100.0
SworlakeCity,1385.0,51.0,48.0,1.0,100.0
gabrielmonchimanchas,2120.0,50.0,48.0,2.0,100.0
Pjanyi_ShMayster,1912.0,44.0,54.0,2.0,100.0
Dynamictroops,1974.0,40.0,56.0,3.0,100.0
fan_fheihung,2242.0,54.0,42.0,4.0,100.0
leoybkim,1426.0,63.0,31.0,6.0,100.0
SirNass,1243.0,36.0,59.0,5.0,100.0
wccrgaming2023,1670.0,49.0,51.0,0.0,100.0
Artem163111,2395.0,46.0,46.0,8.0,100.0
SnoozieDoes,1952.0,44.0,53.0,3.0,100.0
