user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3
Nemtanu,42.0,56.0,2.0,100.0,1201.0,51.562,46.875,1.562,64.0,44.262,54.098,1.639,61.0,B01,B00,B13,C24,0.483,0.35,0.15,0.111,0.079,0.73,235.0,45.15,6298.0,1583.0,1577.0,1576.0
szefix1,49.0,50.0,1.0,100.0,1341.0,60.317,38.095,1.587,63.0,45.161,53.226,1.613,62.0,C47,C46,D02,B06,0.455,0.409,0.121,0.123,0.667,0.158,308.0,45.73,2370.0,1531.0,1513.0,1511.0
CPPuzzle,44.0,54.0,2.0,100.0,1530.0,51.562,43.75,4.688,64.0,52.459,42.623,4.918,61.0,B40,B22,B13,C10,0.231,0.538,0.185,0.204,0.667,0.111,313.0,45.18,2637.0,1833.0,1741.0,1721.0
nostradamustr,57.0,36.0,6.0,100.0,1495.0,55.556,36.508,7.937,63.0,56.452,43.548,0.0,62.0,C00,D20,B06,A84,0.286,0.543,0.171,0.3,0.62,0.02,271.0,45.12,270.0,1705.0,1648.0,1645.0
justwannamakeastudy,62.0,25.0,13.0,100.0,2334.0,47.619,41.27,11.111,63.0,48.387,45.161,6.452,62.0,B30,C50,A48,B46,0.217,0.567,0.217,0.056,0.593,0.296,285.0,45.69,914.0,2410.0,2392.0,2383.0
pardeepsinghnegi,70.0,25.0,3.0,81.0,2107.0,73.77,22.951,3.279,61.0,54.688,37.5,7.812,64.0,D00,B00,B32,C68,0.237,0.5,0.225,0.237,0.263,0.5,315.0,45.01,15103.0,2669.0,2620.0,2583.0
DeepFriedSabaw,66.0,22.0,11.0,54.0,1833.0,51.515,42.424,6.061,66.0,54.237,40.678,5.085,59.0,A40,D10,A22,B12,0.197,0.545,0.227,0.019,0.942,0.038,300.0,49.15,504.0,2069.0,2014.0,2005.0
vkorystov,48.0,48.0,4.0,100.0,1751.0,51.613,41.935,6.452,62.0,47.619,47.619,4.762,63.0,B01,D00,B46,B45,0.242,0.484,0.242,0.143,0.786,0.071,196.0,45.18,3929.0,1978.0,1936.0,1929.0
trukor,50.0,46.0,4.0,100.0,1514.0,58.065,38.71,3.226,62.0,46.032,52.381,1.587,63.0,A10,A21,E68,A25,0.231,0.554,0.2,0.14,0.456,0.404,335.0,50.58,1300.0,1643.0,1587.0,1585.0
Atheist_Roo,52.0,48.0,0.0,100.0,1910.0,46.774,51.613,1.613,62.0,58.73,41.27,0.0,63.0,B01,B23,B02,D43,0.212,0.515,0.258,0.414,0.345,0.207,263.0,45.01,38565.0,2595.0,2418.0,2390.0
Spear1990,62.0,32.0,6.0,100.0,2505.0,64.286,32.143,3.571,56.0,61.29,33.871,4.839,62.0,B15,C48,B24,B47,0.108,0.568,0.284,0.051,0.795,0.154,369.0,45.18,112.0,2609.0,2608.0,2549.0
YourOwnKarmaa,67.0,33.0,0.0,100.0,1326.0,53.968,44.444,1.587,63.0,51.613,43.548,4.839,62.0,A40,B10,A80,E90,0.242,0.561,0.167,0.109,0.509,0.364,357.0,45.12,1375.0,1447.0,1392.0,1384.0
Fatdaddyblanks,53.0,46.0,1.0,100.0,1230.0,42.857,55.556,1.587,63.0,51.613,48.387,0.0,62.0,D02,B10,A43,D30,0.356,0.559,0.051,0.015,0.231,0.708,230.0,47.98,9036.0,1621.0,1452.0,1445.0
sathwikbhat,100.0,0.0,0.0,9.0,1235.0,45.455,52.273,2.273,44.0,43.478,50.0,6.522,46.0,C23,A40,C01,B10,0.375,0.225,0.35,0.391,0.196,0.391,322.0,67.51,90.0,1451.0,1367.0,1329.0
RudaisVells,40.0,59.0,1.0,100.0,1665.0,57.143,41.27,1.587,63.0,37.097,62.903,0.0,62.0,B12,B20,B06,A01,0.288,0.542,0.102,0.785,0.123,0.092,347.0,45.14,8578.0,2268.0,2067.0,2041.0
yaaren,42.0,55.0,3.0,100.0,877.0,46.032,50.794,3.175,63.0,41.935,54.839,3.226,62.0,C42,B01,C10,B27,0.473,0.291,0.2,0.409,0.273,0.212,353.0,45.03,855.0,1504.0,1304.0,1294.0
chesso007,47.0,45.0,8.0,100.0,1972.0,50.0,45.312,4.688,64.0,37.705,55.738,6.557,61.0,C00,B22,B50,B30,0.127,0.509,0.364,0.032,0.397,0.54,439.0,45.26,10642.0,2253.0,2250.0,2246.0
DrMalGanis,57.0,37.0,5.0,100.0,1715.0,53.125,45.312,1.562,64.0,55.738,39.344,4.918,61.0,B23,B27,C42,B10,0.235,0.662,0.103,0.132,0.642,0.189,355.0,45.14,549.0,1795.0,1782.0,1771.0
kingzephyr,45.0,50.0,5.0,100.0,1844.0,48.438,45.312,6.25,64.0,39.344,55.738,4.918,61.0,D35,B50,E70,A01,0.109,0.727,0.145,0.206,0.714,0.079,362.0,45.03,7807.0,2088.0,2077.0,2076.0
Fabakaf74,47.0,49.0,4.0,100.0,1039.0,57.143,39.683,3.175,63.0,51.613,46.774,1.613,62.0,A00,B10,B15,B11,0.265,0.397,0.324,0.167,0.667,0.167,238.0,45.16,11454.0,1256.0,1246.0,1234.0
taqi_QF,41.0,56.0,3.0,100.0,1231.0,42.857,53.968,3.175,63.0,50.0,48.387,1.613,62.0,B06,B00,C43,A06,0.345,0.431,0.172,0.297,0.359,0.328,224.0,45.68,239.0,1437.0,1424.0,1412.0
indobw,48.0,50.0,2.0,100.0,1489.0,52.459,42.623,4.918,61.0,46.875,51.562,1.562,64.0,B01,B00,B29,C62,0.258,0.548,0.161,0.305,0.559,0.017,325.0,45.29,2613.0,1741.0,1712.0,1704.0
yetanotherflower,0.0,100.0,0.0,1.0,1500.0,0.0,100.0,0.0,1.0,100.0,0.0,0.0,1.0,B50,B01,B50,B01,0.0,1.0,0.0,0.0,1.0,0.0,260.0,500.0,2.0,0.0,0.0,0.0
Tristenmarc,28.0,57.0,14.0,21.0,1273.0,37.879,57.576,4.545,66.0,37.288,62.712,0.0,59.0,C50,B00,B40,D30,0.191,0.468,0.255,0.347,0.24,0.373,432.0,53.11,4806.0,2234.0,2027.0,1959.0
ionescurazvan71,47.0,40.0,13.0,100.0,1845.0,50.0,40.323,9.677,62.0,44.444,46.032,9.524,63.0,A00,B06,A00,B06,0.085,0.559,0.322,0.148,0.611,0.241,403.0,45.29,20297.0,2156.0,2121.0,2105.0
Camaron1,52.0,46.0,2.0,100.0,1823.0,50.0,45.161,4.839,62.0,49.206,47.619,3.175,63.0,B50,B40,B02,D00,0.081,0.694,0.194,0.086,0.621,0.259,612.0,45.0,14062.0,2097.0,2074.0,2073.0
DuhlessDark,41.0,33.0,25.0,36.0,1936.0,55.556,36.508,7.937,63.0,41.935,46.774,11.29,62.0,D02,B28,A10,D30,0.18,0.426,0.393,0.423,0.25,0.288,279.0,45.05,667.0,2294.0,2225.0,2213.0
ERDEM502,54.0,45.0,0.0,99.0,1591.0,53.226,45.161,1.613,62.0,49.206,50.794,0.0,63.0,D00,A45,C30,C68,0.438,0.438,0.109,0.5,0.4,0.017,316.0,67.77,3054.0,2322.0,2168.0,2104.0
DIVYARAJ_07,54.0,44.0,2.0,100.0,1050.0,14.286,85.714,0.0,7.0,0.0,100.0,0.0,2.0,C44,B20,B06,B20,1.0,0.0,0.0,0.25,0.75,0.0,140.0,179.48,9.0,0.0,0.0,0.0
KaeR26,66.0,33.0,0.0,27.0,2305.0,59.375,32.812,7.812,64.0,49.18,50.82,0.0,61.0,A05,C54,E61,A06,0.324,0.471,0.176,0.154,0.712,0.135,302.0,45.55,6028.0,2579.0,2421.0,2418.0
karlmarxisthegoat,45.0,51.0,3.0,93.0,1356.0,50.0,50.0,0.0,32.0,61.538,30.769,7.692,26.0,C44,B01,A43,C00,0.281,0.562,0.125,0.375,0.458,0.167,380.0,51.73,58.0,1474.0,1447.0,1439.0
Oliveira_br,56.0,41.0,2.0,100.0,1361.0,55.738,42.623,1.639,61.0,59.375,40.625,0.0,64.0,A00,C00,A01,A13,0.278,0.458,0.25,0.635,0.327,0.038,235.0,45.1,36493.0,1605.0,1597.0,1594.0
Palestine-morocco,60.0,40.0,0.0,15.0,1232.0,46.667,44.444,8.889,45.0,51.25,47.5,1.25,80.0,A40,C44,nonStandard,C41,0.226,0.468,0.242,0.207,0.552,0.19,312.0,61.24,852.0,1678.0,1667.0,1495.0
dafelisioso,50.0,48.0,2.0,100.0,1824.0,49.18,47.541,3.279,61.0,56.25,42.188,1.562,64.0,C23,D00,C40,C41,0.273,0.455,0.242,0.161,0.839,0.0,194.0,45.03,13502.0,2279.0,2086.0,2085.0
AZAtheist,54.0,45.0,1.0,100.0,1703.0,49.18,49.18,1.639,61.0,53.125,42.188,4.688,64.0,A40,D00,B40,A50,0.203,0.578,0.219,0.211,0.596,0.158,372.0,45.11,2411.0,1966.0,1905.0,1904.0
shorohov_igor,48.0,51.0,1.0,100.0,1276.0,54.688,43.75,1.562,64.0,52.459,47.541,0.0,61.0,C50,C00,D02,C65,0.269,0.448,0.269,0.123,0.842,0.018,204.0,45.19,3442.0,1810.0,1750.0,1605.0
obada85,44.0,55.0,1.0,100.0,1350.0,58.73,38.095,3.175,63.0,46.774,50.0,3.226,62.0,A01,B00,A02,A01,0.379,0.348,0.273,0.455,0.218,0.309,258.0,45.1,2433.0,1554.0,1545.0,1532.0
jefrichess85,50.0,42.0,8.0,100.0,2201.0,46.875,40.625,12.5,64.0,44.262,45.902,9.836,61.0,C00,D04,E14,A32,0.14,0.579,0.281,0.148,0.556,0.278,474.0,45.44,993.0,2391.0,2387.0,2383.0
Andre_uk,43.0,54.0,3.0,100.0,1230.0,48.438,50.0,1.562,64.0,42.623,55.738,1.639,61.0,B06,C44,B33,B32,0.386,0.491,0.105,0.106,0.0,0.879,275.0,45.15,12575.0,1631.0,1604.0,1595.0
A_L_64,50.0,49.0,1.0,100.0,1628.0,45.161,53.226,1.613,62.0,52.381,46.032,1.587,63.0,C23,C50,C26,C25,0.279,0.525,0.148,0.274,0.258,0.355,342.0,47.05,4697.0,1902.0,1896.0,1895.0
zadiriev,49.0,49.0,2.0,100.0,1471.0,51.613,46.774,1.613,62.0,49.206,49.206,1.587,63.0,B28,C65,C69,C00,0.27,0.556,0.143,0.0,0.317,0.683,320.0,45.08,16357.0,2452.0,2246.0,2245.0
Elsanjuanino,46.0,46.0,8.0,100.0,1529.0,54.098,39.344,6.557,61.0,34.375,57.812,7.812,64.0,A40,D02,A03,C44,0.291,0.473,0.164,0.902,0.016,0.082,344.0,45.0,1414.0,2105.0,1797.0,1651.0
AIINCRAD,44.0,53.0,3.0,100.0,1687.0,46.875,42.188,10.938,64.0,45.902,47.541,6.557,61.0,C50,A40,C62,C65,0.207,0.466,0.293,0.232,0.679,0.071,216.0,45.17,2080.0,1863.0,1860.0,1804.0
danronan1974,48.0,52.0,0.0,100.0,1131.0,51.613,48.387,0.0,62.0,44.444,55.556,0.0,63.0,C23,C20,A20,B40,0.383,0.217,0.35,0.231,0.4,0.369,272.0,45.08,2139.0,1359.0,1348.0,1346.0
fathinsuki,50.0,48.0,2.0,100.0,1457.0,48.387,50.0,1.613,62.0,53.968,44.444,1.587,63.0,A40,B10,A11,A56,0.328,0.5,0.109,0.237,0.627,0.136,541.0,45.06,701.0,1769.0,1693.0,1584.0
yangis,37.0,54.0,9.0,100.0,1310.0,33.929,60.714,5.357,56.0,28.986,53.623,17.391,69.0,nonStandard,C50,C00,C46,0.462,0.359,0.077,0.197,0.746,0.028,271.0,46.3,526.0,2215.0,1923.0,1907.0
SergeyNike,44.0,47.0,9.0,100.0,942.0,49.206,46.032,4.762,63.0,38.71,50.0,11.29,62.0,D02,A40,A46,D21,0.236,0.418,0.291,0.867,0.017,0.033,368.0,46.26,697.0,1184.0,1176.0,1175.0
jalkas1eni,52.0,43.0,5.0,100.0,1948.0,44.262,52.459,3.279,61.0,42.188,51.562,6.25,64.0,B01,D00,A43,A11,0.167,0.685,0.111,0.015,0.985,0.0,250.0,45.68,12524.0,2207.0,2167.0,2163.0
Anas12345asd,49.0,45.0,6.0,100.0,1457.0,49.206,42.857,7.937,63.0,46.774,48.387,4.839,62.0,B01,C20,A10,C00,0.067,0.517,0.383,0.474,0.386,0.14,410.0,45.13,8748.0,1542.0,1542.0,1527.0
Gasterbrudish,52.0,44.0,4.0,100.0,1803.0,45.161,48.387,6.452,62.0,55.556,41.27,3.175,63.0,B06,B01,C01,D02,0.206,0.46,0.286,0.268,0.625,0.107,247.0,45.65,766.0,2136.0,2088.0,2084.0
ShivaK1,21.0,79.0,0.0,100.0,1266.0,22.414,70.69,6.897,58.0,38.806,55.224,5.97,67.0,C00,D02,E00,D00,0.231,0.436,0.256,0.295,0.551,0.128,270.0,47.7,256.0,2229.0,1970.0,1951.0
universespirit,53.0,46.0,1.0,100.0,1415.0,52.459,47.541,0.0,61.0,57.812,40.625,1.562,64.0,B01,B00,B10,A06,0.261,0.348,0.348,0.382,0.364,0.255,232.0,45.26,9280.0,1645.0,1548.0,1543.0
Mohammad_E_Z,48.0,48.0,4.0,100.0,1698.0,43.548,48.387,8.065,62.0,47.619,49.206,3.175,63.0,B10,B01,B21,C44,0.281,0.579,0.123,0.197,0.77,0.033,346.0,45.84,3222.0,2395.0,2322.0,2210.0
zoha2010,100.0,0.0,0.0,12.0,1728.0,55.932,44.068,0.0,59.0,51.515,46.97,1.515,66.0,B01,D02,A02,A05,0.313,0.567,0.104,0.246,0.649,0.018,490.0,66.26,462.0,1764.0,1759.0,1746.0
pipoetmolo45,49.0,43.0,8.0,100.0,1932.0,48.387,45.161,6.452,62.0,47.619,44.444,7.937,63.0,A40,A00,E12,D31,0.233,0.5,0.267,0.179,0.714,0.107,254.0,45.06,25821.0,2150.0,2100.0,2084.0
Karsparov36,50.0,47.0,3.0,100.0,1987.0,45.0,50.0,5.0,60.0,58.462,40.0,1.538,65.0,C50,C60,C62,D50,0.215,0.477,0.292,0.554,0.357,0.018,389.0,45.52,10189.0,2279.0,2256.0,2248.0
hbois,37.0,57.0,5.0,100.0,1651.0,50.0,40.323,9.677,62.0,46.032,50.794,3.175,63.0,A40,D00,E01,C10,0.3,0.4,0.233,0.404,0.509,0.088,222.0,45.08,22441.0,2021.0,2003.0,1986.0
Abaenci,43.0,47.0,10.0,100.0,1879.0,55.738,37.705,6.557,61.0,39.062,53.125,7.812,64.0,D00,A45,A03,C00,0.203,0.644,0.136,0.544,0.298,0.123,382.0,45.01,18426.0,2450.0,2281.0,2205.0
Umar-ttt,44.0,50.0,6.0,100.0,1508.0,43.75,54.688,1.562,64.0,40.984,55.738,3.279,61.0,C30,B23,C42,A10,0.434,0.377,0.17,0.246,0.449,0.275,441.0,45.83,1017.0,1630.0,1629.0,1624.0
yohyeh,46.0,50.0,4.0,100.0,1084.0,54.839,45.161,0.0,62.0,33.333,60.317,6.349,63.0,B00,B10,C65,B02,0.327,0.527,0.127,0.561,0.424,0.015,452.0,46.37,1763.0,1787.0,1736.0,1682.0
UnaUrraca,51.0,40.0,9.0,100.0,1491.0,45.161,45.161,9.677,62.0,50.794,42.857,6.349,63.0,B01,B00,B11,A45,0.217,0.483,0.267,0.273,0.455,0.255,350.0,45.58,276.0,1566.0,1566.0,1564.0
DerrickNy823,44.0,52.0,4.0,100.0,1329.0,52.542,45.763,1.695,59.0,39.394,56.061,4.545,66.0,D02,D00,C64,C22,0.158,0.719,0.088,0.031,0.906,0.047,453.0,46.13,1157.0,1513.0,1503.0,1484.0
Sondem,42.0,57.0,0.0,21.0,1245.0,50.0,50.0,0.0,62.0,47.619,49.206,3.175,63.0,C50,C41,C00,A40,0.459,0.41,0.115,0.29,0.532,0.081,318.0,75.43,2433.0,1673.0,1646.0,1645.0
Edmondi1979,49.0,47.0,4.0,100.0,1470.0,54.688,42.188,3.125,64.0,32.787,63.934,3.279,61.0,B01,A40,D43,C60,0.327,0.473,0.2,0.197,0.47,0.288,379.0,45.12,2743.0,1706.0,1696.0,1683.0
Chibz364,48.0,50.0,2.0,100.0,1397.0,42.623,54.098,3.279,61.0,48.438,50.0,1.562,64.0,B20,A43,D11,D07,0.439,0.404,0.14,0.323,0.508,0.154,213.0,45.25,15170.0,2528.0,2385.0,2225.0
Drmuto,45.0,53.0,2.0,100.0,1556.0,47.619,52.381,0.0,63.0,48.387,45.161,6.452,62.0,A40,B00,B40,B10,0.2,0.683,0.1,0.115,0.705,0.131,197.0,45.05,10327.0,1771.0,1743.0,1741.0
aliojinalekhine2,56.0,39.0,4.0,100.0,2129.0,44.444,44.444,11.111,63.0,48.387,46.774,4.839,62.0,D00,A40,B00,C34,0.103,0.707,0.19,0.07,0.807,0.105,331.0,45.2,3097.0,2376.0,2375.0,2293.0
Rook-ea,42.0,56.0,2.0,100.0,866.0,50.0,46.97,3.03,66.0,42.373,57.627,0.0,59.0,B01,C44,A02,C00,0.362,0.362,0.207,0.262,0.554,0.138,269.0,46.0,189.0,1490.0,1286.0,1205.0
Dayoce,42.0,52.0,6.0,100.0,1620.0,38.333,56.667,5.0,60.0,49.231,46.154,4.615,65.0,B01,D00,C02,B02,0.455,0.291,0.236,0.5,0.219,0.266,252.0,45.34,17696.0,1874.0,1873.0,1871.0
oguzhan_33,50.0,49.0,1.0,100.0,1501.0,59.677,40.323,0.0,62.0,42.857,55.556,1.587,63.0,B20,C44,B12,A34,0.234,0.641,0.109,0.183,0.817,0.0,242.0,46.55,826.0,1662.0,1656.0,1652.0
Sarren8797,52.0,45.0,3.0,100.0,1821.0,47.619,50.794,1.587,63.0,53.226,45.161,1.613,62.0,B20,B03,C50,nonStandard,0.286,0.365,0.333,0.1,0.583,0.317,317.0,45.36,22310.0,2494.0,2363.0,2358.0
Ayanshamsi123,53.0,45.0,2.0,100.0,1526.0,46.032,53.968,0.0,63.0,53.226,43.548,3.226,62.0,D00,B10,C26,C68,0.387,0.484,0.113,0.164,0.672,0.148,337.0,45.16,2310.0,1637.0,1629.0,1598.0
schubidus,66.0,22.0,11.0,27.0,1742.0,60.317,39.683,0.0,63.0,46.774,51.613,1.613,62.0,D01,C29,E00,A45,0.164,0.612,0.194,0.421,0.439,0.123,498.0,45.08,2564.0,1943.0,1893.0,1889.0
pykyo2024,41.0,52.0,7.0,100.0,1557.0,44.262,52.459,3.279,61.0,59.375,35.938,4.688,64.0,D00,B01,D02,A00,0.231,0.569,0.2,0.055,0.836,0.091,196.0,45.27,714.0,1868.0,1766.0,1757.0
Veter44k,0.0,100.0,0.0,3.0,2105.0,48.276,44.828,6.897,58.0,43.284,50.746,5.97,67.0,B50,D31,B54,B00,0.263,0.456,0.281,0.183,0.667,0.133,274.0,80.35,6433.0,2154.0,2152.0,2141.0
Burot-burot,53.0,45.0,2.0,100.0,1905.0,37.097,58.065,4.839,62.0,44.444,53.968,1.587,63.0,B10,B12,C50,A11,0.373,0.431,0.157,0.071,0.186,0.729,303.0,45.0,3936.0,2048.0,2038.0,2021.0
seniorin,49.0,48.0,3.0,100.0,1887.0,38.71,51.613,9.677,62.0,50.794,44.444,4.762,63.0,B00,C44,C53,B02,0.214,0.5,0.286,0.167,0.433,0.4,424.0,45.01,22352.0,2354.0,2257.0,2207.0
sanju1996d,46.0,46.0,8.0,100.0,2475.0,46.032,42.857,11.111,63.0,51.613,45.161,3.226,62.0,C65,B90,D77,E11,0.066,0.623,0.311,0.309,0.509,0.182,288.0,46.12,17909.0,2831.0,2756.0,2753.0
oinkoink123,47.0,52.0,0.0,23.0,2234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Buyunk68,47.0,50.0,3.0,100.0,1877.0,50.794,49.206,0.0,63.0,48.387,46.774,4.839,62.0,C50,B00,C20,C46,0.21,0.5,0.274,0.183,0.583,0.15,360.0,,,,,
Yulia9791,50.0,46.0,4.0,100.0,1495.0,52.308,41.538,6.154,65.0,46.667,48.333,5.0,60.0,A00,B06,B09,B07,0.177,0.371,0.403,0.482,0.446,0.071,416.0,45.31,8210.0,1892.0,1827.0,1821.0
simal60,52.0,45.0,3.0,100.0,1341.0,52.381,44.444,3.175,63.0,50.0,48.387,1.613,62.0,C44,C50,D02,B13,0.312,0.484,0.188,0.155,0.552,0.293,355.0,85.44,2676.0,1662.0,1644.0,1637.0
Rembo63,51.0,34.0,15.0,100.0,1895.0,44.615,40.0,15.385,65.0,41.667,50.0,8.333,60.0,B20,C45,B10,D53,0.241,0.537,0.204,0.071,0.893,0.036,302.0,47.09,2729.0,2394.0,2381.0,2378.0
JCJSPT,45.0,51.0,4.0,100.0,1750.0,53.968,39.683,6.349,63.0,35.484,62.903,1.613,62.0,B21,B95,A30,B32,0.125,0.696,0.179,0.109,0.672,0.203,373.0,45.05,10091.0,2086.0,2040.0,2037.0
IshaanKushwaha,28.0,69.0,3.0,100.0,866.0,33.333,66.667,0.0,60.0,16.923,75.385,7.692,65.0,B01,C20,C02,A00,0.677,0.161,0.161,0.933,0.0,0.067,471.0,85.81,210.0,1340.0,1281.0,1163.0
LittlePumpkin,54.0,37.0,9.0,100.0,2654.0,57.143,33.333,9.524,63.0,50.0,38.71,11.29,62.0,C47,B20,B50,C10,0.149,0.687,0.164,0.044,0.889,0.067,281.0,45.22,23983.0,2996.0,2971.0,2971.0
Rona7,46.0,48.0,6.0,100.0,1255.0,50.0,41.935,8.065,62.0,46.032,49.206,4.762,63.0,C50,C60,B40,B03,0.283,0.5,0.183,0.316,0.596,0.053,330.0,48.34,627.0,1429.0,1424.0,1422.0
BBBGirl,53.0,41.0,6.0,100.0,2037.0,59.016,39.344,1.639,61.0,56.25,37.5,6.25,64.0,C00,D37,A56,A52,0.306,0.375,0.306,0.188,0.583,0.229,263.0,47.18,577.0,2329.0,2276.0,2275.0
ihsanzeytineli,49.0,42.0,9.0,100.0,1910.0,44.444,47.619,7.937,63.0,53.226,40.323,6.452,62.0,C20,C40,C25,C23,0.115,0.475,0.377,0.873,0.055,0.055,412.0,45.11,9037.0,2095.0,2061.0,2052.0
YasertMx,42.0,50.0,8.0,100.0,1367.0,47.143,48.571,4.286,70.0,56.364,36.364,7.273,55.0,D00,B01,C42,A01,0.297,0.516,0.172,0.259,0.074,0.63,255.0,45.05,129.0,1508.0,1480.0,1478.0
PS-Fishing,60.0,35.0,5.0,60.0,1491.0,38.095,55.556,6.349,63.0,53.226,43.548,3.226,62.0,B20,A40,A54,D12,0.158,0.579,0.228,0.613,0.274,0.113,345.0,50.58,4169.0,1653.0,1638.0,1618.0
WWW57,49.0,51.0,0.0,100.0,2050.0,40.323,51.613,8.065,62.0,38.095,60.317,1.587,63.0,C25,B23,D53,A05,0.286,0.408,0.306,0.271,0.343,0.386,438.0,45.62,5433.0,2227.0,2224.0,2216.0
CountFistula,30.0,62.0,8.0,100.0,1529.0,52.239,46.269,1.493,67.0,50.0,46.552,3.448,58.0,B40,A40,A01,D12,0.328,0.438,0.219,0.517,0.431,0.052,340.0,62.97,188.0,1830.0,1812.0,1682.0
puesnada,47.0,48.0,5.0,100.0,2056.0,47.619,49.206,3.175,63.0,27.419,66.129,6.452,62.0,A40,D01,A02,B06,0.319,0.532,0.128,0.069,0.417,0.514,253.0,45.01,29416.0,2427.0,2417.0,2416.0
Maximilians1967,50.0,46.0,4.0,100.0,1809.0,56.452,41.935,1.613,62.0,36.508,55.556,7.937,63.0,C50,C23,C41,D31,0.293,0.448,0.241,0.279,0.705,0.016,210.0,45.2,7344.0,1970.0,1919.0,1916.0
cruzcarneiro,49.0,50.0,1.0,100.0,1619.0,53.968,46.032,0.0,63.0,54.839,43.548,1.613,62.0,C50,C00,B27,B07,0.382,0.353,0.265,0.232,0.536,0.232,258.0,45.09,2304.0,1792.0,1780.0,1767.0
juldar,51.0,41.0,8.0,100.0,1775.0,54.098,37.705,8.197,61.0,48.438,46.875,4.688,64.0,C41,D00,C47,C55,0.125,0.781,0.062,0.075,0.811,0.057,512.0,124.26,52324.0,2174.0,2157.0,2109.0
trolsnor,43.0,48.0,9.0,100.0,1317.0,46.774,45.161,8.065,62.0,41.27,46.032,12.698,63.0,C46,C47,C20,B00,0.364,0.455,0.145,0.439,0.526,0.0,542.0,45.83,1141.0,1502.0,1484.0,1466.0
karimahmed123,20.0,60.0,20.0,45.0,1368.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,D00,,D00,,0.0,0.0,0.0,0.0,1.0,0.0,482.0,324.23,1.0,0.0,0.0,0.0
Dong-jinyao_melody26,0.0,100.0,0.0,3.0,919.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,2.0,C42,C23,C42,C23,0.0,0.0,0.0,1.0,0.0,0.0,479.0,277.16,3.0,0.0,0.0,0.0
ap87,38.0,62.0,0.0,100.0,1578.0,37.931,60.345,1.724,58.0,40.299,58.209,1.493,67.0,C50,A40,C57,A01,0.388,0.51,0.082,0.135,0.824,0.041,155.0,45.33,7543.0,2410.0,2341.0,2318.0
kestutism,50.0,44.0,6.0,100.0,2212.0,50.0,41.935,8.065,62.0,52.381,39.683,7.937,63.0,A04,A05,E61,E97,0.188,0.578,0.203,0.137,0.49,0.373,259.0,45.03,8886.0,2471.0,2440.0,2401.0
pichibart,44.0,54.0,2.0,100.0,591.0,50.0,45.161,4.839,62.0,28.571,71.429,0.0,63.0,A00,C00,A00,A04,0.51,0.306,0.082,0.164,0.082,0.658,452.0,45.05,687.0,804.0,793.0,789.0
Kuleni,58.0,41.0,0.0,36.0,1192.0,59.375,32.812,7.812,64.0,62.295,34.426,3.279,61.0,B00,C23,B13,B06,0.461,0.355,0.158,0.786,0.024,0.095,406.0,48.25,372.0,1932.0,1657.0,1656.0
Spino21,47.0,50.0,3.0,100.0,1578.0,53.968,42.857,3.175,63.0,43.548,54.839,1.613,62.0,B40,C00,C41,B23,0.262,0.541,0.148,0.361,0.541,0.098,593.0,64.53,6030.0,1737.0,1722.0,1717.0
CleanerThanBananas,43.0,56.0,1.0,100.0,1499.0,51.429,48.571,0.0,35.0,37.143,60.0,2.857,35.0,A03,A02,B00,C31,0.194,0.581,0.194,0.289,0.395,0.289,515.0,82.36,70.0,1790.0,1778.0,1707.0
badmastervr,53.0,46.0,0.0,45.0,1792.0,50.877,47.368,1.754,57.0,51.471,41.176,7.353,68.0,C01,C50,B22,B90,0.25,0.531,0.188,0.127,0.436,0.382,349.0,,,,,
Al3xyZZzz,49.0,46.0,5.0,100.0,1713.0,50.82,45.902,3.279,61.0,45.312,51.562,3.125,64.0,A40,C50,A45,C60,0.3,0.533,0.15,0.197,0.639,0.164,239.0,,,,,
zizinek,51.0,49.0,0.0,100.0,1377.0,50.0,50.0,0.0,62.0,52.381,47.619,0.0,63.0,C50,D02,A21,A23,0.375,0.328,0.172,0.18,0.311,0.475,299.0,56.98,2492.0,2181.0,2110.0,2093.0
Slorena,53.0,43.0,4.0,100.0,1821.0,62.687,34.328,2.985,67.0,50.0,44.828,5.172,58.0,C00,nonStandard,C40,C54,0.268,0.493,0.211,0.449,0.0,0.51,378.0,45.1,14498.0,2466.0,2457.0,2336.0
babyninja1,46.0,50.0,4.0,100.0,1365.0,44.444,50.794,4.762,63.0,51.613,46.774,1.613,62.0,D00,A40,C25,A43,0.15,0.467,0.35,0.475,0.262,0.197,228.0,45.12,6247.0,1644.0,1614.0,1611.0
