user_white_performance,op_black_performance,op_white_performance,user_black_performance,op_win_rate,op_lose_rate,user_lose_rate,user_win_rate,user_resign_winrate,user_average_game_len,user_resign_lossrate,user_blitz_rating,op_average_game_len,user_mate_winrate,user_black_draw_rate,op_time_performance,op_resign_winrate,user_mate_lossrate,op_average_best_win,user_white_draw_rate,op_blitz_rating,op_white_game_count,user_average_best_win,user_black_game_count,user_game_count,op_game_count,op_black_game_count,user_white_game_count,op_rating_deviation,op_resign_lossrate,op_eco_in_user_winrate,user_rating_deviation,high_draw_rate,op_mate_lossrate,op_black_draw_rate,user_time_performance,op_mate_winrate,user_eco_in_op_winrate,op_white_draw_rate,user_blitz_total_games,op_blitz_total_games,game_result
-2615.663682,-1555.578825,-2179.712106,-2651.927553,47.0,47.0,47.0,52.0,0.382,255.0,0.509,1523.0,339.0,0.368,1.613,0.007125,0.571,0.415,1828.0,4.762,1516.0,63.0,1606.3333333333333,62.0,100.0,100.0,62.0,63.0,45.05,0.629,0,95.64,1,0.29,11.29,0.02025,0.304,0,0.0,355.0,8625.0,-1.0
-3670.6574960000003,-1276.575096,-2449.122156,-2149.510656,38.0,59.0,54.0,45.0,0.629,217.0,0.65,1285.0,237.0,0.097,3.125,0.066402,0.204,0.133,1772.6666666666667,1.639,1251.0,64.0,1631.3333333333333,64.0,100.0,100.0,61.0,61.0,45.38,0.137,1,52.52,1,0.671,1.639,0.03444,0.408,0,3.125,1343.0,564.0,1.0
-3423.8999999999996,-939.790215,-1669.741591,-2444.685072,36.0,55.0,40.0,55.0,0.439,308.0,0.489,2550.0,271.0,0.227,10.769,0.10877900000000001,0.545,0.191,2688.3333333333335,8.333,2476.0,63.0,2723.0,65.0,60.0,100.0,62.0,60.0,45.05,0.729,0,48.02,1,0.171,11.29,0.0318,0.114,0,6.349,1325.0,1110.0,1.0
-6207.496989,-338.79413100000005,-344.953125,-6167.397620000001,43.0,53.0,18.0,79.0,0.158,375.0,0.429,1782.0,403.0,0.611,1.538,0.021449999999999997,0.2,0.429,1842.3333333333333,1.667,1122.0,64.0,1901.3333333333333,65.0,100.0,90.0,61.0,60.0,77.96,0.039,0,72.66,1,0.699,1.639,0.060784000000000005,0.65,0,1.562,387.0,146.0,-1.0
-1723.988252,-3012.947698,-1782.6373800000001,-2864.0216139999998,51.0,46.0,66.0,33.0,0.458,235.0,0.438,1736.0,269.0,0.254,3.226,0.046612,0.39,0.391,1959.3333333333333,0.0,1731.0,62.0,1922.6666666666667,62.0,18.0,100.0,63.0,63.0,45.86,0.246,0,52.07,0,0.262,4.762,0.116604,0.339,0,3.226,3174.0,14606.0,-1.0
-1716.765946,-2761.11274,-2121.68125,-2424.6037680000004,40.0,53.0,54.0,42.0,0.4529999999999999,264.0,0.4639999999999999,1627.0,642.0,0.377,1.6130000000000002,0.087464,0.661,0.159,1841.3333333333333,3.175,1611.0,64.0,2313.6666666666665,62.0,100.0,100.0,61.0,63.0,45.14,0.113,0,45.16,1,0.694,6.557,0.029294,0.089,0,4.688,37920.0,9430.0,1.0
-904.3752299999999,-2612.569707,-2175.008803,-1650.152192,49.0,46.0,80.0,10.0,0.25,451.0,0.042,757.0,505.0,0.5,16.667,0.036399999999999995,0.386,0.708,825.0,23.81,700.0,66.0,791.6666666666666,24.0,30.0,100.0,59.0,21.0,46.55,0.066,0,129.87,1,0.607,10.169,0.054776000000000005,0.316,0,1.515,44.0,921.0,1.0
-2370.436293,-2286.012348,-2520.94883,-2007.338255,53.0,45.0,45.0,54.0,0.4,245.0,0.39,1987.0,275.0,0.267,7.576,0.029273999999999998,0.554,0.475,2306.3333333333335,1.695,1970.0,62.0,2035.0,66.0,72.0,100.0,63.0,59.0,45.08,0.328,0,45.13,0,0.034,3.175,0.1863,0.2,0,0.0,2435.0,21623.0,-1.0
-1767.65625,-2858.482875,-2708.353934,-1612.6382609999998,56.0,36.0,46.0,50.0,0.407,215.0,0.177,1150.0,572.0,0.407,6.557,0.010961,0.444,0.71,1288.6666666666667,0.0,1223.0,63.0,1315.3333333333333,61.0,100.0,100.0,62.0,64.0,102.54,0.304,0,115.62,1,0.5,6.452,0.036456,0.417,0,4.762,550.0,225.0,-1.0
-3321.34994,-1378.1294589999998,-2531.25,-2275.29,41.0,55.0,60.0,40.0,0.52,414.0,0.316,1138.0,564.0,0.44,0.0,0.08468600000000001,0.571,0.158,1501.3333333333333,0.0,1250.0,64.0,1197.3333333333333,20.0,15.0,100.0,61.0,24.0,45.21,0.453,0,126.32,0,0.203,6.557,0.00936,0.25,0,1.562,44.0,11718.0,-1.0
-2190.0218999999997,-1894.805465,-2701.5125,-1220.4004400000001,44.0,47.0,64.0,26.0,0.5,383.0,0.3329999999999999,966.0,493.0,0.222,18.519,0.007014000000000001,0.317,0.625,1150.3333333333333,9.091,904.0,64.0,1036.0,27.0,100.0,100.0,61.0,22.0,45.16,0.018,0,61.38,1,0.912,8.197,0.005844999999999997,0.417,0,4.688,48.0,947.0,1.0
-2685.983976,-1657.523976,-2767.79992,-1254.32996,52.0,46.0,38.0,48.0,0.66,596.0,0.804,1663.0,538.0,0.14,18.033,0.017363,0.597,0.018,1911.3333333333333,12.5,1664.0,63.0,1881.0,61.0,93.0,100.0,62.0,64.0,45.22,0.459,1,46.09,1,0.115,0.0,0.059640000000000006,0.274,0,3.175,2715.0,3519.0,1.0
-2410.3,-2333.331,-3718.240613,-544.4390000000001,44.0,51.0,67.0,28.0,0.5,265.0,0.087,1137.0,311.0,0.3,5.556,0.015808,0.5,0.391,1408.0,0.0,1090.0,62.0,1486.6666666666667,18.0,84.0,100.0,63.0,16.0,46.21,0.661,0,82.94,1,0.129,3.175,0.016200000000000003,0.448,0,4.839,34.0,4346.0,1.0
-2126.479066,-1892.1453599999998,-1879.1922240000001,-2381.7971669999997,40.0,55.0,43.0,49.0,0.5,334.0,0.558,1372.0,311.0,0.345,11.765,0.030240000000000003,0.534,0.308,1837.6666666666667,12.281,1375.0,62.0,1619.6666666666667,68.0,100.0,100.0,63.0,57.0,45.28,0.677,0,52.46,1,0.177,6.349,0.011639,0.241,0,1.613,134.0,7168.0,-1.0
-2689.83835,-2045.6686599999998,-2639.1526559999998,-2118.7200000000003,50.0,50.0,52.0,41.0,0.358,417.0,0.3,975.0,261.0,0.283,1.6669999999999998,0.058082,0.396,0.186,1566.6666666666667,1.538,1089.0,63.0,1587.0,60.0,68.0,100.0,62.0,65.0,45.82,0.681,0,64.76,0,0.181,0.0,0.04726000000000001,0.453,0,0.0,1220.0,2753.0,1.0
-2413.574864,-2104.961284,-1165.1550149999998,-2807.8469999999998,21.0,75.0,21.0,77.0,0.549,491.0,0.239,1168.0,531.0,0.282,6.742,0.0,0.286,0.37,1027.0,5.556,1045.0,6.0,1299.3333333333333,89.0,100.0,99.0,9.0,36.0,123.18,0.429,0,71.08,1,0.286,0.0,0.044329999999999994,0.714,0,16.667,1240.0,15.0,1.0
-3448.3589140000004,-1311.8360860000003,-1608.6694539999999,-2591.2240220000003,34.0,64.0,44.0,47.0,0.525,242.0,0.75,2324.0,280.0,0.18,12.308,0.022253,0.533,0.173,2666.3333333333335,6.667000000000001,2306.0,63.0,2650.3333333333335,65.0,100.0,100.0,62.0,60.0,45.05,0.782,0,49.92,1,0.09,0.0,0.03776,0.178,0,3.175,4165.0,21480.0,-1.0
-1688.8831109999999,-2845.548111,-2729.24,-1768.048278,43.0,55.0,60.0,40.0,0.625,306.0,0.529,1287.0,309.0,0.125,0.0,0.036343999999999994,0.404,0.353,2415.6666666666665,0.0,1868.0,65.0,1712.0,13.0,100.0,100.0,60.0,12.0,45.72,0.71,0,156.7,0,0.203,5.0,0.02175,0.269,0,1.538,25.0,4657.0,-1.0
-1999.814208,-2295.521514,-2214.866538,-2136.818307,48.0,45.0,60.0,36.0,0.458,429.0,0.45,1297.0,542.0,0.339,4.839,0.013861000000000002,0.633,0.35,1377.0,4.762,1259.0,62.0,1482.6666666666667,62.0,100.0,100.0,63.0,63.0,45.05,0.661,0,69.4,1,0.196,7.937,0.019448,0.15,0,6.452,221.0,2155.0,1.0
-1892.9788019999999,-2048.912656,-1555.21296,-2771.147169,38.0,55.0,60.0,40.0,0.375,287.0,0.172,1558.0,252.0,0.286,7.353,0.006936,0.49,0.776,1783.0,10.526,1600.0,62.0,1869.3333333333333,68.0,15.0,100.0,63.0,57.0,45.07,0.03,0,80.92,0,0.672,7.937,0.081021,0.265,0,6.452,398.0,7992.0,1.0
-2608.074,-2134.433613,-2673.456872,-2021.7492160000004,57.0,41.0,40.0,56.0,0.478,469.0,0.375,1274.0,472.0,0.284,1.587,0.020648,0.478,0.482,1374.3333333333333,1.613,1271.0,65.0,1728.3333333333333,63.0,100.0,100.0,60.0,62.0,45.17,0.727,0,45.27,1,0.255,1.667,0.0037619999999999997,0.29,0,0.0,5277.0,1338.0,0.0
-3675.981086,-981.3457420000001,-1350.9599999999998,-3250.816,26.0,68.0,48.0,48.0,0.312,522.0,0.474,1392.0,439.0,0.594,3.175,0.0,0.1,0.4039999999999999,959.3333333333334,3.2260000000000004,923.0,20.0,1953.3333333333333,63.0,100.0,38.0,18.0,62.0,92.8,0.0,0,70.43,1,1.0,5.556,0.0,0.9,0,5.0,569.0,38.0,1.0
-1609.028694,-2638.280772,-2296.146875,-1752.565375,36.0,63.0,61.0,31.0,0.361,391.0,0.625,1536.0,380.0,0.1669999999999999,5.085,0.042899999999999994,0.388,0.212,1806.0,9.091,1260.0,64.0,2102.0,59.0,100.0,100.0,61.0,66.0,45.28,0.48,0,51.35,1,0.227,1.639,0.100788,0.224,0,0.0,535.0,3602.0,1.0
-2551.46612,-1464.093774,-2657.86731,-1557.331924,51.0,42.0,50.0,50.0,0.554,306.0,0.673,2530.0,344.0,0.138,8.065,0.046944,0.652,0.163,2763.0,9.524,2559.0,62.0,2623.3333333333335,62.0,30.0,100.0,63.0,63.0,45.08,0.44,0,57.63,0,0.24,7.937,0.09856,0.061,0,6.452,747.0,6297.0,1.0
-2040.012,-2432.2799999999997,-2267.745889,-2597.811889,48.0,52.0,60.0,39.0,0.355,374.0,0.492,1162.0,362.0,0.452,0.0,0.074382,0.415,0.1689999999999999,1320.3333333333333,6.154,1146.0,60.0,1571.6666666666667,60.0,69.0,100.0,65.0,65.0,45.03,0.683,0,45.03,0,0.167,0.0,0.019285,0.323,0,0.0,802.0,2243.0,1.0
-2531.9971960000003,-1628.248086,-1678.9766399999999,-2734.350696,21.0,78.0,40.0,56.0,0.396,433.0,0.508,1751.0,360.0,0.245,8.197,0.029457999999999995,0.643,0.27,2366.6666666666665,6.25,1745.0,66.0,2316.0,61.0,100.0,69.0,59.0,64.0,46.4,0.81,0,54.83,0,0.051,6.78,0.040767000000000005,0.19,0,0.0,1015.0,923.0,-1.0
-2569.05,-1671.1171920000002,-2904.712152,-1675.98324,42.0,47.0,56.0,44.0,0.729,548.0,0.587,1910.0,609.0,0.119,1.587,0.03321,0.579,0.143,2178.0,3.226,1902.0,62.0,2066.3333333333335,63.0,100.0,100.0,63.0,62.0,45.51,0.439,0,51.47,0,0.281,11.111,0.032283,0.298,0,6.452,252.0,4522.0,-1.0
-1994.04,-2454.2081460000004,-2138.3531399999997,-2434.4666279999997,52.0,44.0,27.0,72.0,0.295,241.0,0.508,1549.0,219.0,0.41,4.615,0.021964,0.435,0.407,2122.3333333333335,3.333,1640.0,61.0,2024.0,65.0,54.0,100.0,64.0,60.0,45.03,0.655,0,52.56,0,0.276,6.25,0.013624,0.242,0,1.639,2040.0,23519.0,-1.0
-1484.792589,-2956.30178,-3030.1342,-1734.00864,50.0,45.0,50.0,50.0,0.281,322.0,0.456,642.0,428.0,0.406,0.0,0.022925,0.344,0.333,1050.3333333333333,2.128,827.0,66.0,762.3333333333334,43.0,18.0,100.0,59.0,47.0,45.27,0.0,0,125.58,0,0.966,5.085,0.0053040000000000006,0.443,0,4.545,89.0,976.0,1.0
-2077.937638,-2534.5615860000003,-3048.2529999999997,-1712.009336,44.0,53.0,57.0,39.0,0.509,400.0,0.632,1363.0,392.0,0.264,4.688,0.020286000000000002,0.538,0.206,2020.6666666666667,1.639,1551.0,58.0,2186.6666666666665,64.0,100.0,100.0,67.0,61.0,45.25,0.649,0,45.24,1,0.281,4.478,0.01456,0.308,0,0.0,25776.0,1406.0,1.0
-2149.1951400000003,-1978.5884680000001,-2184.310272,-2258.950122,56.0,39.0,44.0,53.0,0.662,330.0,0.717,1527.0,321.0,0.191,3.175,0.0,0.609,0.264,1790.0,3.226,1561.0,64.0,1651.3333333333333,63.0,100.0,100.0,61.0,62.0,45.08,0.642,0,46.73,1,0.245,6.557,0.0025080000000000002,0.125,0,6.25,510.0,31394.0,1.0
-2149.1951400000003,-1978.5884680000001,-2184.310272,-2258.950122,56.0,39.0,44.0,53.0,0.662,330.0,0.717,1527.0,321.0,0.191,3.175,0.0,0.609,0.264,1790.0,3.226,1561.0,64.0,1651.3333333333333,63.0,100.0,100.0,61.0,62.0,45.08,0.642,0,46.73,1,0.245,6.557,0.0025080000000000002,0.125,0,6.25,510.0,31394.0,1.0
-2255.5679999999998,-1743.1887199999999,-1365.7411920000002,-2391.839391,36.0,51.0,47.0,46.0,0.444,277.0,0.508,2082.0,203.0,0.259,8.065,0.083936,0.537,0.148,2364.6666666666665,7.937,1919.0,63.0,2458.3333333333335,62.0,100.0,100.0,62.0,63.0,45.03,0.029,0,46.21,1,0.913,11.29,0.011137,0.195,0,12.698,25017.0,10515.0,0.0
-2526.538,-1870.3125,-3589.389612,-1150.7234760000001,47.0,50.0,49.0,43.0,0.63,338.0,0.677,2054.0,383.0,0.241,9.836,0.035695999999999964,0.471,0.161,2209.0,4.688,2023.0,61.0,2283.0,61.0,100.0,100.0,64.0,64.0,45.02,0.623,0,45.18,1,0.264,6.25,0.014690000000000002,0.147,0,0.0,2199.0,1932.0,-1.0
-1838.8039999999999,-2600.0985720000003,-2743.449984,-1486.457817,48.0,41.0,56.0,43.0,0.635,327.0,0.623,1928.0,418.0,0.096,5.172,0.046197,0.581,0.087,2170.3333333333335,1.493,1934.0,65.0,2184.0,58.0,96.0,100.0,60.0,67.0,47.6,0.216,0,49.4,0,0.529,8.333,0.058905000000000006,0.21,0,10.769,5431.0,826.0,-1.0
-2103.5565,-2259.65625,-1876.001616,-2569.252926,41.0,52.0,36.0,56.0,0.607,235.0,0.433,1599.0,212.0,0.213,4.839,0.045591000000000007,0.491,0.4,2241.6666666666665,1.587,1522.0,61.0,1755.0,62.0,100.0,100.0,64.0,63.0,45.01,0.721,0,46.23,1,0.262,9.375,0.0028799999999999997,0.2,0,4.918,7229.0,21100.0,-1.0
-2589.9651639999997,-1789.7598800000003,-2731.654998,-1863.0744610000002,49.0,43.0,52.0,47.0,0.463,376.0,0.527,1177.0,313.0,0.254,1.613,0.040158,0.477,0.182,1242.0,3.175,1170.0,62.0,1444.0,62.0,69.0,100.0,63.0,63.0,45.05,0.585,1,45.04,0,0.113,7.937,0.017925,0.369,0,3.226,785.0,138.0,-1.0
-2197.4500279999997,-2436.1411359999997,-2679.712,-2072.649488,55.0,43.0,50.0,50.0,0.492,272.0,0.5329999999999999,1663.0,283.0,0.18,3.2260000000000004,0.00825,0.603,0.417,2306.3333333333335,3.175,1668.0,64.0,1933.3333333333333,62.0,100.0,100.0,61.0,63.0,45.05,0.196,0,60.71,0,0.107,1.639,0.21645599999999998,0.147,0,0.0,1056.0,29608.0,-1.0
-2090.378862,-742.3888640000001,-2856.6310679999997,-323.434837,48.0,28.0,41.0,32.0,0.35,157.0,0.241,727.0,208.0,0.575,24.194,0.0,0.353,0.63,749.3333333333334,25.397,669.0,76.0,893.6666666666666,62.0,100.0,100.0,49.0,63.0,69.99,0.105,0,93.01,1,0.816,26.531,0.0,0.569,0,30.263,295.0,126.0,0.0
-2397.436584,-2332.946798,-2876.378076,-1776.005452,48.0,50.0,25.0,75.0,0.438,238.0,0.531,1297.0,380.0,0.375,1.754,0.10004,0.458,0.141,1548.3333333333333,1.754,1289.0,63.0,1484.3333333333333,57.0,12.0,100.0,62.0,57.0,45.06,0.095,0,77.99,0,0.19,1.613,0.119238,0.237,1,3.175,114.0,6939.0,-1.0
-2566.165875,-1706.25,-2919.673978,-1457.143284,54.0,39.0,38.0,48.0,0.492,276.0,0.481,2307.0,258.0,0.197,5.0,0.129204,0.493,0.185,2643.6666666666665,10.769,2304.0,61.0,2457.0,60.0,100.0,100.0,64.0,65.0,45.18,0.623,0,71.75,1,0.264,3.125,0.031527000000000006,0.119,0,4.918,1369.0,34660.0,1.0
-3804.5193550000004,-1038.888156,-1658.7312499999998,-2635.4240419999996,28.0,67.0,50.0,42.0,0.375,326.0,0.537,2147.0,263.0,0.281,8.955,0.07087500000000001,0.525,0.148,2555.6666666666665,1.724,2052.0,64.0,2598.6666666666665,67.0,42.0,100.0,61.0,58.0,45.06,0.278,0,46.05,1,0.051,8.197,0.22222399999999998,0.25,0,1.562,3917.0,29532.0,1.0
-2213.339337,-2361.809856,-2244.660441,-2092.402355,45.0,53.0,48.0,41.0,0.44,470.0,0.294,1380.0,599.0,0.24,6.667,0.013389999999999999,0.574,0.588,1545.6666666666667,4.615,1343.0,62.0,2021.0,60.0,87.0,100.0,63.0,65.0,45.12,0.333,0,70.99,1,0.13,1.587,0.15008000000000002,0.241,0,1.613,812.0,1267.0,-1.0
-1988.3886000000002,-2442.7041209999998,-2443.368494,-1923.768125,45.0,54.0,49.0,47.0,0.538,259.0,0.444,1666.0,325.0,0.25,9.677,0.04611,0.484,0.397,1768.6666666666667,6.349,1575.0,64.0,2027.0,62.0,100.0,100.0,61.0,63.0,45.06,0.583,0,46.28,1,0.383,3.279,0.005082000000000001,0.21,0,1.562,2252.0,3847.0,1.0
-689.563791,-3209.5873389999997,-2752.9919999999997,-1101.22,34.0,53.0,57.0,26.0,0.25,358.0,0.278,1260.0,398.0,0.25,0.0,0.07631900000000001,0.304,0.556,2365.0,0.0,1705.0,66.0,1635.6666666666667,10.0,57.0,100.0,59.0,12.0,45.01,0.548,0,132.37,1,0.129,18.644,0.1615,0.217,0,9.091,22.0,21578.0,1.0
-1339.76438,-2910.6049,-3635.885314,-1088.539686,43.0,56.0,77.0,23.0,0.464,186.0,0.387,1377.0,271.0,0.179,4.839,0.012297999999999998,0.411,0.473,2058.3333333333335,1.587,1619.0,63.0,2044.3333333333333,62.0,100.0,100.0,62.0,63.0,45.34,0.362,0,58.04,0,0.014,0.0,0.12412,0.429,0,0.0,546.0,462.0,1.0
-3181.9941440000002,-1608.0533240000002,-1428.6918360000002,-3121.874847,33.0,63.0,55.0,41.0,0.419,269.0,0.661,1847.0,364.0,0.258,6.557,0.009944999999999999,0.39,0.254,2207.0,0.0,1564.0,66.0,2320.3333333333335,61.0,100.0,100.0,59.0,64.0,45.12,0.222,0,45.14,1,0.136,3.39,0.128502,0.317,0,1.515,18985.0,3692.0,-1.0
-2796.15,-1692.3280000000002,-2340.0,-2160.015,48.0,50.0,42.0,51.0,0.53,344.0,0.509,1392.0,339.0,0.242,4.615,0.005624,0.492,0.396,1874.0,5.0,1537.0,60.0,1727.0,65.0,100.0,100.0,65.0,60.0,45.04,0.836,0,67.98,1,0.066,4.615,0.01636599999999999,0.344,0,0.0,154.0,17078.0,-1.0
-2861.3178460000004,-1738.828125,-1953.0382960000002,-2571.35966,46.0,50.0,52.0,47.0,0.314,325.0,0.176,1225.0,205.0,0.457,4.839,0.044722,0.431,0.667,2150.6666666666665,1.587,1257.0,61.0,1674.0,62.0,63.0,100.0,64.0,63.0,45.23,0.597,0,46.06,0,0.355,4.688,0.003424,0.19,0,3.279,297.0,14545.0,1.0
-2149.6029840000006,-2093.586231,-2916.1000000000004,-1849.275554,54.0,41.0,50.0,50.0,0.5,333.0,0.742,1663.0,406.0,0.3,1.695,0.03625,0.438,0.0969999999999999,1823.3333333333333,3.03,1717.0,64.0,1863.6666666666667,59.0,32.0,100.0,61.0,66.0,45.01,0.582,0,46.83,0,0.145,8.197,0.046665,0.281,0,1.562,8343.0,6983.0,1.0
-2115.0593040000003,-1840.4911319999999,-3292.624112,-907.214256,31.0,59.0,60.0,33.0,0.111,306.0,0.0,956.0,293.0,0.611,6.452,0.004653999999999999,0.071,0.947,1267.3333333333333,12.903,1085.0,34.0,1109.3333333333333,31.0,100.0,100.0,33.0,31.0,64.11,0.265,0,69.84,1,0.618,3.03,0.019706,0.607,0,11.765,59.0,63.0,-1.0
-4370.467320000001,-817.521732,-3502.218111,-1183.962642,33.0,66.0,51.0,43.0,0.654,409.0,0.857,1282.0,410.0,0.269,7.407,0.0,0.429,0.143,1471.3333333333333,6.452,1114.0,60.0,1412.6666666666667,27.0,100.0,100.0,65.0,31.0,49.4,0.72,0,65.9,1,0.227,1.538,0.0,0.347,0,0.0,58.0,141.0,-1.0
-3098.150772,-1580.269824,-2411.95309,-1695.2533159999998,46.0,51.0,47.0,49.0,0.458,337.0,0.259,1301.0,304.0,0.271,15.152,0.053774,0.254,0.352,1897.6666666666667,3.39,1358.0,63.0,1357.6666666666667,66.0,100.0,100.0,62.0,59.0,45.0,0.397,0,56.94,1,0.413,3.226,0.04503,0.407,0,1.587,213.0,3596.0,0.0
-2437.864121,-2058.52726,-1861.233514,-2430.025768,51.0,45.0,36.0,56.0,0.463,233.0,0.66,1850.0,425.0,0.299,8.065,0.05328,0.587,0.16,2213.3333333333335,4.762,1863.0,64.0,1962.3333333333333,62.0,100.0,100.0,61.0,63.0,45.07,0.207,0,54.5,1,0.362,3.279,0.096544,0.079,0,3.125,2905.0,14169.0,1.0
-2527.5927739999997,-1483.914828,-2998.9751579999997,-1356.365474,51.0,41.0,34.0,62.0,0.672,232.0,0.827,2329.0,207.0,0.115,8.065,0.009804,0.545,0.135,2522.6666666666665,11.111,2262.0,58.0,2771.3333333333335,62.0,87.0,93.0,67.0,63.0,46.97,0.784,0,45.09,1,0.137,8.955,0.012566999999999998,0.197,0,3.448,17679.0,5380.0,-1.0
-3747.6870000000004,-1039.84375,-2685.45684,-2127.62516,46.0,52.0,48.0,48.0,0.594,391.0,0.44,1747.0,343.0,0.232,1.639,0.005,0.661,0.52,2168.0,7.812,1741.0,61.0,1843.6666666666667,61.0,100.0,100.0,64.0,64.0,45.09,0.552,0,45.33,1,0.358,3.125,0.015659999999999997,0.179,0,0.0,3179.0,12708.0,1.0
-2530.1500290000004,-1730.48,-2863.342104,-1719.778125,44.0,47.0,50.0,50.0,0.483,241.0,0.758,1753.0,247.0,0.207,4.688,0.001936,0.362,0.21,1952.3333333333333,3.279,1726.0,60.0,1885.3333333333333,64.0,48.0,100.0,65.0,61.0,46.45,0.362,0,48.78,0,0.362,10.769,0.041451999999999996,0.414,0,3.333,6993.0,469.0,1.0
-1688.0656399999998,-2898.2875,-2568.4746800000003,-1801.6021099999998,47.0,48.0,60.0,36.0,0.375,302.0,0.0,960.0,390.0,0.188,8.065,0.037908000000000004,0.344,0.809,1030.6666666666667,6.349,842.0,61.0,1443.0,62.0,100.0,100.0,64.0,63.0,48.81,0.362,0,74.81,1,0.293,1.562,0.13662,0.328,0,3.279,183.0,424.0,0.0
-844.058226,-4006.8033390000005,-2843.4698599999997,-1826.3680700000002,55.0,44.0,66.0,27.0,0.286,346.0,0.214,941.0,341.0,0.286,0.0,0.018033999999999998,0.418,0.714,1173.3333333333333,11.111,1075.0,66.0,0.0,13.0,54.0,100.0,59.0,9.0,48.9,0.4,0,137.5,1,0.382,0.0,0.062347999999999994,0.313,0,4.545,22.0,254.0,-1.0
-2755.1616180000005,-1455.1114380000001,-2527.844665,-2069.66664,47.0,45.0,24.0,72.0,0.429,377.0,0.66,1831.0,323.0,0.243,3.03,0.0,0.596,0.34,1825.6666666666667,5.085,1753.0,51.0,2236.3333333333335,66.0,75.0,100.0,52.0,59.0,45.09,0.822,0,45.12,1,0.089,9.615,0.021038,0.346,0,1.961,4756.0,103.0,1.0
-2383.56,-2010.618561,-2648.159804,-2038.2067940000002,42.0,52.0,53.0,44.0,0.526,191.0,0.785,1753.0,249.0,0.175,1.538,0.010881,0.333,0.169,2211.3333333333335,3.333,1678.0,62.0,2047.0,65.0,100.0,100.0,63.0,60.0,51.31,0.484,0,47.46,1,0.403,6.349,0.022761000000000003,0.298,0,3.226,6280.0,4182.0,1.0
-1890.2518460000001,-2128.603425,-1885.496957,-2187.472645,47.0,46.0,49.0,44.0,0.361,267.0,0.228,1559.0,329.0,0.246,5.0,0.0702,0.467,0.333,1780.0,6.154,1564.0,62.0,1797.6666666666667,60.0,100.0,100.0,63.0,65.0,46.4,0.246,0,45.1,1,0.158,4.762,0.206718,0.3,0,8.065,1259.0,165.0,1.0
-3021.512,-1485.9375,-2553.150192,-1782.0541200000002,46.0,47.0,46.0,53.0,0.591,323.0,0.0,1485.0,229.0,0.258,4.918,0.022600000000000002,0.367,0.887,1682.0,4.688,1509.0,61.0,1660.3333333333333,61.0,100.0,100.0,64.0,64.0,45.13,0.655,0,45.17,1,0.103,6.25,0.021931,0.417,0,4.918,2101.0,3194.0,-1.0
-2042.859,-2339.285624,-2205.0,-2212.889,49.0,44.0,43.0,50.0,0.607,220.0,0.7120000000000001,1792.0,275.0,0.1639999999999999,4.839,0.02499,0.387,0.1689999999999999,1999.0,3.175,1883.0,60.0,1883.6666666666667,62.0,100.0,100.0,65.0,63.0,45.1,0.357,0,51.6,1,0.036,6.154,0.10277999999999998,0.371,0,5.0,334.0,2108.0,1.0
-2652.431958,-2027.90625,-1753.88175,-2646.6875,42.0,54.0,39.0,56.0,0.652,564.0,0.566,1733.0,567.0,0.197,6.25,0.05586,0.684,0.189,1981.3333333333333,3.279,1770.0,61.0,1830.3333333333333,64.0,69.0,100.0,64.0,61.0,45.05,0.656,0,51.53,1,0.203,1.562,0.014288,0.088,0,4.918,253.0,8128.0,1.0
-1813.753784,-2217.907935,-3202.4375,-1460.093958,60.0,36.0,45.0,49.0,0.586,240.0,0.586,2242.0,250.0,0.207,5.97,0.074592,0.387,0.172,2444.0,8.621,2202.0,64.0,2494.3333333333335,67.0,100.0,100.0,61.0,58.0,50.65,0.311,0,72.84,1,0.556,6.557,0.02109,0.253,0,1.562,1858.0,6280.0,-1.0
-2695.137628,-1738.0935,-1870.211616,-2811.473,45.0,50.0,44.0,56.0,0.347,264.0,0.0,1318.0,253.0,0.375,1.639,0.09057599999999999,0.492,0.367,1461.6666666666667,4.688,1314.0,62.0,1389.6666666666667,61.0,100.0,100.0,63.0,64.0,45.1,0.016,0,50.65,0,0.41,4.762,0.127676,0.356,0,3.226,391.0,776.0,-1.0
-1599.534177,-2592.956472,-1945.594,-2561.525615,41.0,56.0,60.0,30.0,0.125,299.0,0.154,834.0,154.0,0.25,4.545,0.043008000000000005,0.184,0.654,1159.0,4.545,768.0,68.0,971.0,22.0,60.0,100.0,57.0,22.0,68.69,0.479,0,108.86,1,0.493,1.754,0.00875,0.551,0,2.941,44.0,11309.0,0.0
-2590.0,-1412.5,-1674.54,-2979.558,37.0,62.0,56.0,40.0,0.364,234.0,0.542,856.0,333.0,0.364,0.0,0.0,0.5,0.146,856.3333333333334,7.5,846.0,10.0,1050.3333333333333,44.0,100.0,24.0,4.0,40.0,104.91,0.2,0,57.23,0,0.5,0.0,0.0819,0.25,0,0.0,84.0,14.0,1.0
-1303.0407460000001,-2872.576408,-2155.005,-2314.063037,46.0,45.0,40.0,53.0,0.421,316.0,0.2769999999999999,860.0,235.0,0.368,2.222,0.008463000000000002,0.129,0.4679999999999999,1234.0,10.87,893.0,60.0,1057.6666666666667,45.0,45.0,100.0,65.0,46.0,45.0,0.222,0,54.61,1,0.611,7.692,0.030728000000000002,0.452,0,6.667,91.0,4832.0,-1.0
