user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_average_win_diff,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,draw_rate,combined_draw4,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
arturadiga,0.229,0.417,347.0,51.11,Biri-biri,0.4,0.108,284.0,45.19,1.0,1584.0,1997.6666666666667,413.66666666666674,-404.0,1987.8080830000001,1537.6306450000002,3473.118387,2307.6851279999996,7.0,3.572,1554.0,3136.0,-11.0,1.026,0.806,1.0
aratorn,0.353,0.431,427.0,45.0,OlosaToluca,0.306,0.408,357.0,45.15,1.0,2196.0,2300.0,104.0,70.0,2129.403276,2575.6004319999997,1854.417348,2221.53276,12.0,5.15925,1870.0,2337.0,33.0,0.747,0.7909999999999999,1.0
farag2132,0.406,0.328,432.0,45.78,Yordany87,0.583,0.229,293.0,45.63,-1.0,1989.6666666666667,1996.0,6.3333333333332575,-16.0,2995.397235,3133.6519200000002,1728.122811,1648.7377880000001,7.0,3.2067499999999995,3328.0,1462.0,151.0,1.0590000000000002,0.728,1.0
pksingh,0.662,0.2,443.0,45.05,padawanahsoka,0.623,0.132,365.0,48.86,1.0,1883.3333333333333,1987.6666666666667,104.33333333333348,-90.0,2419.35,2919.560864,1556.080484,2343.769506,13.0,4.39775,2496.0,1890.0,34.0,1.2240000000000002,1.448,1.0
elturcomanyo,0.578,0.172,316.0,58.99,Beautyy_queen,0.576,0.212,422.0,64.09,1.0,1650.6666666666667,2354.6666666666665,703.9999999999998,-703.0,2660.113596,2537.3,1740.191418,1655.1599999999999,22.0,7.81025,3300.0,840.0,470.0,1.3279999999999998,1.184,1.0
GokTURK75,0.7,0.183,577.0,45.11,Lebov,0.691,0.127,624.0,45.87,1.0,2093.3333333333335,1986.6666666666667,106.66666666666674,121.0,2912.5450240000005,2096.75,2741.95,1632.637415,8.0,3.5845000000000002,2000.0,2585.0,-21.0,0.977,1.166,1.0
ChriR21,0.622,0.061,481.0,87.95,RD202021,0.478,0.217,282.0,50.99,1.0,2051.0,1877.3333333333333,173.66666666666674,149.0,6025.938128,4642.86622,855.68378,359.593707,4.0,1.59425,5220.0,418.0,214.0,1.384,1.2530000000000001,1.0
dasbet,0.458,0.271,376.0,45.51,Ferit_1Kaplan,0.329,0.171,398.0,65.13,1.0,1381.6666666666667,1447.3333333333333,65.66666666666652,-18.0,2144.954574,1209.6237,4039.43867,2359.165479,3.0,2.66575,1173.0,3542.0,-36.0,0.958,0.845,1.0
Warlisson,0.475,0.288,239.0,45.12,J0HN3K,0.589,0.232,242.0,45.65,1.0,1894.6666666666667,1962.0,67.33333333333326,-60.0,2696.994606,1984.1152279999997,2477.6488839999997,1840.276256,6.0,4.80775,2208.0,2491.0,-12.0,1.233,1.146,1.0
CastleKing79,0.5,0.15,365.0,45.21,amaterfutog,0.685,0.167,386.0,45.12,-1.0,1638.0,1754.0,116.0,-146.0,2923.348992,2258.64408,2490.245121,1852.3372480000003,2.0,1.60675,2695.0,2200.0,3.0,1.25,1.107,1.0
FabianRF,0.569,0.236,339.0,49.63,daniel2021x,0.429,0.232,344.0,45.02,1.0,2441.0,2304.6666666666665,136.33333333333348,262.0,2668.7858220000003,2737.027566,1876.855132,1355.9153350000001,18.0,7.28075,2562.0,1518.0,79.0,1.383,1.14,1.0
forkintheroad96,0.6,0.127,198.0,52.12,zerggov,0.354,0.215,266.0,46.3,-1.0,2061.0,2083.3333333333335,22.333333333333485,54.0,1819.025,2119.80554,2622.9320519999997,2938.44375,7.0,2.77825,2064.0,2592.0,-60.0,1.0819999999999999,0.981,1.0
Konstantin_Goncharov,0.583,0.15,356.0,45.08,Tilep,0.559,0.153,357.0,45.11,-1.0,2151.6666666666665,2329.3333333333335,177.66666666666697,-111.0,2758.6,1786.3177919999998,2805.0478559999997,1835.3672969999998,17.0,4.413749999999999,2856.0,1406.0,60.0,1.221,1.3010000000000002,1.2345679012345678
kungrik,0.321,0.321,251.0,45.23,Beka571,0.415,0.154,253.0,45.17,-1.0,1465.6666666666667,1590.0,124.33333333333326,-115.0,2104.2597419999997,2124.0,2416.96875,2665.9663800000003,11.0,3.573,2640.0,1848.0,40.0,0.49,0.841,1.0
GumaTzk,0.355,0.258,214.0,72.15,Movsar06,0.569,0.103,301.0,45.36,-1.0,1677.6666666666667,1575.3333333333333,102.33333333333348,149.0,2605.446402,2500.02,2214.292619,2307.7000000000003,3.0,1.6332499999999999,2322.0,2475.0,92.0,1.032,1.044,1.0
Rafatomic,0.589,0.143,516.0,46.84,kvang,0.4,0.092,383.0,45.19,1.0,1403.3333333333333,1448.0,44.66666666666674,-46.0,2443.119778,1736.071528,3211.8034719999996,2517.219778,4.0,0.78125,1640.0,3300.0,-5.0,1.468,0.7330000000000001,1.0
chaukhanglong,0.432,0.243,359.0,65.55,Timmy_Nguyen2k3,0.342,0.11,369.0,56.3,-1.0,1988.3333333333333,1867.6666666666667,120.66666666666652,-50.0,2222.211111,2011.090625,2298.375,1440.344856,18.0,6.6205,1620.0,2040.0,-11.0,0.956,1.131,0.38
Edward-Richtofen,0.557,0.311,358.0,47.35,KosduModjinn,0.627,0.209,367.0,45.0,-1.0,1882.6666666666667,1542.3333333333333,340.3333333333335,354.0,2803.05,1614.225074,3475.887759,1984.340176,3.0,1.609,1880.0,3000.0,-3.0,1.057,1.272,1.0
Engvangchess,0.714,0.19,359.0,45.14,sailate,0.516,0.355,437.0,46.31,1.0,2605.3333333333335,2578.6666666666665,26.66666666666697,20.0,2427.278424,1654.250496,2108.098016,1554.712586,22.0,11.56875,1482.0,2544.0,-9.0,0.974,1.407,1.0
fisherbl,0.492,0.237,397.0,45.02,boomonstervi,0.25,0.0,321.0,120.3,1.0,1150.6666666666667,1748.3333333333333,597.6666666666665,-509.0,3091.322014,3385.403125,937.5187500000001,1826.6939109999998,1.0,1.601,3550.0,1372.0,110.0,0.603,0.847,7.142857142857143
tOpEaDe,0.6,0.109,409.0,46.19,AlexLev07,0.455,0.164,283.0,45.32,-1.0,1441.0,1644.3333333333333,203.33333333333326,-234.0,2146.999101,2410.70625,2142.897272,2369.139926,9.0,4.423500000000001,1978.0,2600.0,23.0,1.3079999999999998,0.8140000000000001,1.0
kailera77,0.429,0.286,387.0,45.01,Bdeljavan,0.415,0.154,333.0,45.11,1.0,1893.3333333333333,1895.6666666666667,2.333333333333485,-4.0,2258.076129,2478.6390719999995,2256.416337,2752.676129,6.0,1.166,2352.0,2352.0,-11.0,0.802,1.198,1.0
chesspuglio,0.52,0.147,397.0,137.73,cengozhan,0.405,0.238,229.0,142.38,1.0,1553.6666666666667,1719.3333333333333,165.66666666666652,-206.0,4276.431369,3520.210707,1578.304293,975.2386439999999,6.0,2.0335,3584.0,1320.0,316.0,1.248,0.9580000000000001,1.0
Chillgames1,0.5,0.389,277.0,88.34,AlejandroBarmarti,0.491,0.263,215.0,102.63,1.0,1940.0,2200.6666666666665,260.6666666666665,-391.0,2662.489355,1851.8481480000003,2793.6358729999997,2024.84268,9.0,3.2162499999999996,3285.0,1040.0,58.0,1.208,0.688,2.2222222222222223
mustapha155,0.617,0.128,331.0,45.0,Tuonelaaa,0.34,0.22,363.0,45.24,1.0,1522.3333333333333,1718.0,195.66666666666674,-220.0,1843.3314899999998,2350.198464,2196.63702,2642.11234,6.0,2.8034999999999997,2106.0,2451.0,126.0,1.26,0.6160000000000001,1.0
PabloBZound,0.448,0.207,399.0,48.03,Egy_Hakim,0.591,0.182,326.0,45.15,-1.0,1739.6666666666667,1628.6666666666667,111.0,158.0,2918.8606139999997,1511.7238849999999,3449.2128999999995,1961.4676900000002,11.0,1.9969999999999999,2115.0,2352.0,59.0,1.017,1.115,1.0
chessgirlnomber1,0.456,0.263,268.0,45.87,trueday,0.603,0.279,250.0,45.38,-1.0,2557.6666666666665,2524.3333333333335,33.33333333333303,10.0,2182.2269819999997,1503.90625,2876.0062500000004,2499.3276,6.0,5.15475,1848.0,2912.0,-129.0,1.1360000000000001,1.071,1.0
MirellaCajasNarvaez,0.118,0.176,343.0,87.67,mariusfru,0.44,0.227,334.0,45.74,-1.0,2303.0,1997.3333333333333,305.66666666666674,279.0,639.595495,381.41840800000006,5245.182516,4822.0462179999995,5.0,2.7474999999999996,495.0,5312.0,-814.0,0.596,0.45,1.0
Devilmarko,0.077,0.769,259.0,45.2,drattitude,0.407,0.254,295.0,45.01,-1.0,2454.0,2298.0,156.0,90.0,1159.341736,563.5971040000001,3729.1425929999996,3579.0860880000005,13.0,7.321249999999999,836.0,3900.0,-373.0,0.077,0.9949999999999999,1.0
stepangrytsyniak,0.5,0.211,248.0,45.37,nekhiltapadia,0.393,0.311,233.0,45.04,1.0,2370.0,2673.3333333333335,303.3333333333335,-261.0,3882.17046,3115.879179,1026.4102639999999,1189.15378,5.0,3.2139999999999995,3600.0,936.0,227.0,1.097,0.841,1.0
dm-krasnov2009,0.632,0.193,407.0,45.79,Danzino21,0.782,0.145,357.0,45.01,0.0,2588.6666666666665,2377.6666666666665,211.0,249.0,2232.635363,1512.0900199999999,2046.335232,1691.4085089999999,25.0,13.61125,1845.0,1980.0,-48.0,1.416,1.518,1.0
gauriired,0.37,0.222,283.0,49.78,moh133,0.356,0.22,251.0,45.24,-1.0,1647.3333333333333,1767.6666666666667,120.33333333333348,-137.0,2811.92958,1490.30097,3055.540873,1898.9426050000002,6.0,4.65775,1850.0,2773.0,24.0,0.556,0.614,0.81
Whitehoof,0.71,0.097,494.0,45.59,mathowsky,0.571,0.179,444.0,49.34,-1.0,1591.3333333333333,1615.0,23.666666666666742,-13.0,2499.369564,2575.446462,2107.157076,2045.846208,8.0,3.9939999999999998,2115.0,2499.0,-2.0,1.569,1.3639999999999999,1.0
elsamaritano,0.484,0.312,207.0,45.03,pyitpyit,0.438,0.203,278.0,45.31,-1.0,1889.0,1907.6666666666667,18.666666666666742,-54.0,2597.3783550000003,2143.250738,2711.850246,2077.9317459999997,6.0,2.3395,2254.0,2444.0,-55.0,1.018,1.162,1.0
gdi61,0.536,0.304,348.0,45.39,tkap88,0.596,0.228,338.0,45.03,1.0,2006.3333333333333,2252.6666666666665,246.33333333333326,-252.0,2304.177189,2142.822888,2437.264516,1884.2874040000002,7.0,5.593999999999999,1908.0,2640.0,9.0,1.139,1.4289999999999998,1.0
frijolfrijol,0.481,0.096,380.0,45.7,The_losserrr,0.571,0.143,279.0,95.78,1.0,1317.0,1593.3333333333333,276.33333333333326,-428.0,3589.7512819999997,944.4238889999999,3888.9199999999996,1487.151795,3.0,3.579,2400.0,2450.0,-68.0,1.052,1.43,5.555555555555555
Carbon-Knight,0.391,0.359,255.0,45.03,Diet_Nyquil,0.381,0.429,255.0,45.3,-1.0,1987.6666666666667,1999.3333333333333,11.666666666666515,64.0,2258.06875,2498.0489199999997,2263.854879,2227.796875,4.0,3.61075,2544.0,2244.0,-42.0,1.029,1.131,1.0
Chessmaster2019-20,0.351,0.405,263.0,52.86,Spacecap39,0.542,0.181,269.0,45.07,-1.0,2533.6666666666665,2150.0,383.6666666666665,388.0,924.5001540000001,1366.180072,3505.3890600000004,4465.846944000001,7.0,2.78625,945.0,4260.0,-606.0,0.872,1.054,1.0
johnvocals,0.567,0.15,314.0,45.07,rlbindra,0.477,0.108,300.0,45.11,1.0,1357.3333333333333,1484.6666666666667,127.33333333333348,-62.0,2348.523485,1890.471395,2586.6952020000003,2146.475505,8.0,5.234,1665.0,3009.0,35.0,1.222,0.8979999999999999,1.0
eproksh,0.476,0.222,228.0,68.78,Revlo47,0.299,0.269,233.0,45.61,1.0,1658.0,1677.0,19.0,-23.0,2264.099472,1833.3190229999998,2494.2578160000003,2314.570287,12.0,5.30525,1892.0,2550.0,67.0,0.711,0.33499999999999996,1.0
M7SEN,0.379,0.212,273.0,47.41,Bogenko,0.62,0.26,222.0,45.02,-1.0,2343.3333333333335,2204.6666666666665,138.66666666666697,-83.0,3341.7789820000003,2581.35108,2037.4683839999998,1449.1279740000002,17.0,4.01425,2385.0,1800.0,3.0,1.036,0.75,1.0
YurevichAndrey,0.623,0.23,524.0,45.28,hwappel1,0.557,0.164,519.0,45.12,1.0,1438.6666666666667,1595.3333333333333,156.66666666666652,-256.0,2328.6375,1967.1803280000001,2498.0489199999997,2187.508518,6.0,5.186,2600.0,2115.0,53.0,1.3319999999999999,1.2570000000000001,1.0
Supermario222,0.574,0.147,295.0,45.42,shababy,0.534,0.259,267.0,45.06,1.0,2087.0,2125.6666666666665,38.666666666666515,167.0,3481.837788,2150.521659,2619.038556,1589.850384,2.0,1.60025,3360.0,1680.0,55.0,0.84,1.105,0.75
Udo_Kroner,0.25,0.25,388.0,96.33,einervondenen,0.429,0.214,548.0,46.48,1.0,1022.6666666666666,832.0,190.66666666666663,185.0,2822.6,1354.523598,3492.044127,2096.75,1.0,0.8,2016.0,2709.0,35.0,0.653,1.008,0.3
Pahdeshah,0.545,0.182,319.0,45.01,WhiteRoss,0.418,0.145,408.0,45.4,1.0,1445.6666666666667,1354.0,91.66666666666674,109.0,3056.6161819999998,2539.7,2008.921875,1718.66404,6.0,3.99475,1886.0,2800.0,-32.0,0.954,1.022,1.0
Gaffer23,0.649,0.193,327.0,45.37,ziad_abousamra,0.652,0.061,240.0,45.1,1.0,1459.6666666666667,1595.0,135.33333333333326,-176.0,2177.275,1944.14521,2858.617008,2689.546875,3.0,1.2295,2205.0,2646.0,-38.0,1.27,1.016,1.0
lotus-cicegi,0.407,0.13,322.0,50.52,Franalmeria,0.589,0.143,359.0,45.19,-1.0,1448.6666666666667,1604.3333333333333,155.66666666666652,-190.0,2282.237244,2213.140292,2197.7271259999998,2228.484375,5.0,5.23175,2050.0,2695.0,-44.0,1.007,1.25,1.0
F-Villa,0.611,0.074,589.0,110.87,Burak2133,0.68,0.02,433.0,62.81,1.0,1862.0,1493.6666666666667,368.33333333333326,530.0,2542.326402,2282.8751859999998,1997.5540199999998,2142.855,6.0,4.00925,2464.0,2120.0,-92.0,1.343,1.326,1.0
emil545,0.638,0.207,407.0,45.0,Reiniervg77,0.475,0.254,352.0,53.18,1.0,1450.3333333333333,1409.0,41.33333333333326,34.0,2258.653812,2116.921875,1814.5125,2112.9608639999997,14.0,8.759,1855.0,2166.0,-48.0,1.197,0.725,1.0769230769230769
Imtheliquor,0.326,0.186,321.0,64.87,Ischemia,0.5,0.207,262.0,45.03,-1.0,1706.3333333333333,2080.6666666666665,374.33333333333326,-379.0,2172.733056,1382.035776,3203.1,2554.448544,3.0,3.2075,2132.0,2610.0,-52.0,1.123,0.942,0.51
jagruti1968,0.538,0.173,441.0,48.88,milda1964,0.41,0.066,525.0,51.61,-1.0,1407.0,1642.6666666666667,235.66666666666674,-314.0,2607.089212,1540.1995040000002,3211.82624,2199.9008989999998,7.0,2.78475,1960.0,2688.0,-64.0,0.768,1.1199999999999999,1.0
Magnifico31,0.682,0.106,279.0,45.0,SiegbertJohann,0.25,0.4,253.0,45.07,1.0,2055.3333333333335,2062.0,6.666666666666515,86.0,3220.648336,3358.9224269999995,1459.303533,1397.8561700000002,17.0,3.9939999999999998,3168.0,1035.0,486.0,0.964,0.929,1.1111111111111112
Berdanozmen,0.318,0.159,268.0,74.93,luisrafa,0.254,0.239,392.0,45.02,-1.0,1250.0,1114.3333333333333,135.66666666666674,234.0,1578.559828,1222.5940440000002,3806.138976,3136.8099420000003,5.0,2.7767500000000003,1734.0,2961.0,-23.0,0.358,1.087,1.0
TULUAESTULUA,0.565,0.226,266.0,45.05,CkickyCheck,0.54,0.27,272.0,47.55,-1.0,2400.6666666666665,2513.3333333333335,112.66666666666697,-179.0,2380.96875,2062.399101,2792.160074,2306.53125,3.0,2.38225,2100.0,2744.0,-35.0,1.244,1.032,1.0
Gustav98,0.491,0.182,398.0,125.78,Popcornmen,0.632,0.088,351.0,55.66,-1.0,1409.0,1532.6666666666667,123.66666666666674,-225.0,2477.239136,1905.2522680000002,2812.5,2164.98293,7.0,3.2005,2058.0,2520.0,46.0,0.6679999999999999,0.823,1.0
JoeHeart,0.514,0.208,325.0,47.37,pwn3d_fr,0.726,0.194,395.0,45.09,-1.0,2126.3333333333335,2310.6666666666665,184.33333333333303,-220.0,3508.8087720000003,1842.9888520000002,2775.154554,1216.921164,6.0,4.07725,2856.0,1845.0,-34.0,0.988,1.42,1.0
MewTwo6446,0.0,0.0,153.0,104.62,maia1,0.679,0.128,237.0,45.0,1.0,2541.0,1313.6666666666667,1227.3333333333333,1108.0,164.515005,212.65832,6323.742504000001,5249.233325,20.0,4.29825,576.0,3888.0,-392.0,0.0,1.522,0.8181818181818182
MewTwo6446,0.0,0.0,153.0,104.62,maia1,0.679,0.128,237.0,45.0,-1.0,2541.0,1313.6666666666667,1227.3333333333333,1108.0,164.515005,212.65832,6323.742504000001,5249.233325,20.0,4.29825,576.0,3888.0,-392.0,0.0,1.522,0.8181818181818182
vanaleinen,0.627,0.224,422.0,46.45,moderncoffee,0.695,0.22,440.0,45.3,1.0,2524.6666666666665,2368.6666666666665,156.0,142.0,2247.523374,2373.5019839999995,2301.5777279999998,1641.97734,10.0,7.2465,2376.0,2091.0,-2.0,1.4969999999999999,0.964,1.0
sani2923,0.509,0.226,268.0,45.19,kedicikler,0.397,0.205,238.0,45.33,-1.0,1515.3333333333333,1469.6666666666667,45.666666666666515,70.0,1810.714158,1445.9592159999997,3305.0943060000004,3124.728018,10.0,2.74375,1536.0,2795.0,-139.0,0.884,0.42600000000000005,1.492537313432836
bahodir8855,0.447,0.224,271.0,51.2,Zohidjon22,0.407,0.288,275.0,45.19,0.0,2476.6666666666665,2400.0,76.66666666666652,-20.0,2777.7999999999997,3360.6757800000005,1456.8939449999998,1934.5312500000002,8.0,2.79125,2800.0,1800.0,224.0,0.685,0.9630000000000001,1.0
EvolucionHumana,0.54,0.222,203.0,45.04,ProfPopoff,0.508,0.095,154.0,45.16,1.0,1887.6666666666667,2238.6666666666665,350.9999999999998,-344.0,2624.303598,2153.818412,2384.6,2370.403598,11.0,2.3635,2091.0,2322.0,42.0,1.201,1.1179999999999999,1.0
gorvat_a,0.565,0.177,539.0,58.37,Hasan_m83,0.53,0.121,374.0,45.12,-1.0,1669.0,1536.3333333333333,132.66666666666674,163.0,2455.026402,1965.26799,2570.7061289999997,2301.6,4.0,3.1522499999999996,1862.0,2940.0,-38.0,1.386,1.013,1.0
alireza_20357,0.536,0.196,246.0,45.14,oziman07,0.559,0.068,332.0,45.05,1.0,1758.6666666666667,1716.6666666666667,42.0,149.0,2777.822272,1967.2422000000001,2617.65468,2085.8019839999997,6.0,2.8099999999999996,2385.0,2279.0,31.0,1.036,1.0750000000000002,1.0
Drom75,0.443,0.344,255.0,45.84,alef-alef,0.516,0.145,212.0,45.11,-1.0,1618.3333333333333,1574.3333333333333,44.0,44.0,2743.769161,1748.1823100000001,3176.3680019999997,1763.671252,8.0,3.5845,1892.0,2754.0,-47.0,1.022,0.877,1.0
thalassery-1,0.358,0.415,290.0,75.75,Cres-123,0.448,0.239,393.0,45.58,-1.0,2294.0,2031.0,263.0,262.0,2014.8580150000003,1455.056561,3230.1499999999996,2868.518412,2.0,3.24925,2300.0,2600.0,-147.0,0.946,1.124,0.9
thalassery-1,0.358,0.415,290.0,75.75,Cres-123,0.448,0.239,393.0,45.58,-1.0,2294.0,2031.0,263.0,262.0,2014.8580150000003,1455.056561,3230.1499999999996,2868.518412,2.0,3.24925,2300.0,2600.0,-147.0,0.946,1.124,0.9
lepauvresportif,0.629,0.21,566.0,45.14,bobrbel,0.603,0.191,493.0,48.58,1.0,1787.3333333333333,2017.6666666666667,230.33333333333348,-227.0,2013.8999999999999,2181.414384,2406.104495,2537.159772,7.0,3.9819999999999998,2016.0,2646.0,88.0,1.346,1.533,1.0
mdel,0.556,0.074,280.0,45.04,LuisIII1972,0.529,0.353,466.0,45.02,-1.0,2388.3333333333335,2131.0,257.3333333333335,300.0,2142.85,1354.3372760000002,3315.4259599999996,2450.068894,10.0,4.8004999999999995,1980.0,2548.0,-131.0,1.1760000000000002,1.408,1.0
vaikelis,0.487,0.237,239.0,45.69,pogi062873,0.397,0.301,262.0,45.31,1.0,2436.3333333333335,2583.0,146.66666666666652,-118.0,2254.10625,1844.26875,2464.15,1659.825,10.0,5.99375,2340.0,1848.0,64.0,0.9159999999999999,1.056,1.0
cnick,0.391,0.234,258.0,45.61,miki1958,0.547,0.208,265.0,45.06,1.0,2445.3333333333335,2184.0,261.3333333333335,260.0,3315.4259599999996,2211.977112,2450.0992319999996,1290.32043,7.0,4.79425,2132.0,2491.0,10.0,0.913,0.899,1.0
afrobol,0.459,0.131,297.0,46.08,Rotgar,0.262,0.23,364.0,45.52,-1.0,1335.0,1333.0,2.0,-5.0,2557.976512,1826.6939109999998,2662.00242,1975.79375,12.0,5.2364999999999995,2322.0,2040.0,14.0,0.923,0.77,1.0
Itzi_12,0.386,0.159,272.0,45.04,moodydoomy,0.346,0.327,251.0,45.37,1.0,1496.0,2082.0,586.0,-797.0,2121.556692,1741.29308,2849.4375849999997,2057.2535359999997,7.0,4.9175,1848.0,2583.0,-37.0,0.783,0.887,1.0
mostafa1396,0.322,0.39,280.0,45.07,Don_Tonto,0.508,0.237,283.0,45.0,-1.0,2180.6666666666665,2259.3333333333335,78.66666666666697,-54.0,2375.849616,1797.2082950000001,2872.5007680000003,1863.7944700000003,15.0,5.984500000000001,1880.0,2400.0,113.0,0.722,0.798,1.0
Muhittin70,0.613,0.161,386.0,45.12,soso_killer1998,0.667,0.25,388.0,77.42,-1.0,1745.6666666666667,1853.0,107.33333333333326,-113.0,1539.615396,1558.451948,2525.29798,2668.5756600000004,17.0,7.61825,1457.0,2646.0,-52.0,1.327,1.2240000000000002,4.545454545454546
joaovinicious14,0.595,0.162,265.0,50.89,Skimergo,0.218,0.236,195.0,46.13,-1.0,2507.6666666666665,2280.3333333333335,227.33333333333303,188.0,3416.168892,2917.4559600000002,1555.9859960000001,1534.124432,10.0,4.06075,2800.0,1748.0,248.0,1.058,1.036,1.0
KaeR26,0.471,0.176,302.0,45.53,YasinEmrah,0.391,0.218,452.0,48.72,-1.0,2693.0,2472.6666666666665,220.33333333333348,136.0,1548.915625,1317.33548,3448.49274,2330.111368,7.0,4.017,1500.0,2592.0,-13.0,0.744,1.103,1.0
KeWCaL,0.583,0.183,472.0,45.09,martmac11,0.592,0.296,460.0,45.06,-1.0,2330.3333333333335,2434.3333333333335,104.0,-170.0,1885.25,1654.298016,2690.9777280000003,2665.221576,7.0,5.56375,2401.0,2254.0,83.0,1.083,0.863,1.0
MESH3AL,0.462,0.2,407.0,46.71,Davidcmejias,0.585,0.185,361.0,45.07,1.0,1764.0,1535.0,229.0,226.0,2571.42,2168.74665,2034.7378660000002,2222.24,1.0,2.39425,2450.0,2500.0,-95.0,0.801,0.749,0.12
satin1965,0.571,0.161,344.0,45.08,Shertro,0.467,0.267,420.0,45.61,-1.0,1979.3333333333333,2134.3333333333335,155.00000000000023,-127.0,2152.7625000000003,1718.687229,2369.139926,2222.2000000000003,19.0,8.03475,2024.0,2068.0,-17.0,1.127,1.25,1.0
Gapele,0.567,0.183,541.0,47.29,osgnight1,0.475,0.131,490.0,48.32,1.0,1897.6666666666667,1952.6666666666667,55.0,-61.0,3041.5027649999997,1720.408295,3210.4326419999998,1648.739068,6.0,2.8034999999999997,2352.0,2350.0,70.0,1.403,1.18,1.0
minipoli,0.283,0.679,252.0,45.0,mashamalinovskay,0.356,0.186,310.0,45.22,1.0,1088.6666666666667,1498.0,409.33333333333326,-485.0,1746.861032,2460.9375,1977.5625,2837.926982,11.0,5.19325,2256.0,2208.0,121.0,0.96,0.546,1.0
finishen,0.672,0.224,466.0,45.04,Schmuch,0.746,0.186,554.0,47.53,-1.0,1932.0,2376.0,444.0,-449.0,2537.159772,1784.771232,2453.717266,1741.0987600000003,9.0,8.002,1680.0,2850.0,-24.0,1.396,1.4729999999999999,1.0
NeuhausSchach,0.52,0.22,272.0,56.13,SilvaJames369,0.5,0.365,251.0,82.43,1.0,2209.3333333333335,2285.0,75.66666666666652,-52.0,1700.6649659999998,1332.3844320000003,3464.2333799999997,2751.30582,7.0,4.736,1584.0,3150.0,-90.0,1.138,1.03,1.0
BlunderOnMove12,0.556,0.185,288.0,45.37,muybiennegro,0.371,0.323,260.0,45.12,-1.0,1729.6666666666667,1990.3333333333333,260.6666666666665,-273.0,2258.05,1776.807747,2937.647406,2241.4,7.0,4.04275,1806.0,2916.0,45.0,1.022,1.0230000000000001,1.0
Stdi56,0.561,0.158,385.0,45.1,RobTai,0.559,0.271,362.0,45.04,-1.0,1868.3333333333333,1841.6666666666667,26.666666666666515,33.0,2328.021164,2187.807076,2580.65,2328.021164,2.0,2.79725,2450.0,2450.0,-93.0,1.19,1.328,1.0
BAVKKK,0.536,0.145,461.0,45.11,JesusFistus,0.469,0.094,380.0,46.9,-1.0,1198.6666666666667,1299.0,100.33333333333326,-156.0,3503.422656,1730.73491,2902.40688,1503.90625,2.0,2.83025,2296.0,2408.0,-4.0,1.381,1.2570000000000001,0.69
SergejErofeew,0.483,0.167,215.0,45.25,LeninMonge,0.031,0.031,281.0,50.03,1.0,1624.6666666666667,1751.0,126.33333333333326,-100.0,1075.8125,691.59375,3586.05625,3565.575,10.0,4.7645,893.0,3555.0,-77.0,0.526,0.6980000000000001,1.0
Anandtiwarikolhapur,0.377,0.18,238.0,45.09,onasanyaiseoluwa17,0.383,0.3,298.0,45.13,-1.0,1148.0,2085.0,937.0,-984.0,2825.5648960000003,1967.2219420000001,2912.972913,1968.75,3.0,1.993,1900.0,2940.0,63.0,0.5740000000000001,0.685,1.0
Regulator1089,0.551,0.261,226.0,45.0,ali_az75,0.492,0.302,251.0,45.03,-1.0,2293.3333333333335,2214.0,79.33333333333348,179.0,2484.254976,2731.542924,1795.012539,2411.2021919999997,8.0,2.81625,2400.0,2016.0,19.0,0.907,1.146,1.0
afred,0.452,0.242,384.0,45.05,sparky95,0.564,0.236,385.0,59.55,1.0,1824.0,2041.0,217.0,-237.0,2541.009042,2541.0,2151.625,2213.1,4.0,2.7727500000000003,2448.0,2340.0,6.0,1.233,1.193,1.0
Plipblib,0.333,0.167,238.0,45.12,Avyukt129,0.34,0.22,206.0,45.05,1.0,1227.0,1077.6666666666667,149.33333333333326,246.0,3519.374628,2617.65468,2213.10936,1178.108904,6.0,3.572,2478.0,2106.0,9.0,0.497,0.648,1.0
KM_RATHOD,0.477,0.323,276.0,45.09,Cheching,0.31,0.276,266.0,45.07,-1.0,1956.3333333333333,1610.3333333333333,346.0,347.0,3130.638128,2373.4878719999997,2192.46875,1713.3525120000002,4.0,3.1875,2912.0,1936.0,5.0,0.629,0.5740000000000001,1.0
sedart21,0.431,0.276,205.0,54.7,ayhanyuce,0.548,0.113,344.0,72.39,1.0,1759.6666666666667,1990.0,230.33333333333326,-245.0,2679.414035,1645.071984,3050.831007,1866.0231259999998,5.0,4.4585,1932.0,2809.0,-14.0,0.845,1.286,2.2222222222222223
abstractbird,0.519,0.037,547.0,45.66,Pin-to-Win,0.603,0.127,480.0,45.03,-1.0,1332.3333333333333,1414.0,81.66666666666674,-310.0,1687.8553439999998,2357.363226,2233.29603,3216.936402,8.0,1.96625,2256.0,2350.0,-64.0,1.169,1.0739999999999998,1.0
Abdelwahed75,0.269,0.288,431.0,45.06,elir96,0.22,0.22,324.0,45.19,-1.0,2131.3333333333335,2207.3333333333335,76.0,-39.0,3238.2013150000002,2251.2970899999996,2222.195635,1518.6013149999999,2.0,1.627,2496.0,2100.0,136.0,0.867,0.474,1.0
