user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_average_win_diff,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,draw_rate,combined_draw4,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
Juane_007,0.609,0.078,250.0,45.07,Haluma53,0.558,0.135,411.0,45.05,1.0,1896.3333333333333,1802.0,94.33333333333326,128.0,3267.933405,2285.15625,2221.7000000000003,1467.339398,13.0,4.0024999999999995,2385.0,1960.0,-101.0,1.08,1.397,1.0
aceman08150,0.317,0.317,229.0,45.23,Jovic16,0.431,0.216,218.0,45.52,1.0,2060.6666666666665,1755.6666666666667,304.9999999999998,327.0,2631.04128,2742.65376,2037.4646369999998,1995.9650199999999,9.0,2.79125,2914.0,1600.0,9.0,0.903,1.141,1.0
Collura,0.413,0.365,250.0,108.79,atesermannuri,0.652,0.13,267.0,500.0,1.0,0.0,1630.3333333333333,1630.3333333333333,-1687.0,3704.2443550000003,4336.97558,937.7084249999999,658.6254839999999,4.0,1.5815000000000001,2888.0,1320.0,155.0,1.066,1.1440000000000001,1.0
apawnleader,0.423,0.212,256.0,47.5,tpstewart,0.309,0.418,208.0,45.62,-1.0,1674.0,1666.6666666666667,7.3333333333332575,21.0,2310.09667,2116.3788360000003,2741.250592,2154.037305,6.0,2.4065,2296.0,2184.0,67.0,1.05,0.738,1.0
Epojr79,0.312,0.125,419.0,45.45,darko_b,0.229,0.145,346.0,45.16,-1.0,1420.0,1151.6666666666667,268.33333333333326,263.0,1382.529235,1081.704904,4180.270096,3540.96,12.0,2.43425,1551.0,2835.0,-247.0,0.612,0.722,1.0
Barleber,0.576,0.227,388.0,45.11,Bruttenews,0.5,0.25,372.0,45.0,-1.0,1680.3333333333333,1807.3333333333333,127.0,-174.0,2910.823488,1803.2683060000002,2810.2829039999997,1693.5375000000001,7.0,3.9955000000000003,1960.0,2640.0,-55.0,1.112,0.879,1.0
leevoltaire,0.431,0.259,352.0,45.21,AmazingTFC,0.557,0.213,361.0,48.3,1.0,1573.6666666666667,1691.0,117.33333333333326,-189.0,2228.484375,2228.44416,2535.81916,2461.61916,8.0,2.77275,2200.0,2392.0,-2.0,1.031,1.088,1.0
Mayur4545,0.463,0.259,341.0,53.27,proffitt20,0.491,0.283,408.0,45.18,-1.0,1292.3333333333333,1313.0,20.666666666666742,5.0,2394.1099799999997,1886.569503,2339.302446,1995.9750000000001,16.0,5.98575,2132.0,2028.0,63.0,0.7010000000000001,0.7989999999999999,1.0
luisfer1980,0.5,0.309,270.0,45.08,Fredsterrr,0.371,0.355,282.0,45.48,1.0,1823.0,1911.0,88.0,-117.0,3214.9209119999996,1873.06077,3064.5,1405.8646260000003,6.0,1.9905,2303.0,2392.0,-56.0,1.025,0.567,1.0
PatanGBG,0.568,0.257,296.0,71.57,DamPrikurit,0.494,0.294,271.0,48.78,-1.0,2515.6666666666665,2464.0,51.666666666666515,28.0,1734.693424,1530.770264,2765.382522,2095.23,22.0,4.79575,486.0,3024.0,-132.0,1.025,1.085,3.0303030303030303
chadli,0.475,0.164,236.0,45.01,Siggy_79,0.552,0.224,229.0,45.74,-1.0,1836.0,1780.0,56.0,27.0,2205.1280239999996,1894.3755400000002,2823.35592,2268.16875,1.0,3.5919999999999996,1012.0,4081.0,-41.0,1.041,1.202,3.7037037037037037
kudrya53,0.512,0.232,382.0,45.04,Bolloyoung83,0.521,0.329,290.0,45.0,-1.0,2370.0,2576.3333333333335,206.33333333333348,-230.0,2791.914174,2242.1423959999997,1968.75,1720.0537199999999,10.0,2.806,1710.0,2432.0,32.0,0.554,0.8460000000000001,1.0
manyang,0.273,0.273,761.0,45.05,stiv1965,0.4,0.283,375.0,62.04,1.0,2347.3333333333335,2070.3333333333335,277.0,241.0,1662.7497360000002,1721.082517,2594.1083900000003,3090.9453959999996,9.0,4.42575,1530.0,3111.0,-207.0,0.906,0.893,1.0
dereulenspiegel,0.339,0.177,400.0,45.68,laacsa,0.397,0.143,322.0,45.07,-1.0,1645.0,1397.0,248.0,283.0,2392.6,2104.2597419999997,2660.53964,2336.377344,8.0,2.4015,2254.0,2352.0,-91.0,0.9710000000000001,0.7030000000000001,1.0
enrico1976,0.443,0.213,285.0,45.09,kanishk0206,0.636,0.145,351.0,67.48,1.0,1817.0,1974.0,157.0,-152.0,3034.386402,2307.672804,2374.669206,1804.2364020000002,3.0,2.40775,2538.0,2295.0,-34.0,0.9430000000000001,1.436,1.0
rayhan2,0.484,0.141,300.0,72.51,mubanga2221,0.4,0.15,327.0,46.42,-1.0,1368.3333333333333,1228.6666666666667,139.66666666666652,206.0,2655.5494080000003,2497.398231,2187.807076,2030.7316200000002,8.0,3.2002499999999996,2444.0,2150.0,55.0,1.008,0.891,1.0
Gylesdlh,0.633,0.183,326.0,45.08,mohammadbolandi745,0.579,0.263,386.0,45.1,-1.0,2151.3333333333335,2032.3333333333333,119.00000000000023,137.0,2083.33125,2622.9500000000003,1713.38202,2291.66875,9.0,6.76725,2392.0,2156.0,35.0,1.174,1.343,1.0
vishvadeep,0.407,0.305,255.0,45.06,levi30,0.442,0.212,248.0,45.07,-1.0,2468.6666666666665,2184.3333333333335,284.33333333333303,114.0,2876.799101,2294.153596,2170.128472,1927.521576,9.0,3.19475,2107.0,2448.0,26.0,0.784,0.877,1.0
mermaid4,0.4,0.533,237.0,77.21,GOMERUYT,0.558,0.058,361.0,54.12,1.0,1426.3333333333333,1337.0,89.33333333333326,257.0,2187.5062500000004,2468.668081,2516.868081,1996.571528,7.0,3.342,2856.0,1458.0,192.0,1.179,1.032,0.35
SachinUmeshPawar,0.439,0.246,290.0,46.46,jonardbaquiranlacar,0.426,0.164,410.0,45.08,-1.0,1679.3333333333333,2119.6666666666665,440.33333333333326,-520.0,2365.576344,2153.100768,2788.031106,2293.907834,4.0,1.9905,2156.0,2646.0,19.0,0.9870000000000001,0.98,1.0
mohamed-abdelhamed,0.452,0.129,364.0,46.42,kuruftukumawun,0.651,0.095,593.0,53.04,-1.0,1979.6666666666667,1801.6666666666667,178.0,231.0,2379.67266,2142.85,2614.1019840000004,2147.020148,9.0,3.6235,1836.0,2640.0,-23.0,0.996,1.024,1.0
aegboye7,0.387,0.226,255.0,68.58,Enifenj,0.484,0.25,261.0,48.14,1.0,2362.6666666666665,2232.3333333333335,130.33333333333303,198.0,3065.1639299999997,1884.945426,3098.232234,1866.432786,4.0,0.80425,1271.0,3740.0,-225.0,0.977,0.566,2.0833333333333335
metehan136981,0.538,0.231,253.0,46.07,Maitre126,0.352,0.296,269.0,45.56,-1.0,2088.3333333333335,1975.3333333333333,113.00000000000023,154.0,2277.908784,2050.301561,2500.02,2009.8992059999998,10.0,5.5785,2173.0,2295.0,30.0,0.5690000000000001,0.752,1.0
mihail246,0.525,0.115,339.0,45.06,aboufedi,0.387,0.194,395.0,45.15,-1.0,2157.3333333333335,1939.3333333333333,218.00000000000023,225.0,2130.04639,2227.331106,2534.568894,2539.6692780000003,6.0,2.8034999999999997,2250.0,2450.0,-55.0,0.918,1.153,1.0
confusedMatrix,0.507,0.087,431.0,61.83,WESLEYTONINI,0.574,0.18,576.0,45.87,1.0,1684.0,1401.0,283.0,286.0,2376.16152,2711.850246,1823.3908419999998,2000.9788359999998,11.0,5.26375,2592.0,1872.0,-6.0,0.783,1.2469999999999999,1.0
JavierChauras,0.62,0.113,377.0,45.0,legion355,0.467,0.217,371.0,45.1,1.0,1680.6666666666667,1654.0,26.666666666666742,-64.0,2379.481923,3099.98,1692.2830769999998,2146.14,5.0,3.23725,2508.0,2120.0,-161.0,0.9199999999999999,0.624,1.0
MAESTROTHAGOAT001,0.373,0.237,389.0,45.07,kom195,0.377,0.226,356.0,45.73,-1.0,1974.6666666666667,2062.6666666666665,87.99999999999977,-64.0,1990.9639679999998,3084.17616,1711.593776,2201.71875,7.0,5.4552499999999995,1632.0,2944.0,-24.0,0.494,0.687,1.0
stanislav09,0.556,0.175,388.0,45.73,graggi,0.5,0.233,417.0,45.13,1.0,2085.3333333333335,1847.0,238.33333333333348,257.0,2741.250592,2177.4,2661.3,2040.807483,12.0,1.9969999999999999,2100.0,2303.0,9.0,0.966,1.0739999999999998,1.0
zahra237R,0.467,0.25,243.0,45.06,kud4,0.371,0.194,245.0,45.1,1.0,1360.3333333333333,1329.0,31.333333333333258,28.0,2942.325,1775.959672,3155.735,1752.405144,7.0,2.7555,2025.0,2650.0,-55.0,0.7130000000000001,0.521,1.0
MUIZZ_3000,0.551,0.159,320.0,50.9,Abbatt,0.377,0.174,384.0,45.08,-1.0,2010.6666666666667,1585.3333333333333,425.3333333333335,485.0,2030.6878900000002,2661.201984,1922.084772,2813.33358,4.0,2.3815,2067.0,2622.0,-111.0,0.777,0.622,1.0
HECTORAQUINO,0.271,0.559,283.0,45.59,VinceDawis,0.258,0.318,254.0,45.05,-1.0,1223.0,1350.6666666666667,127.66666666666674,-127.0,2698.4,1577.0508960000002,3113.1642599999996,2007.1354840000001,8.0,3.6034999999999995,2226.0,2240.0,-39.0,0.6819999999999999,0.475,1.0
Dan8erous,0.304,0.196,365.0,46.11,yrysdau1et,0.258,0.097,385.0,45.36,-1.0,1243.6666666666667,1383.0,139.33333333333326,-162.0,2976.510264,2380.963492,2186.9114640000003,1704.55,8.0,3.359,2695.0,1890.0,19.0,0.533,0.726,2.0408163265306123
MonkeyDBragi,0.197,0.258,226.0,64.52,babakt25,0.238,0.492,232.0,45.24,-1.0,1280.6666666666667,1184.6666666666667,96.0,65.0,3093.9207389999997,1890.140625,2741.95,1774.68522,5.0,2.4007500000000004,2695.0,2058.0,61.0,0.841,0.577,1.0
pequeheart,0.571,0.095,390.0,45.06,Rozwa,0.607,0.098,394.0,45.16,-1.0,1851.6666666666667,2087.6666666666665,235.99999999999977,-216.0,2338.1494079999998,2500.0,2185.205307,2577.459486,6.0,2.0097500000000004,2254.0,2448.0,94.0,0.754,0.853,1.0
cory299e8,0.351,0.228,207.0,45.11,Sabath,0.472,0.151,242.0,45.08,1.0,1916.3333333333333,2046.3333333333333,130.0,-145.0,2872.235223,2107.157076,2549.428772,2015.6583019999998,10.0,2.00975,2520.0,1950.0,59.0,0.748,1.2029999999999998,1.0
ayanp3356,0.294,0.49,237.0,52.06,Lekzzy,0.392,0.216,232.0,45.03,1.0,1400.6666666666667,1420.0,19.333333333333258,2.0,2666.0375,1977.966595,2394.485676,1816.4250000000002,10.0,5.2124999999999995,2106.0,2288.0,50.0,0.548,0.845,0.69
newchessplayer69,0.516,0.266,259.0,45.0,ThBe95,0.484,0.203,202.0,45.1,-1.0,2148.3333333333335,1924.3333333333333,224.00000000000023,252.0,2281.106682,2301.5614440000004,2150.521659,2396.291705,6.0,4.01975,2596.0,2028.0,-45.0,1.302,0.895,1.0
Mainframe01,0.627,0.271,263.0,45.0,Lapingroin,0.519,0.154,248.0,49.3,1.0,2448.6666666666665,2432.6666666666665,16.0,-32.0,3472.19871,1589.347656,2783.203125,1123.3837680000001,18.0,6.8134999999999994,2397.0,1763.0,57.0,1.15,1.133,1.0
cleverhart,0.351,0.175,288.0,52.1,Tochuks,0.377,0.295,280.0,45.05,-1.0,1909.3333333333333,1533.6666666666667,375.6666666666665,416.0,2517.219778,1711.3125000000002,2921.634846,1824.43046,13.0,5.2115,2346.0,2021.0,-97.0,0.5579999999999999,0.984,1.0
Farili,0.683,0.183,404.0,45.06,ValdoChessChaves,0.578,0.234,393.0,45.18,1.0,2164.0,2257.6666666666665,93.66666666666652,-65.0,2575.446462,1904.7365080000002,2743.769161,2016.15,10.0,4.0005,2304.0,2205.0,-8.0,1.252,1.181,1.0
pcremone,0.47,0.121,387.0,45.25,zirvch,0.261,0.304,421.0,45.01,-1.0,1145.0,1164.6666666666667,19.666666666666742,-50.0,2904.00726,1814.5125,2620.9375,1886.569503,11.0,3.62275,2695.0,1776.0,-14.0,0.7789999999999999,0.653,1.0
G3rasim1,0.51,0.157,239.0,50.86,theycallmepeter,0.452,0.178,251.0,45.06,-1.0,2140.3333333333335,1880.0,260.3333333333335,294.0,1792.115412,1530.9931900000001,3125.96298,3041.5027649999997,3.0,3.61625,1813.0,3024.0,-122.0,0.9219999999999999,0.907,1.0
Big_Damdam7,0.619,0.143,205.0,53.58,bijelicekic,0.375,0.232,277.0,45.02,1.0,1801.6666666666667,1674.6666666666667,127.0,121.0,2417.569011,3016.157742,1814.5145160000002,2422.467448,9.0,2.0045,2444.0,2115.0,-102.0,0.738,1.155,1.0
sebba59,0.339,0.274,386.0,45.04,Ndaed00,0.458,0.203,330.0,45.34,1.0,1606.3333333333333,1787.6666666666667,181.33333333333348,-187.0,2949.321659,1930.35192,2380.95,1930.36298,12.0,4.4035,2394.0,1887.0,63.0,0.798,0.686,1.0
Zaccanasta90,0.471,0.196,241.0,45.05,volodu,0.561,0.212,235.0,45.11,-1.0,1961.6666666666667,2364.3333333333335,402.66666666666674,-544.0,1797.2082950000001,1856.132642,2698.4,2777.7999999999997,9.0,4.806749999999999,1833.0,2754.0,-68.0,0.667,1.0990000000000002,1.0
bahri11,0.424,0.186,499.0,74.49,MFI1011,0.617,0.167,549.0,45.39,1.0,1180.0,1194.3333333333333,14.333333333333258,-34.0,1693.5500000000002,2599.50726,1915.1731720000002,2610.86875,6.0,5.18575,2304.0,2401.0,2.0,0.907,1.184,1.0
tico81,0.513,0.184,383.0,46.86,nunezhereje,0.567,0.239,385.0,45.09,-1.0,2232.6666666666665,2152.3333333333335,80.33333333333303,65.0,2161.76387,2908.401925,1631.11077,2227.2593600000005,5.0,3.9875000000000003,3120.0,1632.0,32.0,1.186,1.2109999999999999,1.0
FKM1967,0.492,0.254,269.0,45.13,RobertoPetrini,0.509,0.208,395.0,45.26,-1.0,2186.6666666666665,2445.0,258.3333333333335,-291.0,2215.4,2933.315,1800.0,2092.32,8.0,4.743500000000001,2736.0,1833.0,372.0,1.139,0.63,1.0
rapar_peri,0.411,0.286,255.0,45.16,Yasinhaydarusta,0.259,0.222,224.0,45.09,-1.0,1842.0,1675.6666666666667,166.33333333333326,159.0,2163.927087,2734.359375,1916.6499999999999,2110.943304,13.0,5.277749999999999,2585.0,1806.0,29.0,0.9989999999999999,0.378,1.0
LeFiscaliste,0.6,0.055,275.0,45.22,Deepakrajsk,0.466,0.069,331.0,45.12,1.0,1658.0,1637.3333333333333,20.666666666666742,213.0,2263.253538,2161.76387,2484.254976,2187.807076,13.0,4.41,2091.0,2254.0,-12.0,1.314,1.355,1.0
Gurke10,0.627,0.134,225.0,45.22,Turd5,0.516,0.25,382.0,46.02,1.0,1545.0,2010.0,465.0,-590.0,2470.595181,2292.423041,2459.0380410000002,2138.009276,3.0,2.7545,1936.0,2968.0,-10.0,1.145,1.48,1.0
mboris,0.596,0.158,571.0,45.06,borrelia_burgdorferi,0.623,0.131,494.0,47.63,1.0,1870.0,1964.3333333333333,94.33333333333326,-91.0,2934.91486,1674.146404,3028.2362599999997,1586.4906400000002,11.0,4.8214999999999995,2484.0,1978.0,145.0,1.435,1.2610000000000001,1.0
Artshakir,0.542,0.375,390.0,45.11,Aleksei-09_12-8,0.477,0.386,351.0,45.32,0.0,2473.3333333333335,2457.6666666666665,15.66666666666697,24.0,2880.955673,1563.6174839999999,2587.0718549999997,1379.3,15.0,7.191000000000001,2352.0,1802.0,-70.0,1.056,1.063,1.0
garuda2,0.619,0.19,374.0,45.17,grushaju,0.483,0.1,331.0,45.05,1.0,2161.3333333333335,2465.6666666666665,304.33333333333303,-278.0,3274.811696,2789.369165,1719.6461100000001,1122.241242,7.0,4.8485,3174.0,1440.0,244.0,0.923,0.825,1.0
MYMChessNiNibet,0.431,0.172,311.0,73.78,MYMChessAngad,0.316,0.237,257.0,57.18,-1.0,1943.3333333333333,2064.3333333333335,121.00000000000023,109.0,2999.969876,2870.685,1425.285862,1637.7285360000003,17.0,4.93025,4218.0,644.0,606.0,0.9969999999999999,0.546,0.21
GeirOlafsson,0.421,0.158,334.0,45.06,TiagoGuedes,0.422,0.094,326.0,45.0,1.0,1354.6666666666667,1398.3333333333333,43.666666666666515,-16.0,2460.3,1870.9300250000001,2446.654392,1984.15,5.0,6.3695,2205.0,2550.0,-13.0,1.065,0.681,1.0
bahmanbonab,0.533,0.283,616.0,45.03,enderby100,0.596,0.135,471.0,45.03,-1.0,1902.0,1959.3333333333333,57.33333333333326,-39.0,2997.6646370000003,2298.40625,2237.8875,1748.63669,7.0,2.78475,2809.0,1892.0,83.0,1.362,1.2349999999999999,1.0
Tukan2020,0.679,0.179,630.0,45.04,jurajcervenak12,0.673,0.164,583.0,47.18,-1.0,2191.0,2309.0,118.0,-204.0,2041.350756,2300.30726,1912.570856,2570.559375,21.0,5.231249999999999,2303.0,1710.0,-31.0,1.3679999999999999,1.381,1.0
seifallah,0.609,0.13,395.0,45.07,Zaramba76,0.714,0.143,534.0,45.78,1.0,1899.3333333333333,1876.3333333333333,23.0,35.0,2916.65,2892.805952,1641.844792,2018.2661460000002,6.0,2.77375,2650.0,2070.0,44.0,1.245,1.579,1.0
OrlandoHernandez123,0.678,0.169,436.0,45.08,DcfSinaga,0.565,0.101,324.0,46.24,1.0,2254.6666666666665,2235.6666666666665,19.0,32.0,2096.75,1975.2691360000003,2910.0788359999997,2565.039386,12.0,2.4067499999999997,1722.0,2744.0,-6.0,1.4,1.049,1.0
KwuKie2,0.596,0.175,533.0,45.12,boyarivera,0.536,0.196,573.0,45.54,-1.0,1707.3333333333333,1692.0,15.333333333333258,7.0,2016.15,2741.250592,1972.7934239999997,2489.592924,8.0,4.007000000000001,2300.0,2300.0,-81.0,0.611,1.117,1.0
Sone69,0.41,0.393,231.0,45.0,Ahmadsayyad94,0.571,0.125,300.0,45.68,-1.0,1857.3333333333333,1846.0,11.333333333333258,-3.0,3242.645805,1488.0215400000002,3080.109001,1269.8206349999998,13.0,6.3942499999999995,2115.0,2250.0,-41.0,0.647,1.261,1.0
tefrando,0.368,0.175,181.0,67.56,hopingowen,0.111,0.556,326.0,111.3,1.0,0.0,1300.6666666666667,1300.6666666666667,-1326.0,3233.69375,3697.643898,941.1355799999999,978.2437499999999,8.0,3.50975,3588.0,742.0,24.0,0.5,0.783,2.380952380952381
gemayel,0.646,0.185,346.0,57.5,hurrykane99,0.582,0.255,432.0,45.62,1.0,2259.6666666666665,2083.0,176.66666666666652,181.0,2529.248712,2265.6,2079.134526,1717.426854,16.0,6.811,2058.0,2162.0,-127.0,1.232,1.146,1.0
Moanaplanet,0.556,0.181,546.0,45.19,ivanchock,0.516,0.145,449.0,45.31,-1.0,1940.3333333333333,1577.6666666666667,362.6666666666665,409.0,2966.710788,2544.634375,2192.4500000000003,1998.9161820000002,0.0,1.197,2160.0,2808.0,-9.0,1.339,1.214,1.0101010101010102
brantosano,0.323,0.258,313.0,98.52,fishblue,0.476,0.286,230.0,45.22,1.0,2079.0,1459.6666666666667,619.3333333333333,621.0,2747.293773,2446.2358870000003,2143.792742,1452.980464,6.0,4.5649999999999995,3782.0,1260.0,23.0,0.776,0.532,0.5
Temuujin_A,0.455,0.182,269.0,45.15,NinjaniAnimsilef,0.576,0.254,217.0,45.07,1.0,2278.0,2260.0,18.0,54.0,2104.83,1968.2488400000002,2820.522564,2166.65,11.0,4.9015,1935.0,2550.0,45.0,1.214,0.712,1.0
milindace,0.348,0.196,216.0,45.7,ultrazor,0.158,0.474,274.0,50.55,-1.0,2275.0,2229.0,46.0,1.0,2081.712204,2817.546875,1585.147228,2131.112022,6.0,2.8105,2745.0,1749.0,8.0,0.372,0.43400000000000005,1.5873015873015872
tugidw,0.585,0.262,331.0,45.19,AleksandrIlyin,0.544,0.088,308.0,51.32,-1.0,1718.6666666666667,1754.6666666666667,36.0,-77.0,2361.965719,3174.602886,1750.826936,2372.849262,6.0,2.024,2304.0,2352.0,43.0,1.3159999999999998,1.205,1.1494252873563218
Macrejus,0.343,0.358,325.0,45.6,JaxLess,0.25,0.115,307.0,45.07,-1.0,1999.3333333333333,2314.6666666666665,315.33333333333326,-353.0,2923.1000000000004,3238.122381,1719.5970900000002,1942.8984119999998,6.0,1.6199999999999999,2420.0,2236.0,92.0,0.69,0.886,1.0
bettedavis21,0.286,0.302,264.0,243.61,FZBMat,0.351,0.333,251.0,206.62,-1.0,1436.6666666666667,1288.0,148.66666666666674,145.0,2822.6,2015.6583019999998,2257.488536,2016.15,7.0,4.378,2430.0,2205.0,-216.0,0.669,0.724,1.0
Zhalgas_asylkhan,0.453,0.297,249.0,46.44,grim_trigger,0.469,0.281,376.0,45.0,1.0,2430.0,2419.0,11.0,38.0,2300.30726,1738.921875,2343.75,1889.173146,10.0,8.42475,2162.0,2352.0,-17.0,1.208,1.0459999999999998,1.0
Zhalgas_asylkhan,0.453,0.297,249.0,46.44,grim_trigger,0.469,0.281,376.0,45.0,1.0,2430.0,2419.0,11.0,38.0,2300.30726,1738.921875,2343.75,1889.173146,10.0,8.42475,2162.0,2352.0,-17.0,1.208,1.0459999999999998,1.0
bulgakov_online,0.315,0.093,327.0,45.19,jegan1976,0.593,0.153,406.0,45.89,1.0,1554.6666666666667,1602.0,47.33333333333326,-47.0,2013.9699299999997,2364.39,2516.9649999999997,2759.911655,4.0,1.56575,2401.0,2397.0,-47.0,0.378,1.293,1.0
AmmarMezo,0.642,0.17,308.0,45.42,Invisible_Egor,0.553,0.053,396.0,50.28,-1.0,2032.0,2218.0,186.0,-131.0,2016.8793839999998,1016.9625,3813.5812499999997,2593.123845,26.0,4.82075,792.0,3024.0,-45.0,0.733,1.1219999999999999,0.33
No_Lee_Oswald,0.483,0.217,420.0,45.12,kesav_net,0.406,0.172,347.0,45.19,1.0,1379.0,1277.0,102.0,108.0,2361.786274,1905.7921400000002,2556.8125,2200.588608,7.0,3.5589999999999997,2695.0,1938.0,-34.0,1.009,0.7390000000000001,1.0
raaft666,0.711,0.222,434.0,45.01,mantau,0.571,0.286,403.0,45.44,-1.0,2471.6666666666665,2508.0,36.333333333333485,-56.0,1648.7377880000001,1408.111572,3225.836636,2004.601536,14.0,9.997499999999999,2236.0,2058.0,-18.0,1.447,1.165,1.0
StarGrazer13,0.661,0.125,309.0,45.0,Harpper,0.576,0.273,389.0,45.94,1.0,2123.3333333333335,2158.6666666666665,35.33333333333303,-27.0,2401.041816,1375.0125,3565.092604,2194.207314,7.0,3.6125,1763.0,2970.0,142.0,1.449,1.263,1.0
lawyer_nomer1,0.75,0.062,514.0,48.63,gea111,0.678,0.051,583.0,45.18,-1.0,1563.3333333333333,1690.0,126.66666666666674,-124.0,2498.045121,2313.547732,2313.4875,2016.6587040000002,7.0,4.008249999999999,2438.0,2205.0,-69.0,1.191,1.04,1.0
Bharathmareddy64,0.411,0.125,361.0,63.68,pramodkumar93,0.557,0.214,376.0,46.82,-1.0,2233.3333333333335,1918.3333333333333,315.0000000000002,284.0,1700.694331,1735.175078,2809.591155,2912.5450240000005,11.0,4.8005,1548.0,2912.0,-392.0,1.203,0.6040000000000001,0.69
Nicology,0.569,0.118,282.0,45.07,demidenca,0.207,0.379,286.0,45.94,-1.0,1736.0,1586.6666666666667,149.33333333333326,140.0,2792.1169919999998,1496.9989920000003,3351.8275200000003,1915.1877699999998,7.0,2.79125,2850.0,1764.0,-33.0,1.053,0.75,1.0
zouzazouboo,0.536,0.143,482.0,83.8,wowpetr,0.52,0.267,521.0,45.16,1.0,1562.3333333333333,1539.6666666666667,22.666666666666515,22.0,1902.672772,1623.380303,3352.5461280000004,2974.3023510000003,3.0,1.62075,1677.0,3300.0,7.0,1.1280000000000001,1.232,1.0
Moxn1,0.508,0.295,333.0,47.74,loicjeudy,0.552,0.138,320.0,45.27,-1.0,1382.0,1287.0,95.0,135.0,3236.42697,1984.15,2537.2308780000003,1784.776626,4.0,2.778,2600.0,2209.0,23.0,1.326,1.086,1.0
Hihonopojj,0.594,0.125,283.0,45.07,Kobi1954,0.73,0.143,308.0,45.23,-1.0,1853.3333333333333,1740.6666666666667,112.66666666666652,1.0,2826.897808,1774.2,2809.591155,1972.7934239999997,6.0,3.20675,3120.0,1672.0,-93.0,1.326,1.3399999999999999,1.0
arvidasvol,0.525,0.186,335.0,45.23,Amittansh,0.7,0.15,397.0,45.11,1.0,1907.0,2041.3333333333333,134.33333333333326,-150.0,2557.353792,2263.253538,2497.398231,2398.553792,7.0,1.20975,2303.0,2340.0,24.0,0.9,1.466,1.0
Kuriev01,0.5,0.125,452.0,98.47,adjologys1,0.472,0.125,394.0,49.7,1.0,1399.0,1196.3333333333333,202.66666666666674,204.0,458.33750000000003,3230.78,1046.16,5541.6375,7.0,2.8845,1496.0,3200.0,-143.0,1.135,0.8049999999999999,0.18
Grytegutten,0.47,0.333,349.0,47.1,GoldRakeRu,0.652,0.182,349.0,45.06,1.0,2345.6666666666665,2416.6666666666665,71.0,-72.0,2616.163368,1984.15,2847.52405,1744.108912,11.0,4.0835,1960.0,2475.0,84.0,1.303,1.133,1.0
Badhan_Roy,0.6,0.117,599.0,56.51,levent1977,0.578,0.141,535.0,45.06,-1.0,1561.3333333333333,1471.3333333333333,90.0,63.0,2509.6051199999997,1704.9199999999998,3060.090847,2153.85,8.0,3.20275,2310.0,2226.0,23.0,1.145,1.007,1.0
joh4nnes,0.279,0.148,362.0,45.71,nidhin04,0.394,0.182,417.0,45.05,1.0,1337.6666666666667,1384.0,46.33333333333326,-6.0,2424.1979800000004,1845.259404,2711.850246,2371.2999520000003,5.0,3.2565,1848.0,2968.0,59.0,0.42400000000000004,1.1440000000000001,1.0
moermoosener,0.514,0.271,238.0,45.08,AndreyUSA,0.562,0.292,288.0,46.0,1.0,2486.0,2415.3333333333335,70.66666666666652,52.0,3053.948202,2690.9777280000003,1654.250496,1718.687229,15.0,5.1845,2484.0,1764.0,29.0,0.9670000000000001,1.307,1.0
Messbecher,0.505,0.179,236.0,47.6,Woodpusher1971,0.594,0.219,273.0,45.59,-1.0,2673.6666666666665,2700.6666666666665,27.0,-4.0,2944.2034049999997,2534.601101,1131.601024,691.256682,20.0,9.607,2988.0,510.0,-27.0,1.127,1.321,1.0
maplethegreat,0.667,0.175,338.0,46.0,catur_alfi,0.611,0.204,464.0,45.1,0.0,2367.6666666666665,2463.6666666666665,96.0,-200.0,2295.1,2097.4390359999998,1996.840625,1947.346448,8.0,8.4385,2544.0,2068.0,28.0,0.782,1.471,1.0
vargas8,0.643,0.089,310.0,45.25,HuerquenLarrea,0.459,0.148,417.0,45.23,1.0,2212.0,1894.0,318.0,346.0,2177.955972,1754.0275199999999,2734.421976,1826.6927400000002,24.0,8.022,1672.0,2184.0,-48.0,1.298,1.373,1.0
unfelbar,0.593,0.136,499.0,45.25,Short_Camelopard,0.562,0.203,399.0,45.22,-1.0,1638.3333333333333,1932.6666666666667,294.3333333333335,-561.0,2502.646146,1906.674174,2912.9609079999996,2179.71,6.0,2.7935,2160.0,2550.0,26.0,1.3519999999999999,1.32,1.0
val31,0.3,0.117,344.0,45.78,jere13,0.214,0.304,403.0,59.6,1.0,1512.0,1256.0,256.0,248.0,2365.578341,2293.907834,2150.521659,2222.2000000000003,11.0,4.8195,2256.0,2205.0,-82.0,0.3,0.542,1.0
Kakekgiono50,0.627,0.239,376.0,65.11,sulthonmohammad35,0.224,0.534,344.0,45.0,1.0,2374.0,2162.6666666666665,211.33333333333348,275.0,3364.603125,2080.716696,2098.36,1489.596875,12.0,5.61375,2592.0,1833.0,108.0,1.04,0.828,1.0
