user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
gautamaathi,-1,53.0,41.0,6.0,100.0,46.774,50.0,3.226,62.0,52.381,41.27,6.349,63.0,C50,A40,C48,C21,0.323,0.468,0.145,0.228,0.14,0.632,381.0
dibazar,-1,53.0,43.0,4.0,100.0,47.541,49.18,3.279,61.0,54.688,39.062,6.25,64.0,C41,B01,B54,C44,0.203,0.547,0.25,0.327,0.164,0.473,277.0
AliShama,1,52.0,41.0,7.0,100.0,53.226,43.548,3.226,62.0,50.794,41.27,7.937,63.0,B10,B12,C64,D06,0.262,0.538,0.138,0.302,0.509,0.17,364.0
Maroine07,-1,53.0,40.0,7.0,100.0,42.857,44.444,12.698,63.0,45.161,46.774,8.065,62.0,B30,D02,D38,E61,0.164,0.636,0.2,0.228,0.596,0.035,224.0
Queen1965,1,53.0,44.0,3.0,100.0,56.25,39.062,4.688,64.0,42.623,54.098,3.279,61.0,A40,D00,C11,B07,0.306,0.484,0.145,0.103,0.241,0.655,428.0
NaTeCOmniChess,-1,0.0,0.0,0.0,0.0,34.884,62.791,2.326,43.0,47.727,52.273,0.0,44.0,C42,A45,C45,C65,0.444,0.389,0.111,0.22,0.38,0.4,406.0
ChessLady101,-1,49.0,43.0,8.0,100.0,43.548,50.0,6.452,62.0,46.032,50.794,3.175,63.0,A04,B00,A00,E61,0.125,0.625,0.25,0.302,0.619,0.079,228.0
Sleyer95,-1,52.0,46.0,2.0,100.0,52.308,41.538,6.154,65.0,50.0,50.0,0.0,60.0,A43,A10,C50,C00,0.141,0.406,0.438,0.351,0.561,0.088,272.0
Sudheeshkk,-1,54.0,43.0,3.0,100.0,53.03,43.939,3.03,66.0,50.847,45.763,3.39,59.0,B10,A40,C02,A80,0.292,0.4,0.292,0.25,0.321,0.286,326.0
Kaandogan2011,1,44.0,53.0,3.0,100.0,54.098,45.902,0.0,61.0,40.625,54.688,4.688,64.0,C23,C50,C51,A40,0.237,0.39,0.305,0.317,0.476,0.19,221.0
freddy1967,1,42.0,53.0,5.0,100.0,43.548,50.0,6.452,62.0,44.444,53.968,1.587,63.0,C41,C44,B32,D02,0.182,0.545,0.236,0.246,0.538,0.2,222.0
Even2704,-1,53.0,44.0,3.0,100.0,49.18,42.623,8.197,61.0,50.0,48.438,1.562,64.0,A00,C00,B06,A13,0.21,0.5,0.29,0.316,0.544,0.105,212.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguerx283,1,63.0,33.0,4.0,100.0,60.0,36.667,3.333,60.0,58.462,35.385,6.154,65.0,C50,C44,B06,C70,0.365,0.595,0.027,0.133,0.578,0.2,455.0
duglith,-1,56.0,40.0,3.0,96.0,64.179,29.851,5.97,67.0,41.379,53.448,5.172,58.0,C60,C50,B06,A04,0.493,0.403,0.09,0.039,0.529,0.412,391.0
POPEYE-MC,1,47.0,45.0,8.0,100.0,51.667,43.333,5.0,60.0,49.231,40.0,10.769,65.0,C00,C02,A40,D01,0.206,0.635,0.159,0.135,0.5,0.346,416.0
symoto1,-1,48.0,47.0,5.0,100.0,44.444,47.619,7.937,63.0,50.0,46.774,3.226,62.0,C40,C20,A00,B02,0.288,0.237,0.322,0.356,0.288,0.271,189.0
ChuckBTaylor,-1,0.0,0.0,0.0,0.0,61.538,30.769,7.692,52.0,53.425,41.096,5.479,73.0,B40,A13,A15,A56,0.239,0.465,0.296,0.37,0.565,0.065,350.0
j98h,-1,100.0,0.0,0.0,3.0,46.875,50.0,3.125,64.0,34.426,57.377,8.197,61.0,C64,D00,B40,B44,0.137,0.49,0.353,0.06,0.791,0.149,234.0
Otto4387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shach79,1,52.0,44.0,4.0,100.0,53.226,38.71,8.065,62.0,41.27,55.556,3.175,63.0,A00,B06,A02,E91,0.22,0.559,0.203,0.119,0.559,0.322,246.0
AugustoSierra,-1,63.0,36.0,0.0,99.0,60.0,38.462,1.538,65.0,50.0,50.0,0.0,60.0,B10,D02,A04,D31,0.391,0.333,0.261,0.073,0.618,0.291,311.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AntoniBangun,-1,51.0,41.0,8.0,100.0,52.308,40.0,7.692,65.0,50.0,40.0,10.0,60.0,C00,C01,C56,B10,0.172,0.516,0.266,0.08,0.74,0.16,375.0
belmoing,1,45.0,48.0,7.0,100.0,47.619,47.619,4.762,63.0,46.774,48.387,4.839,62.0,A40,D00,C40,A06,0.22,0.373,0.373,0.783,0.0,0.2,305.0
WolCheese,1,48.0,48.0,2.0,35.0,36.842,57.895,5.263,19.0,62.5,37.5,0.0,16.0,B01,D00,A00,B30,0.353,0.294,0.353,0.471,0.353,0.118,235.0
scorpi08,-1,51.0,46.0,3.0,100.0,43.077,53.846,3.077,65.0,53.333,43.333,3.333,60.0,B10,A10,A80,A01,0.283,0.55,0.083,0.23,0.295,0.475,371.0
Logoskratos,1,49.0,45.0,6.0,100.0,47.619,47.619,4.762,63.0,50.0,41.935,8.065,62.0,B10,B12,B30,D06,0.328,0.574,0.098,0.393,0.357,0.232,507.0
Anvar1974Sber,1,46.0,50.0,4.0,100.0,42.373,54.237,3.39,59.0,56.061,40.909,3.03,66.0,B21,B01,A43,B31,0.339,0.452,0.161,0.153,0.508,0.339,359.0
jamendozac,-1,50.0,50.0,0.0,100.0,52.381,47.619,0.0,63.0,35.484,62.903,1.613,62.0,A00,B01,A06,A41,0.236,0.455,0.218,0.275,0.261,0.435,396.0
Darth_Yar_Reyy,1,0.0,0.0,0.0,0.0,54.688,37.5,7.812,64.0,36.066,55.738,8.197,61.0,B47,B40,E68,A34,0.246,0.439,0.316,0.224,0.707,0.069,339.0
explosioninthesky,-1,100.0,0.0,0.0,6.0,57.576,39.394,3.03,66.0,57.627,37.288,5.085,59.0,B01,B02,A30,B32,0.361,0.306,0.333,0.167,0.792,0.042,346.0
Catalan-woman,-1,0.0,0.0,0.0,0.0,43.077,53.846,3.077,65.0,42.857,46.429,10.714,56.0,B21,C25,A00,C26,0.231,0.423,0.346,0.213,0.754,0.033,410.0
Brian1664,-1,48.0,44.0,8.0,100.0,46.774,48.387,4.839,62.0,49.206,42.857,7.937,63.0,C41,A40,D55,A53,0.267,0.467,0.217,0.14,0.561,0.246,213.0
fzboyTn69,1,38.0,55.0,7.0,100.0,53.03,43.939,3.03,66.0,28.814,61.017,10.169,59.0,A00,C00,A00,A40,0.269,0.327,0.404,0.477,0.308,0.138,248.0
kusemat,1,42.0,56.0,1.0,100.0,42.857,53.968,3.175,63.0,45.161,53.226,1.613,62.0,D02,A04,B22,A27,0.4,0.327,0.255,0.075,0.806,0.119,315.0
bhushanwarang,-1,0.0,100.0,0.0,3.0,50.0,50.0,0.0,12.0,17.391,78.261,4.348,23.0,C50,C44,C46,C42,0.2,0.6,0.0,0.25,0.583,0.167,282.0
ecbone,1,47.0,45.0,8.0,100.0,47.619,46.032,6.349,63.0,43.548,48.387,8.065,62.0,C44,C50,C77,C46,0.228,0.614,0.14,0.085,0.881,0.017,331.0
Markfp,-1,41.0,53.0,6.0,100.0,45.902,45.902,8.197,61.0,43.75,53.125,3.125,64.0,D01,A40,A22,A00,0.232,0.536,0.232,0.242,0.661,0.097,619.0
aze1353,-1,74.0,24.0,2.0,100.0,73.913,17.391,8.696,23.0,50.0,40.0,10.0,20.0,C50,B22,B13,B22,0.296,0.556,0.148,0.0,0.583,0.417,523.0
Uwe1985,1,54.0,33.0,12.0,72.0,53.03,43.939,3.03,66.0,49.153,47.458,3.39,59.0,A04,A07,A02,E90,0.188,0.562,0.234,0.123,0.544,0.333,355.0
kchm2000,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,D06,,D06,,0.0,0.0,0.0,0.0,1.0,0.0,63.0
mickeytea,0,55.0,42.0,3.0,100.0,58.065,40.323,1.613,62.0,47.619,47.619,4.762,63.0,B30,B01,C69,C00,0.182,0.545,0.273,0.036,0.636,0.164,217.0
KarolM2,1,46.0,45.0,9.0,100.0,51.613,37.097,11.29,62.0,52.381,38.095,9.524,63.0,C00,C12,E10,A90,0.154,0.738,0.108,0.021,0.426,0.532,420.0
JayBest,-1,33.0,66.0,0.0,27.0,48.387,50.0,1.613,62.0,44.444,55.556,0.0,63.0,A45,B00,C21,E81,0.466,0.31,0.19,0.106,0.182,0.682,205.0
SherbertDoesQuack,-1,44.0,48.0,8.0,75.0,60.0,40.0,0.0,20.0,47.619,42.857,9.524,21.0,B10,D37,A84,D31,0.318,0.364,0.318,0.059,0.824,0.118,335.0
andrepolo12,1,52.0,42.0,5.0,57.0,45.312,48.438,6.25,64.0,52.459,44.262,3.279,61.0,C50,C00,C54,C56,0.279,0.311,0.41,0.31,0.603,0.086,276.0
Satyamtomer,-1,44.0,51.0,5.0,100.0,42.623,55.738,1.639,61.0,51.562,40.625,7.812,64.0,B01,B06,C01,B00,0.237,0.508,0.22,0.117,0.817,0.067,218.0
MikeBeletskiy,-1,54.0,45.0,1.0,100.0,50.0,46.774,3.226,62.0,50.794,46.032,3.175,63.0,C50,A40,C52,C47,0.19,0.46,0.302,0.241,0.603,0.138,591.0
Andreiivanov1974,0,45.0,50.0,5.0,100.0,49.18,50.82,0.0,61.0,53.125,42.188,4.688,64.0,B06,C23,C42,B04,0.219,0.344,0.422,0.414,0.5,0.069,234.0
knightverma,1,48.0,50.0,2.0,100.0,39.683,60.317,0.0,63.0,56.452,37.097,6.452,62.0,C42,A43,C40,C30,0.233,0.517,0.25,0.213,0.492,0.246,392.0
Evreev,-1,25.0,75.0,0.0,12.0,46.032,47.619,6.349,63.0,37.097,61.29,1.613,62.0,C20,C50,B56,A20,0.385,0.423,0.096,0.074,0.779,0.147,287.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FrankXH,-1,60.0,36.0,4.0,25.0,46.154,53.846,0.0,13.0,75.0,16.667,8.333,12.0,C50,B01,B27,C45,0.333,0.533,0.133,0.111,0.333,0.556,683.0
Tereza9393,-1,50.0,48.0,2.0,100.0,55.738,42.623,1.639,61.0,40.625,57.812,1.562,64.0,C23,C40,A01,B02,0.417,0.433,0.15,0.222,0.333,0.381,385.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazenemara73,1,71.0,28.0,0.0,21.0,33.333,66.667,0.0,15.0,56.25,37.5,6.25,16.0,C42,D20,C20,B23,0.5,0.5,0.0,0.625,0.188,0.125,357.0
Reyansh_Singh_14,-1,0.0,0.0,0.0,0.0,42.857,52.381,4.762,63.0,37.097,54.839,8.065,62.0,C20,C42,C21,A05,0.44,0.46,0.08,0.657,0.209,0.09,378.0
lucky_me00,1,60.0,38.0,2.0,100.0,69.841,28.571,1.587,63.0,58.065,37.097,4.839,62.0,B76,C54,C65,B06,0.188,0.762,0.05,0.073,0.585,0.341,356.0
serg54,-1,49.0,48.0,3.0,100.0,53.968,42.857,3.175,63.0,43.548,54.839,1.613,62.0,C00,C44,D35,D01,0.18,0.705,0.098,0.23,0.639,0.131,353.0
ko988,-1,56.0,38.0,6.0,100.0,51.515,43.939,4.545,66.0,61.017,35.593,3.39,59.0,A40,B01,D02,B08,0.286,0.557,0.157,0.18,0.6,0.2,226.0
lexifleurs,-1,50.0,43.0,7.0,100.0,58.065,35.484,6.452,62.0,44.444,49.206,6.349,63.0,C20,C40,B13,A01,0.406,0.281,0.297,0.528,0.358,0.094,241.0
batya045,1,0.0,0.0,0.0,0.0,50.82,45.902,3.279,61.0,54.688,45.312,0.0,64.0,C46,C25,B43,A42,0.273,0.5,0.227,0.158,0.737,0.088,287.0
Chris12349,1,52.0,44.0,4.0,100.0,56.452,41.935,1.613,62.0,41.27,52.381,6.349,63.0,B20,B30,B46,A06,0.18,0.623,0.197,0.288,0.407,0.288,640.0
daffin,-1,35.0,61.0,4.0,100.0,44.262,54.098,1.639,61.0,45.312,50.0,4.688,64.0,C50,C23,A04,B10,0.357,0.411,0.179,0.354,0.2,0.446,282.0
Iliya_heidari_dastje,-1,0.0,100.0,0.0,3.0,22.857,62.857,14.286,35.0,31.148,60.656,8.197,61.0,C20,D00,C43,nonStandard,0.296,0.259,0.407,0.864,0.0,0.119,433.0
Hamed141141,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ignatius7,-1,50.0,44.0,6.0,100.0,48.438,45.312,6.25,64.0,44.262,52.459,3.279,61.0,D02,D05,C30,A80,0.259,0.569,0.155,0.082,0.557,0.361,351.0
Yowdaddy,-1,45.0,51.0,4.0,100.0,43.548,53.226,3.226,62.0,52.381,46.032,1.587,63.0,B01,A40,B50,B06,0.383,0.433,0.133,0.145,0.532,0.323,363.0
Overlord9000,1,54.0,44.0,2.0,100.0,45.902,50.82,3.279,61.0,57.812,42.188,0.0,64.0,C62,B21,C22,A01,0.215,0.615,0.154,0.138,0.724,0.103,302.0
Boydorobo,-1,50.0,48.0,2.0,100.0,47.541,50.82,1.639,61.0,53.125,40.625,6.25,64.0,B28,B12,C75,C61,0.143,0.571,0.238,0.105,0.719,0.14,384.0
cb_sthuti_jay,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKKIPRAD,1,0.0,0.0,0.0,0.0,41.071,58.929,0.0,56.0,43.478,52.174,4.348,69.0,A20,B40,A50,B00,0.151,0.623,0.189,0.029,0.71,0.217,484.0
Derecho_Corbin,-1,45.0,54.0,1.0,100.0,40.323,51.613,8.065,62.0,44.444,53.968,1.587,63.0,C00,A40,D05,A46,0.321,0.396,0.189,0.364,0.364,0.106,245.0
Gabriel_Lisboa,1,52.0,41.0,5.0,51.0,51.667,38.333,10.0,60.0,50.769,47.692,1.538,65.0,C42,A40,C26,B12,0.203,0.609,0.172,0.833,0.13,0.037,419.0
farivera1029,1,66.0,33.0,0.0,9.0,68.75,28.125,3.125,64.0,52.459,42.623,4.918,61.0,A40,A00,E60,C65,0.329,0.368,0.276,0.159,0.523,0.273,243.0
JeePeeKaa,-1,48.0,50.0,2.0,100.0,58.065,40.323,1.613,62.0,41.27,55.556,3.175,63.0,D20,A40,B06,A06,0.194,0.694,0.113,0.183,0.65,0.167,557.0
Lets_GO12,1,54.0,43.0,3.0,100.0,60.0,38.462,1.538,65.0,51.667,45.0,3.333,60.0,D00,C50,C40,A01,0.314,0.557,0.114,0.173,0.635,0.192,434.0
WarCommander,-1,49.0,43.0,8.0,100.0,44.444,41.27,14.286,63.0,56.452,40.323,3.226,62.0,B12,C02,D90,E62,0.063,0.73,0.206,0.118,0.843,0.039,228.0
betelking,-1,45.0,50.0,5.0,100.0,49.206,44.444,6.349,63.0,46.774,50.0,3.226,62.0,B21,C50,C39,C62,0.233,0.267,0.5,0.203,0.627,0.102,242.0
Helloweenwin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinyefunza,1,0.0,0.0,0.0,0.0,65.079,31.746,3.175,63.0,61.29,33.871,4.839,62.0,A45,D00,C44,B12,0.278,0.506,0.19,0.146,0.439,0.293,290.0
alvarop1984,-1,57.0,41.0,1.0,100.0,57.143,41.27,1.587,63.0,61.29,38.71,0.0,62.0,B01,B20,C57,B06,0.324,0.351,0.257,0.2,0.78,0.0,234.0
irvannovianto,-1,47.0,53.0,0.0,100.0,43.548,54.839,1.613,62.0,50.794,44.444,4.762,63.0,A00,C00,A04,C41,0.22,0.542,0.153,0.323,0.29,0.355,392.0
ZZYYAAD,1,37.0,62.0,0.0,96.0,30.769,69.231,0.0,26.0,29.63,70.37,0.0,27.0,C50,B01,D02,C20,0.25,0.375,0.25,0.189,0.514,0.243,319.0
jpcaissy17,-1,56.0,40.0,4.0,100.0,49.18,47.541,3.279,61.0,54.688,42.188,3.125,64.0,B03,B02,E70,D11,0.123,0.646,0.2,0.161,0.786,0.054,375.0
melendezg,-1,20.0,80.0,0.0,15.0,36.364,59.091,4.545,66.0,42.373,52.542,5.085,59.0,A10,A21,B45,A11,0.265,0.408,0.306,0.771,0.157,0.071,277.0
Loki77,1,43.0,52.0,5.0,100.0,50.0,43.75,6.25,64.0,37.705,57.377,4.918,61.0,B21,C00,C23,D02,0.127,0.564,0.309,0.032,0.746,0.222,383.0
Scorpion48,-1,0.0,0.0,0.0,0.0,57.812,40.625,1.562,64.0,54.098,45.902,0.0,61.0,A04,B10,D01,A00,0.329,0.5,0.171,0.278,0.611,0.093,256.0
jolmam,-1,57.0,39.0,3.0,100.0,42.857,53.968,3.175,63.0,43.548,51.613,4.839,62.0,C00,B21,B13,A04,0.13,0.685,0.167,0.182,0.53,0.288,273.0
pintorandres,-1,56.0,38.0,6.0,100.0,56.667,38.333,5.0,60.0,55.385,38.462,6.154,65.0,C20,C41,A21,D04,0.314,0.443,0.171,0.562,0.208,0.208,567.0
Comix0105,1,0.0,0.0,0.0,0.0,66.667,33.333,0.0,15.0,52.941,41.176,5.882,17.0,B32,C02,C45,B76,0.158,0.579,0.263,0.167,0.417,0.417,430.0
abdou05,-1,55.0,41.0,4.0,100.0,47.619,46.032,6.349,63.0,54.839,40.323,4.839,62.0,C41,C00,C34,B94,0.172,0.578,0.219,0.148,0.796,0.056,367.0
GigGog,-1,33.0,66.0,0.0,9.0,48.438,48.438,3.125,64.0,36.066,57.377,6.557,61.0,B00,A40,B15,C68,0.396,0.321,0.226,0.167,0.333,0.5,405.0
Seewald,-1,34.0,61.0,3.0,78.0,30.645,64.516,4.839,62.0,50.794,44.444,4.762,63.0,A00,nonStandard,C44,A20,0.235,0.314,0.392,0.221,0.691,0.0,186.0
Colchester,1,49.0,39.0,12.0,100.0,38.333,46.667,15.0,60.0,46.154,40.0,13.846,65.0,B13,B50,B98,B44,0.132,0.736,0.094,0.037,0.926,0.037,347.0
muratzhumadilov,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,B06,,B06,,0.0,1.0,0.0,0.0,0.0,0.0,509.0
Autonomous_UI,-1,50.0,50.0,0.0,6.0,33.333,66.667,0.0,3.0,66.667,33.333,0.0,3.0,B10,C41,B10,C44,0.333,0.667,0.0,0.667,0.333,0.0,161.0
dePaulachess,-1,42.0,54.0,4.0,100.0,43.333,53.333,3.333,60.0,46.154,49.231,4.615,65.0,A04,D02,A06,A07,0.357,0.357,0.286,0.094,0.188,0.719,301.0
Ojio,-1,57.0,42.0,0.0,21.0,42.623,52.459,4.918,61.0,60.938,29.688,9.375,64.0,A40,C00,D31,A83,0.185,0.677,0.138,0.039,0.706,0.255,349.0
Klamydia,1,46.0,52.0,2.0,100.0,50.0,48.387,1.613,62.0,41.27,57.143,1.587,63.0,A43,C40,C23,A06,0.228,0.561,0.158,0.121,0.742,0.121,369.0
wrngpm,-1,45.0,54.0,1.0,100.0,42.188,54.688,3.125,64.0,50.82,49.18,0.0,61.0,C50,A40,A00,B13,0.293,0.517,0.155,0.154,0.708,0.077,263.0
MerKhalill,1,52.0,44.0,4.0,100.0,63.333,36.667,0.0,60.0,46.154,46.154,7.692,65.0,C23,C40,B00,B20,0.338,0.309,0.309,0.596,0.365,0.0,352.0
Sergejs_Klimakovs,-1,68.0,28.0,4.0,100.0,72.131,22.951,4.918,61.0,65.625,32.812,1.562,64.0,A15,A45,A58,A20,0.221,0.558,0.209,0.114,0.743,0.143,247.0
Lochanaradhya2012,1,100.0,0.0,0.0,9.0,60.606,30.303,9.091,33.0,48.0,52.0,0.0,25.0,C20,C40,C24,C23,0.5,0.25,0.219,0.391,0.043,0.565,281.0
gars-djo,-1,54.0,46.0,0.0,100.0,61.905,38.095,0.0,63.0,54.839,45.161,0.0,62.0,D00,C40,B22,A06,0.247,0.562,0.192,0.308,0.385,0.308,225.0
ChaDonha,-1,59.0,40.0,1.0,100.0,65.625,34.375,0.0,64.0,52.459,45.902,1.639,61.0,B06,A00,nonStandard,C00,0.392,0.324,0.257,0.14,0.24,0.62,278.0
moshi2929moshi,-1,52.0,45.0,3.0,100.0,55.556,38.095,6.349,63.0,40.323,54.839,4.839,62.0,A40,D02,A05,B21,0.167,0.5,0.283,0.103,0.69,0.207,257.0
totalbeginner999,-1,75.0,25.0,0.0,72.0,65.909,29.545,4.545,44.0,43.243,51.351,5.405,37.0,A40,C41,C33,B06,0.222,0.622,0.133,0.219,0.656,0.125,261.0
ericsham1992,1,0.0,100.0,0.0,3.0,52.459,47.541,0.0,61.0,40.625,54.688,4.688,64.0,C41,C45,C11,B13,0.224,0.603,0.138,0.141,0.5,0.281,385.0
iGnat123456789,-1,0.0,0.0,0.0,0.0,52.273,38.636,9.091,44.0,43.902,53.659,2.439,41.0,B01,D00,B02,C50,0.317,0.439,0.195,0.231,0.41,0.333,476.0
fc5658765,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roozbeh12448,1,0.0,0.0,0.0,0.0,51.667,46.667,1.667,60.0,49.231,44.615,6.154,65.0,C00,C02,A53,E94,0.19,0.603,0.175,0.053,0.439,0.491,632.0
bat321,1,34.0,63.0,2.0,41.0,30.435,65.217,4.348,23.0,38.095,61.905,0.0,21.0,C44,C00,A45,B30,0.667,0.2,0.067,0.179,0.464,0.321,448.0
Alexanderusas,-1,55.0,41.0,4.0,100.0,67.213,29.508,3.279,61.0,43.75,51.562,4.688,64.0,A00,C50,A03,B00,0.246,0.478,0.203,0.196,0.412,0.392,378.0
rezoner,-1,47.0,46.0,7.0,100.0,41.071,53.571,5.357,56.0,53.623,40.58,5.797,69.0,C21,C50,D04,C47,0.35,0.417,0.2,0.259,0.603,0.138,388.0
MathijsVogels1,-1,50.0,41.0,9.0,100.0,42.424,45.455,12.121,66.0,52.542,38.983,8.475,59.0,A00,B10,A01,B32,0.39,0.492,0.102,0.377,0.528,0.094,200.0
Marko_Vynnytskyy_SGC,-1,11.0,44.0,44.0,27.0,10.0,70.0,20.0,10.0,11.765,58.824,29.412,17.0,A00,A40,A40,B10,0.333,0.0,0.333,0.824,0.059,0.059,318.0
Startinganewgamesoon,1,54.0,40.0,6.0,100.0,50.0,43.75,6.25,64.0,50.82,45.902,3.279,61.0,C60,A10,B23,E10,0.206,0.635,0.159,0.286,0.696,0.018,485.0
sillyharley,-1,49.0,49.0,2.0,100.0,51.613,46.774,1.613,62.0,53.968,44.444,1.587,63.0,C50,C30,D00,C31,0.303,0.515,0.182,0.158,0.544,0.298,320.0
Deniss1313,-1,45.0,51.0,4.0,100.0,63.492,31.746,4.762,63.0,35.484,56.452,8.065,62.0,C20,C41,C02,B06,0.226,0.548,0.21,0.218,0.527,0.218,407.0
lestershan,-1,50.0,47.0,3.0,100.0,46.032,49.206,4.762,63.0,54.839,41.935,3.226,62.0,C23,B10,D20,D06,0.19,0.556,0.222,0.228,0.474,0.228,366.0
Torresdelpayne2021,-1,35.0,60.0,5.0,100.0,36.508,57.143,6.349,63.0,33.871,62.903,3.226,62.0,B21,C24,B44,B40,0.341,0.455,0.159,0.04,0.453,0.48,390.0
Pynchu,-1,59.0,39.0,2.0,100.0,50.0,46.875,3.125,64.0,63.934,34.426,1.639,61.0,B10,B12,C35,C36,0.268,0.507,0.183,0.059,0.569,0.373,392.0
Tarasovskyi,1,0.0,0.0,0.0,0.0,46.032,46.032,7.937,63.0,38.71,50.0,11.29,62.0,C25,D00,D01,D04,0.226,0.264,0.453,0.85,0.1,0.033,227.0
alinosher,-1,0.0,0.0,0.0,0.0,51.667,48.333,0.0,60.0,60.0,36.923,3.077,65.0,B21,B30,nonStandard,B03,0.214,0.6,0.143,0.321,0.528,0.151,277.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Article259,1,41.0,56.0,2.0,100.0,48.387,50.0,1.613,62.0,34.921,63.492,1.587,63.0,A40,C50,A13,A05,0.231,0.481,0.269,0.254,0.606,0.099,208.0
shediakh,-1,48.0,50.0,2.0,100.0,43.284,56.716,0.0,67.0,43.103,53.448,3.448,58.0,C42,C50,C43,C57,0.481,0.407,0.074,0.13,0.58,0.116,256.0
bygoyi,-1,45.0,46.0,9.0,100.0,54.098,40.984,4.918,61.0,39.062,50.0,10.938,64.0,D02,A40,A80,A05,0.241,0.414,0.241,0.175,0.386,0.351,344.0
Shokhin,-1,42.0,51.0,7.0,100.0,41.935,54.839,3.226,62.0,42.857,49.206,7.937,63.0,A00,B06,A04,A40,0.208,0.528,0.245,0.338,0.6,0.046,214.0
Tyson_art,-1,47.0,49.0,4.0,100.0,53.968,42.857,3.175,63.0,40.323,53.226,6.452,62.0,C23,C41,C55,D01,0.322,0.322,0.271,0.15,0.583,0.183,221.0
UltimateLiquid,1,48.0,50.0,2.0,100.0,42.623,54.098,3.279,61.0,46.875,51.562,1.562,64.0,C42,C50,B33,C29,0.25,0.536,0.214,0.197,0.727,0.076,191.0
jaquealjci,-1,35.0,56.0,8.0,100.0,38.333,51.667,10.0,60.0,40.0,52.308,7.692,65.0,D00,B01,A01,B00,0.347,0.469,0.163,0.277,0.708,0.015,287.0
adhamhassan10,-1,51.0,46.0,3.0,100.0,61.29,35.484,3.226,62.0,39.683,57.143,3.175,63.0,C44,C00,C26,B10,0.27,0.508,0.159,0.224,0.741,0.034,303.0
Niko6890,1,46.0,50.0,4.0,100.0,50.0,40.625,9.375,64.0,49.18,50.82,0.0,61.0,B10,B12,C44,C43,0.145,0.613,0.226,0.175,0.772,0.053,399.0
Deveauxolivier,0,43.0,53.0,4.0,100.0,47.619,46.032,6.349,63.0,43.548,53.226,3.226,62.0,C41,A41,A02,C42,0.123,0.456,0.404,0.113,0.806,0.081,224.0
bbillette,1,53.0,45.0,2.0,100.0,56.923,41.538,1.538,65.0,38.333,58.333,3.333,60.0,D06,C42,B30,A01,0.317,0.55,0.117,0.194,0.774,0.032,462.0
