user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
mrnajafi,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,25.0,75.0,0.0,4.0,B02,C40,B00,B02,0.0,0.0,0.0,0.4,0.0,0.6,376.0
JSorel37,-1,49.0,42.0,9.0,100.0,53.333,36.667,10.0,60.0,44.615,46.154,9.231,65.0,B40,B41,B60,B29,0.115,0.672,0.164,0.115,0.596,0.288,463.0
nimsowichnew,1,46.0,48.0,6.0,100.0,48.387,46.774,4.839,62.0,41.27,53.968,4.762,63.0,A00,B40,C03,C00,0.268,0.464,0.232,0.048,0.492,0.46,280.0
chewburka,1,48.0,49.0,3.0,100.0,41.27,58.73,0.0,63.0,54.839,40.323,4.839,62.0,B20,B50,C57,A41,0.233,0.283,0.233,0.323,0.097,0.516,249.0
Meerkatze,-1,0.0,100.0,0.0,6.0,53.125,40.625,6.25,64.0,60.656,34.426,4.918,61.0,A00,B06,C56,B03,0.338,0.38,0.282,0.106,0.745,0.149,263.0
volkan0692,-1,50.0,50.0,0.0,100.0,49.206,49.206,1.587,63.0,33.871,61.29,4.839,62.0,B00,A40,B10,C00,0.442,0.346,0.212,0.536,0.029,0.42,252.0
Dinas06,-1,43.0,54.0,3.0,100.0,44.262,50.82,4.918,61.0,32.812,60.938,6.25,64.0,B00,A00,D30,B21,0.229,0.625,0.146,0.114,0.486,0.386,255.0
roethli,-1,0.0,0.0,0.0,0.0,47.619,49.206,3.175,63.0,37.097,61.29,1.613,62.0,C50,C00,B30,B13,0.245,0.509,0.17,0.261,0.406,0.304,280.0
AnneR,1,38.0,57.0,4.0,100.0,41.935,51.613,6.452,62.0,39.683,57.143,3.175,63.0,D00,A45,B40,C54,0.157,0.569,0.235,0.426,0.485,0.029,331.0
pens56,0,35.0,57.0,7.0,100.0,53.333,43.333,3.333,60.0,27.692,61.538,10.769,65.0,B30,C00,B01,B80,0.14,0.72,0.14,0.03,0.5,0.424,533.0
Bobunaga,1,37.0,62.0,0.0,24.0,61.667,33.333,5.0,60.0,44.615,49.231,6.154,65.0,C50,B00,C45,D02,0.273,0.364,0.333,0.346,0.519,0.096,263.0
Pichirulievsky,-1,35.0,61.0,4.0,100.0,37.5,60.938,1.562,64.0,39.344,55.738,4.918,61.0,D00,C01,B40,B54,0.188,0.646,0.167,0.0,0.164,0.836,270.0
CatDevURandom,1,41.0,53.0,6.0,100.0,48.438,46.875,4.688,64.0,36.066,59.016,4.918,61.0,B01,B22,B12,C44,0.189,0.623,0.151,0.106,0.5,0.394,331.0
christianledos,1,47.0,52.0,0.0,69.0,46.032,49.206,4.762,63.0,46.774,53.226,0.0,62.0,D02,B06,A30,B23,0.276,0.586,0.121,0.188,0.766,0.047,520.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chessdude15,1,46.0,40.0,13.0,45.0,54.098,45.902,0.0,61.0,48.438,39.062,12.5,64.0,C50,B01,D55,C48,0.297,0.453,0.234,0.453,0.453,0.094,221.0
leachimR_cudanin,-1,0.0,0.0,0.0,0.0,46.774,51.613,1.613,62.0,46.032,49.206,4.762,63.0,A04,A05,A50,C20,0.138,0.5,0.328,0.095,0.635,0.254,296.0
TimAlesha,-1,44.0,53.0,3.0,100.0,44.444,49.206,6.349,63.0,41.935,56.452,1.613,62.0,C23,C50,A00,C65,0.204,0.481,0.241,0.379,0.576,0.015,317.0
Caligarigsf,1,50.0,45.0,5.0,100.0,41.538,50.769,7.692,65.0,51.667,46.667,1.667,60.0,A40,D02,D25,A15,0.259,0.483,0.259,0.41,0.525,0.049,222.0
Darshan_Jadhao,-1,0.0,0.0,0.0,0.0,42.623,54.098,3.279,61.0,43.75,56.25,0.0,64.0,C25,C50,A01,A00,0.444,0.389,0.111,0.246,0.159,0.551,391.0
atlant1974,1,40.0,56.0,4.0,75.0,63.934,32.787,3.279,61.0,46.875,48.438,4.688,64.0,C21,C50,C67,C45,0.174,0.623,0.13,0.176,0.745,0.078,570.0
Tiagofilo,1,0.0,0.0,0.0,0.0,60.317,39.683,0.0,63.0,48.387,50.0,1.613,62.0,C00,C02,C41,B06,0.235,0.603,0.132,0.161,0.375,0.464,333.0
Laom01,1,44.0,53.0,3.0,100.0,41.27,57.143,1.587,63.0,48.387,46.774,4.839,62.0,D00,A40,D04,A10,0.25,0.357,0.375,0.508,0.0,0.4,266.0
thomas-coffee,-1,51.0,47.0,2.0,100.0,50.794,47.619,1.587,63.0,48.387,50.0,1.613,62.0,C50,B01,B32,A21,0.226,0.548,0.226,0.213,0.311,0.459,341.0
eshaanjaggi,0,51.0,44.0,5.0,100.0,50.0,45.161,4.839,62.0,52.381,46.032,1.587,63.0,B01,C50,C70,B03,0.156,0.641,0.203,0.175,0.719,0.053,305.0
Salnes,-1,0.0,0.0,0.0,0.0,55.385,36.923,7.692,65.0,56.667,38.333,5.0,60.0,B00,B30,A42,E82,0.186,0.571,0.214,0.17,0.617,0.213,229.0
Toromata,0,42.0,56.0,2.0,100.0,44.444,52.381,3.175,63.0,43.548,54.839,1.613,62.0,B32,B30,D02,D00,0.236,0.655,0.091,0.134,0.537,0.313,373.0
ahmedelzedy,-1,0.0,0.0,0.0,0.0,34.091,61.364,4.545,44.0,32.558,60.465,6.977,43.0,C20,C00,C26,A20,0.31,0.448,0.138,0.698,0.075,0.057,410.0
ThinkTank123,1,34.0,61.0,3.0,78.0,42.188,57.812,0.0,64.0,42.623,54.098,3.279,61.0,D00,A40,C00,D11,0.245,0.472,0.208,0.229,0.429,0.314,242.0
Dervista,-1,50.0,47.0,3.0,100.0,52.459,40.984,6.557,61.0,46.875,53.125,0.0,64.0,B50,A40,C11,A50,0.274,0.452,0.21,0.102,0.441,0.424,540.0
The_Kalich,1,41.0,53.0,6.0,100.0,52.381,44.444,3.175,63.0,35.484,54.839,9.677,62.0,C50,B01,C62,C49,0.218,0.6,0.164,0.226,0.565,0.194,398.0
Aabhash69,-1,56.0,40.0,4.0,100.0,48.333,48.333,3.333,60.0,41.538,53.846,4.615,65.0,B50,C41,C44,B22,0.321,0.571,0.071,0.094,0.656,0.047,295.0
Luislin,-1,0.0,0.0,0.0,0.0,49.153,50.847,0.0,59.0,57.576,37.879,4.545,66.0,C00,C20,C55,B01,0.313,0.493,0.164,0.327,0.345,0.327,305.0
DashHardeen,-1,49.0,45.0,6.0,100.0,55.556,39.683,4.762,63.0,45.161,51.613,3.226,62.0,B00,C21,B02,C10,0.111,0.714,0.159,0.158,0.439,0.351,390.0
ReppyJ,-1,38.0,53.0,7.0,78.0,48.837,46.512,4.651,43.0,46.341,51.22,2.439,41.0,B01,D06,A00,D03,0.325,0.5,0.15,0.146,0.683,0.171,315.0
luemmi,-1,51.0,44.0,5.0,100.0,48.387,48.387,3.226,62.0,52.381,41.27,6.349,63.0,A15,A20,B38,A57,0.032,0.698,0.254,0.107,0.821,0.071,394.0
FuenteA1,-1,59.0,35.0,6.0,100.0,58.73,31.746,9.524,63.0,61.29,33.871,4.839,62.0,A00,B00,A43,nonStandard,0.213,0.573,0.16,0.073,0.878,0.049,352.0
veda71,-1,43.0,56.0,0.0,48.0,40.0,55.0,5.0,60.0,49.231,49.231,1.538,65.0,C40,A40,C23,C62,0.25,0.571,0.179,0.354,0.569,0.062,363.0
EugeneFurman,1,36.0,63.0,0.0,33.0,49.206,46.032,4.762,63.0,48.387,50.0,1.613,62.0,C00,A10,A33,A26,0.295,0.459,0.246,0.2,0.2,0.6,296.0
bonaventure23,-1,56.0,44.0,0.0,100.0,57.143,39.683,3.175,63.0,50.0,46.774,3.226,62.0,A10,A21,B22,A16,0.134,0.567,0.284,0.389,0.519,0.037,370.0
cabud99,-1,46.0,49.0,5.0,100.0,42.623,52.459,4.918,61.0,46.875,50.0,3.125,64.0,C44,C50,B23,A04,0.286,0.5,0.161,0.062,0.734,0.203,382.0
knight1427,1,0.0,0.0,0.0,0.0,44.0,54.0,2.0,50.0,45.614,52.632,1.754,57.0,B01,A40,C36,B00,0.271,0.479,0.188,0.684,0.105,0.123,429.0
Het_bariya,0,44.0,53.0,3.0,100.0,43.548,53.226,3.226,62.0,44.444,53.968,1.587,63.0,C23,B20,A04,A27,0.182,0.545,0.273,0.493,0.493,0.015,221.0
albert0750,1,0.0,0.0,0.0,0.0,38.095,57.143,4.762,42.0,40.541,59.459,0.0,37.0,C50,D20,C22,E43,0.29,0.645,0.065,0.022,0.978,0.0,235.0
ForzaLive,1,75.0,25.0,0.0,36.0,80.0,20.0,0.0,5.0,71.429,28.571,0.0,7.0,A40,C59,C59,C62,0.222,0.778,0.0,0.0,1.0,0.0,311.0
IbrahimpH,-1,39.0,61.0,0.0,100.0,41.27,57.143,1.587,63.0,33.871,64.516,1.613,62.0,B01,D02,A48,B00,0.213,0.532,0.234,0.421,0.224,0.342,364.0
yuri69696969,-1,40.0,59.0,1.0,100.0,41.27,57.143,1.587,63.0,41.935,54.839,3.226,62.0,D35,D02,B14,E91,0.192,0.635,0.173,0.043,0.686,0.243,223.0
KurtisChun,-1,43.0,50.0,7.0,100.0,48.387,46.774,4.839,62.0,50.794,42.857,6.349,63.0,C00,C01,B50,C21,0.323,0.548,0.113,0.107,0.518,0.339,250.0
Jbarone,1,41.0,55.0,4.0,100.0,50.0,45.312,4.688,64.0,37.705,60.656,1.639,61.0,B50,B20,C61,B95,0.273,0.564,0.145,0.106,0.667,0.212,365.0
hidratosugar,-1,0.0,0.0,0.0,0.0,51.22,42.276,6.504,123.0,50.0,50.0,0.0,2.0,A00,B00,B00,A00,0.188,0.5,0.281,0.264,0.132,0.585,328.0
EGF,1,54.0,42.0,4.0,100.0,55.738,36.066,8.197,61.0,54.688,42.188,3.125,64.0,B13,B12,E90,B08,0.174,0.594,0.217,0.163,0.796,0.041,343.0
Minria,0,48.0,47.0,5.0,100.0,52.308,46.154,1.538,65.0,38.333,53.333,8.333,60.0,B06,A40,A43,A04,0.368,0.298,0.263,0.565,0.21,0.177,259.0
VzElKl,-1,45.0,50.0,5.0,100.0,47.541,44.262,8.197,61.0,54.688,42.188,3.125,64.0,B50,C22,C20,B23,0.266,0.609,0.094,0.148,0.63,0.204,352.0
SESE3211,-1,0.0,0.0,0.0,0.0,48.387,45.161,6.452,62.0,41.27,55.556,3.175,63.0,D03,D02,B12,D55,0.268,0.429,0.286,0.175,0.635,0.19,283.0
XXXXXXLL,-1,49.0,48.0,3.0,100.0,52.542,45.763,1.695,59.0,54.545,40.909,4.545,66.0,C57,C20,C22,B30,0.403,0.358,0.194,0.093,0.852,0.056,334.0
La_gota,-1,43.0,55.0,2.0,100.0,43.75,56.25,0.0,64.0,45.902,50.82,3.279,61.0,C50,A40,C65,B20,0.375,0.464,0.143,0.03,0.254,0.716,253.0
ATAKAN_SARI1,-1,0.0,0.0,0.0,0.0,30.0,70.0,0.0,10.0,30.0,70.0,0.0,10.0,B21,A00,A00,D01,0.333,0.333,0.333,0.786,0.214,0.0,462.0
MAHYA22india,1,52.0,46.0,2.0,100.0,52.381,44.444,3.175,63.0,53.226,45.161,1.613,62.0,C00,C44,A13,B50,0.152,0.636,0.197,0.375,0.554,0.018,304.0
DeDodgingEse,1,42.0,50.0,8.0,100.0,49.254,47.761,2.985,67.0,46.552,37.931,15.517,58.0,C50,B01,B20,C44,0.283,0.45,0.15,0.296,0.611,0.074,561.0
Andyy231,-1,59.0,39.0,2.0,100.0,57.143,42.857,0.0,63.0,46.774,48.387,4.839,62.0,B30,B20,A20,B01,0.4,0.338,0.2,0.211,0.596,0.175,366.0
Ricardo1045,-1,45.0,49.0,6.0,100.0,58.065,38.71,3.226,62.0,41.27,55.556,3.175,63.0,B10,B12,B40,C64,0.226,0.516,0.242,0.237,0.661,0.102,403.0
albertfi684,1,49.0,51.0,0.0,100.0,57.812,42.188,0.0,64.0,47.541,52.459,0.0,61.0,C48,C44,C41,B00,0.318,0.47,0.167,0.424,0.39,0.136,460.0
Sartascn,-1,43.0,54.0,3.0,100.0,45.902,54.098,0.0,61.0,46.875,50.0,3.125,64.0,C40,C20,B01,C22,0.19,0.397,0.414,0.354,0.569,0.077,596.0
Romeoxavier,1,40.0,55.0,5.0,100.0,40.323,51.613,8.065,62.0,42.857,53.968,3.175,63.0,C41,C20,A15,A30,0.154,0.731,0.115,0.227,0.394,0.333,244.0
awk34,-1,50.0,41.0,9.0,100.0,55.738,37.705,6.557,61.0,43.75,48.438,7.812,64.0,D00,A40,A01,A05,0.145,0.726,0.129,0.056,0.926,0.019,446.0
Vladislav2342,-1,28.0,70.0,2.0,100.0,26.984,68.254,4.762,63.0,25.806,70.968,3.226,62.0,B01,C44,C56,A45,0.455,0.333,0.152,0.506,0.23,0.207,320.0
EvgenLuti,-1,50.0,48.0,1.0,64.0,41.176,58.824,0.0,34.0,58.065,38.71,3.226,31.0,B01,A40,E70,C25,0.281,0.688,0.031,0.281,0.344,0.375,348.0
Sakibhasan06,1,47.0,52.0,1.0,100.0,52.459,42.623,4.918,61.0,54.688,42.188,3.125,64.0,B01,C50,C58,C65,0.239,0.597,0.119,0.226,0.736,0.038,287.0
misamisa12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kambercan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biochoker,-1,54.0,39.0,7.0,100.0,60.317,31.746,7.937,63.0,45.161,50.0,4.839,62.0,C41,D00,B13,C20,0.288,0.591,0.091,0.196,0.784,0.0,246.0
NickyRush,-1,51.0,46.0,3.0,100.0,48.387,50.0,1.613,62.0,49.206,47.619,3.175,63.0,C41,C20,A04,C68,0.344,0.393,0.262,0.377,0.295,0.328,251.0
EchecBidon,1,47.0,50.0,3.0,100.0,43.077,53.846,3.077,65.0,53.333,41.667,5.0,60.0,A02,A03,B30,A84,0.25,0.467,0.25,0.167,0.7,0.133,406.0
Profitt,1,54.0,43.0,3.0,100.0,59.091,39.394,1.515,66.0,47.458,50.847,1.695,59.0,C42,C44,D20,B10,0.194,0.448,0.313,0.179,0.321,0.464,414.0
dauren_irgiz,-1,61.0,37.0,2.0,100.0,59.375,35.938,4.688,64.0,31.148,63.934,4.918,61.0,nonStandard,A40,C29,D25,0.386,0.298,0.281,0.548,0.194,0.145,313.0
innerTranquility,-1,60.0,35.0,5.0,100.0,52.381,42.857,4.762,63.0,59.677,35.484,4.839,62.0,C00,A40,D02,C53,0.2,0.557,0.243,0.041,0.939,0.02,402.0
itzikPich,-1,48.0,49.0,3.0,100.0,44.262,50.82,4.918,61.0,51.562,46.875,1.562,64.0,C44,D00,D53,D00,0.15,0.717,0.133,0.23,0.623,0.131,589.0
elemento4,-1,25.0,50.0,25.0,12.0,52.542,45.763,1.695,59.0,48.485,43.939,7.576,66.0,C41,C44,C46,C02,0.381,0.492,0.079,0.196,0.375,0.339,376.0
DTXtip,1,0.0,100.0,0.0,2.0,0.0,100.0,0.0,1.0,0.0,100.0,0.0,1.0,C41,B00,C41,B00,0.0,0.0,0.0,0.5,0.0,0.5,262.0
Balonjoje01,-1,0.0,0.0,0.0,0.0,46.429,50.0,3.571,28.0,35.484,58.065,6.452,31.0,D00,C44,C00,C45,0.292,0.458,0.208,0.031,0.594,0.375,473.0
Everyoneknows,1,52.0,42.0,6.0,100.0,62.712,33.898,3.39,59.0,45.455,51.515,3.03,66.0,B01,C00,C30,B32,0.194,0.478,0.313,0.074,0.259,0.63,283.0
chessnow000,1,25.0,75.0,0.0,100.0,25.424,72.881,1.695,59.0,31.818,65.152,3.03,66.0,B01,C50,C62,C55,0.583,0.25,0.167,0.198,0.442,0.36,357.0
oleksiial,-1,54.0,45.0,0.0,33.0,58.621,37.931,3.448,58.0,50.746,40.299,8.955,67.0,B22,C00,C88,C41,0.221,0.426,0.353,0.306,0.367,0.327,373.0
Zippy11,1,59.0,39.0,2.0,100.0,53.968,44.444,1.587,63.0,61.29,37.097,1.613,62.0,C41,A40,D02,C34,0.292,0.542,0.097,0.059,0.51,0.431,364.0
Rahul-gandhi2312013,1,45.0,50.0,4.0,72.0,41.667,58.333,0.0,12.0,46.154,46.154,7.692,13.0,nonStandard,C47,C20,D00,0.727,0.091,0.182,0.385,0.308,0.308,327.0
Go_khan777,-1,45.0,43.0,12.0,100.0,45.902,49.18,4.918,61.0,48.438,35.938,15.625,64.0,C00,A40,C41,B23,0.237,0.458,0.305,0.472,0.302,0.151,295.0
rchihota,-1,41.0,56.0,2.0,100.0,63.492,33.333,3.175,63.0,50.0,50.0,0.0,62.0,B01,C00,C50,E90,0.155,0.592,0.239,0.327,0.404,0.173,231.0
adamchuk,1,51.0,40.0,9.0,100.0,56.452,30.645,12.903,62.0,52.381,44.444,3.175,63.0,A04,A05,A16,A01,0.118,0.412,0.441,0.128,0.596,0.277,274.0
ZakiEgypt,-1,44.0,56.0,0.0,100.0,51.613,45.161,3.226,62.0,33.333,66.667,0.0,63.0,B50,nonStandard,A02,C00,0.189,0.396,0.283,0.5,0.429,0.057,320.0
alexey1947,-1,84.0,11.0,5.0,100.0,87.931,6.897,5.172,58.0,80.597,16.418,2.985,67.0,A40,D20,C21,D10,0.305,0.467,0.19,0.133,0.6,0.267,315.0
GreatYatagarasu,1,0.0,0.0,0.0,0.0,58.333,41.667,0.0,60.0,49.231,44.615,6.154,65.0,C01,A45,C02,B20,0.254,0.582,0.149,0.204,0.722,0.074,497.0
Cole_Cu_de_Piru,-1,44.0,55.0,1.0,100.0,45.902,54.098,0.0,61.0,48.438,50.0,1.562,64.0,A00,C00,A06,A01,0.475,0.237,0.271,0.815,0.031,0.031,220.0
behzadmfs,-1,49.0,47.0,4.0,100.0,50.0,45.161,4.839,62.0,47.619,49.206,3.175,63.0,B06,A40,C65,A00,0.246,0.557,0.164,0.61,0.186,0.203,361.0
Cazenga111,-1,52.0,46.0,2.0,100.0,56.667,40.0,3.333,60.0,49.231,47.692,3.077,65.0,C00,C01,B50,D41,0.348,0.348,0.258,0.527,0.091,0.273,243.0
andrestradaaf,-1,50.0,50.0,0.0,36.0,33.333,63.333,3.333,30.0,45.161,54.839,0.0,31.0,C20,A40,D00,C44,0.333,0.25,0.375,0.444,0.25,0.194,334.0
ValNicolai,-1,56.0,43.0,0.0,100.0,57.812,42.188,0.0,64.0,47.541,50.82,1.639,61.0,C50,D00,C42,B29,0.227,0.576,0.167,0.397,0.603,0.0,466.0
thebabo70,-1,45.0,51.0,4.0,100.0,47.368,47.368,5.263,57.0,42.647,51.471,5.882,68.0,C00,D00,D03,A40,0.25,0.571,0.125,0.935,0.0,0.0,548.0
amn_t,1,100.0,0.0,0.0,3.0,66.129,33.871,0.0,62.0,41.27,52.381,6.349,63.0,C00,C02,B40,B90,0.209,0.597,0.179,0.167,0.685,0.13,370.0
BelyankinDmitriy,-1,65.0,34.0,0.0,69.0,40.0,56.923,3.077,65.0,46.667,50.0,3.333,60.0,C47,C46,D08,B32,0.37,0.481,0.13,0.343,0.582,0.06,305.0
Bashir_06,-1,100.0,0.0,0.0,6.0,68.421,28.07,3.509,57.0,57.353,39.706,2.941,68.0,nonStandard,D02,D32,A46,0.244,0.474,0.269,0.163,0.581,0.163,195.0
Dragerton,-1,54.0,45.0,1.0,100.0,59.677,40.323,0.0,62.0,44.444,52.381,3.175,63.0,B12,B20,D13,C41,0.308,0.431,0.246,0.121,0.69,0.19,256.0
Giovanni_06,-1,44.0,55.0,0.0,87.0,35.0,65.0,0.0,20.0,33.333,66.667,0.0,18.0,C00,C40,A40,C26,0.308,0.538,0.077,0.12,0.8,0.04,207.0
Zoomma,-1,33.0,66.0,0.0,9.0,39.683,58.73,1.587,63.0,46.774,51.613,1.613,62.0,B10,C21,C40,A01,0.222,0.537,0.222,0.232,0.681,0.087,339.0
duykhanhdept,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BusseN98,-1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.0,60.0,30.0,10.0,10.0,C44,B23,B23,C00,0.059,0.824,0.059,0.0,1.0,0.0,385.0
Nic-Cage,-1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,D02,,D02,,0.0,1.0,0.0,0.0,0.0,0.0,325.0
Ersk,1,60.0,20.0,20.0,15.0,61.905,38.095,0.0,63.0,53.226,38.71,8.065,62.0,A40,D02,D15,B00,0.306,0.528,0.167,0.25,0.542,0.208,374.0
kuku78dudu80,1,48.0,49.0,3.0,100.0,41.935,51.613,6.452,62.0,60.317,39.683,0.0,63.0,A40,B32,A10,B50,0.172,0.594,0.203,0.088,0.368,0.526,395.0
Antonio_conmigo,-1,44.0,54.0,2.0,100.0,47.619,50.794,1.587,63.0,41.935,56.452,1.613,62.0,D02,A45,A60,A43,0.393,0.304,0.268,0.269,0.567,0.149,399.0
Maciel_07,1,43.0,53.0,4.0,100.0,57.143,39.683,3.175,63.0,35.484,59.677,4.839,62.0,B01,D00,C57,B02,0.293,0.466,0.207,0.565,0.306,0.129,373.0
cleber_x,0,100.0,0.0,0.0,9.0,45.902,44.262,9.836,61.0,50.0,45.312,4.688,64.0,A10,B50,D37,D53,0.183,0.583,0.217,0.286,0.482,0.232,345.0
KAV1312,1,53.0,41.0,6.0,100.0,51.562,42.188,6.25,64.0,40.984,47.541,11.475,61.0,C23,B20,B07,A20,0.19,0.621,0.19,0.607,0.0,0.357,244.0
IDKWHYIGENIUS,1,51.0,48.0,1.0,100.0,59.016,40.984,0.0,61.0,45.312,53.125,1.562,64.0,A40,B00,A43,C42,0.262,0.508,0.185,0.22,0.593,0.153,343.0
Vl-1,-1,38.0,57.0,4.0,100.0,36.508,52.381,11.111,63.0,37.097,54.839,8.065,62.0,B01,A40,A04,nonStandard,0.217,0.283,0.457,0.239,0.507,0.254,275.0
Reflection_Pure,1,0.0,0.0,0.0,0.0,58.065,40.323,1.613,62.0,52.381,42.857,4.762,63.0,A00,C00,B00,C00,0.304,0.275,0.362,0.423,0.385,0.154,295.0
AvoidZombification,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accruedacumen,1,0.0,100.0,0.0,6.0,65.625,31.25,3.125,64.0,45.902,52.459,1.639,61.0,C44,B22,B12,C43,0.143,0.686,0.143,0.058,0.423,0.519,312.0
cabeto133,1,46.0,44.0,10.0,100.0,45.312,51.562,3.125,64.0,42.623,45.902,11.475,61.0,C00,C20,B02,B10,0.109,0.636,0.236,0.197,0.656,0.115,411.0
Solomeoazul,-1,0.0,0.0,0.0,0.0,37.5,45.312,17.188,64.0,44.262,40.984,14.754,61.0,A05,E94,B58,C41,0.078,0.667,0.255,0.222,0.685,0.093,267.0
emmitakemetomoon,1,29.0,66.0,4.0,72.0,41.935,51.613,6.452,62.0,42.857,52.381,4.762,63.0,A40,B22,A50,D20,0.283,0.528,0.17,0.369,0.615,0.015,214.0
Vinicius_Ornelas_PMW,-1,0.0,0.0,0.0,0.0,28.571,57.143,14.286,7.0,36.364,63.636,0.0,11.0,B20,A40,C62,B33,0.167,0.333,0.167,0.545,0.273,0.182,268.0
KaraKartal123,1,60.0,36.0,4.0,100.0,46.667,46.667,6.667,60.0,56.923,41.538,1.538,65.0,B01,C22,B12,A03,0.415,0.323,0.138,0.727,0.109,0.164,255.0
Yaroslav_Zilinskiy,1,46.0,42.0,11.0,78.0,57.377,29.508,13.115,61.0,48.438,46.875,4.688,64.0,B30,B01,B34,B02,0.152,0.515,0.303,0.25,0.688,0.042,226.0
danothemano352,1,40.0,55.0,5.0,100.0,43.75,54.688,1.562,64.0,47.541,47.541,4.918,61.0,C20,B01,A03,B23,0.298,0.281,0.351,0.406,0.109,0.438,275.0
Besher_17,1,0.0,0.0,0.0,0.0,60.0,36.923,3.077,65.0,46.667,48.333,5.0,60.0,D00,A40,B07,A41,0.239,0.478,0.269,0.321,0.509,0.17,351.0
Angel_Ramirezz_7,1,34.0,62.0,3.0,29.0,47.059,47.059,5.882,17.0,16.667,83.333,0.0,12.0,C20,B00,D01,A00,0.5,0.3,0.2,0.611,0.167,0.111,199.0
patrijmc,-1,36.0,61.0,3.0,100.0,42.424,53.03,4.545,66.0,38.983,55.932,5.085,59.0,D00,C00,E06,D30,0.294,0.471,0.235,0.279,0.544,0.132,245.0
Vinshiata,1,0.0,0.0,0.0,0.0,46.667,51.667,1.667,60.0,52.308,40.0,7.692,65.0,B00,D00,A57,D02,0.129,0.387,0.484,0.123,0.193,0.684,484.0
letarion,1,0.0,50.0,50.0,6.0,100.0,0.0,0.0,1.0,14.286,71.429,14.286,7.0,B00,A01,B00,A01,1.0,0.0,0.0,0.6,0.0,0.4,452.0
Nervachess,-1,47.0,50.0,3.0,100.0,58.333,38.333,3.333,60.0,38.462,56.923,4.615,65.0,A40,B12,B10,C89,0.233,0.55,0.217,0.1,0.667,0.217,244.0
ayn100,-1,45.0,49.0,6.0,100.0,45.312,50.0,4.688,64.0,50.82,40.984,8.197,61.0,D00,B06,A45,A48,0.3,0.433,0.15,0.175,0.368,0.333,354.0
glitchhead,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,50.0,50.0,0.0,2.0,A00,B00,A00,B00,0.0,1.0,0.0,0.0,1.0,0.0,238.0
rene_aregger,-1,47.0,51.0,2.0,100.0,50.0,46.774,3.226,62.0,42.857,55.556,1.587,63.0,C25,C24,C61,A45,0.621,0.276,0.086,0.188,0.422,0.391,219.0
Stas_Vovk,-1,0.0,0.0,0.0,0.0,28.571,68.571,2.857,35.0,42.857,48.571,8.571,35.0,C20,D00,C54,D02,0.36,0.36,0.2,0.415,0.463,0.122,312.0
Bhiergov,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yakari_523401,1,43.0,47.0,8.0,69.0,36.207,58.621,5.172,58.0,49.254,47.761,2.985,67.0,C50,B00,C23,E67,0.296,0.389,0.296,0.545,0.364,0.076,296.0
Gertrude_Weichsel,-1,62.0,33.0,4.0,72.0,48.485,40.909,10.606,66.0,62.712,30.508,6.78,59.0,D02,A04,E48,A41,0.13,0.58,0.275,0.133,0.756,0.111,312.0
safwan2,-1,43.0,54.0,3.0,100.0,50.0,45.312,4.688,64.0,40.984,55.738,3.279,61.0,D02,A40,C25,C64,0.193,0.281,0.456,0.714,0.048,0.206,254.0
EliasSTD,-1,42.0,56.0,2.0,100.0,50.82,44.262,4.918,61.0,50.0,48.438,1.562,64.0,B32,C44,C01,C54,0.19,0.587,0.127,0.086,0.31,0.483,342.0
RectoMacaso45,-1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20.0,47.619,52.381,0.0,21.0,D00,B21,B21,C50,0.2,0.5,0.3,0.048,0.381,0.571,618.0
HiromasaSaito,1,40.0,46.0,13.0,45.0,48.387,45.161,6.452,62.0,41.27,46.032,12.698,63.0,A40,A00,D86,B02,0.125,0.625,0.232,0.298,0.667,0.035,667.0
