user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
Stepanoff1966,-1,51.0,45.0,4.0,100.0,42.188,51.562,6.25,64.0,42.623,49.18,8.197,61.0,C00,C01,C50,C41,0.094,0.736,0.17,0.159,0.714,0.111,363.0
Paragon_66,1,48.0,48.0,4.0,100.0,45.161,50.0,4.839,62.0,50.794,46.032,3.175,63.0,A00,B01,B02,A06,0.3,0.55,0.083,0.3,0.25,0.35,326.0
diporuv,1,56.0,41.0,3.0,100.0,59.016,39.344,1.639,61.0,56.25,39.062,4.688,64.0,B10,B20,B35,C01,0.167,0.708,0.111,0.041,0.122,0.796,397.0
LaPesteNegra,1,39.0,52.0,9.0,100.0,48.387,40.323,11.29,62.0,30.159,61.905,7.937,63.0,C11,C00,A22,D34,0.184,0.571,0.245,0.266,0.453,0.266,283.0
Sarthak23,-1,0.0,0.0,0.0,0.0,57.143,42.857,0.0,7.0,60.0,40.0,0.0,10.0,B00,C22,C28,C50,0.4,0.4,0.2,0.857,0.143,0.0,371.0
ahmadmakhzoom,1,51.0,49.0,0.0,100.0,47.761,52.239,0.0,67.0,48.276,51.724,0.0,58.0,B01,A40,B30,D00,0.633,0.267,0.1,0.046,0.262,0.692,234.0
VadimSN,-1,100.0,0.0,0.0,3.0,20.0,80.0,0.0,5.0,50.0,50.0,0.0,6.0,C22,C48,C48,D00,0.25,0.25,0.5,0.143,0.429,0.429,284.0
Ian_V_S,-1,44.0,52.0,4.0,100.0,42.857,53.968,3.175,63.0,45.161,51.613,3.226,62.0,B01,D20,E24,E70,0.291,0.455,0.2,0.106,0.697,0.182,337.0
The_Great_Waldo,1,0.0,0.0,0.0,0.0,65.0,31.667,3.333,60.0,49.231,49.231,1.538,65.0,D01,C42,A40,A83,0.324,0.479,0.169,0.196,0.549,0.255,260.0
Shavkat-2021,-1,65.0,34.0,0.0,78.0,72.308,27.692,0.0,65.0,70.0,23.333,6.667,60.0,nonStandard,C23,B43,A43,0.337,0.483,0.135,0.062,0.562,0.375,245.0
Sharky1975,-1,43.0,55.0,2.0,100.0,50.0,48.438,1.562,64.0,47.541,52.459,0.0,61.0,D02,A04,B22,D63,0.279,0.557,0.148,0.016,0.556,0.429,244.0
Finndroid,1,0.0,0.0,0.0,0.0,53.731,37.313,8.955,67.0,55.172,36.207,8.621,58.0,B01,B10,B06,B03,0.191,0.647,0.162,0.826,0.022,0.13,258.0
dohvaking,-1,53.0,41.0,6.0,100.0,47.619,46.032,6.349,63.0,51.613,45.161,3.226,62.0,D02,A04,C24,B00,0.274,0.5,0.226,0.175,0.737,0.088,334.0
General_Mbuto,-1,42.0,53.0,5.0,100.0,49.206,49.206,1.587,63.0,46.774,45.161,8.065,62.0,B12,B90,C89,C65,0.317,0.5,0.183,0.051,0.729,0.22,466.0
kingbariz,-1,44.0,51.0,5.0,100.0,44.444,49.206,6.349,63.0,45.161,50.0,4.839,62.0,C50,B01,A10,B07,0.179,0.643,0.161,0.161,0.645,0.161,222.0
tanker-3,1,52.0,44.0,4.0,100.0,50.794,46.032,3.175,63.0,53.226,40.323,6.452,62.0,B27,B20,A23,A17,0.308,0.477,0.215,0.463,0.148,0.389,588.0
Dragonrouge7,1,47.0,49.0,4.0,100.0,44.444,50.794,4.762,63.0,41.935,56.452,1.613,62.0,B12,B30,C44,E46,0.13,0.463,0.407,0.09,0.746,0.134,253.0
edouardch,-1,33.0,66.0,0.0,9.0,56.452,37.097,6.452,62.0,73.016,25.397,1.587,63.0,B01,A40,A06,B03,0.198,0.568,0.235,0.256,0.615,0.077,246.0
FI123581321,-1,44.0,51.0,5.0,100.0,30.508,59.322,10.169,59.0,51.515,40.909,7.576,66.0,D00,B01,A01,A06,0.135,0.538,0.308,0.226,0.71,0.048,229.0
delphi2,-1,33.0,33.0,33.0,9.0,48.148,44.444,7.407,27.0,29.412,47.059,23.529,17.0,B01,B33,B06,B21,0.278,0.667,0.056,0.15,0.7,0.15,346.0
itseliinaz,0,0.0,0.0,0.0,0.0,25.0,62.5,12.5,16.0,21.053,73.684,5.263,19.0,A01,B06,B06,A01,0.25,0.5,0.25,0.625,0.375,0.0,290.0
wics1,-1,45.0,54.0,1.0,100.0,42.188,56.25,1.562,64.0,50.82,44.262,4.918,61.0,B00,C50,A46,A04,0.276,0.328,0.328,0.349,0.476,0.143,250.0
kdt34wqx,-1,0.0,0.0,0.0,0.0,45.763,52.542,1.695,59.0,46.97,42.424,10.606,66.0,B50,B20,B13,B07,0.224,0.534,0.19,0.068,0.593,0.322,587.0
vloox,-1,49.0,47.0,4.0,100.0,53.226,41.935,4.839,62.0,49.206,49.206,1.587,63.0,B20,B27,B06,A46,0.375,0.328,0.266,0.088,0.474,0.439,283.0
carryingtheburden,-1,56.0,43.0,1.0,100.0,60.0,37.143,2.857,70.0,47.273,49.091,3.636,55.0,C25,B12,C15,D04,0.162,0.632,0.191,0.057,0.887,0.057,316.0
MoAb13877777777,-1,42.0,50.0,7.0,84.0,49.231,41.538,9.231,65.0,41.667,51.667,6.667,60.0,C41,C44,C46,C42,0.193,0.596,0.14,0.793,0.103,0.069,317.0
Jc-Peru,-1,0.0,0.0,0.0,0.0,45.312,54.688,0.0,64.0,49.18,49.18,1.639,61.0,A40,C50,C20,C71,0.322,0.407,0.237,0.369,0.354,0.277,293.0
CutieCY,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MarcosReis,1,0.0,0.0,0.0,0.0,33.333,61.404,5.263,57.0,47.059,52.941,0.0,68.0,B01,C20,A00,C21,0.294,0.373,0.294,0.451,0.493,0.014,271.0
zakirarafat,-1,38.0,54.0,8.0,100.0,45.763,49.153,5.085,59.0,37.879,54.545,7.576,66.0,C20,A00,C25,B12,0.135,0.481,0.327,0.862,0.077,0.046,312.0
Hannahkizh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JennyChang314,-1,43.0,51.0,6.0,100.0,41.935,50.0,8.065,62.0,42.857,52.381,4.762,63.0,C50,B20,D01,D02,0.34,0.491,0.151,0.156,0.719,0.109,358.0
arthurafarias,-1,0.0,0.0,0.0,0.0,55.738,40.984,3.279,61.0,53.125,45.312,1.562,64.0,C20,B01,A13,D00,0.529,0.221,0.25,0.426,0.519,0.0,263.0
udgo_derey,-1,46.0,50.0,4.0,100.0,40.984,55.738,3.279,61.0,51.562,45.312,3.125,64.0,C42,C40,A01,D02,0.345,0.448,0.172,0.46,0.317,0.175,326.0
yasharnikzad,-1,42.0,51.0,7.0,100.0,43.548,48.387,8.065,62.0,47.619,46.032,6.349,63.0,C00,A40,C40,C54,0.175,0.544,0.263,0.305,0.593,0.102,253.0
Konstricta,-1,54.0,42.0,4.0,100.0,50.82,42.623,6.557,61.0,54.688,40.625,4.688,64.0,A04,A15,B14,D45,0.318,0.424,0.197,0.096,0.115,0.75,304.0
Muanxo,-1,56.0,42.0,1.0,100.0,42.857,55.556,1.587,63.0,50.0,46.774,3.226,62.0,B20,A40,C42,C24,0.483,0.328,0.172,0.141,0.438,0.391,249.0
hellohoneyhalloween,-1,0.0,0.0,0.0,0.0,54.688,39.062,6.25,64.0,62.295,32.787,4.918,61.0,B12,B15,D35,D53,0.205,0.548,0.233,0.244,0.578,0.156,292.0
MJZIRO,1,0.0,0.0,0.0,0.0,49.18,45.902,4.918,61.0,53.125,46.875,0.0,64.0,B02,A06,B15,A00,0.234,0.641,0.125,0.241,0.655,0.086,284.0
Lily_cat,-1,0.0,94.0,5.0,54.0,14.754,85.246,0.0,61.0,14.062,84.375,1.562,64.0,C50,C44,A40,C67,0.556,0.333,0.056,0.085,0.434,0.443,432.0
Deshwen1508,-1,49.0,45.0,6.0,100.0,50.0,45.161,4.839,62.0,47.619,47.619,4.762,63.0,C00,A00,D20,B12,0.361,0.361,0.279,0.345,0.466,0.19,245.0
palosidno,-1,0.0,0.0,0.0,0.0,47.458,49.153,3.39,59.0,59.091,37.879,3.03,66.0,B10,B13,A37,E91,0.224,0.642,0.075,0.167,0.833,0.0,548.0
Garin_Petr,-1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,0.0,100.0,0.0,2.0,C42,C41,C42,C41,0.0,1.0,0.0,0.667,0.0,0.0,264.0
Ibratullo,-1,42.0,55.0,3.0,100.0,44.615,55.385,0.0,65.0,56.667,41.667,1.667,60.0,C44,C41,B22,A21,0.444,0.302,0.206,0.115,0.639,0.246,245.0
elnoc2,1,45.0,51.0,3.0,99.0,54.098,44.262,1.639,61.0,42.188,50.0,7.812,64.0,C50,C57,C46,C00,0.317,0.567,0.117,0.339,0.322,0.169,313.0
Jessil,1,54.0,42.0,4.0,100.0,52.381,44.444,3.175,63.0,61.29,33.871,4.839,62.0,B06,C50,A10,B30,0.155,0.394,0.437,0.265,0.388,0.347,284.0
Prabath_Sandamal,1,44.0,54.0,2.0,100.0,48.387,50.0,1.613,62.0,46.032,52.381,1.587,63.0,A00,C00,A02,A05,0.373,0.475,0.153,0.688,0.172,0.078,318.0
Judybaby1511,-1,42.0,53.0,5.0,100.0,38.095,57.143,4.762,63.0,46.774,48.387,4.839,62.0,C00,D02,D38,A35,0.283,0.264,0.453,0.106,0.03,0.773,302.0
IwillLo0se,-1,48.0,46.0,6.0,100.0,42.857,50.794,6.349,63.0,56.452,38.71,4.839,62.0,A01,B00,A10,A41,0.21,0.419,0.339,0.107,0.857,0.036,218.0
miladtiami30,-1,0.0,0.0,0.0,0.0,52.308,33.846,13.846,65.0,41.667,48.333,10.0,60.0,B06,A40,A00,A01,0.153,0.441,0.39,0.235,0.49,0.059,235.0
Unohearmek,-1,54.0,42.0,4.0,100.0,53.846,41.538,4.615,65.0,58.333,40.0,1.667,60.0,C44,C42,B10,D15,0.229,0.571,0.157,0.137,0.824,0.039,218.0
Nikos311,-1,59.0,35.0,6.0,100.0,62.295,32.787,4.918,61.0,62.5,35.938,1.562,64.0,B06,A40,C10,A80,0.282,0.526,0.179,0.116,0.721,0.14,257.0
Shevaun_Forrest,1,56.0,42.0,2.0,100.0,46.032,52.381,1.587,63.0,56.452,43.548,0.0,62.0,A45,B00,B07,A02,0.391,0.453,0.141,0.167,0.267,0.567,267.0
fryd123ffa,-1,45.0,50.0,5.0,100.0,45.312,46.875,7.812,64.0,45.902,52.459,1.639,61.0,C00,C44,B21,C45,0.298,0.491,0.088,0.468,0.194,0.274,381.0
MuslimPotia,-1,0.0,0.0,0.0,0.0,46.97,43.939,9.091,66.0,44.068,52.542,3.39,59.0,C50,D00,C54,C55,0.491,0.263,0.228,0.517,0.25,0.233,237.0
PequenoSenpai,1,45.0,53.0,2.0,100.0,39.344,57.377,3.279,61.0,48.438,50.0,1.562,64.0,C42,C20,C10,C43,0.473,0.4,0.109,0.134,0.627,0.239,399.0
hop66,-1,0.0,0.0,0.0,0.0,50.769,47.692,1.538,65.0,38.333,60.0,1.667,60.0,D02,A40,A02,D05,0.286,0.464,0.196,0.075,0.373,0.552,435.0
Alii123456789,-1,0.0,0.0,0.0,0.0,16.667,50.0,33.333,6.0,40.0,60.0,0.0,5.0,C20,C25,C26,D20,0.333,0.667,0.0,0.0,0.5,0.5,400.0
maho1,-1,0.0,0.0,0.0,0.0,44.262,50.82,4.918,61.0,53.125,37.5,9.375,64.0,B01,A00,A43,A01,0.344,0.393,0.148,0.236,0.545,0.164,220.0
captain_roy,-1,47.0,47.0,6.0,100.0,48.333,43.333,8.333,60.0,44.615,53.846,1.538,65.0,D00,C41,C23,C25,0.466,0.414,0.086,0.295,0.475,0.066,308.0
yuvivivek07,-1,56.0,43.0,1.0,100.0,49.18,50.82,0.0,61.0,56.25,42.188,1.562,64.0,C50,C47,D01,D06,0.409,0.364,0.197,0.138,0.431,0.345,543.0
ShanthiThereseS,-1,0.0,0.0,0.0,0.0,33.333,66.667,0.0,9.0,20.0,80.0,0.0,5.0,A40,C20,C40,D00,0.5,0.25,0.0,0.5,0.2,0.1,358.0
Bill-Bach,1,48.0,47.0,5.0,100.0,53.226,41.935,4.839,62.0,42.857,52.381,4.762,63.0,A40,C11,D41,D35,0.2,0.633,0.15,0.136,0.678,0.186,397.0
Journico,1,41.0,56.0,3.0,100.0,44.262,50.82,4.918,61.0,56.25,42.188,1.562,64.0,B01,C50,C44,D02,0.286,0.587,0.111,0.552,0.397,0.052,314.0
alcms,-1,51.0,44.0,5.0,100.0,52.381,47.619,0.0,63.0,37.097,56.452,6.452,62.0,B00,B23,C35,A02,0.214,0.482,0.268,0.338,0.523,0.123,416.0
Johannes_Climacus,0,49.0,45.0,6.0,100.0,53.125,45.312,1.562,64.0,42.623,45.902,11.475,61.0,A40,B34,D80,A08,0.183,0.55,0.233,0.193,0.737,0.035,206.0
namik1958,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,D11,,D11,,0.0,0.0,0.0,0.0,1.0,0.0,465.0
edludd,1,25.0,68.0,7.0,100.0,24.615,70.769,4.615,65.0,28.333,63.333,8.333,60.0,B11,C50,C52,A48,0.091,0.727,0.182,0.012,0.869,0.095,281.0
universfritz,0,0.0,0.0,0.0,0.0,58.621,37.931,3.448,29.0,51.613,45.161,3.226,31.0,nonStandard,D02,B10,C02,0.333,0.394,0.273,0.16,0.6,0.12,386.0
nitro100,-1,47.0,47.0,6.0,100.0,46.667,43.333,10.0,60.0,46.154,50.769,3.077,65.0,A01,B06,A04,C34,0.31,0.414,0.259,0.61,0.017,0.373,426.0
mephisto42,1,55.0,40.0,5.0,100.0,62.903,29.032,8.065,62.0,44.444,52.381,3.175,63.0,B20,A43,C00,B33,0.179,0.612,0.194,0.078,0.412,0.51,267.0
ankush2395,1,0.0,60.0,40.0,5.0,0.0,0.0,100.0,1.0,0.0,75.0,25.0,4.0,A04,C28,A04,C28,0.0,0.0,0.0,0.667,0.0,0.333,581.0
ig-stanojevic,-1,50.0,44.0,6.0,100.0,57.812,39.062,3.125,64.0,47.541,44.262,8.197,61.0,A40,D02,C01,D13,0.061,0.561,0.379,0.25,0.481,0.269,280.0
stanley_yelnats,1,52.0,46.0,2.0,100.0,46.875,50.0,3.125,64.0,49.18,44.262,6.557,61.0,C62,B13,A08,B40,0.25,0.6,0.133,0.22,0.627,0.153,313.0
petrbobrov,0,46.0,48.0,6.0,100.0,48.387,45.161,6.452,62.0,46.032,50.794,3.175,63.0,C00,C50,C54,B50,0.322,0.508,0.153,0.4,0.6,0.0,298.0
yolesoce,1,54.0,44.0,2.0,100.0,55.738,40.984,3.279,61.0,51.562,46.875,1.562,64.0,D00,B01,B02,A43,0.269,0.463,0.209,0.164,0.382,0.455,246.0
yami1_MPASO,-1,52.0,43.0,5.0,100.0,48.387,46.774,4.839,62.0,47.619,49.206,3.175,63.0,C23,B20,C47,D07,0.417,0.483,0.067,0.117,0.45,0.417,364.0
ShahMatch,-1,0.0,0.0,0.0,0.0,33.333,66.667,0.0,6.0,75.0,25.0,0.0,4.0,C50,A43,B20,C20,0.2,0.6,0.0,0.6,0.4,0.0,199.0
ZEBO85,-1,47.0,52.0,1.0,100.0,50.794,49.206,0.0,63.0,41.935,56.452,1.613,62.0,D10,D30,B12,B20,0.155,0.552,0.259,0.091,0.485,0.424,399.0
gg9tt6ggtt96,0,52.0,41.0,7.0,100.0,59.677,35.484,4.839,62.0,44.444,46.032,9.524,63.0,B01,B20,B06,C30,0.108,0.708,0.169,0.118,0.667,0.196,579.0
HollowLeaf,-1,0.0,0.0,0.0,0.0,50.794,47.619,1.587,63.0,43.548,45.161,11.29,62.0,B12,C25,B15,C29,0.22,0.576,0.186,0.086,0.845,0.069,348.0
Hardedot,-1,45.0,50.0,5.0,100.0,46.154,47.692,6.154,65.0,46.667,51.667,1.667,60.0,B00,A04,A02,C65,0.241,0.362,0.397,0.468,0.016,0.5,287.0
ALEXXXL1985,-1,45.0,52.0,3.0,100.0,32.787,63.934,3.279,61.0,43.75,51.562,4.688,64.0,A00,D00,D11,D10,0.229,0.458,0.292,0.444,0.208,0.347,260.0
patitojuan456,-1,59.0,36.0,5.0,100.0,66.129,32.258,1.613,62.0,42.857,52.381,4.762,63.0,D02,B30,E67,A13,0.265,0.471,0.25,0.094,0.887,0.019,244.0
darklukie,1,55.0,41.0,4.0,100.0,49.18,47.541,3.279,61.0,67.188,29.688,3.125,64.0,B10,B13,A04,C48,0.233,0.521,0.247,0.521,0.25,0.229,322.0
blundragain,1,53.0,41.0,6.0,100.0,51.562,45.312,3.125,64.0,44.262,47.541,8.197,61.0,A40,B10,E61,A65,0.283,0.483,0.183,0.052,0.345,0.586,254.0
Naij_Warrior,-1,0.0,0.0,0.0,0.0,39.344,57.377,3.279,61.0,51.562,46.875,1.562,64.0,A45,C41,A46,A02,0.404,0.368,0.211,0.123,0.215,0.662,278.0
helixmusic,-1,0.0,0.0,0.0,0.0,58.065,37.097,4.839,62.0,42.857,55.556,1.587,63.0,C40,B23,B11,A09,0.175,0.492,0.27,0.086,0.914,0.0,447.0
ShamanTurko,-1,48.0,49.0,3.0,100.0,45.161,51.613,3.226,62.0,46.032,52.381,1.587,63.0,B00,A40,C54,A10,0.281,0.456,0.175,0.277,0.662,0.046,285.0
Sport29,1,50.0,48.0,2.0,100.0,45.161,53.226,1.613,62.0,50.794,46.032,3.175,63.0,C40,B01,C20,A06,0.3,0.433,0.217,0.258,0.645,0.097,211.0
lalrinpuia,1,41.0,55.0,4.0,100.0,49.206,47.619,3.175,63.0,45.161,51.613,3.226,62.0,C50,C44,C23,A45,0.339,0.576,0.034,0.242,0.306,0.323,328.0
Rloca,1,43.0,54.0,3.0,100.0,48.333,48.333,3.333,60.0,41.538,55.385,3.077,65.0,C40,C20,A01,C02,0.321,0.446,0.196,0.462,0.462,0.077,229.0
Reinaldo_DMJ,-1,38.0,60.0,2.0,100.0,25.0,73.333,1.667,60.0,36.923,60.0,3.077,65.0,B01,C00,A41,A42,0.359,0.154,0.462,0.349,0.554,0.096,210.0
jesserez,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roadrunerrr,-1,34.0,59.0,7.0,100.0,44.068,54.237,1.695,59.0,36.364,54.545,9.091,66.0,D00,C44,C10,B06,0.38,0.36,0.2,0.353,0.544,0.103,370.0
msheikhi459,-1,52.0,45.0,3.0,100.0,53.968,42.857,3.175,63.0,48.387,48.387,3.226,62.0,B00,C50,A01,C54,0.25,0.328,0.359,0.632,0.07,0.246,261.0
RuL_Ling,1,48.0,48.0,4.0,100.0,46.774,50.0,3.226,62.0,50.794,46.032,3.175,63.0,A40,C50,B01,C21,0.393,0.311,0.23,0.317,0.333,0.1,194.0
sancher25new,1,33.0,58.0,8.0,72.0,35.897,51.282,12.821,39.0,41.86,51.163,6.977,43.0,C20,B01,C21,C50,0.25,0.5,0.188,0.857,0.095,0.048,517.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoyJennings,-1,52.0,48.0,0.0,100.0,55.738,42.623,1.639,61.0,51.562,46.875,1.562,64.0,C42,C50,C78,C26,0.403,0.403,0.104,0.357,0.482,0.161,339.0
Reza_Mokhtari54,1,47.0,52.0,1.0,100.0,44.444,55.556,0.0,63.0,45.161,53.226,1.613,62.0,A00,B00,A04,A40,0.321,0.464,0.214,0.574,0.221,0.206,402.0
akib67,-1,43.0,51.0,6.0,100.0,43.548,54.839,1.613,62.0,38.095,52.381,9.524,63.0,B01,B23,C11,A07,0.294,0.314,0.353,0.224,0.403,0.328,281.0
Leviathan_Seraph731,0,44.0,51.0,5.0,100.0,43.548,51.613,4.839,62.0,39.683,55.556,4.762,63.0,C00,A00,B06,B01,0.288,0.5,0.212,0.239,0.507,0.239,248.0
Hars1997,1,47.0,49.0,4.0,100.0,60.0,40.0,0.0,10.0,36.364,63.636,0.0,11.0,B30,A40,A40,A00,0.3,0.5,0.2,0.182,0.818,0.0,190.0
h4mst3r,-1,45.0,49.0,6.0,100.0,59.677,35.484,4.839,62.0,34.921,58.73,6.349,63.0,B01,A40,A43,A80,0.153,0.39,0.39,0.322,0.424,0.136,241.0
CTiznado,-1,45.0,55.0,0.0,100.0,45.161,48.387,6.452,62.0,41.27,57.143,1.587,63.0,A01,B20,A13,B02,0.352,0.296,0.278,0.288,0.106,0.606,302.0
myktybekov,-1,47.0,48.0,5.0,100.0,43.548,51.613,4.839,62.0,50.794,44.444,4.762,63.0,A21,A10,A30,A43,0.186,0.542,0.22,0.467,0.367,0.133,357.0
dermawan13,1,45.0,50.0,5.0,100.0,44.444,52.381,3.175,63.0,50.0,43.548,6.452,62.0,C42,D43,A58,C56,0.169,0.61,0.22,0.033,0.333,0.633,457.0
Alex_litl,-1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,C53,,C53,,0.0,0.0,0.0,0.0,1.0,0.0,1025.0
bkhdxb86,-1,53.0,44.0,3.0,100.0,58.065,41.935,0.0,62.0,47.619,46.032,6.349,63.0,C00,B20,B06,B01,0.121,0.652,0.197,0.255,0.709,0.036,617.0
NasiGorengPedas,-1,49.0,50.0,1.0,100.0,55.556,44.444,0.0,63.0,43.548,54.839,1.613,62.0,B13,A40,B57,D21,0.258,0.484,0.21,0.097,0.355,0.532,274.0
aboaldahab,1,47.0,49.0,4.0,100.0,55.556,38.095,6.349,63.0,40.323,58.065,1.613,62.0,C00,C20,B06,B01,0.217,0.65,0.133,0.383,0.55,0.05,517.0
hfgjjvvgjbc,1,48.0,48.0,4.0,100.0,41.935,56.452,1.613,62.0,47.619,46.032,6.349,63.0,B20,C42,D07,C26,0.286,0.393,0.232,0.328,0.422,0.234,233.0
timlinkingwater,0,44.0,53.0,3.0,100.0,47.619,47.619,4.762,63.0,43.548,50.0,6.452,62.0,B21,C00,A03,B07,0.263,0.421,0.263,0.082,0.541,0.361,400.0
carlos_doubledanger,-1,49.0,43.0,8.0,100.0,54.098,37.705,8.197,61.0,48.438,43.75,7.812,64.0,C50,D00,B12,C68,0.203,0.516,0.281,0.353,0.588,0.039,329.0
oleksa70,-1,0.0,0.0,0.0,0.0,59.322,33.898,6.78,59.0,53.03,40.909,6.061,66.0,C62,C50,D10,C45,0.357,0.514,0.129,0.149,0.319,0.532,675.0
Farjani,-1,33.0,33.0,33.0,9.0,50.82,42.623,6.557,61.0,42.188,56.25,1.562,64.0,D02,A04,C30,nonStandard,0.328,0.466,0.19,0.532,0.226,0.194,514.0
S8S8TF8,-1,0.0,0.0,0.0,0.0,50.0,50.0,0.0,18.0,63.158,36.842,0.0,19.0,D00,B50,D31,B21,0.286,0.476,0.238,0.375,0.562,0.0,237.0
ADC-tungquan2018,-1,16.0,83.0,0.0,6.0,0.0,100.0,0.0,2.0,25.0,75.0,0.0,4.0,D00,B01,D00,B01,0.0,0.0,1.0,0.4,0.6,0.0,244.0
gunya_artem,-1,25.0,75.0,0.0,36.0,70.0,30.0,0.0,10.0,31.579,68.421,0.0,19.0,C41,C47,C78,B13,0.462,0.308,0.154,0.438,0.25,0.125,321.0
andrzejwaclawek,-1,45.0,53.0,2.0,100.0,52.381,44.444,3.175,63.0,40.323,59.677,0.0,62.0,D02,D00,E61,C65,0.293,0.517,0.172,0.185,0.815,0.0,245.0
vova85,1,48.0,51.0,1.0,100.0,39.655,53.448,6.897,58.0,41.791,55.224,2.985,67.0,D00,C23,C21,B46,0.314,0.451,0.235,0.294,0.603,0.088,317.0
Eyanchess,1,0.0,0.0,0.0,0.0,46.667,48.333,5.0,60.0,49.231,44.615,6.154,65.0,A40,C02,B90,C34,0.283,0.467,0.217,0.259,0.621,0.103,284.0
EmilySalome,-1,46.0,48.0,6.0,100.0,46.032,52.381,1.587,63.0,45.161,48.387,6.452,62.0,A40,B20,D30,A00,0.456,0.386,0.123,0.159,0.206,0.524,242.0
danthoy,1,44.0,48.0,8.0,100.0,42.857,50.794,6.349,63.0,46.774,46.774,6.452,62.0,C50,B01,D38,D20,0.196,0.5,0.286,0.279,0.475,0.246,269.0
AngelofDeath66,-1,0.0,0.0,0.0,0.0,48.387,51.613,0.0,62.0,33.333,58.73,7.937,63.0,B00,B21,D35,C23,0.216,0.392,0.353,0.159,0.551,0.275,492.0
Superfuffl,1,53.0,43.0,4.0,100.0,55.556,41.27,3.175,63.0,45.161,50.0,4.839,62.0,C50,B21,C34,C41,0.27,0.54,0.19,0.281,0.596,0.123,376.0
choze,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mr_Arge,-1,0.0,0.0,0.0,0.0,62.069,37.931,0.0,29.0,32.0,64.0,4.0,25.0,D02,D05,D05,D04,0.423,0.346,0.192,0.074,0.519,0.407,390.0
guduzatapiwa,-1,49.0,48.0,3.0,100.0,50.794,46.032,3.175,63.0,48.387,50.0,1.613,62.0,D00,A45,B15,D11,0.274,0.565,0.145,0.067,0.467,0.4,230.0
KoJI9I,1,50.0,46.0,4.0,100.0,56.667,40.0,3.333,60.0,43.077,53.846,3.077,65.0,B01,C02,C62,C48,0.129,0.661,0.161,0.356,0.525,0.102,496.0
voicixs,1,49.0,48.0,3.0,100.0,51.515,45.455,3.03,66.0,52.542,45.763,1.695,59.0,C50,B20,B52,B30,0.385,0.462,0.046,0.14,0.737,0.088,373.0
iluh4,1,50.0,46.0,4.0,100.0,52.459,42.623,4.918,61.0,37.5,56.25,6.25,64.0,C44,B00,D02,C47,0.161,0.554,0.286,0.226,0.581,0.194,395.0
SheikhJan571,0,59.0,37.0,3.0,96.0,53.226,46.774,0.0,62.0,49.206,44.444,6.349,63.0,B22,C41,C40,C01,0.375,0.328,0.25,0.316,0.298,0.316,319.0
tercerplaneta,0,41.0,56.0,2.0,100.0,45.161,51.613,3.226,62.0,49.206,49.206,1.587,63.0,C42,A40,B50,C48,0.39,0.407,0.203,0.889,0.032,0.048,239.0
MrJohnnyRico,-1,68.0,32.0,0.0,75.0,60.606,33.333,6.061,66.0,55.932,44.068,0.0,59.0,B20,A40,C34,C20,0.247,0.493,0.219,0.25,0.708,0.042,343.0
DonVakura,1,56.0,42.0,1.0,100.0,55.556,42.857,1.587,63.0,51.613,46.774,1.613,62.0,B00,A40,A56,D02,0.269,0.522,0.164,0.304,0.536,0.143,575.0
Uncle-Fares,1,100.0,0.0,0.0,6.0,51.429,42.857,5.714,35.0,54.545,42.424,3.03,33.0,C50,B20,C20,B00,0.333,0.5,0.167,0.207,0.552,0.241,399.0
AlucardPain,1,38.0,61.0,0.0,39.0,6.25,87.5,6.25,16.0,26.667,66.667,6.667,15.0,B30,B50,C41,C02,0.6,0.2,0.0,0.083,0.75,0.167,317.0
Manuel_Pelz,1,39.0,59.0,2.0,100.0,36.364,62.121,1.515,66.0,47.458,50.847,1.695,59.0,B01,C44,C55,B44,0.308,0.5,0.173,0.225,0.521,0.197,263.0
